# _root_ Επομένως όταν οι άνθρωποι βρίσκονται κοντά σε πηγές , ο οργανισμός τους αντιδρά , αυξάνοντας τον καρδιακό παλμό και την αρτηριακή πίεση ή προκαλώντας ορμονικές αλλαγές .
#goldHeads=13,13,4,5,2,5,6,7,2,11,13,11,0,23,23,18,18,19,15,22,22,19,13,23,26,24,0,
#predictedHeads=13,13,4,5,2,5,5,7,13,11,13,11,0,13,13,18,18,19,15,22,22,19,22,23,26,24,0,
(5,6),(5,15),0.0264894 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.0321829 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.0208887 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.000565913 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0237155 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.00430978 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0211232 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0228212 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.00430978 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0220469 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0211232 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.20111 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.0549678 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0180533 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.235879 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0407451 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0180533 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0367736 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.235879 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.21232 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.125378 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.00273015 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.00731506 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.0201515 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0065407 # DEPENDENCYPART_SIBL
(5,9),(5,18),0.00273015 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0398513 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.0378177 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.035816 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0104875 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0318445 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.227179 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.207339 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.120423 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0248237 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.193515 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.0647345 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.188655 # DEPENDENCYPART_SIBL
(5,13),(5,23),-0.118104 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.0065407 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.00273015 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.0398513 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.0378177 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.065218 # DEPENDENCYPART_SIBL
(5,15),(5,19),-0.189139 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.118588 # DEPENDENCYPART_SIBL
(5,18),(5,19),-0.207339 # DEPENDENCYPART_SIBL
(5,18),(5,23),-0.120423 # DEPENDENCYPART_SIBL
(5,19),(5,23),-0.0636427 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0249773 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0261188 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0300138 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0510181 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0218304 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0197822 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0214106 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0138452 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0197822 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0338375 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0424238 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.00131071 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0372385 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0272336 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0372367 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.00644461 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0272336 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0678971 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00613064 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0095464 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.018914 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.00995105 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.00331868 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.018914 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0334479 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0120957 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0124471 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.012094 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.135119 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0124471 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0198672 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0275491 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0193571 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0302748 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0275491 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0163481 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.148387 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0312916 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0163481 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.00498333 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.000749213 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0149551 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0312916 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0176665 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.138808 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.020272 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0554894 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0084925 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0544314 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0326599 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00612193 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0304493 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.107555 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.521277 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.00187525 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.101346 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0477624 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00306856 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0107049 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0365493 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0515582 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0182013 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0220699 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0181523 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00312244 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.00993419 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.06344 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0471992 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0487412 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0223878 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0268291 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.115102 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0437578 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.000568011 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0351643 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.00573272 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0631854 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.00417921 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.031351 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.00496293 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.214485 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00973896 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.00339692 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0154517 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0527492 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.00253591 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0357358 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0938528 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0377116 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0615456 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.211668 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0865938 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.386045 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.109529 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.052299 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.00315234 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0522946 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0132895 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0367195 # DEPENDENCYPART_SIBL
(11,3),(11,23),0.0583017 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.132771 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0465318 # DEPENDENCYPART_SIBL
(11,8),(11,13),-6.8607e-05 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0117727 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.000369335 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.00786117 # DEPENDENCYPART_SIBL
(11,8),(11,18),-4.23317e-05 # DEPENDENCYPART_SIBL
(11,8),(11,23),0.0170605 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.103776 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0449209 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0808142 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0449164 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.00072728 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0656012 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.0436598 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0258841 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0179082 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0258841 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0247284 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.090976 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.0662849 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.108331 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0927616 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.00528776 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0184964 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.0470515 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0166589 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.00507862 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0608782 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.015562 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.00528776 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0184964 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.0470515 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0320659 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.0577734 # DEPENDENCYPART_SIBL
(11,18),(11,23),-0.101979 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.0108123 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0298914 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.013285 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0246938 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.00380263 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0210711 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.00753985 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0284483 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.02348 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0763107 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0364399 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.000902612 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0103924 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.0132491 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.00439626 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0103924 # DEPENDENCYPART_SIBL
(13,1),(13,22),0.018671 # DEPENDENCYPART_SIBL
(13,1),(13,23),0.0103194 # DEPENDENCYPART_SIBL
(13,1),(13,26),0.0436151 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0261413 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0140403 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.00411507 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0029504 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0273873 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.000130183 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.00897169 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0262483 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0379058 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0261489 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0169247 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.00798305 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0217905 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.00954854 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.00798313 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.016378 # DEPENDENCYPART_SIBL
(13,2),(13,23),0.048272 # DEPENDENCYPART_SIBL
(13,2),(13,26),-0.00270639 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.00669373 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.00113707 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.00967701 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.167974 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.00920158 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0749841 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.166831 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.131439 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.00780474 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.00319884 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0302565 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.00391907 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.00981928 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.0302564 # DEPENDENCYPART_SIBL
(13,4),(13,22),-6.57605e-05 # DEPENDENCYPART_SIBL
(13,4),(13,23),0.0387236 # DEPENDENCYPART_SIBL
(13,4),(13,26),0.0220866 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.00813266 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.00422117 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0747598 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.00784669 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0630696 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0736114 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.115595 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0166773 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0604907 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0139729 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.00603524 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0270002 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.013973 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.000541345 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.00268795 # DEPENDENCYPART_SIBL
(13,5),(13,26),0.0155235 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0103621 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.00889316 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.00940583 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0308813 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.012009 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0755533 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0197713 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0217926 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.022763 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.00649612 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.016921 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.0227631 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.00107422 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.0010395 # DEPENDENCYPART_SIBL
(13,6),(13,26),0.0238699 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0157116 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.03955 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.058203 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0126136 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.146126 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0301831 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.00683895 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0103484 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0116071 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.00501006 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.0103485 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.00739315 # DEPENDENCYPART_SIBL
(13,7),(13,23),0.0302146 # DEPENDENCYPART_SIBL
(13,7),(13,26),0.0146636 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0413579 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0865156 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.182674 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.143098 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.00409589 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.00902763 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0257439 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0148625 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.00202541 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.0257438 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0110092 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.0458007 # DEPENDENCYPART_SIBL
(13,8),(13,26),0.0111431 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0291883 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.00336588 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.00568783 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0423738 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0114267 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0238806 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.00128132 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0111315 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0238807 # DEPENDENCYPART_SIBL
(13,9),(13,22),0.0154647 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.00507086 # DEPENDENCYPART_SIBL
(13,9),(13,26),0.0431019 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0196772 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0163734 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0917344 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0228678 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.019005 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0104923 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0431457 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.019005 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0159949 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.00529229 # DEPENDENCYPART_SIBL
(13,10),(13,26),0.028834 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.142465 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00421021 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.00897813 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0258082 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.00977133 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.00895803 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.025808 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.00591802 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.0388458 # DEPENDENCYPART_SIBL
(13,11),(13,26),0.0162343 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.072705 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0654221 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.00560464 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0684884 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0116528 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.00560472 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.0629355 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.00310762 # DEPENDENCYPART_SIBL
(13,12),(13,26),-0.0469285 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00510962 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0509368 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.00436572 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0357273 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0509368 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.00399146 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.034985 # DEPENDENCYPART_SIBL
(13,14),(13,26),0.0121556 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.107281 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.064991 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.186726 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.107281 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.064329 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.117366 # DEPENDENCYPART_SIBL
(13,15),(13,26),-0.0556759 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0343066 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.145669 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.103761 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0332808 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.0523875 # DEPENDENCYPART_SIBL
(13,17),(13,26),-0.0257501 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.201963 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.114415 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.224919 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.116956 # DEPENDENCYPART_SIBL
(13,18),(13,26),-0.215935 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0534538 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.00985361 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.0619076 # DEPENDENCYPART_SIBL
(13,19),(13,26),-0.00292576 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.0332808 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.0523876 # DEPENDENCYPART_SIBL
(13,21),(13,26),-0.0257501 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.096813 # DEPENDENCYPART_SIBL
(13,22),(13,26),-0.209339 # DEPENDENCYPART_SIBL
(13,23),(13,26),-0.0527573 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.278251 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0339828 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0139112 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.0108123 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.0298913 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0132851 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0246938 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.00380269 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.021071 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.00751636 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0284484 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0234799 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0132687 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.00751636 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.000863376 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0103925 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.0104549 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.00443166 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.0103926 # DEPENDENCYPART_SIBL
(15,1),(15,22),0.0158768 # DEPENDENCYPART_SIBL
(15,1),(15,23),0.010284 # DEPENDENCYPART_SIBL
(15,1),(15,24),0.000260678 # DEPENDENCYPART_SIBL
(15,1),(15,26),0.0408209 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0261413 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0140404 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.00411507 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.0029504 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0273873 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.000153603 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.00897169 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0262484 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0139686 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.000153603 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.00394635 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.00798305 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0245846 # DEPENDENCYPART_SIBL
