# _root_ Εδώ δεν πρέπει όμως να ξεχάσουμε το εξής : το ευρώ δεν είναι μόνο ένα νομισματικό πρόγραμμα , αλλά ήταν ανέκαθεν και πολιτικό πρόγραμμα , αποτελώντας τμήμα της Πολιτικής Ένωσης της Ευρώπης .
#goldHeads=3,3,4,0,6,3,8,9,6,11,13,13,19,13,17,17,13,19,9,19,20,24,24,20,26,19,26,30,30,27,32,30,0,
#predictedHeads=3,3,4,0,6,3,8,6,6,11,13,13,19,13,17,17,13,19,0,19,22,24,22,20,26,20,26,30,30,27,32,30,0,
(4,3),(4,26),0.121525 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0558009 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.00657786 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0147856 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0103515 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.0651685 # DEPENDENCYPART_SIBL
(4,5),(4,18),-0.0164812 # DEPENDENCYPART_SIBL
(4,5),(4,19),-0.0339818 # DEPENDENCYPART_SIBL
(4,5),(4,20),-0.0510891 # DEPENDENCYPART_SIBL
(4,5),(4,22),-0.0309732 # DEPENDENCYPART_SIBL
(4,5),(4,25),-0.0164812 # DEPENDENCYPART_SIBL
(4,5),(4,26),-0.0558009 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.00773344 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.0474603 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0198452 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.338555 # DEPENDENCYPART_SIBL
(4,6),(4,18),0.0731616 # DEPENDENCYPART_SIBL
(4,6),(4,19),-0.104111 # DEPENDENCYPART_SIBL
(4,6),(4,20),-0.313778 # DEPENDENCYPART_SIBL
(4,6),(4,22),-0.118686 # DEPENDENCYPART_SIBL
(4,6),(4,25),0.0731616 # DEPENDENCYPART_SIBL
(4,6),(4,26),-0.315328 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.00688131 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.0415534 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.0861252 # DEPENDENCYPART_SIBL
(4,8),(4,18),0.0154042 # DEPENDENCYPART_SIBL
(4,8),(4,19),-0.00336133 # DEPENDENCYPART_SIBL
(4,8),(4,20),-0.0739835 # DEPENDENCYPART_SIBL
(4,8),(4,22),0.0251228 # DEPENDENCYPART_SIBL
(4,8),(4,25),0.0154042 # DEPENDENCYPART_SIBL
(4,8),(4,26),-0.0798771 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.0462771 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0406531 # DEPENDENCYPART_SIBL
(4,9),(4,18),0.00352829 # DEPENDENCYPART_SIBL
(4,9),(4,19),-0.0452202 # DEPENDENCYPART_SIBL
(4,9),(4,20),-0.0227662 # DEPENDENCYPART_SIBL
(4,9),(4,22),-0.0214944 # DEPENDENCYPART_SIBL
(4,9),(4,25),0.00352829 # DEPENDENCYPART_SIBL
(4,9),(4,26),-0.0319663 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.13307 # DEPENDENCYPART_SIBL
(4,11),(4,18),-0.023421 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.0849201 # DEPENDENCYPART_SIBL
(4,11),(4,20),-0.111319 # DEPENDENCYPART_SIBL
(4,11),(4,22),-0.12955 # DEPENDENCYPART_SIBL
(4,11),(4,25),-0.023421 # DEPENDENCYPART_SIBL
(4,11),(4,26),-0.116893 # DEPENDENCYPART_SIBL
(4,13),(4,18),0.0801742 # DEPENDENCYPART_SIBL
(4,13),(4,19),-0.117846 # DEPENDENCYPART_SIBL
(4,13),(4,20),-0.333912 # DEPENDENCYPART_SIBL
(4,13),(4,22),-0.137569 # DEPENDENCYPART_SIBL
(4,13),(4,25),0.0801742 # DEPENDENCYPART_SIBL
(4,13),(4,26),-0.334699 # DEPENDENCYPART_SIBL
(4,18),(4,19),-0.0415988 # DEPENDENCYPART_SIBL
(4,18),(4,20),0.0314276 # DEPENDENCYPART_SIBL
(4,18),(4,22),0.0124115 # DEPENDENCYPART_SIBL
(4,18),(4,25),0.00782117 # DEPENDENCYPART_SIBL
(4,18),(4,26),0.0172058 # DEPENDENCYPART_SIBL
(4,19),(4,20),-0.0463647 # DEPENDENCYPART_SIBL
(4,19),(4,22),-0.0261148 # DEPENDENCYPART_SIBL
(4,19),(4,25),0.00440834 # DEPENDENCYPART_SIBL
(4,19),(4,26),-0.0489209 # DEPENDENCYPART_SIBL
(4,20),(4,22),-0.118955 # DEPENDENCYPART_SIBL
(4,20),(4,25),0.104839 # DEPENDENCYPART_SIBL
(4,20),(4,26),-0.316803 # DEPENDENCYPART_SIBL
(4,22),(4,25),0.0179561 # DEPENDENCYPART_SIBL
(4,22),(4,26),0.00649072 # DEPENDENCYPART_SIBL
(4,25),(4,26),0.0172058 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.102567 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0301622 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0579835 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0681627 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0164038 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0048384 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0342498 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.00971919 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0260832 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0275597 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0126159 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.00474128 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.0553057 # DEPENDENCYPART_SIBL
(6,1),(6,24),-0.0126159 # DEPENDENCYPART_SIBL
(6,1),(6,25),-0.00474128 # DEPENDENCYPART_SIBL
(6,1),(6,30),-0.0205225 # DEPENDENCYPART_SIBL
(6,1),(6,32),-0.0182003 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.180718 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.101309 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0169052 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.071725 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0873063 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.015557 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.110049 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0872495 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0275748 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.103521 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0027917 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.00411073 # DEPENDENCYPART_SIBL
(6,2),(6,24),0.103521 # DEPENDENCYPART_SIBL
(6,2),(6,25),-0.0027917 # DEPENDENCYPART_SIBL
(6,2),(6,30),0.100938 # DEPENDENCYPART_SIBL
(6,2),(6,32),0.102139 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0209075 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.201552 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0261584 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0241742 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0297694 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0245688 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0463811 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0649411 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0317974 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0348629 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0465503 # DEPENDENCYPART_SIBL
(6,3),(6,24),-0.0317974 # DEPENDENCYPART_SIBL
(6,3),(6,25),-0.0348629 # DEPENDENCYPART_SIBL
(6,3),(6,30),-0.0388969 # DEPENDENCYPART_SIBL
(6,3),(6,32),-0.0384542 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0316704 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0256363 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0165349 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0137471 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0342809 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0129659 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.013119 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0359096 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.00461927 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.0426488 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.0359096 # DEPENDENCYPART_SIBL
(6,4),(6,25),0.00461927 # DEPENDENCYPART_SIBL
(6,4),(6,30),0.028703 # DEPENDENCYPART_SIBL
(6,4),(6,32),0.028994 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0611021 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0110737 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0187137 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.145908 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0668048 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0454362 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.137837 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0160518 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.039344 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.137837 # DEPENDENCYPART_SIBL
(6,5),(6,25),-0.0160518 # DEPENDENCYPART_SIBL
(6,5),(6,30),0.137851 # DEPENDENCYPART_SIBL
(6,5),(6,32),0.139595 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0054547 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0189996 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0334181 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0160085 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0153381 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0299837 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0202308 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0256988 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.0299837 # DEPENDENCYPART_SIBL
(6,7),(6,25),-0.0202308 # DEPENDENCYPART_SIBL
(6,7),(6,30),-0.0272553 # DEPENDENCYPART_SIBL
(6,7),(6,32),-0.027012 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0130528 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.00031742 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.00757687 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0490834 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.00930666 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.00373542 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.00895593 # DEPENDENCYPART_SIBL
(6,8),(6,24),0.00930666 # DEPENDENCYPART_SIBL
(6,8),(6,25),-0.00373542 # DEPENDENCYPART_SIBL
(6,8),(6,30),0.00872602 # DEPENDENCYPART_SIBL
(6,8),(6,32),0.0102715 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.00667042 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.00246443 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0340974 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0186318 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.00379448 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0604291 # DEPENDENCYPART_SIBL
(6,9),(6,24),0.0186318 # DEPENDENCYPART_SIBL
(6,9),(6,25),-0.00379448 # DEPENDENCYPART_SIBL
(6,9),(6,30),0.0121583 # DEPENDENCYPART_SIBL
(6,9),(6,32),0.013764 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0434694 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0112369 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.228285 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0260338 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0819215 # DEPENDENCYPART_SIBL
(6,11),(6,24),-0.228285 # DEPENDENCYPART_SIBL
(6,11),(6,25),-0.0260338 # DEPENDENCYPART_SIBL
(6,11),(6,30),-0.219666 # DEPENDENCYPART_SIBL
(6,11),(6,32),-0.224037 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0347891 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0707465 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0429301 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.107569 # DEPENDENCYPART_SIBL
(6,13),(6,24),-0.0707465 # DEPENDENCYPART_SIBL
(6,13),(6,25),0.0429301 # DEPENDENCYPART_SIBL
(6,13),(6,30),-0.0675758 # DEPENDENCYPART_SIBL
(6,13),(6,32),-0.0674665 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.033496 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0380957 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0213173 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.033496 # DEPENDENCYPART_SIBL
(6,14),(6,25),-0.0380957 # DEPENDENCYPART_SIBL
(6,14),(6,30),-0.0340766 # DEPENDENCYPART_SIBL
(6,14),(6,32),-0.0325311 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.00998198 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0884909 # DEPENDENCYPART_SIBL
(6,17),(6,24),-0.23546 # DEPENDENCYPART_SIBL
(6,17),(6,25),-0.00998198 # DEPENDENCYPART_SIBL
(6,17),(6,30),-0.22684 # DEPENDENCYPART_SIBL
(6,17),(6,32),-0.231212 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0617061 # DEPENDENCYPART_SIBL
(6,18),(6,24),0.00243425 # DEPENDENCYPART_SIBL
(6,18),(6,25),0.019737 # DEPENDENCYPART_SIBL
(6,18),(6,30),0.00235639 # DEPENDENCYPART_SIBL
(6,18),(6,32),0.00436572 # DEPENDENCYPART_SIBL
(6,19),(6,24),-0.0780898 # DEPENDENCYPART_SIBL
(6,19),(6,25),-0.018482 # DEPENDENCYPART_SIBL
(6,19),(6,30),-0.0716578 # DEPENDENCYPART_SIBL
(6,19),(6,32),-0.0715455 # DEPENDENCYPART_SIBL
(6,24),(6,25),-0.00998198 # DEPENDENCYPART_SIBL
(6,24),(6,30),-0.22684 # DEPENDENCYPART_SIBL
(6,24),(6,32),-0.231212 # DEPENDENCYPART_SIBL
(6,25),(6,30),0.00235639 # DEPENDENCYPART_SIBL
(6,25),(6,32),0.00436572 # DEPENDENCYPART_SIBL
(6,30),(6,32),-0.226508 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0886503 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0302709 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0469213 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0218095 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0414923 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0331684 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0449159 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00222091 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0145199 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0244169 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00966483 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00983782 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0430842 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.024706 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0222796 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0434673 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0191478 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.00198797 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0226293 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.251128 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0498565 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.277126 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.0857962 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.00873721 # DEPENDENCYPART_SIBL
(9,3),(9,32),0.0217791 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0321226 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.00791079 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.063973 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0644816 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0949589 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.08228 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.124512 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.020884 # DEPENDENCYPART_SIBL
(9,4),(9,32),0.0673835 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.000688735 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0319316 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.26268 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.054873 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.285837 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.0931613 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0118437 # DEPENDENCYPART_SIBL
(9,6),(9,32),0.0310813 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0552702 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0889859 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0559711 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.115851 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.112395 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.0306594 # DEPENDENCYPART_SIBL
(9,8),(9,32),0.0551103 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00337596 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0203575 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0108358 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0731595 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.0187965 # DEPENDENCYPART_SIBL
(9,11),(9,32),-0.0488892 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0591473 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.152063 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0857714 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.00272006 # DEPENDENCYPART_SIBL
(9,13),(9,32),0.0183872 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0167077 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.0380381 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.00115101 # DEPENDENCYPART_SIBL
(9,19),(9,32),0.00243329 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.0845667 # DEPENDENCYPART_SIBL
(9,20),(9,23),-0.00673484 # DEPENDENCYPART_SIBL
(9,20),(9,32),0.0203266 # DEPENDENCYPART_SIBL
(9,22),(9,23),0.00179243 # DEPENDENCYPART_SIBL
(9,22),(9,32),0.013875 # DEPENDENCYPART_SIBL
(9,23),(9,32),0.0126608 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0886952 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0586657 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.543532 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0666075 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0983232 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.00871147 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.00202708 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.108514 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.00473697 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.00728516 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0161674 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.171922 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.037148 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.029453 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0284794 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0666075 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0983232 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.00871147 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0443818 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0102097 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0119101 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0554859 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0553063 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0392419 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0731379 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.030412 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.00243841 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0126676 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0642065 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.063993 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0530869 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0103766 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0283674 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0646771 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0504657 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0530869 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.0318125 # DEPENDENCYPART_SIBL
(13,1),(13,24),-0.0103766 # DEPENDENCYPART_SIBL
(13,1),(13,25),-0.0283674 # DEPENDENCYPART_SIBL
(13,1),(13,27),-0.0141161 # DEPENDENCYPART_SIBL
(13,1),(13,30),-0.0183836 # DEPENDENCYPART_SIBL
(13,1),(13,32),-0.0159638 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0194766 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.150062 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0509038 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0559539 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0649116 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0811326 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0849044 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0828093 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0337101 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.029916 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0375971 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0453457 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.0224584 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.0337101 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.0552347 # DEPENDENCYPART_SIBL
(13,3),(13,24),-0.029916 # DEPENDENCYPART_SIBL
(13,3),(13,25),-0.0375971 # DEPENDENCYPART_SIBL
(13,3),(13,27),-0.0343424 # DEPENDENCYPART_SIBL
(13,3),(13,30),-0.0371186 # DEPENDENCYPART_SIBL
(13,3),(13,32),-0.0365757 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.00618657 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0117883 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0114595 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0057817 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.014084 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0898432 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0103114 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0231363 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0710117 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.0145093 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0725955 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.00945514 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.0231363 # DEPENDENCYPART_SIBL
(13,4),(13,22),0.0592021 # DEPENDENCYPART_SIBL
(13,4),(13,24),0.0710117 # DEPENDENCYPART_SIBL
(13,4),(13,25),0.0145093 # DEPENDENCYPART_SIBL
(13,4),(13,27),0.0674841 # DEPENDENCYPART_SIBL
(13,4),(13,30),0.0637054 # DEPENDENCYPART_SIBL
(13,4),(13,32),0.0640932 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0376022 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0466729 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0533746 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0698093 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0587594 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0672281 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0183535 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0040078 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0207955 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0272973 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.045097 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.0183535 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.0335976 # DEPENDENCYPART_SIBL
(13,6),(13,24),-0.0040078 # DEPENDENCYPART_SIBL
(13,6),(13,25),-0.0207955 # DEPENDENCYPART_SIBL
(13,6),(13,27),-0.0084342 # DEPENDENCYPART_SIBL
(13,6),(13,30),-0.0112103 # DEPENDENCYPART_SIBL
(13,6),(13,32),-0.0106675 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0346252 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.00286635 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0150283 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0714063 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.06905 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0472334 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0016571 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.00198282 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0466974 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0460536 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.0472334 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0160484 # DEPENDENCYPART_SIBL
(13,8),(13,24),-0.0016571 # DEPENDENCYPART_SIBL
(13,8),(13,25),-0.00198282 # DEPENDENCYPART_SIBL
(13,8),(13,27),-0.00539657 # DEPENDENCYPART_SIBL
(13,8),(13,30),-0.00966407 # DEPENDENCYPART_SIBL
(13,8),(13,32),-0.00724433 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0375709 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0201917 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0486256 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.108945 # DEPENDENCYPART_SIBL
