# _root_ Σε αυτό εκτίθενται ευρήματα από τον προϊστορικό οικισμό στο Ντικιλί Τας , την ελληνιστική , ρωμαϊκή και παλιοχριστιανική πόλη των Φιλίππων .
#goldHeads=3,1,0,3,4,8,8,12,8,9,10,5,14,17,17,17,19,17,12,21,19,0,
#predictedHeads=3,1,0,3,4,8,8,5,8,9,14,17,19,17,17,17,19,17,10,21,19,0,
(5,4),(4,1),-0.0946017 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.145066 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0648617 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.988687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.325118 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.295691 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.115207 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.508975 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.331605 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.26211 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.374792 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-0.567514 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.430805 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.479925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.897858 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.532635 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.0402268 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.316252 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),0.0822165 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.673282 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.822869 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.663449 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.505631 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.486935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.913253 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.380636 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.0998454 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.237442 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.196944 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.413431 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),0.0485929 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.673282 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.48693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.913047 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.380457 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.606669 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.0300484 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.552413 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.196966 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.413314 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),0.0630112 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.536359 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),0.0485929 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),0.290089 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.628889 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.61764 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.456226 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.573117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,7),0.218381 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.433768 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.0709936 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.217372 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.47579 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),0.0279402 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.597878 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.679613 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),0.279329 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.735101 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.123646 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.61764 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.456226 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.573117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,7),0.218381 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.433768 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.0709936 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.217372 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.261483 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.487417 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.597878 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),0.0558413 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.679613 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),0.279329 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.735101 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.123646 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.638085 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.66613 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.458977 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.633551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,7),0.0688753 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),0.422678 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.127294 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),0.20628 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.865613 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),0.346024 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-1.14044 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.636923 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),0.212068 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.756977 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.571179 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),0.616369 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.62498 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.115771 # DEPENDENCYPART_GRANDPAR
(5,22),(22,3),-0.599593 # DEPENDENCYPART_GRANDPAR
(5,22),(22,14),-0.469374 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),-0.589428 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.673198 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),0.242564 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.721947 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.492245 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.27283 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.023618 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.195195 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.439583 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.17281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.785045 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.996769 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.745315 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.756965 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.542994 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-0.773573 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.392425 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0784265 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.128123 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.537635 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.13312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.739255 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.699525 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.721177 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.709364 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.550196 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-0.753186 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.822981 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.71444 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.408524 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.779976 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.694176 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.967852 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.615312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.653589 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.307486 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.3981 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.644386 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.14639 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.712743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,10),-0.173968 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.365689 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.822981 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.694176 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.967852 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.615462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.217354 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.470503 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-1.17199 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.398069 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.64426 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.386255 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.652814 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.14638 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.781974 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-0.834782 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.460407 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.781631 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.709265 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.687619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),-0.249061 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),-0.466283 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.20933 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-1.21346 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.219956 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-1.23357 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.580853 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.208143 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.588449 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.565286 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.633928 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.620328 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.382475 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.44802 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.89076 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.616498 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.27495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,15),-0.405845 # DEPENDENCYPART_GRANDPAR
(8,1),(1,17),-0.443791 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.873757 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.680945 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.0946573 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.528263 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.621584 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0523987 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.0185705 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.23984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),0.0332838 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.722418 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.4158 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.352654 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.437832 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-1.11665 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-0.620709 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.36128 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.607952 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-1.01293 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0356274 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.199073 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.000510335 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.35943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.0372385 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.842003 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.528876 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.475807 # DEPENDENCYPART_GRANDPAR
(8,4),(4,22),-0.698585 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.325171 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-1.07633 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.477942 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.334274 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.183744 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.27434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,10),-0.75692 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.470762 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.407617 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.447584 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-0.65129 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.545148 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.0779672 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.271217 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.29432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.0582472 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.776895 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.447212 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.531124 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.087679 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.128813 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.75137 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.609368 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.757052 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.617468 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.702543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.564048 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.799106 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0691258 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.299229 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.00598058 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.22847 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),0.024857 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.652749 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.674132 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.41395 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.14543 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.527364 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.501206 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.727861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.5607 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.210418 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.218495 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.0036933 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.146779 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.337122 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.616961 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.291945 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.226312 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.734189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,10),-0.21675 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.680387 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.00776473 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.745786 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.0393361 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.24872 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.743284 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-1.51587 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-1.20749 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.605657 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.602204 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.69201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.516426 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.174572 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.873644 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.0323734 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.936374 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.267152 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.0955186 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.195444 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.0917159 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.422065 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.0442145 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.190222 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.385668 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.17718 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.52258 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.188077 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.864785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),0.178691 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.413816 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.773381 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.72359 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.09014 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.21074 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.777082 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.445704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.873854 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.105191 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.509786 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.25553 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.675406 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.025577 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.361951 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.733653 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.959673 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.988417 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.681032 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.13904 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.733369 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.490623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.676713 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.573793 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.247328 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.738456 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.827985 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),0.352186 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.495184 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.301226 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.443516 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-1.03883 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.844173 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.335935 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.482975 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-0.44009 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.467343 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-1.22829 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.717638 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.597352 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.693874 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.398296 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.11385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,12),-0.489138 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.484747 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.443883 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-0.625206 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.776857 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.225277 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.534405 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.32743 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.27601 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.13374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,17),-0.443428 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.498851 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.602628 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-1.15855 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.873961 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.350996 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.551704 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.587965 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.296024 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.19923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.547252 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.827303 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.472106 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.509558 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.1153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.487457 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.810638 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-1.56202 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.37315 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.671409 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.01134 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.867908 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.813811 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.567117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,14),-0.206916 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0734329 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.312492 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.386562 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.163322 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.180891 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.200224 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.887529 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.573633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.351232 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0279931 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.733682 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.116466 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.414438 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-1.56202 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-1.37315 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.671409 # DEPENDENCYPART_GRANDPAR
