# _root_ Στο ένα κράτος μπορεί κανείς να οδηγεί με 90 χιλιόμετρα την ώρα , στο άλλο με 100 χιλιόμετρα την ώρα , ενώ στο επόμενο κράτος μέλος μόλις με 80 χιλιόμετρα την ώρα .
#goldHeads=4,3,1,22,4,7,4,7,10,8,12,10,22,22,14,22,18,16,20,18,22,0,22,25,23,25,28,22,30,28,32,30,0,
#predictedHeads=4,3,1,22,4,7,22,7,10,8,12,7,22,7,14,15,18,16,20,18,22,0,22,26,26,23,26,27,30,28,32,30,0,
(4,1),(4,6),-0.0140062 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.0257587 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0521701 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.00756278 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.0204014 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.0421195 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.00604724 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.0878986 # DEPENDENCYPART_SIBL
(4,1),(4,16),-0.0521701 # DEPENDENCYPART_SIBL
(4,1),(4,17),-0.0084646 # DEPENDENCYPART_SIBL
(4,1),(4,21),-0.00604724 # DEPENDENCYPART_SIBL
(4,1),(4,22),0.000982049 # DEPENDENCYPART_SIBL
(4,1),(4,23),-0.0878986 # DEPENDENCYPART_SIBL
(4,1),(4,27),-0.0147806 # DEPENDENCYPART_SIBL
(4,1),(4,28),-0.0521701 # DEPENDENCYPART_SIBL
(4,1),(4,33),-0.0344279 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0196261 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0265356 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0329457 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.030275 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0301249 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0210821 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0307322 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.0231215 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.088537 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.0180866 # DEPENDENCYPART_SIBL
(4,2),(4,16),-0.0301249 # DEPENDENCYPART_SIBL
(4,2),(4,17),0.0199446 # DEPENDENCYPART_SIBL
(4,2),(4,21),-0.088537 # DEPENDENCYPART_SIBL
(4,2),(4,22),-0.0184305 # DEPENDENCYPART_SIBL
(4,2),(4,23),-0.0180866 # DEPENDENCYPART_SIBL
(4,2),(4,27),-0.048831 # DEPENDENCYPART_SIBL
(4,2),(4,28),-0.0301249 # DEPENDENCYPART_SIBL
(4,2),(4,33),-0.0894742 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.00303668 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0258512 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.00640119 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.00444446 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0243437 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.0230036 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.00502279 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.0221312 # DEPENDENCYPART_SIBL
(4,3),(4,14),-0.0254082 # DEPENDENCYPART_SIBL
(4,3),(4,16),-0.00444446 # DEPENDENCYPART_SIBL
(4,3),(4,17),-0.0252457 # DEPENDENCYPART_SIBL
(4,3),(4,21),-0.0221312 # DEPENDENCYPART_SIBL
(4,3),(4,22),0.0200468 # DEPENDENCYPART_SIBL
(4,3),(4,23),-0.0254082 # DEPENDENCYPART_SIBL
(4,3),(4,27),-0.00851806 # DEPENDENCYPART_SIBL
(4,3),(4,28),-0.00444446 # DEPENDENCYPART_SIBL
(4,3),(4,33),-0.0266442 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.0316359 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0399037 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.089885 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.0363779 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0243885 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0211301 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.0150712 # DEPENDENCYPART_SIBL
(4,5),(4,14),0.0543928 # DEPENDENCYPART_SIBL
(4,5),(4,16),0.089885 # DEPENDENCYPART_SIBL
(4,5),(4,17),0.0361245 # DEPENDENCYPART_SIBL
(4,5),(4,21),0.0150712 # DEPENDENCYPART_SIBL
(4,5),(4,22),0.0487779 # DEPENDENCYPART_SIBL
(4,5),(4,23),0.0543928 # DEPENDENCYPART_SIBL
(4,5),(4,27),0.0550869 # DEPENDENCYPART_SIBL
(4,5),(4,28),0.089885 # DEPENDENCYPART_SIBL
(4,5),(4,33),-0.0176822 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.00331705 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.023895 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0254318 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0706254 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0672514 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.0492239 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.0322472 # DEPENDENCYPART_SIBL
(4,6),(4,16),-0.023895 # DEPENDENCYPART_SIBL
(4,6),(4,17),-0.0258175 # DEPENDENCYPART_SIBL
(4,6),(4,21),-0.0492239 # DEPENDENCYPART_SIBL
(4,6),(4,22),-0.0391487 # DEPENDENCYPART_SIBL
(4,6),(4,23),-0.0322472 # DEPENDENCYPART_SIBL
(4,6),(4,27),-0.0364931 # DEPENDENCYPART_SIBL
(4,6),(4,28),-0.023895 # DEPENDENCYPART_SIBL
(4,6),(4,33),-0.0654325 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.00711539 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0370578 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.0609086 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0575345 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.0357654 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.0325183 # DEPENDENCYPART_SIBL
(4,7),(4,16),0.00711539 # DEPENDENCYPART_SIBL
(4,7),(4,17),-0.0373116 # DEPENDENCYPART_SIBL
(4,7),(4,21),0.0357654 # DEPENDENCYPART_SIBL
(4,7),(4,22),-0.075344 # DEPENDENCYPART_SIBL
(4,7),(4,23),-0.0325183 # DEPENDENCYPART_SIBL
(4,7),(4,27),-0.0146772 # DEPENDENCYPART_SIBL
(4,7),(4,28),0.00711539 # DEPENDENCYPART_SIBL
(4,7),(4,33),0.0308428 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.013616 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0217593 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.00496393 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.0182911 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.0410039 # DEPENDENCYPART_SIBL
(4,8),(4,16),-0.0785865 # DEPENDENCYPART_SIBL
(4,8),(4,17),-0.0141139 # DEPENDENCYPART_SIBL
(4,8),(4,21),-0.0182911 # DEPENDENCYPART_SIBL
(4,8),(4,22),-0.00767448 # DEPENDENCYPART_SIBL
(4,8),(4,23),-0.0410039 # DEPENDENCYPART_SIBL
(4,8),(4,27),-0.0228807 # DEPENDENCYPART_SIBL
(4,8),(4,28),-0.0785865 # DEPENDENCYPART_SIBL
(4,8),(4,33),-0.0782077 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0376895 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0348485 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0273152 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.00855146 # DEPENDENCYPART_SIBL
(4,9),(4,16),0.00235896 # DEPENDENCYPART_SIBL
(4,9),(4,17),-0.013044 # DEPENDENCYPART_SIBL
(4,9),(4,21),-0.0273152 # DEPENDENCYPART_SIBL
(4,9),(4,22),-0.0130675 # DEPENDENCYPART_SIBL
(4,9),(4,23),-0.00855146 # DEPENDENCYPART_SIBL
(4,9),(4,27),-0.0104558 # DEPENDENCYPART_SIBL
(4,9),(4,28),0.00235896 # DEPENDENCYPART_SIBL
(4,9),(4,33),-0.0373805 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.220145 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.0214186 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.0257008 # DEPENDENCYPART_SIBL
(4,10),(4,16),0.00633006 # DEPENDENCYPART_SIBL
(4,10),(4,17),-0.00527092 # DEPENDENCYPART_SIBL
(4,10),(4,21),-0.0214186 # DEPENDENCYPART_SIBL
(4,10),(4,22),-0.0637189 # DEPENDENCYPART_SIBL
(4,10),(4,23),0.0257008 # DEPENDENCYPART_SIBL
(4,10),(4,27),0.00620507 # DEPENDENCYPART_SIBL
(4,10),(4,28),0.00633006 # DEPENDENCYPART_SIBL
(4,10),(4,33),-0.077873 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.0283405 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.0305112 # DEPENDENCYPART_SIBL
(4,12),(4,16),0.0111411 # DEPENDENCYPART_SIBL
(4,12),(4,17),-0.00477697 # DEPENDENCYPART_SIBL
(4,12),(4,21),-0.0283405 # DEPENDENCYPART_SIBL
(4,12),(4,22),-0.0610351 # DEPENDENCYPART_SIBL
(4,12),(4,23),0.0305112 # DEPENDENCYPART_SIBL
(4,12),(4,27),0.00611997 # DEPENDENCYPART_SIBL
(4,12),(4,28),0.0111411 # DEPENDENCYPART_SIBL
(4,12),(4,33),-0.0829102 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.00309367 # DEPENDENCYPART_SIBL
(4,13),(4,16),0.0221123 # DEPENDENCYPART_SIBL
(4,13),(4,17),0.0211224 # DEPENDENCYPART_SIBL
(4,13),(4,21),0.00692975 # DEPENDENCYPART_SIBL
(4,13),(4,22),-0.0263268 # DEPENDENCYPART_SIBL
(4,13),(4,23),0.00309367 # DEPENDENCYPART_SIBL
(4,13),(4,27),-0.00240079 # DEPENDENCYPART_SIBL
(4,13),(4,28),0.0221123 # DEPENDENCYPART_SIBL
(4,13),(4,33),-0.120256 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.120066 # DEPENDENCYPART_SIBL
(4,14),(4,17),-0.0365883 # DEPENDENCYPART_SIBL
(4,14),(4,21),-0.016013 # DEPENDENCYPART_SIBL
(4,14),(4,22),-0.0702175 # DEPENDENCYPART_SIBL
(4,14),(4,23),-0.109297 # DEPENDENCYPART_SIBL
(4,14),(4,27),-0.0249039 # DEPENDENCYPART_SIBL
(4,14),(4,28),-0.120066 # DEPENDENCYPART_SIBL
(4,14),(4,33),-0.0194622 # DEPENDENCYPART_SIBL
(4,16),(4,17),-0.0141139 # DEPENDENCYPART_SIBL
(4,16),(4,21),-0.0182911 # DEPENDENCYPART_SIBL
(4,16),(4,22),-0.00767448 # DEPENDENCYPART_SIBL
(4,16),(4,23),-0.0410039 # DEPENDENCYPART_SIBL
(4,16),(4,27),-0.0228807 # DEPENDENCYPART_SIBL
(4,16),(4,28),-0.0785865 # DEPENDENCYPART_SIBL
(4,16),(4,33),-0.0782077 # DEPENDENCYPART_SIBL
(4,17),(4,21),-0.0275152 # DEPENDENCYPART_SIBL
(4,17),(4,22),-0.0131539 # DEPENDENCYPART_SIBL
(4,17),(4,23),-0.00863787 # DEPENDENCYPART_SIBL
(4,17),(4,27),-0.0105422 # DEPENDENCYPART_SIBL
(4,17),(4,28),0.00227255 # DEPENDENCYPART_SIBL
(4,17),(4,33),-0.0376377 # DEPENDENCYPART_SIBL
(4,21),(4,22),-0.0263268 # DEPENDENCYPART_SIBL
(4,21),(4,23),0.00309367 # DEPENDENCYPART_SIBL
(4,21),(4,27),-0.00240079 # DEPENDENCYPART_SIBL
(4,21),(4,28),0.0221123 # DEPENDENCYPART_SIBL
(4,21),(4,33),-0.120256 # DEPENDENCYPART_SIBL
(4,22),(4,23),-0.0794326 # DEPENDENCYPART_SIBL
(4,22),(4,27),-0.0589064 # DEPENDENCYPART_SIBL
(4,22),(4,28),-0.0469864 # DEPENDENCYPART_SIBL
(4,22),(4,33),0.0463432 # DEPENDENCYPART_SIBL
(4,23),(4,27),-0.0249039 # DEPENDENCYPART_SIBL
(4,23),(4,28),-0.120066 # DEPENDENCYPART_SIBL
(4,23),(4,33),-0.0194622 # DEPENDENCYPART_SIBL
(4,27),(4,28),0.00144503 # DEPENDENCYPART_SIBL
(4,27),(4,33),-0.045755 # DEPENDENCYPART_SIBL
(4,28),(4,33),-0.0782077 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.00377511 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0159774 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.00414971 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.111451 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0207977 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0262959 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.00899454 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0260363 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0477543 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.00162039 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.060848 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0262959 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.00989636 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.0260363 # DEPENDENCYPART_SIBL
(7,1),(7,20),0.0477543 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.00162039 # DEPENDENCYPART_SIBL
(7,1),(7,22),-0.0072893 # DEPENDENCYPART_SIBL
(7,1),(7,23),-0.060848 # DEPENDENCYPART_SIBL
(7,1),(7,26),0.038662 # DEPENDENCYPART_SIBL
(7,1),(7,27),-0.0146543 # DEPENDENCYPART_SIBL
(7,1),(7,28),-0.0262959 # DEPENDENCYPART_SIBL
(7,1),(7,30),0.0260363 # DEPENDENCYPART_SIBL
(7,1),(7,32),0.0477543 # DEPENDENCYPART_SIBL
(7,1),(7,33),-0.0294746 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0262816 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.141963 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.00895625 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0433419 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0111689 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.00441006 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0223909 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.000191834 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0272881 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0433419 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0120708 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.00441006 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.0223909 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.000191834 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.0247019 # DEPENDENCYPART_SIBL
(7,3),(7,23),0.0272881 # DEPENDENCYPART_SIBL
(7,3),(7,26),0.0217161 # DEPENDENCYPART_SIBL
(7,3),(7,27),0.00511328 # DEPENDENCYPART_SIBL
(7,3),(7,28),0.0433419 # DEPENDENCYPART_SIBL
(7,3),(7,30),0.00441006 # DEPENDENCYPART_SIBL
(7,3),(7,32),0.0223909 # DEPENDENCYPART_SIBL
(7,3),(7,33),-0.00697329 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.12372 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.166762 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.00649315 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0186743 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0255617 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.00957443 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.014406 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.020716 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.00649315 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0195785 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0255617 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.00957443 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.014406 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0214371 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.020716 # DEPENDENCYPART_SIBL
(7,4),(7,26),-0.0169022 # DEPENDENCYPART_SIBL
(7,4),(7,27),-0.0218918 # DEPENDENCYPART_SIBL
(7,4),(7,28),-0.00649315 # DEPENDENCYPART_SIBL
(7,4),(7,30),-0.0255617 # DEPENDENCYPART_SIBL
(7,4),(7,32),-0.00957443 # DEPENDENCYPART_SIBL
(7,4),(7,33),-0.0409363 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0562933 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0868792 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0459943 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0439509 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0273621 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.00784288 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0148905 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0868792 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0468961 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0439509 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0273621 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.00784288 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0366899 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.0148905 # DEPENDENCYPART_SIBL
(7,5),(7,26),-0.0224663 # DEPENDENCYPART_SIBL
(7,5),(7,27),-0.0126642 # DEPENDENCYPART_SIBL
(7,5),(7,28),-0.0868792 # DEPENDENCYPART_SIBL
(7,5),(7,30),-0.0439509 # DEPENDENCYPART_SIBL
(7,5),(7,32),-0.0273621 # DEPENDENCYPART_SIBL
(7,5),(7,33),-0.0810232 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0163189 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0320331 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.138389 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.156517 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0309006 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.115038 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0163189 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0283433 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.138389 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.156517 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0309006 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0768787 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.115038 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.148554 # DEPENDENCYPART_SIBL
(7,6),(7,27),0.00906349 # DEPENDENCYPART_SIBL
(7,6),(7,28),0.0163189 # DEPENDENCYPART_SIBL
(7,6),(7,30),0.138389 # DEPENDENCYPART_SIBL
(7,6),(7,32),0.156517 # DEPENDENCYPART_SIBL
(7,6),(7,33),-0.100489 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00871638 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0175224 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.000727004 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.013653 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0203537 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0592328 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.00921429 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0175224 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.000727004 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.013653 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.00714451 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0203537 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.0236489 # DEPENDENCYPART_SIBL
(7,8),(7,27),-0.0227655 # DEPENDENCYPART_SIBL
(7,8),(7,28),-0.0592328 # DEPENDENCYPART_SIBL
(7,8),(7,30),-0.0175224 # DEPENDENCYPART_SIBL
(7,8),(7,32),-0.000727004 # DEPENDENCYPART_SIBL
(7,8),(7,33),-0.0717356 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0370496 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0342086 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0255453 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.00360754 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0132213 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0129051 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0370496 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0342086 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0255453 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0181668 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.00360754 # DEPENDENCYPART_SIBL
(7,9),(7,26),-0.0422379 # DEPENDENCYPART_SIBL
(7,9),(7,27),-0.014226 # DEPENDENCYPART_SIBL
(7,9),(7,28),0.0132213 # DEPENDENCYPART_SIBL
(7,9),(7,30),-0.0370496 # DEPENDENCYPART_SIBL
(7,9),(7,32),-0.0342086 # DEPENDENCYPART_SIBL
(7,9),(7,33),-0.0347228 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.22095 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0215069 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0410554 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0185868 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.00614712 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.224312 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.22095 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0215069 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.0695725 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.0410554 # DEPENDENCYPART_SIBL
(7,10),(7,26),-0.229503 # DEPENDENCYPART_SIBL
(7,10),(7,27),0.00225737 # DEPENDENCYPART_SIBL
(7,10),(7,28),0.0185868 # DEPENDENCYPART_SIBL
(7,10),(7,30),-0.224312 # DEPENDENCYPART_SIBL
(7,10),(7,32),-0.22095 # DEPENDENCYPART_SIBL
(7,10),(7,33),-0.076565 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0284288 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0458659 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0233979 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.00565316 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.224481 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.221119 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0284288 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.0668887 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.0458659 # DEPENDENCYPART_SIBL
(7,12),(7,26),-0.229673 # DEPENDENCYPART_SIBL
(7,12),(7,27),0.00217228 # DEPENDENCYPART_SIBL
(7,12),(7,28),0.0233979 # DEPENDENCYPART_SIBL
(7,12),(7,30),-0.224481 # DEPENDENCYPART_SIBL
(7,12),(7,32),-0.221119 # DEPENDENCYPART_SIBL
(7,12),(7,33),-0.0816022 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0199564 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0379266 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0244817 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.00630302 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.00765371 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.0125346 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0250151 # DEPENDENCYPART_SIBL
(7,13),(7,23),0.0199564 # DEPENDENCYPART_SIBL
(7,13),(7,26),0.000642237 # DEPENDENCYPART_SIBL
(7,13),(7,27),-0.00528734 # DEPENDENCYPART_SIBL
(7,13),(7,28),0.0379266 # DEPENDENCYPART_SIBL
(7,13),(7,30),0.00630302 # DEPENDENCYPART_SIBL
(7,13),(7,32),0.00765371 # DEPENDENCYPART_SIBL
(7,13),(7,33),-0.11397 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.100661 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0316374 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0242335 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.00641151 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.0113191 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.0696362 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.088596 # DEPENDENCYPART_SIBL
(7,14),(7,26),-0.0303601 # DEPENDENCYPART_SIBL
(7,14),(7,27),-0.0247397 # DEPENDENCYPART_SIBL
(7,14),(7,28),-0.100661 # DEPENDENCYPART_SIBL
(7,14),(7,30),-0.0242335 # DEPENDENCYPART_SIBL
(7,14),(7,32),-0.00641151 # DEPENDENCYPART_SIBL
(7,14),(7,33),-0.0129343 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.00921429 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0175224 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.000727004 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.013653 # DEPENDENCYPART_SIBL
(7,16),(7,22),-0.00714451 # DEPENDENCYPART_SIBL
(7,16),(7,23),-0.0203537 # DEPENDENCYPART_SIBL
(7,16),(7,26),-0.0236489 # DEPENDENCYPART_SIBL
(7,16),(7,27),-0.0227655 # DEPENDENCYPART_SIBL
(7,16),(7,28),-0.0592328 # DEPENDENCYPART_SIBL
(7,16),(7,30),-0.0175224 # DEPENDENCYPART_SIBL
(7,16),(7,32),-0.000727004 # DEPENDENCYPART_SIBL
(7,16),(7,33),-0.0717356 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0372141 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.034373 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.0257453 # DEPENDENCYPART_SIBL
(7,17),(7,22),-0.0182532 # DEPENDENCYPART_SIBL
(7,17),(7,23),0.00352112 # DEPENDENCYPART_SIBL
(7,17),(7,26),-0.0424023 # DEPENDENCYPART_SIBL
(7,17),(7,27),-0.0143124 # DEPENDENCYPART_SIBL
(7,17),(7,28),0.0131349 # DEPENDENCYPART_SIBL
(7,17),(7,30),-0.0372141 # DEPENDENCYPART_SIBL
(7,17),(7,32),-0.034373 # DEPENDENCYPART_SIBL
(7,17),(7,33),-0.0349801 # DEPENDENCYPART_SIBL
