# _root_ * Τα ρέηβ πάρτυ στο κλαμπ Cavo Paradiso , κοντά στη Χώρα , που τελειώνουν με την ανατολή του ηλίου .
#goldHeads=0,4,4,0,4,5,6,7,10,6,10,11,15,15,4,15,18,16,20,18,0,
#predictedHeads=0,4,4,0,4,5,6,7,10,6,10,11,15,15,12,15,18,16,20,18,0,
(9,6),(6,4),0.0209078 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.173176 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.068106 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.100463 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.04863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.221015 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.44155 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.573588 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.491562 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.364094 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.68011 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.68562 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0314274 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.156485 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.05236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,6),-0.0314274 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0739105 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.05236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.431723 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.687103 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.525988 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.637301 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.499493 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.467137 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.502681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0380763 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.077214 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.163842 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.0133942 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.282632 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.484216 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.335887 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.615905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.212676 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0251427 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.140692 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.794347 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.221463 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.100701 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.129064 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.23083 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.062774 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.236002 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.692549 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.558715 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.641121 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.535684 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.682775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.114125 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.101287 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.25759 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.311364 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.171253 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.402425 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.57749 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.652134 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.350422 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.669142 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.527692 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.645007 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.504659 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.513777 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.481421 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.581015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.209606 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.0086119 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.109859 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.0239506 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.0039607 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.205064 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.427691 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.420998 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.495651 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.291359 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.0452654 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.155672 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.464968 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.469831 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.544474 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.335216 # DEPENDENCYPART_GRANDPAR
(9,18),(18,10),0.221658 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.120894 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.133481 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.35887 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.368381 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.469099 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.293865 # DEPENDENCYPART_GRANDPAR
(9,21),(21,1),-0.688924 # DEPENDENCYPART_GRANDPAR
(9,21),(21,4),-0.54336 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.608895 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.683538 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.0941849 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.0406595 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.0906901 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.0973595 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),0.0455486 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-0.980629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,13),-0.307292 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.460733 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.606102 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.140166 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.154201 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.174628 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.079163 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.0471962 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.0280773 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.000629703 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.982289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.0201506 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.249374 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.488074 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.619283 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-0.471384 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.00322656 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.0344261 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.00571903 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.0217618 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0852115 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.0587103 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0475546 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.0852115 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.102862 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0475546 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),0.0010301 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.224109 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.127751 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.202239 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.182433 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.179198 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.153012 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.982372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.00830067 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.234402 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.31309 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.478284 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.609727 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.659754 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.470186 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.3555 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.580706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.351453 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0843115 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.656305 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.600998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.420027 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.0941292 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0497012 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0149643 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.193252 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.582563 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.501343 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.502654 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.558302 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.39084 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.603165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.38435 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.230338 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.141929 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.245215 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.294136 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.285542 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.290066 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.126995 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.520138 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.433168 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.476177 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.490125 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.485787 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.45708 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.286493 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.558646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.419132 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.280985 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.0974786 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.0940874 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.0597929 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.395452 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.0502184 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.0547511 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.0446466 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.0693968 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.00737895 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.368924 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.0121408 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.0166644 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.0171189 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.600996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,14),-0.0977252 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.166823 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.436519 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.349186 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.187473 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.0432824 # DEPENDENCYPART_GRANDPAR
(10,21),(21,1),-0.577994 # DEPENDENCYPART_GRANDPAR
(10,21),(21,4),-0.484526 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.221078 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.225601 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.179214 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.454669 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.322284 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.429175 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.129925 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.13805 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.0107164 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.796518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),0.156621 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.257984 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.464314 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.647366 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.876776 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.659612 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.237596 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.474184 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.270113 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.165637 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.173762 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.189908 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.79128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.193936 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.249211 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.446122 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.64253 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.839457 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.652623 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-1.22725 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.393782 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.323188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.117548 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.187783 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.074966 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.168168 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.596775 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.948325 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.724086 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.920169 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.508369 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.368613 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.42212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.657083 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.162315 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.106392 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.241317 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.385782 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.466948 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.258399 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.898238 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.427853 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.796082 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.581222 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.342273 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.317175 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.372002 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.129273 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.23637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.254466 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.674408 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.548967 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.938259 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.714044 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.375295 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0374938 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.25169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.240863 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.832148 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.39623 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.03793 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.21587 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.748572 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.448121 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.626009 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.706814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.0366755 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.414144 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.157183 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.426507 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.0735668 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.289404 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.0980006 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.285104 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.811404 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-1.36118 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-1.05067 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-1.18081 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.778009 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.767518 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.691731 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.489766 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.644128 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.745723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.302516 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.788746 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.0380431 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.982861 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.166327 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.186595 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.209544 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.136787 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.156048 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-1.06728 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.268515 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.084426 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.303214 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.238834 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.300493 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.356994 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.286017 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.233172 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),-0.199462 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-0.926949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,15),-0.280382 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),-0.468115 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.33869 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.449366 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.277205 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.237062 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.134056 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.0730995 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.0812901 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.17897 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.163822 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.00966367 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.29262 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.471247 # DEPENDENCYPART_GRANDPAR
(13,4),(4,21),-0.509527 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.133428 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.139986 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.148176 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.214962 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.334136 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.446342 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.109422 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.300371 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.070728 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.0789186 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.226503 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.176605 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.161437 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.00721672 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.921363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,15),-0.29262 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.471247 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-0.509527 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.396735 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.292837 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.475442 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.277871 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.311388 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.319578 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.284138 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.363711 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.238916 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.931704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,15),-0.29669 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.470842 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.777167 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-0.51697 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.382481 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.198942 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.347968 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.240118 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.248309 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.315979 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.16913 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.0780449 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.92491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),-0.279646 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.468705 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.74444 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.511697 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.292828 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.2033 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0675147 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.902532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,2),-0.444422 # DEPENDENCYPART_GRANDPAR
