# _root_ Ήταν στεγασμένη με ένα τετράγωνο κτήριο , ανοικτό στη νότια πλευρά , όπου υπήρχε δωρική στοά .
#goldHeads=0,1,2,6,6,3,1,6,8,11,9,14,14,11,16,14,14,
#predictedHeads=0,1,2,6,6,3,8,1,8,11,9,14,14,11,16,14,0,
(7,15),(15,16),-0.108305 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.0866465 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.562834 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.00626989 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.0964819 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.0772547 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.0960867 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.227747 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.257616 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.865333 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.708247 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.214467 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.637094 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.458013 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.12703 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.13558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.249742 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.488837 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.676405 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.450401 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.524198 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.979439 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.694929 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.180706 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.443476 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.146143 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.10267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.244348 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.455931 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.669133 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.580553 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.455989 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.518293 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.773394 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.974401 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.625101 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.253993 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.671365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.00554676 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0969344 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.168215 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.638122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,13),-0.054715 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.0636259 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.29706 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.537229 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.0344 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.879644 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.30326 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.290602 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.577415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.265495 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0640815 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.215171 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.076307 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0954473 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.384965 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.542956 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.29103 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.534796 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.846709 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.295958 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.297165 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.66599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.220546 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.0192519 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.197951 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0813735 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.207783 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.370161 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.532327 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.21506 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.25484 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.512016 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.245333 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),0.240317 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.0138635 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.237822 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.133741 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0682668 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.350426 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.488469 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.233041 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-1.24532 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.08675 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.514832 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.835297 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.221417 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.213546 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.648716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.226494 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.00529386 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.220126 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.119789 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.02508 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.283201 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.412137 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.225611 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-1.29696 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.0630795 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.0166918 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.249135 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.257759 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.332858 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.535181 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.475674 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.552761 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.250894 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.60338 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.311416 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.436859 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.706302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),0.27488 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),0.160083 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.413037 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.651782 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.166393 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.70241 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.6044 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.647685 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.213727 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.102439 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.683261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.282154 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),0.186232 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.38626 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.643174 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.12813 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.578251 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.622279 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.858104 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.204519 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.355349 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.871337 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.691365 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.920278 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.13642 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.843455 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.521376 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.933907 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.227318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.82073 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0302195 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.180203 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.372624 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.174358 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.101667 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.833596 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.656943 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-1.06789 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.802411 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.496949 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.865378 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.331904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.700208 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.656826 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.23732 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.190168 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.237904 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.113433 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.246472 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.215548 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.268443 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0313684 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.17094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.362613 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.50802 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.378227 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.6119 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.906759 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.616792 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.33527 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.788423 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.65026 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.432363 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.701594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.0499082 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.0776654 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.195283 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.434887 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.433233 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.240815 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-1.32575 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-1.25662 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.791239 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-1.09701 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.626344 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.575087 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-1.1549 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.436922 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.720751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.0676045 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0637138 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.100263 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.367971 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.35721 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.233693 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.20963 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.100468 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.297664 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.444204 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.0347295 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.0153741 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.0604588 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.35886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),-0.358313 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),-0.300992 # DEPENDENCYPART_GRANDPAR
(11,1),(1,14),-0.721706 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-0.98311 # DEPENDENCYPART_GRANDPAR
(11,1),(1,17),-0.688897 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.766989 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.12929 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.669951 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.430042 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.449236 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.194547 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.3763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.400063 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-0.713893 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.181378 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.6085 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.404876 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.00198776 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.0451307 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.732029 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.255559 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.282597 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.665127 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.344736 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.126893 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.0138919 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.0484982 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.322589 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.47918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,13),-0.319399 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.814102 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.883771 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.179574 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.220152 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.267531 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.414739 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.00193572 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.0866229 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.318439 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.3939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.415154 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.258178 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.731574 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.900922 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-1.01816 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.70658 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.348154 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.200839 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0451307 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.314519 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.41359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.421432 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.28307 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.7271 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-1.03785 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.71391 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.19998 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0323366 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.19081 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.39417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.412117 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0794879 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.283176 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.727207 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.14288 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.593466 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.771641 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.944909 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.574086 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.489352 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.58562 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.17028 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.848722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.10674 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.47401 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.396812 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.488298 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.295855 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-1.14678 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.611663 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.929842 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.603475 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.19652 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.932008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.00144685 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.344383 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.435368 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.419924 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.332421 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-1.133 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.715102 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.610176 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.80321 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.909855 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.517286 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.52092 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.603739 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.201849 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.901068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.12111 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.333187 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.295104 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.233851 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.220837 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.280367 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.421687 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.315095 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-1.22543 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.287014 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.215252 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.397679 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.317018 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.0689567 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),0.0165588 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.031879 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.283814 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.22992 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.0535843 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.137098 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),-0.112786 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-1.00595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,13),-0.307731 # DEPENDENCYPART_GRANDPAR
(12,1),(1,14),-0.376661 # DEPENDENCYPART_GRANDPAR
(12,1),(1,16),-0.639725 # DEPENDENCYPART_GRANDPAR
(12,1),(1,17),-0.464139 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.274701 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.0411601 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.249964 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.0301722 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.238552 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.243709 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.0566849 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.01804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,17),-0.462617 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),0.0275276 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.141556 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.254631 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.016158 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.0521744 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.176395 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.0110993 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),0.0976167 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.118068 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.0247345 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.272809 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.0641537 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.0172769 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.00163419 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.0145382 # DEPENDENCYPART_GRANDPAR
(12,6),(6,13),-0.261256 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.390556 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.411595 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.109266 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.0756849 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.0722126 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.336741 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.151882 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.219551 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.209159 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.246639 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.06112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.270482 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.394644 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.529766 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.670747 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.484495 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.21949 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.324917 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.0521744 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.073432 # DEPENDENCYPART_GRANDPAR
