# _root_ Αφού έλαβαν υπόψη και άλλους παράγοντες επικινδυνότητας για την ασθένεια , όπως η ηλικία και το φύλο , οι επιστήμονες βρήκαν ότι ο διαβήτης αυξάνει τις πιθανότητες ανάπτυξης καρκίνου του ήπατος .
#goldHeads=21,1,2,6,6,2,6,7,10,8,6,6,14,15,6,17,15,6,20,21,0,21,24,25,22,27,25,27,28,29,29,0,
#predictedHeads=0,1,2,2,6,4,6,7,10,8,15,21,14,15,8,17,15,21,20,21,0,21,24,25,22,27,25,27,28,31,29,0,
(2,6),(2,22),-0.124722 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.0147982 # DEPENDENCYPART_SIBL
(2,7),(2,10),-0.225809 # DEPENDENCYPART_SIBL
(2,7),(2,11),-0.010236 # DEPENDENCYPART_SIBL
(2,7),(2,12),-0.00921933 # DEPENDENCYPART_SIBL
(2,7),(2,15),-0.201963 # DEPENDENCYPART_SIBL
(2,7),(2,17),-0.225251 # DEPENDENCYPART_SIBL
(2,7),(2,18),-0.010236 # DEPENDENCYPART_SIBL
(2,7),(2,20),-0.2295 # DEPENDENCYPART_SIBL
(2,7),(2,21),-0.0342661 # DEPENDENCYPART_SIBL
(2,7),(2,22),-0.123933 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.0104704 # DEPENDENCYPART_SIBL
(2,8),(2,11),-0.0121943 # DEPENDENCYPART_SIBL
(2,8),(2,12),-0.00723494 # DEPENDENCYPART_SIBL
(2,8),(2,15),-0.177591 # DEPENDENCYPART_SIBL
(2,8),(2,17),-0.00991307 # DEPENDENCYPART_SIBL
(2,8),(2,18),-0.0121943 # DEPENDENCYPART_SIBL
(2,8),(2,20),-0.00906575 # DEPENDENCYPART_SIBL
(2,8),(2,21),0.00522982 # DEPENDENCYPART_SIBL
(2,8),(2,22),-0.00457396 # DEPENDENCYPART_SIBL
(2,10),(2,11),-0.01027 # DEPENDENCYPART_SIBL
(2,10),(2,12),-0.00922783 # DEPENDENCYPART_SIBL
(2,10),(2,15),-0.201966 # DEPENDENCYPART_SIBL
(2,10),(2,17),-0.225924 # DEPENDENCYPART_SIBL
(2,10),(2,18),-0.01027 # DEPENDENCYPART_SIBL
(2,10),(2,20),-0.230174 # DEPENDENCYPART_SIBL
(2,10),(2,21),-0.0342689 # DEPENDENCYPART_SIBL
(2,10),(2,22),-0.123936 # DEPENDENCYPART_SIBL
(2,11),(2,12),0.0270614 # DEPENDENCYPART_SIBL
(2,11),(2,15),-0.0357273 # DEPENDENCYPART_SIBL
(2,11),(2,17),0.0043512 # DEPENDENCYPART_SIBL
(2,11),(2,18),0.019737 # DEPENDENCYPART_SIBL
(2,11),(2,20),0.00519967 # DEPENDENCYPART_SIBL
(2,11),(2,21),-0.00588399 # DEPENDENCYPART_SIBL
(2,11),(2,22),-0.0379822 # DEPENDENCYPART_SIBL
(2,12),(2,15),-0.00336816 # DEPENDENCYPART_SIBL
(2,12),(2,17),0.0470853 # DEPENDENCYPART_SIBL
(2,12),(2,18),0.00530401 # DEPENDENCYPART_SIBL
(2,12),(2,20),0.0479345 # DEPENDENCYPART_SIBL
(2,12),(2,21),0.00537555 # DEPENDENCYPART_SIBL
(2,12),(2,22),0.0551825 # DEPENDENCYPART_SIBL
(2,15),(2,17),-0.0108823 # DEPENDENCYPART_SIBL
(2,15),(2,18),-0.0057219 # DEPENDENCYPART_SIBL
(2,15),(2,20),-0.0037037 # DEPENDENCYPART_SIBL
(2,15),(2,21),-0.0054231 # DEPENDENCYPART_SIBL
(2,15),(2,22),-0.0536332 # DEPENDENCYPART_SIBL
(2,17),(2,18),-0.010236 # DEPENDENCYPART_SIBL
(2,17),(2,20),-0.2295 # DEPENDENCYPART_SIBL
(2,17),(2,21),-0.0342661 # DEPENDENCYPART_SIBL
(2,17),(2,22),-0.123933 # DEPENDENCYPART_SIBL
(2,18),(2,20),0.00519967 # DEPENDENCYPART_SIBL
(2,18),(2,21),-0.00588399 # DEPENDENCYPART_SIBL
(2,18),(2,22),-0.0379822 # DEPENDENCYPART_SIBL
(2,20),(2,21),-0.0322608 # DEPENDENCYPART_SIBL
(2,20),(2,22),-0.116255 # DEPENDENCYPART_SIBL
(2,21),(2,22),-0.117208 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0234645 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0129899 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0162359 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.00800748 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.00915735 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.00972162 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0171476 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0199991 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.0150018 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.0199991 # DEPENDENCYPART_SIBL
(4,1),(4,11),-0.00365144 # DEPENDENCYPART_SIBL
(4,1),(4,12),-0.0132794 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.0305672 # DEPENDENCYPART_SIBL
(4,1),(4,18),-0.00365144 # DEPENDENCYPART_SIBL
(4,1),(4,21),-0.0107883 # DEPENDENCYPART_SIBL
(4,1),(4,22),0.166135 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.0923647 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0257744 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0558726 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0556479 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.000386429 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0556479 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.00709726 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.00752722 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.0653988 # DEPENDENCYPART_SIBL
(4,2),(4,18),-0.00709726 # DEPENDENCYPART_SIBL
(4,2),(4,21),0.461393 # DEPENDENCYPART_SIBL
(4,2),(4,22),0.0075815 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0148358 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0111508 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0135801 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0593985 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.0135815 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.0154659 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.0408323 # DEPENDENCYPART_SIBL
(4,3),(4,14),-0.02334 # DEPENDENCYPART_SIBL
(4,3),(4,18),-0.0154659 # DEPENDENCYPART_SIBL
(4,3),(4,21),0.00241376 # DEPENDENCYPART_SIBL
(4,3),(4,22),0.0173292 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0738984 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0738954 # DEPENDENCYPART_SIBL
(4,5),(4,8),-7.04107e-05 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0738954 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0489372 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0203984 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.0739047 # DEPENDENCYPART_SIBL
(4,5),(4,18),-0.0489372 # DEPENDENCYPART_SIBL
(4,5),(4,21),-0.145379 # DEPENDENCYPART_SIBL
(4,5),(4,22),-0.0399087 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.086355 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.00255816 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.086355 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.00515095 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0141421 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.0863642 # DEPENDENCYPART_SIBL
(4,6),(4,18),-0.00515095 # DEPENDENCYPART_SIBL
(4,6),(4,21),-0.101889 # DEPENDENCYPART_SIBL
(4,6),(4,22),-0.0609799 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.00406578 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.0863542 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.00299891 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0132171 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.0863634 # DEPENDENCYPART_SIBL
(4,7),(4,18),-0.00299891 # DEPENDENCYPART_SIBL
(4,7),(4,21),-0.101889 # DEPENDENCYPART_SIBL
(4,7),(4,22),-0.0609799 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.0157614 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.0171477 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.00814112 # DEPENDENCYPART_SIBL
(4,8),(4,14),0.0157161 # DEPENDENCYPART_SIBL
(4,8),(4,18),0.0171477 # DEPENDENCYPART_SIBL
(4,8),(4,21),-0.0929911 # DEPENDENCYPART_SIBL
(4,8),(4,22),-0.00980683 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.00303003 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.01322 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.087034 # DEPENDENCYPART_SIBL
(4,10),(4,18),-0.00303003 # DEPENDENCYPART_SIBL
(4,10),(4,21),-0.101889 # DEPENDENCYPART_SIBL
(4,10),(4,22),-0.0609799 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.0352891 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.000722473 # DEPENDENCYPART_SIBL
(4,11),(4,18),-0.0161321 # DEPENDENCYPART_SIBL
(4,11),(4,21),-0.00805125 # DEPENDENCYPART_SIBL
(4,11),(4,22),-0.0163824 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.0715548 # DEPENDENCYPART_SIBL
(4,12),(4,18),0.0163084 # DEPENDENCYPART_SIBL
(4,12),(4,21),-0.0877549 # DEPENDENCYPART_SIBL
(4,12),(4,22),0.0611718 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.00460934 # DEPENDENCYPART_SIBL
(4,14),(4,21),-0.1035 # DEPENDENCYPART_SIBL
(4,14),(4,22),-0.0625904 # DEPENDENCYPART_SIBL
(4,18),(4,21),-0.00805125 # DEPENDENCYPART_SIBL
(4,18),(4,22),-0.0163824 # DEPENDENCYPART_SIBL
(4,21),(4,22),-0.0463699 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0563371 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0501789 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0272943 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.126832 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0180915 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0165839 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.000799047 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0496652 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.00247856 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.00603777 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0108529 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.00604427 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0235565 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.139633 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0457338 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.00462159 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0472768 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00463083 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.00322962 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.00909916 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0563091 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0317814 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0563027 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0154134 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0076753 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0594808 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.00774522 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0281879 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.00555109 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.122206 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.173872 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.00318651 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0867246 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.173872 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.000763548 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0497204 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.00244306 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0256455 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0148169 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0378723 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.00604266 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.00771568 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0235565 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.139652 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0457338 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0304516 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0433127 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0196183 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0046293 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0208672 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.00322962 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.00928194 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.00717723 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0278173 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0097617 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0563042 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0756521 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0154134 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.00606841 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0634449 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0205236 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00774369 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0596371 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0281879 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00310064 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0199492 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.00238861 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0204352 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.00602416 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00504484 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00207165 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0410727 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0856109 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0087251 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0338288 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0650827 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0793778 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.173872 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.161708 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0420719 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0496503 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0105975 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0594933 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0526477 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0623786 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.118761 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0110797 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0312402 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.118763 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.140483 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0522712 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.20699 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.543556 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.503547 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0392584 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0196103 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0933788 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.132185 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0926947 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.502861 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0603441 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0108755 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.00742775 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0324511 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.00741997 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.181981 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0608572 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.000737505 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0608535 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.146309 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.161706 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.146311 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.173873 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.122207 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.00474338 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.000418874 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0156887 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0153298 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.00333937 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0154421 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.171087 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0507261 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0507247 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.0480573 # DEPENDENCYPART_SIBL
(11,2),(11,25),0.259442 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.00982333 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.00946441 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0213074 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.00957673 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0878191 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0494894 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0494891 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.0494854 # DEPENDENCYPART_SIBL
(11,5),(11,25),0.0347058 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.00372782 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0316426 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.00384018 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.03581 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.211986 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.215675 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.213089 # DEPENDENCYPART_SIBL
(11,6),(11,25),0.0237504 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0316389 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.003831 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0365097 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.212703 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.216391 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.213806 # DEPENDENCYPART_SIBL
(11,7),(11,25),0.0241958 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0460717 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.168428 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0935627 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0938081 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.0927797 # DEPENDENCYPART_SIBL
(11,8),(11,25),0.0703221 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0363836 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.212387 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.216076 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.21349 # DEPENDENCYPART_SIBL
(11,10),(11,25),0.0240689 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0518426 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0518426 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0518388 # DEPENDENCYPART_SIBL
(11,12),(11,25),-0.00971894 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0437396 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0463679 # DEPENDENCYPART_SIBL
(11,14),(11,25),0.0536865 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0463679 # DEPENDENCYPART_SIBL
(11,17),(11,25),0.0536875 # DEPENDENCYPART_SIBL
(11,20),(11,25),0.05368 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.123036 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0211103 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0236502 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0156866 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0520751 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.016144 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0498151 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0303704 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.049805 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0089797 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.053267 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.0211901 # DEPENDENCYPART_SIBL
(12,3),(12,25),-0.0235009 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0408596 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.111218 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0138912 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.171981 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.00847006 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.00161639 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0594916 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.00215678 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.00955958 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.0100537 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.013536 # DEPENDENCYPART_SIBL
(12,4),(12,25),-0.0135551 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0124464 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0218988 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.137731 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.00285086 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0373893 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0917311 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0371426 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0246724 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0381704 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0187511 # DEPENDENCYPART_SIBL
(12,8),(12,25),-0.019613 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0203077 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0947421 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0186316 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0495166 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0174576 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0495132 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.053926 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0495178 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.00183245 # DEPENDENCYPART_SIBL
(12,9),(12,25),-0.0027579 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.209523 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0117817 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0243041 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0755619 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0279945 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0314547 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0254104 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.00184302 # DEPENDENCYPART_SIBL
(12,10),(12,25),0.00103452 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.00909107 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0101468 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.105694 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0101317 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.296989 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0192595 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0944544 # DEPENDENCYPART_SIBL
(12,11),(12,25),0.0941529 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.00103165 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0252285 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.00103511 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.00490256 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.000941906 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0173033 # DEPENDENCYPART_SIBL
(12,13),(12,25),-0.0173033 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.142184 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.143213 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.00821167 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.145873 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0332697 # DEPENDENCYPART_SIBL
(12,14),(12,25),-0.0343039 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0110027 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0059637 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.00804726 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0101328 # DEPENDENCYPART_SIBL
(12,15),(12,25),-0.010457 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.00821167 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.145873 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0332687 # DEPENDENCYPART_SIBL
(12,17),(12,25),-0.0343029 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.00897633 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.00208755 # DEPENDENCYPART_SIBL
(12,18),(12,25),-0.00222105 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.0332702 # DEPENDENCYPART_SIBL
(12,20),(12,25),-0.0343044 # DEPENDENCYPART_SIBL
(12,21),(12,25),-0.119106 # DEPENDENCYPART_SIBL
