# _root_ Σε ποσοστό 76,73% οι Ισπανοί είπαν ηχηρό " ναι " υπέρ του Ευρωπαϊκού Συντάγματος , στο δημοψήφισμα που διενεργήθηκε την Κυριακή .
#goldHeads=6,1,2,5,6,0,9,9,6,9,9,14,14,11,6,6,16,19,17,21,19,0,
#predictedHeads=6,1,2,5,6,0,6,9,6,9,6,14,14,11,11,6,16,19,17,21,19,0,
(6,19),(19,2),-0.489704 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.478256 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),-0.239341 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-1.14037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,7),-0.00467981 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),0.198164 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),0.181609 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),0.0893464 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),0.04893 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.500563 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.435452 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),0.237591 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.216285 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.242606 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.710022 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.53795 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.0208816 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.217333 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.339824 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.407077 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.10467 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.186731 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.189694 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.620305 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.86831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.218209 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.236268 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.407302 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.655485 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.559413 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.225454 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0779358 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.207973 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.243636 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.19015 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.823991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.162235 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.246445 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.339909 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.381201 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.635334 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.328234 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.320328 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.62134 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.563444 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.50776 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.536528 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-0.459688 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.724439 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.620089 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.625566 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.732797 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),0.0427878 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.399851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.143331 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.0157301 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0249107 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.246408 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.0247199 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.0071863 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.288341 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.210496 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.183266 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.095237 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.70597 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.586776 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.0617527 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.36745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.223051 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.0320139 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.00983687 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.0944261 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.0032842 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.140814 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.100231 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.0972771 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.724439 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.620089 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.625566 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.732797 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),0.0427878 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.399851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.22843 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.201528 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0249107 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.246408 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.0247199 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.0071863 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.288341 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.210496 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.095237 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.186135 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.179188 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.00846054 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.367871 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.193476 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.162126 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.0076286 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.0722228 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.0989836 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.704426 # DEPENDENCYPART_GRANDPAR
(7,14),(14,8),0.277053 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.198372 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.0993787 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.101708 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.227818 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.112029 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.0384795 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.316291 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.207419 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.127727 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.00924235 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.0721737 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.110584 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.208377 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.122245 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.134318 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.074649 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.297249 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.0973167 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.249124 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.119147 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.00909796 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.00636778 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.15241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.367013 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.613284 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.674086 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.604881 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.309922 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.172095 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.184895 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.15781 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.00672856 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.00549555 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.185161 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.179738 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.159668 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.202939 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.105287 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0447662 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.1148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.397173 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.552101 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.60465 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.803806 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.81539 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.547064 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.65765 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.819844 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.575529 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.774013 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.787118 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.243273 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.166679 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.153598 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.14324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.37199 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.580541 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.591673 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.843284 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.643829 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-0.803367 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.670309 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.684221 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.561345 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.464985 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.642291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.187203 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.226293 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.370292 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.233123 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.376032 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.193327 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.426405 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.669757 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.701507 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.559538 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.627654 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.562708 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.462715 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.73297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.0553331 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.250363 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.401527 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.469931 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.241327 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.32251 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.475646 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.437538 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.714377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.0722336 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.151677 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.573186 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.356865 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.363348 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.248108 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.369454 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.441687 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),0.109021 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.105656 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.106593 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.583877 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.381121 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.266775 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.386917 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.674134 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.657487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.0393854 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.0947877 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.121819 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.550091 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.326723 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.265054 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.274765 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.408319 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.182726 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.716064 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.642211 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.577977 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.462718 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.749394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,10),-0.186695 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.208556 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.455133 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.480304 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.357611 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.483379 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.35193 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.46053 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.174101 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.401831 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.228413 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.550091 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.326486 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.329948 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.197415 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.172163 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.344392 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.182732 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.383434 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.453323 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),-0.667565 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-0.678292 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),-0.582227 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.602204 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.553477 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),-0.472177 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.708351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),0.0692685 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),-0.145652 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-0.161548 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.376428 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.376049 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.120719 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.21481 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.380232 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.0798717 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.586943 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.341105 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.420742 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.0303167 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.0629955 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.167184 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.123591 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.223811 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.0586112 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.289244 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.200785 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.167049 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.0426381 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.0209892 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.1176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,11),-0.459889 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.557957 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.497997 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.0843352 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.00741495 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.0384886 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.20842 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.129166 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.0392617 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0734178 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.12054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.207001 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.424087 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.643195 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.502804 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.474673 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.51436 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.723881 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.439083 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.683307 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.615611 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.0730633 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.17682 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0901074 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0311879 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.11586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.264193 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.430205 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.554032 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.519632 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-0.660423 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.288269 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.223938 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.151923 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.360633 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0684708 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.123857 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.11593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.27331 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.443799 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.655158 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.554385 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.573289 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.535925 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.775462 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.471188 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.670446 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.638271 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.564209 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.502572 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.701283 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.359538 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.476752 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.483151 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.703788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0902048 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.302408 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.213735 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.240428 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.201958 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.425545 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.324188 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.465355 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.697113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.125169 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.164162 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.202337 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.0690886 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.203708 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.270763 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.293001 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.73035 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.48929 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.734284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.184909 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0191216 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.160137 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.213266 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.175226 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.112819 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.326431 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.0270307 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.580779 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.717853 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.376538 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.477999 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.487845 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),0.172967 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.025535 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.271228 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.0996757 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.238834 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.428429 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.256831 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.339528 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.160184 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.213077 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.0539308 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.243658 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.111645 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.287157 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.0270369 # DEPENDENCYPART_GRANDPAR
