# _root_ Στην αρχή υπήρξαν , επίσης , προβλήματα στην κατανομή των πόρων του προγράμματος στις εθνικές υπηρεσίες .
#goldHeads=3,1,0,5,3,5,3,7,8,11,9,13,11,9,16,14,0,
#predictedHeads=3,1,0,5,3,5,3,3,8,11,9,13,11,9,16,14,0,
(8,6),(6,1),-0.299491 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.383093 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.459215 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.165444 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.148173 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.191267 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.92684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.206429 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.246231 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.766918 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.484784 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.681541 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.495701 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.574886 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.578333 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.545187 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.72681 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.472924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.205402 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.262443 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.245089 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.024952 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.124991 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.0203213 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.183139 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.838753 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.574886 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.578333 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.545187 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.72681 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.873688 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.176898 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-1.24788 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.245156 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.0246685 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.124636 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.0202549 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.183187 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.544042 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.550857 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-1.00725 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.231202 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.257282 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.432608 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.147056 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.08597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.0982065 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.0735706 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.653898 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.517708 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.489113 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.877361 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.441271 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.339641 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.518127 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.169909 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.07091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.0831406 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.0585025 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.625684 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.544042 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.550857 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-1.00725 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.408799 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.279764 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.432608 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.147056 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.08597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),-0.0982065 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.0735706 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.37278 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.653898 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.658134 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.579549 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.857738 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.419883 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.271402 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.372119 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.149329 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.17078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.183015 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.159784 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.450535 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.743199 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.672948 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.417404 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.08596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.0981921 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.34534 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.878192 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.715913 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.830427 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.06303 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.505781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.771148 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.195414 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.42475 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.0912391 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.231884 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.166168 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.225152 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.878193 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.715915 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.790771 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.486382 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0734766 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.0816348 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.224752 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.144306 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.217895 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.142344 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.0132244 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.244566 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.997844 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.00460124 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.466014 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.0631106 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.225082 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-1.34536 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.715921 # DEPENDENCYPART_GRANDPAR
(9,16),(16,10),0.758129 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.473342 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.0242943 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.499172 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.142937 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.152058 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.225479 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-1.25555 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.96899 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.681439 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.0905257 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.174714 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.473604 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.297147 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.384702 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.364435 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.30023 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.387112 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.4137 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.286701 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.761963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,13),-0.240025 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.606905 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.546131 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-0.590211 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.67413 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.564315 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-1.38578 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.435164 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.330628 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.352039 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.430412 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.255081 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.797019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,13),-0.275079 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.905711 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.647796 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.502571 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-1.25589 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.551053 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.412988 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.437559 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.453266 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.340638 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.781953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,13),-0.260011 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.621109 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.67413 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.564315 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-1.38578 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.518581 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.483726 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.352039 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.430412 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.255081 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.797019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,13),-0.275079 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.591832 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.905711 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.581069 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.593007 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-1.23627 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.529665 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.475364 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.445194 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.432687 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.229392 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.881828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-0.361293 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.669587 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.666133 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.668372 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.528157 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.479722 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.443685 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.403479 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.642275 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.106019 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.881828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.361293 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.669588 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-1.02197 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.666133 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.668372 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.329354 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.98801 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.919877 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.713928 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.212433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.751368 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.300605 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.476613 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.068085 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.213302 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.394862 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.088131 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.24063 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.917275 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.682496 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.264504 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.0131103 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.220489 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-1.72389 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.919883 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.713935 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.225473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.702186 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.297661 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.0761172 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.403874 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.220886 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-1.63408 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.88842 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.964794 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.128527 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.0976498 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.624155 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.630184 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.693219 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.569584 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.43885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.112162 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.117645 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.0306948 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.141601 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.673719 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.817477 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-1.3246 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.425723 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.423194 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.684873 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.465941 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.618039 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.344501 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-0.952953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,15),-0.870993 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.646878 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.755332 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-1.19433 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.588183 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.504603 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.769019 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.487709 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.702224 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.425985 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.937885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,17),-0.626307 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-1.1768 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.562889 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.466612 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.532157 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.731587 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.668946 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.385381 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0515598 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.03917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.472379 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.98726 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.691519 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.673575 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.936863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.36071 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.0635615 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.246562 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-1.24777 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.522544 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.414946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),-0.0118713 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.22578 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-1.66233 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.909497 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.831822 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.969231 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.597594 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.382508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.120905 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.36932 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.223022 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-1.57251 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-1.21878 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.999267 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.068173 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.124818 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.767957 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.945676 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.560445 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.962663 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.0544997 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.88519 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.65436 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-1.11704 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.928492 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-1.03086 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.629107 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.342947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.81712 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0587329 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.828093 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.773761 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.711437 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.419042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),0.849707 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.556768 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.832648 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.368411 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.198609 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.340183 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.338789 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.391251 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.600772 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.372738 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),-0.174511 # DEPENDENCYPART_GRANDPAR
(15,7),(7,16),-0.561879 # DEPENDENCYPART_GRANDPAR
(15,7),(7,17),-0.619192 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.468798 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.367701 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.203235 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.550339 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.726085 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.578286 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.170865 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.42068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.561879 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.619192 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-1.269 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.576266 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.934077 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.16845 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.961656 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.942583 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.672276 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.862693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.255963 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-1.24557 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.954262 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.826524 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.661781 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),-0.115228 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.115979 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.0205839 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.13747 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.134117 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.143489 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.314615 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.141595 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.203893 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.42013 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),-0.23192 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),-0.0693461 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-1.31184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,17),-0.359609 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.286011 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.224123 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.554925 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.298356 # DEPENDENCYPART_GRANDPAR
