# _root_ Εκτός από την σωρεία καταχρήσεων μεγάλης κλίμακας , διαπράττονται και πολλές καταχρήσεις σε μικρή κλίμακα , διότι ο τομέας των μεταφορών χαρακτηρίζεται σε μεγάλο βαθμό από καταχρήσεις .
#goldHeads=9,1,5,5,2,7,5,9,0,12,12,9,9,15,13,17,9,19,22,21,19,17,22,25,23,22,26,0,
#predictedHeads=9,1,4,2,4,7,5,9,0,12,12,9,12,15,13,17,9,19,22,21,19,17,22,25,23,25,26,0,
(4,9),(4,10),-0.0726282 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.00817523 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.0123783 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0219533 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.106636 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0375151 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0159498 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.00602273 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0178867 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0121817 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.00401176 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0192941 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.021815 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.160997 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.00291262 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0592114 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0764256 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0640492 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0345929 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.00184921 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0626809 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0173132 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0632753 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0390606 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.00434523 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0567064 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0628572 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0288134 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0357887 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.0399005 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.00740844 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.00267449 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0120242 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.000152955 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.00602416 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0132543 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.01149 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0329699 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.039381 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0155074 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.102049 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0435513 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0133945 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0410845 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.00792961 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.173872 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0200139 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0745301 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0166589 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.000719687 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.00470477 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0132298 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0726282 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.00549618 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.00817523 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0136963 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0123783 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0128393 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.00498681 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.00490901 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0421323 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0421323 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0364039 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0229435 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.00304611 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0257544 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0160183 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0160183 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0085827 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0101812 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0258139 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.125235 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.125235 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0667461 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0189711 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0666202 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0144152 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0755702 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0502624 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.00569082 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0755702 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0502624 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00569082 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0457551 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0101658 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0232468 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0219533 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.106636 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0375151 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.037515 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0100152 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0178867 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0115816 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0192964 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.160997 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.00291262 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.00291263 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.00330698 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0640492 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.035193 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0626832 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0632753 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0632753 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0367427 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0603062 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0586573 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0321867 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0177609 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0226894 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0120242 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.000447146 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0132566 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0226894 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0120242 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.000447146 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0132566 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0186388 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.010847 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0159135 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0166589 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.00470477 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00549618 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.00377451 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.043639 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.043639 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.018349 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.043639 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0869913 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.049614 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.105056 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0758947 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.037561 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.037561 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0520355 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.037561 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0410898 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0345727 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.037594 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.109416 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.00371864 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0199174 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.00371864 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0250001 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0173471 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.215965 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0737352 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0199174 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00371864 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0250001 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0173471 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.215965 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0737352 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0210849 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0894987 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.232879 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.121748 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0765498 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0249814 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0173401 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.219985 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0737285 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0138727 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00646932 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0335064 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.00887054 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.00118388 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0405184 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.01078 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0347213 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0347213 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0132694 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0347213 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0308931 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.00103264 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0139876 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0179845 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.00534836 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.011691 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0166291 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0323292 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0418445 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0166301 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.0164294 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.013676 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.00534836 # DEPENDENCYPART_SIBL
(9,1),(9,25),0.0119925 # DEPENDENCYPART_SIBL
(9,1),(9,26),-0.0233824 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0117582 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0117582 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.00445467 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0117582 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0126085 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.00078822 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0157012 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0366963 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0226223 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0131876 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0377259 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0258198 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0543293 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0377249 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.0385505 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0160361 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.0226223 # DEPENDENCYPART_SIBL
(9,2),(9,25),-0.0447423 # DEPENDENCYPART_SIBL
(9,2),(9,26),-0.0129889 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.181366 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0590467 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.181366 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0401423 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00895803 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0200532 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.00931001 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0554634 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0257272 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.00977241 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.00421021 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0456238 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.00977133 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.00938095 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0117107 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.0554634 # DEPENDENCYPART_SIBL
(9,4),(9,25),-0.0191768 # DEPENDENCYPART_SIBL
(9,4),(9,26),0.0391362 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0590467 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.181366 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0401423 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.00895804 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0200532 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00931001 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0554634 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0257271 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.00977242 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.00421021 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0456238 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.00977134 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.00938095 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0117107 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.0554634 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.0191768 # DEPENDENCYPART_SIBL
(9,5),(9,26),0.0391362 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0557329 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.00230779 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00840329 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0877144 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00540784 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0127643 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.093181 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00153966 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.00727249 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0314825 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.00154277 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.000377693 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0214416 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0127643 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.00309847 # DEPENDENCYPART_SIBL
(9,6),(9,26),-0.0230666 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0401694 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.000896075 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.028115 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0068122 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0715868 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.033789 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.00634979 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.00385175 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0536858 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.00635087 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.00674126 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.00366036 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.0715868 # DEPENDENCYPART_SIBL
(9,7),(9,25),-0.00305456 # DEPENDENCYPART_SIBL
(9,7),(9,26),0.0633216 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0111315 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0328768 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.00263577 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.00537955 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0239571 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00127999 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0423738 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0449804 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.00128132 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.00253803 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0105691 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.00537955 # DEPENDENCYPART_SIBL
(9,8),(9,25),-0.00336708 # DEPENDENCYPART_SIBL
(9,8),(9,26),-0.00083905 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0534545 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0112134 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0100504 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0534538 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0108802 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0057219 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0221976 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0108794 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0108845 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.00699767 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.0100504 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.0132141 # DEPENDENCYPART_SIBL
(9,10),(9,26),0.0249581 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0360106 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0212962 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.104618 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0356771 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0114116 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0178809 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0356766 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.035677 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.00530837 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.0212962 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.0380109 # DEPENDENCYPART_SIBL
(9,11),(9,26),0.00663672 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0325302 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.114321 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.225155 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.010142 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0415624 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.225154 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.225191 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.0383698 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.0325302 # DEPENDENCYPART_SIBL
(9,12),(9,25),-0.227488 # DEPENDENCYPART_SIBL
(9,12),(9,26),0.0305719 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0940806 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0156048 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.00397478 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.00981569 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0156026 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0164001 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0195929 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0363725 # DEPENDENCYPART_SIBL
(9,13),(9,25),-0.0245739 # DEPENDENCYPART_SIBL
(9,13),(9,26),-0.0146 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0343112 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.00977375 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0170193 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0343106 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0343111 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.00629326 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.0229646 # DEPENDENCYPART_SIBL
(9,14),(9,25),-0.036645 # DEPENDENCYPART_SIBL
(9,14),(9,26),0.00914409 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0102373 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0416564 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.225249 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.225285 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0384639 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.0322485 # DEPENDENCYPART_SIBL
(9,15),(9,25),-0.227583 # DEPENDENCYPART_SIBL
(9,15),(9,26),0.0302902 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0213717 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.00436572 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.00436074 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.00734118 # DEPENDENCYPART_SIBL
(9,16),(9,23),0.030133 # DEPENDENCYPART_SIBL
(9,16),(9,25),0.00203177 # DEPENDENCYPART_SIBL
(9,16),(9,26),-0.0221374 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0681034 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.0681059 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.0222694 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.0470051 # DEPENDENCYPART_SIBL
(9,17),(9,25),-0.0704377 # DEPENDENCYPART_SIBL
(9,17),(9,26),-0.0440014 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.225713 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.0396819 # DEPENDENCYPART_SIBL
(9,19),(9,23),0.0318425 # DEPENDENCYPART_SIBL
(9,19),(9,25),-0.22801 # DEPENDENCYPART_SIBL
(9,19),(9,26),0.0298842 # DEPENDENCYPART_SIBL
(9,21),(9,22),-0.0390187 # DEPENDENCYPART_SIBL
(9,21),(9,23),0.0305612 # DEPENDENCYPART_SIBL
(9,21),(9,25),-0.228252 # DEPENDENCYPART_SIBL
(9,21),(9,26),0.0286029 # DEPENDENCYPART_SIBL
(9,22),(9,23),-0.0103493 # DEPENDENCYPART_SIBL
(9,22),(9,25),-0.0668418 # DEPENDENCYPART_SIBL
(9,22),(9,26),-0.0340217 # DEPENDENCYPART_SIBL
(9,23),(9,25),-0.0245739 # DEPENDENCYPART_SIBL
(9,23),(9,26),-0.0146 # DEPENDENCYPART_SIBL
(9,25),(9,26),0.028594 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.00143027 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0182912 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0182912 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.00801633 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0182938 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.00646863 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0261959 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0120067 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.00278765 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.00816912 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.00960595 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.00278765 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0149658 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0202205 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.00278765 # DEPENDENCYPART_SIBL
(10,1),(10,22),0.00146285 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.00816912 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.053121 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.053121 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0446006 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0531235 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0170473 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.00343778 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.00629479 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0829507 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.306434 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.00887723 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0827879 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.00956071 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0174281 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0827878 # DEPENDENCYPART_SIBL
(10,2),(10,22),-0.0334309 # DEPENDENCYPART_SIBL
(10,2),(10,23),0.306434 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0177933 # DEPENDENCYPART_SIBL
