# _root_ Το πιο διάσημο τέκνο της Λέσβου , η Σαπφώ , θεωρήθηκε από πολλούς η πρώτη φεμινίστρια και μιά από τις καλύτερες λυρικές ποιήτριες των εποχών .
#goldHeads=4,3,4,7,6,4,11,9,7,7,0,11,12,16,16,17,11,17,18,23,23,23,19,25,23,0,
#predictedHeads=4,3,4,11,6,4,11,9,11,11,0,11,12,16,16,17,12,17,18,23,23,23,19,25,23,0,
(6,13),(13,17),-0.144693 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.404377 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.410956 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.0477138 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.174627 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.00420422 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.99834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,10),-0.435608 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.445538 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.583619 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.101043 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0707837 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.00192362 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.108356 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.992226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,10),-0.429494 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.569142 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.190044 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.0245062 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.13134 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.194102 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.172508 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.994792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.350997 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.43206 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.458696 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.592001 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.382192 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.748053 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0245062 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.102612 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.152782 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.994792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,11),-0.458696 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.676483 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.388301 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.577595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.114951 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0673214 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0305929 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.189292 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.474043 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.32424 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.477144 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.370712 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.628941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,9),-0.0321353 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.265855 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.285165 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.286058 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.314049 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.51016 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.340488 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.446119 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.339686 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.52718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.0502063 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.114776 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0355515 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.129135 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.169641 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.204719 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.187752 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),0.0106508 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.255427 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.285188 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.330429 # DEPENDENCYPART_GRANDPAR
(7,11),(11,25),-0.304475 # DEPENDENCYPART_GRANDPAR
(7,11),(11,26),-0.234401 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.00281182 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.195165 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.189998 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.0198617 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.255354 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.464089 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.0280356 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.032496 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.229795 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.226994 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),0.0413122 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.292516 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.332894 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.482377 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.360779 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.496498 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-0.390066 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.325802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,9),0.17157 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.23693 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),0.27028 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.0320169 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.214898 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.406867 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.152897 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.225358 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.167781 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.275465 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.182857 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.0949493 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.244932 # DEPENDENCYPART_GRANDPAR
(7,17),(17,25),-0.218979 # DEPENDENCYPART_GRANDPAR
(7,17),(17,26),-0.178418 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),-0.262134 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.327511 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.18855 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.20506 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.148458 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.369678 # DEPENDENCYPART_GRANDPAR
(7,21),(21,25),-0.343724 # DEPENDENCYPART_GRANDPAR
(7,22),(22,16),-0.262134 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-0.327511 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.188548 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.204737 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.236291 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.36967 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),-0.343716 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.405597 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.531568 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.699338 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.476728 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.46689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.494265 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.702082 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.666875 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-1.14084 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.571354 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-1.45483 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-1.20625 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.789236 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.03569 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.23144 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.00883 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.814219 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.919884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.445602 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.263546 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.636717 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.950717 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.831141 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.06726 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.19638 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.973773 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.757378 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.734389 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.960812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0527607 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0743172 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.531291 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.514492 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.317396 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.0542515 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.109632 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.205686 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.559254 # DEPENDENCYPART_GRANDPAR
(9,11),(11,25),-0.546402 # DEPENDENCYPART_GRANDPAR
(9,11),(11,26),-0.46722 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.25106 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),-0.0315306 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.124448 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-1.13625 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.51584 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.0941755 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.306047 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.352112 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.351777 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.179504 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.194817 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.088185 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.0067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.228016 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.508032 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.298448 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.209329 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.188689 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.191827 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.15125 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.00059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,12),-0.493555 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.209447 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.163051 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.22279 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.120165 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.127675 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.194152 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.0186935 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.00316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.241173 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.516414 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.303892 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.647934 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.163051 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.0880006 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.161485 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.194152 # DEPENDENCYPART_GRANDPAR
(10,6),(6,11),-0.241173 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.622793 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.261977 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.319737 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.270799 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.273937 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.212387 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.0135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.245243 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.51048 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.590909 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.326335 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.675634 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-0.648821 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.161485 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.24661 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0859003 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.00316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.241173 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.622793 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.648706 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.694619 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.636732 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.639869 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.566521 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.660641 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.493501 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.535546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.0535485 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.11595 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.21832 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.249018 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.0889509 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.237424 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.185069 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.378069 # DEPENDENCYPART_GRANDPAR
(10,11),(11,25),-0.346995 # DEPENDENCYPART_GRANDPAR
(10,11),(11,26),-0.160619 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.573909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),-0.141474 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.251265 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.0981618 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.23735 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.654702 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.543062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),0.0430909 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.325371 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.28826 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.119612 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.274512 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.232775 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.3234 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.309507 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.0884307 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.283262 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.211957 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.417318 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),-0.386244 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.39208 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.188573 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.026308 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.219397 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.33551 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-2.23226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),0.120423 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.46635 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.130463 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.166796 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.0531138 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.206901 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.323014 # DEPENDENCYPART_GRANDPAR
(11,3),(3,12),0.148062 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.591863 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.175225 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.0513906 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-1.02832 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.140113 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.161072 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.179135 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.277185 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-2.3275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),0.0562606 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-0.279645 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.404614 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),0.175225 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.165515 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.961195 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.161072 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-2.3275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,13),-0.784564 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.0467134 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.248049 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0464411 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.160123 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.0289493 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.276966 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.26684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),0.108608 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.69897 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.256875 # DEPENDENCYPART_GRANDPAR
(11,7),(7,21),-1.54054 # DEPENDENCYPART_GRANDPAR
(11,7),(7,22),-1.34931 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.961195 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.117962 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.583378 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.277185 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.3275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.784564 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),0.0467134 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.248049 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.0464411 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.160123 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.066134 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.121102 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.26684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.108608 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.69897 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-1.54054 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.174447 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),-0.189999 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.164886 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.11683 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.0184502 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.411754 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.163104 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.728438 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.234796 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.0637752 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.196989 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.119768 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.0734351 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.191952 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.10685 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.0764855 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.356982 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.228627 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.38124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.673159 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.100641 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.245656 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.204438 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.178042 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.0154217 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.0246138 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.929881 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.738266 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.32562 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-0.807764 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.384854 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.822377 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.591019 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.704701 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.43457 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.66568 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.318457 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-1.61025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.665618 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.395765 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.0904176 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.0266988 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.08738 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.0125424 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),0.157849 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-1.04785 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.856073 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.328159 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-0.810859 # DEPENDENCYPART_GRANDPAR
(11,17),(17,26),-0.305274 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.228627 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.107887 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.235672 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.199077 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.281676 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.39443 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),0.0300427 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.395854 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.93066 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.739045 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.326256 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-0.808399 # DEPENDENCYPART_GRANDPAR
