# _root_ Μιλώντας στην 46η επέτειο από την εξέγερση των κατοίκων του Θιβέτ , ο Δαλάι Λάμα είπε ότι η εικόνα της Κίνας δέχεται πλήγματα από αντιδημοκρατικές συμπεριφορές , καταπάτηση των ανθρωπίνων δικαιωμάτων και ανισότητες στον τρόπο μεταχείρισης των μειονοτήτων .
#goldHeads=16,1,4,2,4,7,5,9,7,11,9,16,15,15,16,0,16,19,22,21,19,17,22,23,26,32,32,32,31,31,28,24,32,33,34,35,38,36,0,
#predictedHeads=16,1,4,2,1,7,5,9,7,11,9,16,15,15,16,0,16,19,22,21,19,17,22,23,26,24,32,32,31,31,28,24,32,33,34,35,38,36,0,
(4,1),(4,6),-0.0378725 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.00623908 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.00524905 # DEPENDENCYPART_SIBL
(4,1),(4,11),-0.0191659 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.0012357 # DEPENDENCYPART_SIBL
(4,1),(4,16),0.092944 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.0114403 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.00984 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0418981 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0228614 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0221136 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.0319772 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.0363457 # DEPENDENCYPART_SIBL
(4,2),(4,16),-0.0217172 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0817552 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0130283 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0073306 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.00634056 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.040496 # DEPENDENCYPART_SIBL
(4,3),(4,14),-0.0125677 # DEPENDENCYPART_SIBL
(4,3),(4,16),-0.0141295 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.005259 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0281201 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.0281201 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.0150239 # DEPENDENCYPART_SIBL
(4,5),(4,14),0.0373257 # DEPENDENCYPART_SIBL
(4,5),(4,16),-0.00867844 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0087251 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.00872512 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0181779 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.007301 # DEPENDENCYPART_SIBL
(4,6),(4,16),-0.0300625 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.122205 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.00295666 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.0539951 # DEPENDENCYPART_SIBL
(4,7),(4,16),0.0125994 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.00318525 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.060137 # DEPENDENCYPART_SIBL
(4,9),(4,16),0.0228428 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.00524598 # DEPENDENCYPART_SIBL
(4,11),(4,16),7.76885e-05 # DEPENDENCYPART_SIBL
(4,14),(4,16),0.00323338 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0337977 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0710712 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0710714 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0163752 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.0474633 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.118786 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.118786 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0216626 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.0765132 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.524829 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0547098 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.367857 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0547166 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.367857 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0696628 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0160837 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.136803 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0177671 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.00423189 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0338532 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0120242 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0218127 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.00324197 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.00600529 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0183357 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.000137973 # DEPENDENCYPART_SIBL
(7,4),(7,24),-0.0633844 # DEPENDENCYPART_SIBL
(7,4),(7,32),0.00602416 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.160997 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0514511 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0752926 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0373564 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0640492 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0274955 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0758867 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0384388 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0213864 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0346019 # DEPENDENCYPART_SIBL
(7,5),(7,24),-0.0172969 # DEPENDENCYPART_SIBL
(7,5),(7,32),-0.00184921 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0204335 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00375602 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.118967 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0603062 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0107345 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0100783 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0583209 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0720816 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.058978 # DEPENDENCYPART_SIBL
(7,6),(7,24),-0.0736499 # DEPENDENCYPART_SIBL
(7,6),(7,32),-0.0324131 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00719753 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0213071 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0544198 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.00487102 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.00719769 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0365389 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0444014 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0376621 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.0337987 # DEPENDENCYPART_SIBL
(7,8),(7,32),-0.0678297 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.00318525 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0337681 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.060137 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.116063 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0228428 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.111584 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.0186 # DEPENDENCYPART_SIBL
(7,9),(7,24),0.0496122 # DEPENDENCYPART_SIBL
(7,9),(7,32),-0.16773 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.021876 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.00524598 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0056154 # DEPENDENCYPART_SIBL
(7,11),(7,16),7.76885e-05 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0748986 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.00105637 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.00720242 # DEPENDENCYPART_SIBL
(7,11),(7,32),-0.101782 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0644837 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0608781 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0158985 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0245076 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.0166582 # DEPENDENCYPART_SIBL
(7,12),(7,24),-0.0221042 # DEPENDENCYPART_SIBL
(7,12),(7,32),-0.000719687 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0381942 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.00323338 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0285249 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.0022491 # DEPENDENCYPART_SIBL
(7,14),(7,24),-0.0165415 # DEPENDENCYPART_SIBL
(7,14),(7,32),0.0173758 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0117474 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.117726 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.0075046 # DEPENDENCYPART_SIBL
(7,15),(7,24),0.0352789 # DEPENDENCYPART_SIBL
(7,15),(7,32),-0.173872 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0585458 # DEPENDENCYPART_SIBL
(7,16),(7,22),-0.092815 # DEPENDENCYPART_SIBL
(7,16),(7,24),-0.00650394 # DEPENDENCYPART_SIBL
(7,16),(7,32),-0.0726504 # DEPENDENCYPART_SIBL
(7,17),(7,22),-0.000774524 # DEPENDENCYPART_SIBL
(7,17),(7,24),-0.0473766 # DEPENDENCYPART_SIBL
(7,17),(7,32),-0.084097 # DEPENDENCYPART_SIBL
(7,22),(7,24),-0.00647842 # DEPENDENCYPART_SIBL
(7,22),(7,32),-0.0726285 # DEPENDENCYPART_SIBL
(7,24),(7,32),-0.0798557 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0632743 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.412429 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00925007 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.114424 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.06485 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0152784 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0146213 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0489493 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0675377 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0239355 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0824557 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.120883 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00591024 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0338528 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0120238 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0218131 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.00324109 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.00841955 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0183353 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.000308461 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0655157 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0340172 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.12137 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0457826 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0542609 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0222216 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0459961 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.058732 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.017452 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.148114 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0161134 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0733188 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.00738223 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00367976 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0394062 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0468384 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.00367957 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.0209184 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.021876 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.00524598 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0056154 # DEPENDENCYPART_SIBL
(9,11),(9,16),7.76885e-05 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0748986 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.00561521 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.00791406 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0644837 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0608781 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0158985 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0245076 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0608381 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0228159 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0381942 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.00323338 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0285249 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0392587 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.0172532 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0110357 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.118438 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.122917 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.033144 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0585458 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0183918 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.00721557 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0539882 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.0480882 # DEPENDENCYPART_SIBL
(9,19),(9,24),0.0329924 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0766828 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.189514 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.00388787 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0512137 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0283212 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0488408 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0255985 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00985194 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0968041 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0233704 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0153907 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.00651855 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0153907 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0153907 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0162993 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.173354 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0503034 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.262073 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.0621476 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.0503034 # DEPENDENCYPART_SIBL
(12,1),(12,22),0.263908 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0304935 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.00371864 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.00371864 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0113262 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0558631 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.216411 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0207617 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0514902 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.216137 # DEPENDENCYPART_SIBL
(12,4),(12,22),0.024966 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.037561 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0375612 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.037534 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.110999 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0377284 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.039937 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0922689 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.0377568 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.0410737 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.00371864 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0113262 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0558631 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.216411 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0207617 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0514902 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.216137 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.024966 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0113262 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.055863 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.216411 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0207616 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0514901 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.216137 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.0249659 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.131473 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.172763 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0915287 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0930546 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.172763 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0925211 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.00904071 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.012947 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0325474 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.0100055 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0128021 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0551086 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.00483624 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0437396 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0538748 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0466884 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.00654368 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.134867 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0570005 # DEPENDENCYPART_SIBL
(12,17),(12,22),7.00341e-06 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.0547266 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.02983 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0113385 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.16588 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.025816 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0215129 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.136168 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0161122 # DEPENDENCYPART_SIBL
(14,1),(14,22),0.137521 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.00654115 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.119365 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.00976507 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0689738 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0254921 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0639172 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0248923 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.166136 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0223475 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.00179049 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.00708395 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.00696217 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.0043559 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0268873 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.00350919 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.128398 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.00809315 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.132078 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.050963 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0170968 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0344462 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0181771 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0367376 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.149002 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0379674 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.00101924 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.119763 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0338205 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.143781 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.138113 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.153535 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0165223 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.142923 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.0199725 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.0929283 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.0104165 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.00894282 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.00665229 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.405311 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.413652 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0400549 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.399339 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.146346 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0582853 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0720716 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0194025 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.00828202 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.360168 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.105095 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.343841 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.19974 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0622897 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0678098 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0265279 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.0333065 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0500436 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.401244 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.164586 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.022251 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0699099 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.094222 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.101001 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.11791 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0309469 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.00491696 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0555624 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0302015 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0270943 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.2177 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0437135 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0944765 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0581124 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0648911 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.00703625 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0379689 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.00382482 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.00174893 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0585458 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0183918 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0182285 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0539882 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0539609 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.122499 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.0191846 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.0638571 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.0697314 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0222316 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0697314 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.0697314 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0375529 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.002986 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0640922 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0091119 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.0715757 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0183511 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.00754112 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.0158187 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.0133233 # DEPENDENCYPART_SIBL
(16,1),(16,22),0.0649309 # DEPENDENCYPART_SIBL
(16,1),(16,23),-0.0133231 # DEPENDENCYPART_SIBL
(16,1),(16,24),0.0221568 # DEPENDENCYPART_SIBL
(16,1),(16,27),-0.00738019 # DEPENDENCYPART_SIBL
(16,1),(16,32),-0.024739 # DEPENDENCYPART_SIBL
(16,1),(16,34),0.00254244 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.0297606 # DEPENDENCYPART_SIBL
(16,2),(16,4),0.00578331 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0587896 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.00578331 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.00578325 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0129844 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.0521725 # DEPENDENCYPART_SIBL
