# _root_ Χάρη στο Κοινοβούλιο , η οδηγία θα μπορέσει τελικά να καλύψει όλους τους οδηγούς όλων των κατηγοριών , αυτοαπασχολούμενους και μη .
#goldHeads=8,1,2,8,6,8,8,0,8,11,8,14,14,18,17,17,14,11,20,18,20,0,
#predictedHeads=8,1,2,8,6,8,8,0,8,11,8,14,14,11,17,17,14,20,20,14,20,0,
(8,11),(11,10),1.17574 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.042013 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.175747 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.148814 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.427827 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.266284 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),0.10379 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.209756 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),0.244905 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.24188 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),0.523733 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0327037 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.175393 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.259557 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.537641 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.37261 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),0.0744051 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),0.295167 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.26331 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.414816 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.0760587 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.461627 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.0388294 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.202004 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.404624 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.802113 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.237662 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),0.0918935 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.182115 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),0.293273 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.237519 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.340676 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.171228 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.131854 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.891272 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.383809 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),0.0636905 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),0.291366 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.273092 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.026413 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.184371 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.0363929 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.396292 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.799393 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.0920212 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.182273 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),0.279721 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.504819 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.369246 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-1.10419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),0.299464 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.243348 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.327828 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.243715 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.726532 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.354264 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.37879 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),0.251478 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.317996 # DEPENDENCYPART_GRANDPAR
(8,20),(20,1),-0.49574 # DEPENDENCYPART_GRANDPAR
(8,20),(20,2),-0.916122 # DEPENDENCYPART_GRANDPAR
(8,20),(20,3),-0.648527 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),-0.490896 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-0.519917 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.962725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),0.410285 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),-0.102262 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),-0.309092 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),-0.240361 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.699439 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-1.18221 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.346143 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),0.204452 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.486989 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.375022 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.331099 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-1.09351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,15),-0.69728 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.421903 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.483928 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),0.332932 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.145181 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.111125 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.201216 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.156904 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.168104 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.05903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,11),-0.24671 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.135672 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.007644 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.273439 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.0633209 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.150025 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.199939 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.306842 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.397756 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.118553 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.186237 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.255178 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.320469 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.218536 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.161737 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.10666 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.06435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.265643 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.680422 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.815276 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.789979 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.153919 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.113781 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.237256 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.301982 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.189428 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.0643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),-0.275467 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.718605 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.523894 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.0554267 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.0675524 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.0257069 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.223402 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.325349 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.046817 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.122635 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.06784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.195781 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.216653 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.667364 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.440991 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.802167 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.564371 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.506116 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.518872 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.585904 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.594927 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.596786 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.510478 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.538355 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.561992 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.301025 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.63529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.392839 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.161108 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.477689 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.0863097 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.289309 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.0408673 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.190749 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.262962 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.0797257 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.224836 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.596253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,11),0.24662 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.473601 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.010367 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.380121 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.133128 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.21364 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.0672551 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.225475 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.591891 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.837669 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.684645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,12),-0.226114 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.527791 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.37622 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.381988 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.178398 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.204391 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.348393 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.0766108 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.226003 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.22978 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.533352 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.00505017 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.382987 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.303521 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.204014 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.348309 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.0831754 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.578941 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.642572 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.350062 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.683174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,11),0.191358 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.296345 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.0373446 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.432316 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.160713 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.442642 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.189409 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.308161 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.576285 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.545927 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.435392 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.484464 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.367157 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.478738 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.368917 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.364457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0507752 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.179614 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.00975761 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.168957 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.0356882 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.0445187 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.237941 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.150388 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.121653 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.691097 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.540096 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.278112 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.389097 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.370243 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.271696 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.72091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,1),-0.344942 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.394395 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.387036 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.260366 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.356791 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.889788 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.376541 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.121263 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.17995 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.174967 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.503762 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-1.01395 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.611931 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.386096 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.533146 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.436975 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.75599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.0734389 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.802977 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.660941 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.374785 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.4018 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.408424 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.287158 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.174387 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.297692 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.81669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.159045 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.487298 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.319545 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.800313 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.441506 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.402398 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.113642 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.315164 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.691511 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.382833 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0115404 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.59474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),0.0439477 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.229053 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.685539 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.508004 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.147275 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.186739 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-0.485918 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.433305 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.939159 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.550387 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.44898 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.41763 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.265761 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.72099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.0655765 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.375475 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.654425 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.322661 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.71296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,9),-0.758095 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.03083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.804007 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.0465091 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.335553 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.231151 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),0.0732429 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),0.128892 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.237257 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.873071 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.526533 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.822468 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.574354 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.835908 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.20248 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.494451 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.0951842 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.0908012 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.0510472 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),0.126618 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.211396 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.835509 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.80392 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.175286 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.58011 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.24235 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.0625282 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),0.125092 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.247039 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),0.561937 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.818274 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.272575 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.196264 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.482942 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.090929 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.0512057 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),0.113066 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-1.00796 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.833046 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-1.04895 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.775422 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-1.24142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.208822 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.0635451 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.525378 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.21161 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.246584 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),0.0863965 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.290749 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.184232 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.559394 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.0905223 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),0.18064 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),0.133733 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.236688 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-0.954244 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),-1.41902 # DEPENDENCYPART_GRANDPAR
(11,20),(20,3),-1.15192 # DEPENDENCYPART_GRANDPAR
(11,20),(20,4),-0.954943 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),-1.015 # DEPENDENCYPART_GRANDPAR
(11,20),(20,8),-1.26287 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),-0.903641 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-1.1007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),0.227183 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),0.0662967 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.498661 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.867374 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.204092 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),0.203508 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.357287 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.316434 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.304778 # DEPENDENCYPART_GRANDPAR
(11,22),(22,8),-1.00889 # DEPENDENCYPART_GRANDPAR
(11,22),(22,15),-0.496159 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),-0.279316 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.353883 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),0.167825 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.0618369 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.0911075 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.390358 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.196218 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.376873 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.00770397 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.183866 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.19853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,14),-0.62236 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.825558 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.583052 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.0241992 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.0061813 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.304529 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.177352 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.305757 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.0031396 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.0603394 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.0015548 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.20117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.542711 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.598948 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.856563 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.802146 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.521623 # DEPENDENCYPART_GRANDPAR
