# _root_ Κύριε Πρόεδρε , στο πλαίσιο της προπαρασκευαστικής συζήτησης για την εκλογή του Προέδρου του Κοινοβουλίου , μου δόθηκε η ευκαιρία να διατυπώσω τις προσδοκίες που είχα από τον νέο Πρόεδρο .
#goldHeads=2,0,4,18,4,8,8,5,8,11,9,13,11,15,13,4,18,0,20,18,22,20,24,22,26,24,26,30,30,27,0,
#predictedHeads=2,0,2,18,4,8,8,5,8,11,9,13,11,15,13,18,18,0,20,18,22,20,24,22,26,24,26,30,30,27,0,
(3,4),(3,8),-0.0058976 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.00680283 # DEPENDENCYPART_SIBL
(3,4),(3,16),0.0303847 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0692617 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0439562 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0439424 # DEPENDENCYPART_SIBL
(3,5),(3,16),0.22889 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.00859254 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.00859254 # DEPENDENCYPART_SIBL
(3,7),(3,16),0.0555924 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.0437411 # DEPENDENCYPART_SIBL
(3,8),(3,16),0.222303 # DEPENDENCYPART_SIBL
(3,11),(3,16),0.222329 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.00039726 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.00659043 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.51988 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0222314 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0139554 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.00609475 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0190482 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0114487 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.00917313 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0250601 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.00916804 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.00965695 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.0106858 # DEPENDENCYPART_SIBL
(5,1),(5,16),0.0259414 # DEPENDENCYPART_SIBL
(5,1),(5,18),-0.00744583 # DEPENDENCYPART_SIBL
(5,1),(5,22),-0.00688707 # DEPENDENCYPART_SIBL
(5,1),(5,26),-0.00688707 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0135358 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.00412169 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0206872 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.00953358 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0133132 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0205477 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0133081 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.013797 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.0148259 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.00686355 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.0042291 # DEPENDENCYPART_SIBL
(5,2),(5,22),-0.00367034 # DEPENDENCYPART_SIBL
(5,2),(5,26),-0.00367034 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0395073 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0264528 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0248041 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0296831 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0159471 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0296515 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0301036 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0311928 # DEPENDENCYPART_SIBL
(5,3),(5,16),0.190845 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.0124376 # DEPENDENCYPART_SIBL
(5,3),(5,22),0.0124385 # DEPENDENCYPART_SIBL
(5,3),(5,26),0.0124385 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0384798 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0533308 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0444349 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0171103 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0444299 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0455671 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0469387 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0472543 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.0322321 # DEPENDENCYPART_SIBL
(5,4),(5,22),-0.0322312 # DEPENDENCYPART_SIBL
(5,4),(5,26),-0.0322312 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.00188118 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.012613 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.011594 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0126388 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.010621 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.00915089 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0322243 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.00327496 # DEPENDENCYPART_SIBL
(5,6),(5,22),0.00327691 # DEPENDENCYPART_SIBL
(5,6),(5,26),0.00327691 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0326695 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.000821286 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0326626 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0346768 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0361472 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0394039 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0165414 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.0165397 # DEPENDENCYPART_SIBL
(5,7),(5,26),-0.0165397 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0481226 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.134867 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.136881 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.141057 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0514896 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.00514411 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.00514236 # DEPENDENCYPART_SIBL
(5,8),(5,26),-0.00514236 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.00487946 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.00507117 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.00896448 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0306409 # DEPENDENCYPART_SIBL
(5,9),(5,18),0.00609542 # DEPENDENCYPART_SIBL
(5,9),(5,22),0.00609655 # DEPENDENCYPART_SIBL
(5,9),(5,26),0.00609655 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.131643 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.135819 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0462297 # DEPENDENCYPART_SIBL
(5,11),(5,18),9.60392e-05 # DEPENDENCYPART_SIBL
(5,11),(5,22),9.77861e-05 # DEPENDENCYPART_SIBL
(5,11),(5,26),9.77861e-05 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.138371 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.0507393 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.00278383 # DEPENDENCYPART_SIBL
(5,13),(5,22),-0.00278208 # DEPENDENCYPART_SIBL
(5,13),(5,26),-0.00278208 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.0452833 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.0177395 # DEPENDENCYPART_SIBL
(5,15),(5,22),0.0177412 # DEPENDENCYPART_SIBL
(5,15),(5,26),0.0177412 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.0154237 # DEPENDENCYPART_SIBL
(5,16),(5,22),0.0156228 # DEPENDENCYPART_SIBL
(5,16),(5,26),0.0156228 # DEPENDENCYPART_SIBL
(5,18),(5,22),-0.0936452 # DEPENDENCYPART_SIBL
(5,18),(5,26),-0.0936452 # DEPENDENCYPART_SIBL
(5,22),(5,26),-0.0936409 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0288704 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0369255 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0771937 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0281074 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0772097 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0369404 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0682327 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0286373 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0682487 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0551482 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0563481 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.055156 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00641364 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.108504 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00402843 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0174037 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0138554 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0066355 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.106202 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.00937199 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.00185339 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0211744 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.00316812 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.00365703 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.00468593 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.00491819 # DEPENDENCYPART_SIBL
(8,1),(8,22),-0.00435943 # DEPENDENCYPART_SIBL
(8,1),(8,26),-0.00435943 # DEPENDENCYPART_SIBL
(8,1),(8,27),-0.0648636 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0134359 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.00328593 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.107696 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.00766739 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.00265902 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0228124 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.00730816 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.00779706 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.00882596 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.00170146 # DEPENDENCYPART_SIBL
(8,2),(8,22),-0.00114271 # DEPENDENCYPART_SIBL
(8,2),(8,26),-0.00114271 # DEPENDENCYPART_SIBL
(8,2),(8,27),-0.0634128 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0631325 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0578512 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0150584 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00200092 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0393004 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0262371 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0266892 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0277784 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0120845 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0120854 # DEPENDENCYPART_SIBL
(8,3),(8,26),0.0120854 # DEPENDENCYPART_SIBL
(8,3),(8,27),-0.0174076 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.097165 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0221885 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.000429644 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0200374 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.000992044 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.000503139 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.000525757 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.001644 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.00108524 # DEPENDENCYPART_SIBL
(8,5),(8,26),-0.00108524 # DEPENDENCYPART_SIBL
(8,5),(8,27),-0.0626936 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0281656 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0530439 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0157606 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.039538 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0375064 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0521723 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.044148 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0441528 # DEPENDENCYPART_SIBL
(8,6),(8,26),0.0441528 # DEPENDENCYPART_SIBL
(8,6),(8,27),-0.124782 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0209777 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.056883 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00837002 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.00935005 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.00812094 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0109288 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0109858 # DEPENDENCYPART_SIBL
(8,7),(8,26),0.0109858 # DEPENDENCYPART_SIBL
(8,7),(8,27),-0.124123 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.00515723 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.00404197 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.00423368 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.00812699 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.00691761 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.00691874 # DEPENDENCYPART_SIBL
(8,9),(8,26),0.00691874 # DEPENDENCYPART_SIBL
(8,9),(8,27),-0.0103911 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00876063 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0107784 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0122481 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0315854 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0315839 # DEPENDENCYPART_SIBL
(8,10),(8,26),-0.0315839 # DEPENDENCYPART_SIBL
(8,10),(8,27),-0.0238955 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.124493 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.128669 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.00752866 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.00753041 # DEPENDENCYPART_SIBL
(8,11),(8,26),0.00753041 # DEPENDENCYPART_SIBL
(8,11),(8,27),0.0348879 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.13122 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0046488 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.00465054 # DEPENDENCYPART_SIBL
(8,13),(8,26),0.00465054 # DEPENDENCYPART_SIBL
(8,13),(8,27),0.0282188 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0251721 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.0251739 # DEPENDENCYPART_SIBL
(8,15),(8,26),0.0251739 # DEPENDENCYPART_SIBL
(8,15),(8,27),0.0360406 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.0929762 # DEPENDENCYPART_SIBL
(8,18),(8,26),-0.0929762 # DEPENDENCYPART_SIBL
(8,18),(8,27),-0.00666316 # DEPENDENCYPART_SIBL
(8,22),(8,26),-0.0929719 # DEPENDENCYPART_SIBL
(8,22),(8,27),-0.00665945 # DEPENDENCYPART_SIBL
(8,26),(8,27),-0.00665945 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0420739 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0458739 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0459381 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0443209 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0105974 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.118761 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.118763 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.118923 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0110797 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.541529 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.543588 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0515235 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.543623 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0532372 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0561856 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0458633 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.40156 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.00110452 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0247498 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0394157 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0635143 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0406418 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.026602 # DEPENDENCYPART_SIBL
(11,6),(11,22),0.0406465 # DEPENDENCYPART_SIBL
(11,6),(11,24),0.0267941 # DEPENDENCYPART_SIBL
(11,6),(11,26),0.0406465 # DEPENDENCYPART_SIBL
(11,6),(11,27),-0.138041 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.120151 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0443005 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.00461469 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.00338558 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0274459 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0102119 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.00362895 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.0102689 # DEPENDENCYPART_SIBL
(11,7),(11,24),0.00364499 # DEPENDENCYPART_SIBL
(11,7),(11,26),0.0102689 # DEPENDENCYPART_SIBL
(11,7),(11,27),-0.128091 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0148292 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0206561 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.000627482 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0653474 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0602895 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0139189 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.0602926 # DEPENDENCYPART_SIBL
(11,10),(11,24),-0.0137268 # DEPENDENCYPART_SIBL
(11,10),(11,26),0.0602926 # DEPENDENCYPART_SIBL
(11,10),(11,27),-0.0726147 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.00783594 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0113453 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0733188 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0405304 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.00581998 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0405289 # DEPENDENCYPART_SIBL
(11,12),(11,24),-0.00581381 # DEPENDENCYPART_SIBL
(11,12),(11,26),-0.0405289 # DEPENDENCYPART_SIBL
(11,12),(11,27),0.02163 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.133082 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.044407 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.00547645 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.126893 # DEPENDENCYPART_SIBL
(11,13),(11,22),0.0054782 # DEPENDENCYPART_SIBL
(11,13),(11,24),-0.126891 # DEPENDENCYPART_SIBL
(11,13),(11,26),0.0054782 # DEPENDENCYPART_SIBL
(11,13),(11,27),0.0286119 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.038951 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0259998 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.114667 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.0260015 # DEPENDENCYPART_SIBL
(11,15),(11,24),-0.114666 # DEPENDENCYPART_SIBL
(11,15),(11,26),0.0260015 # DEPENDENCYPART_SIBL
(11,15),(11,27),0.0364338 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0160572 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.0579455 # DEPENDENCYPART_SIBL
(11,16),(11,22),0.0162563 # DEPENDENCYPART_SIBL
(11,16),(11,24),0.0579486 # DEPENDENCYPART_SIBL
(11,16),(11,26),0.0162563 # DEPENDENCYPART_SIBL
(11,16),(11,27),-0.0225069 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.0163265 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.092541 # DEPENDENCYPART_SIBL
(11,18),(11,24),0.0163325 # DEPENDENCYPART_SIBL
(11,18),(11,26),-0.092541 # DEPENDENCYPART_SIBL
(11,18),(11,27),-0.00648138 # DEPENDENCYPART_SIBL
(11,20),(11,22),0.00612494 # DEPENDENCYPART_SIBL
(11,20),(11,24),-0.124345 # DEPENDENCYPART_SIBL
(11,20),(11,26),0.00612494 # DEPENDENCYPART_SIBL
(11,20),(11,27),0.0455535 # DEPENDENCYPART_SIBL
(11,22),(11,24),0.0163598 # DEPENDENCYPART_SIBL
(11,22),(11,26),-0.0925367 # DEPENDENCYPART_SIBL
(11,22),(11,27),-0.00647767 # DEPENDENCYPART_SIBL
(11,24),(11,26),0.00835845 # DEPENDENCYPART_SIBL
(11,24),(11,27),0.0352779 # DEPENDENCYPART_SIBL
(11,26),(11,27),-0.00647767 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0280384 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.405391 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.401573 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.00346676 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0472305 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0558143 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.04855 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.0344167 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.0485547 # DEPENDENCYPART_SIBL
(13,6),(13,24),0.0346088 # DEPENDENCYPART_SIBL
(13,6),(13,26),0.0485547 # DEPENDENCYPART_SIBL
(13,6),(13,27),-0.136819 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.123064 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.116381 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0424523 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.009057 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0186746 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0158355 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.00930036 # DEPENDENCYPART_SIBL
(13,7),(13,22),0.0158926 # DEPENDENCYPART_SIBL
(13,7),(13,24),0.00931641 # DEPENDENCYPART_SIBL
(13,7),(13,26),0.0158926 # DEPENDENCYPART_SIBL
(13,7),(13,27),-0.126983 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.416893 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0161016 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.00928594 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0587366 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0671085 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0052604 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0671116 # DEPENDENCYPART_SIBL
(13,10),(13,24),-0.00506833 # DEPENDENCYPART_SIBL
(13,10),(13,26),0.0671116 # DEPENDENCYPART_SIBL
(13,10),(13,27),-0.0725188 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0363691 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.119912 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0142074 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0354657 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.106451 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0354688 # DEPENDENCYPART_SIBL
(13,12),(13,24),0.106643 # DEPENDENCYPART_SIBL
(13,12),(13,26),0.0354688 # DEPENDENCYPART_SIBL
(13,12),(13,27),-0.143202 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00921329 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0745795 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0389507 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.00368793 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0389492 # DEPENDENCYPART_SIBL
(13,14),(13,24),-0.00368175 # DEPENDENCYPART_SIBL
(13,14),(13,26),-0.0389492 # DEPENDENCYPART_SIBL
(13,14),(13,27),0.0201357 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0410791 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0267122 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.113403 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.0267139 # DEPENDENCYPART_SIBL
(13,15),(13,24),-0.113401 # DEPENDENCYPART_SIBL
(13,15),(13,26),0.0267139 # DEPENDENCYPART_SIBL
(13,15),(13,27),0.0332043 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.016912 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0602184 # DEPENDENCYPART_SIBL
(13,16),(13,22),0.017111 # DEPENDENCYPART_SIBL
(13,16),(13,24),0.0602215 # DEPENDENCYPART_SIBL
(13,16),(13,26),0.017111 # DEPENDENCYPART_SIBL
(13,16),(13,27),-0.0242643 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.0184608 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.0909591 # DEPENDENCYPART_SIBL
(13,18),(13,24),0.0184668 # DEPENDENCYPART_SIBL
(13,18),(13,26),-0.0909591 # DEPENDENCYPART_SIBL
(13,18),(13,27),-0.00797178 # DEPENDENCYPART_SIBL
(13,20),(13,22),0.00683733 # DEPENDENCYPART_SIBL
(13,20),(13,24),-0.12308 # DEPENDENCYPART_SIBL
(13,20),(13,26),0.00683733 # DEPENDENCYPART_SIBL
(13,20),(13,27),0.042324 # DEPENDENCYPART_SIBL
(13,22),(13,24),0.0184941 # DEPENDENCYPART_SIBL
(13,22),(13,26),-0.0909548 # DEPENDENCYPART_SIBL
(13,22),(13,27),-0.00796808 # DEPENDENCYPART_SIBL
(13,24),(13,26),0.00907083 # DEPENDENCYPART_SIBL
(13,24),(13,27),0.0320484 # DEPENDENCYPART_SIBL
