# _root_ Το παράδειγμα που ανέφερε μόλις ο κ. Bolkestein αποτελεί βέβαια ένα κατάφωρο , ίσως μάλιστα και εξαιρετικό , παράδειγμα των καταχρήσεων που γίνονται στον τομέα των μεταφορών .
#goldHeads=2,9,4,2,4,8,8,4,0,9,19,16,17,17,17,19,16,17,9,21,19,23,21,23,24,27,25,0,
#predictedHeads=2,9,4,2,4,8,8,9,0,9,12,16,14,15,16,19,16,19,9,21,19,23,21,23,24,27,25,0,
(0,16),(16,15),-0.304993 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.167935 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.111665 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.066314 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.174206 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),0.212236 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),-0.336085 # DEPENDENCYPART_GRANDPAR
(0,16),(16,25),-0.367293 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.0294644 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.226317 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.0934083 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.198794 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.113793 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.22348 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),-0.404774 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.22671 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.387335 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.139377 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.319406 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),0.135636 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),0.00155501 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.190173 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.178871 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.319158 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.0638183 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.171815 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.363412 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),-0.421918 # DEPENDENCYPART_GRANDPAR
(0,18),(18,27),-0.358219 # DEPENDENCYPART_GRANDPAR
(0,23),(23,2),0.288953 # DEPENDENCYPART_GRANDPAR
(0,23),(23,4),0.358746 # DEPENDENCYPART_GRANDPAR
(0,23),(23,5),-0.0851088 # DEPENDENCYPART_GRANDPAR
(0,23),(23,9),0.106133 # DEPENDENCYPART_GRANDPAR
(0,23),(23,10),-0.0338116 # DEPENDENCYPART_GRANDPAR
(0,23),(23,12),-0.211175 # DEPENDENCYPART_GRANDPAR
(0,23),(23,13),0.0723471 # DEPENDENCYPART_GRANDPAR
(0,23),(23,14),0.0665454 # DEPENDENCYPART_GRANDPAR
(0,23),(23,15),-0.083866 # DEPENDENCYPART_GRANDPAR
(0,23),(23,16),0.198767 # DEPENDENCYPART_GRANDPAR
(0,23),(23,17),-0.210927 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),-0.0125931 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.00259058 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.556728 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.100859 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-1.41628 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),-0.223426 # DEPENDENCYPART_GRANDPAR
(0,23),(23,25),-0.172057 # DEPENDENCYPART_GRANDPAR
(0,23),(23,27),-0.166947 # DEPENDENCYPART_GRANDPAR
(0,23),(23,28),0.0271545 # DEPENDENCYPART_GRANDPAR
(0,28),(28,2),-0.0196522 # DEPENDENCYPART_GRANDPAR
(0,28),(28,27),-0.590976 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),0.0269108 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.82147 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.75733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.955445 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.0601368 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.92143 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.158946 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.174691 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.130443 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.236273 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.571148 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.201481 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.342139 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.22451 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.0927191 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.137289 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.176521 # DEPENDENCYPART_GRANDPAR
(2,4),(4,24),-0.192033 # DEPENDENCYPART_GRANDPAR
(2,4),(4,27),-0.341502 # DEPENDENCYPART_GRANDPAR
(2,4),(4,28),-0.576377 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.791113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.565901 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.200267 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.98375 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.184535 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.220465 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.999302 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.938089 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.123169 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.24181 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.752301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.975645 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.276442 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.102177 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.938148 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.166369 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.194782 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.238608 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.578798 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.193538 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.344474 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.46128 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.238791 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.355112 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.0847761 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.101167 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.140399 # DEPENDENCYPART_GRANDPAR
(2,9),(9,23),-0.206142 # DEPENDENCYPART_GRANDPAR
(2,9),(9,24),-0.203852 # DEPENDENCYPART_GRANDPAR
(2,9),(9,25),-0.425741 # DEPENDENCYPART_GRANDPAR
(2,9),(9,27),-0.30538 # DEPENDENCYPART_GRANDPAR
(2,9),(9,28),-0.569848 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.790846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.566085 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.200452 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.165203 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.206915 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.0544858 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.708949 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.351674 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.474407 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.25264 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.242912 # DEPENDENCYPART_GRANDPAR
(2,23),(23,2),-0.752566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,23),(23,4),0.285352 # DEPENDENCYPART_GRANDPAR
(2,23),(23,5),-0.0871365 # DEPENDENCYPART_GRANDPAR
(2,23),(23,9),0.030183 # DEPENDENCYPART_GRANDPAR
(2,23),(23,10),-0.264033 # DEPENDENCYPART_GRANDPAR
(2,23),(23,12),-0.696357 # DEPENDENCYPART_GRANDPAR
(2,23),(23,13),-0.173579 # DEPENDENCYPART_GRANDPAR
(2,23),(23,14),-0.351073 # DEPENDENCYPART_GRANDPAR
(2,23),(23,15),-0.580293 # DEPENDENCYPART_GRANDPAR
(2,23),(23,16),-0.235808 # DEPENDENCYPART_GRANDPAR
(2,23),(23,17),-0.468725 # DEPENDENCYPART_GRANDPAR
(2,23),(23,18),-0.0648171 # DEPENDENCYPART_GRANDPAR
(2,23),(23,19),-0.416941 # DEPENDENCYPART_GRANDPAR
(2,23),(23,20),-0.490151 # DEPENDENCYPART_GRANDPAR
(2,23),(23,21),-0.454004 # DEPENDENCYPART_GRANDPAR
(2,23),(23,22),0.0845599 # DEPENDENCYPART_GRANDPAR
(2,23),(23,24),-0.191785 # DEPENDENCYPART_GRANDPAR
(2,23),(23,25),-0.459882 # DEPENDENCYPART_GRANDPAR
(2,23),(23,27),-0.339522 # DEPENDENCYPART_GRANDPAR
(2,23),(23,28),-0.580565 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.784703 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.644719 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.887076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.335056 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.9061 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.443955 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.4391 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.432078 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.508242 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-1.30826 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.509849 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.51263 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.768405 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.452257 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.53857 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.0537559 # DEPENDENCYPART_GRANDPAR
(3,4),(4,24),-0.648923 # DEPENDENCYPART_GRANDPAR
(3,4),(4,27),-0.0095086 # DEPENDENCYPART_GRANDPAR
(3,4),(4,28),-0.535194 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.145992 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.278715 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.32189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.347363 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.535151 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.48248 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.08339 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.778042 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-1.16626 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.19718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,2),-0.994996 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.579227 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.58676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.369964 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0547003 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.213611 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.378996 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.43898 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.101367 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.147862 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.84988 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.324983 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.64032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0919199 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.231843 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.12691 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0703586 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.226703 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.480962 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.0795269 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.104853 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.660539 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.0663165 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.467519 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.194148 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.385851 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.883121 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-0.343838 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-0.816451 # DEPENDENCYPART_GRANDPAR
(4,9),(9,25),-0.768003 # DEPENDENCYPART_GRANDPAR
(4,9),(9,27),-1.11651 # DEPENDENCYPART_GRANDPAR
(4,9),(9,28),-0.644052 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.994757 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.578988 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.58375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.208034 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.0137666 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.345836 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.615208 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.118702 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.211599 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.0198744 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.233323 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.174427 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.149008 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.0908218 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.216522 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.748602 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.49567 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-1.04823 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-1.74732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.0380858 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.50989 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.395231 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.756378 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.287661 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.811169 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.0359193 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.611756 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.243726 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.580287 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-1.07488 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.607867 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.579444 # DEPENDENCYPART_GRANDPAR
(4,14),(14,5),0.210064 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.229668 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.551635 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.0933354 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.800128 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.0208323 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.600813 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.209869 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.518828 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-1.01572 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.319612 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-1.18871 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.811091 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-1.60428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),0.149213 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.0199276 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.381317 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.290538 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.41394 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.730451 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),0.0600683 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.147849 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.914136 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.523825 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.25933 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.36274 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.856311 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.456721 # DEPENDENCYPART_GRANDPAR
(4,16),(16,24),-0.797753 # DEPENDENCYPART_GRANDPAR
(4,16),(16,25),-0.744138 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-1.04823 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-1.74732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,9),-0.50989 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.756378 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.0101753 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.271298 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.939144 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),0.119698 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.74026 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.580287 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-1.07488 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.607867 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-0.969351 # DEPENDENCYPART_GRANDPAR
(4,18),(18,27),-1.30828 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.611675 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),0.224948 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.410116 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.121172 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-1.3316 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.873486 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-1.36599 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.126495 # DEPENDENCYPART_GRANDPAR
(4,19),(19,24),-0.901 # DEPENDENCYPART_GRANDPAR
(4,19),(19,25),-0.758286 # DEPENDENCYPART_GRANDPAR
(4,19),(19,27),-1.11486 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),-0.619068 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),-0.417509 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-1.32337 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-1.36425 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.122261 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-0.888885 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),-0.756669 # DEPENDENCYPART_GRANDPAR
(4,21),(21,27),-1.11325 # DEPENDENCYPART_GRANDPAR
(4,24),(24,25),-0.716701 # DEPENDENCYPART_GRANDPAR
(4,24),(24,27),-1.06441 # DEPENDENCYPART_GRANDPAR
(4,27),(27,20),-1.33015 # DEPENDENCYPART_GRANDPAR
(4,27),(27,22),-1.37297 # DEPENDENCYPART_GRANDPAR
(4,27),(27,25),-0.63173 # DEPENDENCYPART_GRANDPAR
(4,27),(27,26),-1.50973 # DEPENDENCYPART_GRANDPAR
(4,27),(27,28),-0.630778 # DEPENDENCYPART_GRANDPAR
(4,28),(28,2),-1.0142 # DEPENDENCYPART_GRANDPAR
(4,28),(28,27),-1.26729 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.18485 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.257009 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.187638 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.1059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.361182 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.405258 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.56691 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.688074 # DEPENDENCYPART_GRANDPAR
(5,2),(2,23),-0.836876 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.169513 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.195466 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0872309 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.142356 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.10885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.37626 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.338385 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.382473 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.507566 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.691023 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.806289 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.494588 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.768744 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.562521 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.565575 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.840798 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-0.766227 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-0.636163 # DEPENDENCYPART_GRANDPAR
(5,4),(4,27),-0.922177 # DEPENDENCYPART_GRANDPAR
(5,4),(4,28),-0.707621 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.0363866 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.429651 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.497344 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.302737 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.682673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.0287546 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.0984581 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0635935 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.146668 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.301923 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.176415 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.230046 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.254532 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.122332 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.205934 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.247401 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.293691 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.217686 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.356623 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.109009 # DEPENDENCYPART_GRANDPAR
(5,9),(9,25),-0.492496 # DEPENDENCYPART_GRANDPAR
(5,9),(9,27),-0.373684 # DEPENDENCYPART_GRANDPAR
(5,9),(9,28),-0.344004 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.507882 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.770616 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.812861 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.700647 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.71984 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.853634 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.690052 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.771019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.204226 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.393547 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.328151 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.333402 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.428153 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.279662 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.441083 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.316612 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.352281 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.398594 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.566156 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.294545 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.405066 # DEPENDENCYPART_GRANDPAR
(8,9),(9,27),-0.385258 # DEPENDENCYPART_GRANDPAR
(8,9),(9,28),-0.45273 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.934949 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.476336 # DEPENDENCYPART_GRANDPAR
