# _root_ Οι βακτηριακές αποικίες , που παραμένουν στο ίζημα εκατομμύρια χρόνια , φαίνονται μάλιστα να αναπτύσσονται με ρυθμό παρόμοιο με των βακτηρίων της επιφάνειας .
#goldHeads=3,3,12,6,6,3,6,7,10,6,6,0,12,15,12,15,16,17,18,21,19,23,21,0,
#predictedHeads=3,3,12,6,6,3,6,7,10,7,12,0,12,15,12,15,16,17,18,21,19,23,21,0,
(4,13),(13,10),-0.241963 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.115656 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.160601 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.148729 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.393497 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.479283 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.45016 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.546465 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.63606 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.579905 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.438769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.253954 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),0.246179 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),0.0422808 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.222424 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.129314 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.262423 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),0.0460291 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),0.111168 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.189066 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.0799434 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.282165 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.412071 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.172128 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.338828 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.479253 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.469686 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-0.306728 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),-0.236221 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.129125 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.24489 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.48646 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.432976 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.518501 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.508858 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.284722 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.470381 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.246496 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.390441 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.52813 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.518344 # DEPENDENCYPART_GRANDPAR
(4,19),(19,24),-0.350585 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.444457 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.315882 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.07196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.911759 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.590251 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.752993 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.923014 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.479608 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.489515 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.0232 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.797655 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-1.12153 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-1.25331 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.726331 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.717515 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.840912 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.674091 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.329223 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.430464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0859915 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.177336 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.419601 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.113944 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.103216 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.545829 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.297897 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.644166 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.245192 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.209601 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.290607 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.579653 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.16906 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.840912 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.674091 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.329223 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.430464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.305509 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.0760762 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.23811 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.432645 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.0295171 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.105771 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.2973 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.478886 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.643821 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.242728 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.684866 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.75839 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.207137 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.297648 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.586694 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.168511 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.840912 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.674091 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.329223 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.431719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),-0.305509 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.0753404 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.238728 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.432645 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.0288988 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.105771 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.415986 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.302075 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.289547 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.242732 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.684864 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.758407 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.207141 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.297646 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.586692 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.168516 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.252869 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.197796 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.450131 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.01656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.0889801 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.114363 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.573593 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.496234 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.136316 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.1471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.18602 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.897206 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.777325 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.408696 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.285948 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.08643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.128251 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.409983 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.811598 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.509173 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.644675 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.34793 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.854608 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-1.32793 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-1.4493 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.762658 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.496396 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.02282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,12),-1.28431 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-1.26431 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.21067 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.274894 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.15314 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.171039 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.910304 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.27863 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.871921 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.546816 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.467703 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.189697 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.132997 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.209476 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.356395 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.390607 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.335846 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.319492 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.389608 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.774836 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.208955 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.00239957 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.224642 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.526485 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.460482 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.328792 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.398908 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.910826 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.872048 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.01085 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.546951 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.19454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,8),0.29654 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.185207 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.207279 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.357219 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.383667 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.33667 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.812782 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.966658 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.57168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.343863 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.0837853 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.538865 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0107613 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.848645 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.533174 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-1.0336 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-1.07587 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.614214 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.775519 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.176601 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-1.46577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.289686 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.0210759 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.474951 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.122347 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.162919 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.341848 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.403203 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.565084 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.236369 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.72887 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.877537 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.306485 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-1.15182 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-1.19507 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.636611 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.950572 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.432195 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.40885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.447096 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.0711175 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0233962 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.0926151 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.670336 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.551044 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.375439 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.839656 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.445555 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-1.26261 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-1.07587 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.614214 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.775519 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.176601 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-1.46579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.290396 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),-0.0217069 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.474964 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.122978 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.162932 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.726313 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.456936 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.0747246 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.236369 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.728864 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.877545 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.306485 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-1.15181 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-1.19507 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.636612 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.697222 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.683124 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.94588 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.43783 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-1.10611 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-1.14914 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.219773 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.781607 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-1.12607 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-1.93676 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-1.10611 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-1.14914 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.655839 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-0.0840143 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.59631 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.852584 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-1.77104 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-1.26501 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-1.14122 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-0.619129 # DEPENDENCYPART_GRANDPAR
(6,23),(23,18),-0.850122 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),-1.77233 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),-1.0173 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-1.33281 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),-0.615415 # DEPENDENCYPART_GRANDPAR
(6,24),(24,21),-1.29225 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-1.33995 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.3209 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.23697 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.12984 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.26233 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.236119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.482178 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.46566 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0855212 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.217632 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.268766 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.294166 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.360434 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.464168 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.05933 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.716671 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.507026 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0961991 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.26705 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.334948 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.391364 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.495097 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.32152 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.13026 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.664023 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.26276 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.805763 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.833851 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.521451 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0886547 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.225292 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.270402 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.301826 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.08613 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.636161 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.764612 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.281038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.700937 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.37586 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.425716 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.404699 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.340456 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.569391 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.873934 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.948609 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.407189 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.907763 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.305949 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.875381 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.918844 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.421162 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.733789 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.846338 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.325958 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-0.465211 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.467344 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.985055 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.746722 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.781794 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.19036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.379006 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.476208 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.455386 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.50893 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.648804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.132768 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.075683 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.34935 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.248664 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.318832 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.284823 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.36629 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.57391 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.926449 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.46522 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.58835 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.619002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.169846 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.056452 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.359112 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.262525 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.393491 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.48909 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.869927 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.50672 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.84375 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.642181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.142104 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0707508 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.499801 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.267604 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.622605 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.3739 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.45404 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.813086 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-1.30973 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-1.49682 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.856486 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.683108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.128977 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.0244651 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0883661 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0880989 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.336789 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.302487 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.170262 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.393156 # DEPENDENCYPART_GRANDPAR
