# _root_ " Βάζουμε τον εξεταζόμενο στην εξεταστική τράπεζα , με τη βοήθεια των τριών κεφαλών παίρνουμε λήψη σπεκτ , δηλαδή λήψη σε τρία επίπεδα .
#goldHeads=8,8,4,2,2,7,5,0,15,11,9,14,14,11,8,19,16,19,15,19,20,23,21,0,
#predictedHeads=2,0,4,2,2,7,5,2,2,11,9,14,14,11,0,15,16,19,15,19,20,23,21,0,
(2,23),(23,19),-0.194115 # DEPENDENCYPART_GRANDPAR
(2,23),(23,20),-0.102885 # DEPENDENCYPART_GRANDPAR
(2,23),(23,21),0.0435247 # DEPENDENCYPART_GRANDPAR
(2,23),(23,22),-0.327641 # DEPENDENCYPART_GRANDPAR
(2,23),(23,24),-0.400806 # DEPENDENCYPART_GRANDPAR
(2,24),(24,1),-0.0426928 # DEPENDENCYPART_GRANDPAR
(2,24),(24,17),-0.178962 # DEPENDENCYPART_GRANDPAR
(2,24),(24,22),-0.501729 # DEPENDENCYPART_GRANDPAR
(2,24),(24,23),-0.475372 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.251943 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.981208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.320808 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.554684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.237135 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.172376 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.256978 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.939719 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.518382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,7),-0.264624 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.256472 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.230168 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.386228 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.233379 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.697828 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.736144 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.974361 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.458674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.171863 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.163918 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.282209 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.30585 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.434886 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),0.202281 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.255686 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.70156 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.730221 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.54625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.149611 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.251494 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.271504 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.272088 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.423343 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.271165 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.369853 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.326001 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.258194 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.223435 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-1.09263 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.290707 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.134457 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.260807 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.604424 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.365006 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-0.29805 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.697828 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.736144 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.974527 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.163829 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.180969 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.223515 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.976319 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.458555 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.202163 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.284921 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.259431 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.74913 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.373374 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),0.00369495 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.810826 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.246889 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.438097 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.641844 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.684491 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.528971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.132525 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),-0.234215 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.287083 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.184035 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.209661 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-1.04186 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.412709 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.374647 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),0.268611 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.255837 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.611959 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.3122 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.349051 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),0.114229 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.673655 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.0114642 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.300438 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-0.293793 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.105922 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.326832 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.700069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.241388 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),0.16923 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.390082 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.689622 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.568651 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-1.00103 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.802855 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.951971 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.728931 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0159206 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.252895 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.00732461 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.259245 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.595317 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.815916 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.885646 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.03082 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.269435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.761199 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.000831415 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.228428 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0751221 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.0648896 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.496076 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.565274 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.77628 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.959046 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.341509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.654327 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.637616 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.327492 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.108737 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.361328 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.699218 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.220409 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.304017 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.661054 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.029291 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.20053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.403517 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.54345 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.584195 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.82104 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.818902 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.718545 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.33392 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.12139 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.94079 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.461996 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.676715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.1944 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.282372 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.407529 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.132996 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.426312 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.722277 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.328 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.907884 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.454512 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.76429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0502909 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.248611 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.395986 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.342204 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.540479 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.318574 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.0636012 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.135625 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.977246 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.26335 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.205495 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.431433 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.495261 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.317261 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-0.314008 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.718545 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.33392 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.12155 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.676626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.140826 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.135705 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.860937 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.53452 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.132877 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.355959 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.430058 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.639966 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.365947 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),0.0177837 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.767742 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.278666 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.406111 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-1.33392 # DEPENDENCYPART_GRANDPAR
(6,14),(14,7),0.137623 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.0903774 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.8558 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.279928 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.3225 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.23521 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.426312 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.636874 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.365938 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),0.0177941 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.612604 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.190078 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.174061 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.141771 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.38811 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.166018 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.119285 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.229367 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.28052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.24183 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.337158 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.917867 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.57252 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.850964 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.969224 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.62674 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.651667 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-1.14115 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-0.679866 # DEPENDENCYPART_GRANDPAR
(7,2),(2,23),-1.27113 # DEPENDENCYPART_GRANDPAR
(7,2),(2,24),-0.897749 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.260568 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.456124 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.116632 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.238707 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.33519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.304911 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.314997 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.972544 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.856378 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.110941 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.0921717 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.31556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.295862 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.456124 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.242027 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.33519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.304911 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.314997 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.972544 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.627198 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.692222 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.17128 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.644206 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.668448 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.248822 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.768569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.0535924 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.424853 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.0822075 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.604384 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.349101 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.819551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0826485 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-1.06498 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.264454 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.086266 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.485289 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.308814 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.302945 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.512899 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.75279 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.25288 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.942125 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.365085 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.740909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.150047 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-1.00524 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.351373 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.105052 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.125389 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.463293 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.509986 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.392664 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.2259 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.681915 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.4084 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.811733 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.185304 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.286217 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.467182 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.662876 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-1.16138 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.675774 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.680751 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.280389 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.809497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.248355 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.178112 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-1.00399 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.449404 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.257035 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.00266001 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.101502 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.210118 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.269731 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.154361 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.0593265 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.382047 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.0855347 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.509453 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.42408 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.1201 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.0966184 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.128392 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.323819 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.0964406 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.0531917 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.110108 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.0613682 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.00306008 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.09946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.298626 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.690997 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.714257 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.474218 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.963363 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.718751 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.775033 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.980506 # DEPENDENCYPART_GRANDPAR
(8,2),(2,21),-0.875297 # DEPENDENCYPART_GRANDPAR
(8,2),(2,23),-0.935098 # DEPENDENCYPART_GRANDPAR
(8,2),(2,24),-0.839414 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.332627 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.0289068 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0278032 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.0314673 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.0230781 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.14172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.277875 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.708966 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.463429 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.00949882 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0487318 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.0549826 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.12561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,3),-0.0289068 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0228191 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0230781 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.14172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.277875 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.708966 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.732227 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.328884 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.124558 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.0155119 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.00410354 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.088007 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.01228 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.14429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.291591 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.728744 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.653014 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.488165 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.40369 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.697989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0404178 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.220736 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.228744 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.15843 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.495435 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.439514 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.501924 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.746336 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.552661 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.553642 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.499745 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.462714 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.727892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,10),0.0822431 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.200796 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.140107 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.144375 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.0642551 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.417881 # DEPENDENCYPART_GRANDPAR
