# _root_ Επισκεφθείτε επίσης το Απολιθωμένο Δάσος , το μεγαλύτερο στην Ευρώπη , που δημιουργήθηκε από μια ηφαιστιακή έκρηξη πριν από περίπου 15 με 20 εκατομμύρια χρόνια .
#goldHeads=0,1,5,5,1,1,8,5,8,9,13,13,5,13,17,17,14,13,18,22,22,25,22,25,19,0,
#predictedHeads=0,1,5,5,1,5,8,6,8,9,13,13,10,13,17,17,14,13,18,21,19,18,25,25,22,0,
(1,20),(20,14),-0.139275 # DEPENDENCYPART_GRANDPAR
(1,20),(20,17),-0.217747 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),0.183273 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),-0.0956708 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-0.130737 # DEPENDENCYPART_GRANDPAR
(1,20),(20,22),-0.367832 # DEPENDENCYPART_GRANDPAR
(1,20),(20,25),-0.0413575 # DEPENDENCYPART_GRANDPAR
(1,20),(20,26),-0.303726 # DEPENDENCYPART_GRANDPAR
(1,22),(22,19),-0.201093 # DEPENDENCYPART_GRANDPAR
(1,22),(22,20),-0.0754308 # DEPENDENCYPART_GRANDPAR
(1,22),(22,21),-0.0628286 # DEPENDENCYPART_GRANDPAR
(1,22),(22,23),-0.143673 # DEPENDENCYPART_GRANDPAR
(1,22),(22,24),-0.630225 # DEPENDENCYPART_GRANDPAR
(1,22),(22,25),0.167641 # DEPENDENCYPART_GRANDPAR
(1,22),(22,26),-0.234241 # DEPENDENCYPART_GRANDPAR
(1,26),(26,5),0.117732 # DEPENDENCYPART_GRANDPAR
(1,26),(26,21),-0.136066 # DEPENDENCYPART_GRANDPAR
(1,26),(26,23),-0.211934 # DEPENDENCYPART_GRANDPAR
(1,26),(26,24),-0.827654 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.22152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.393774 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.370401 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.640931 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.616386 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.854038 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.785988 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.982789 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.656395 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.644681 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-1.06053 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-1.17809 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-0.887624 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-1.03966 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),-0.916777 # DEPENDENCYPART_GRANDPAR
(2,1),(1,22),-0.959407 # DEPENDENCYPART_GRANDPAR
(2,1),(1,26),-0.899196 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.267775 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.350787 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.788148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.0274963 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.133412 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.30637 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.34477 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.245967 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.471778 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.346378 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.230255 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.557326 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.33392 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.456177 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-0.50969 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.40968 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.849935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.0189046 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.112535 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.317212 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.632345 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.418777 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.380799 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.607001 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.229859 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.399871 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.840413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,4),0.0374563 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.230888 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.519873 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.479297 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.706643 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.423072 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.47043 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.762455 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.558089 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.350787 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.790466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,4),0.122288 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),-0.186205 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.304823 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.432949 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.381838 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.527719 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.344832 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.499653 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.559841 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.378847 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.660527 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.331598 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.538971 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.373063 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.456177 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-0.432941 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),-0.50969 # DEPENDENCYPART_GRANDPAR
(2,13),(13,25),-0.728551 # DEPENDENCYPART_GRANDPAR
(2,13),(13,26),-0.542655 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.721756 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.417244 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.880732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.428521 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.114461 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.747889 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.56761 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.204116 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.469389 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),0.202276 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.470975 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.898157 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.49854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.962483 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.400192 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-1.33567 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.740389 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-1.36492 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.465111 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-2.65482 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.723782 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-1.77268 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.594185 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.708677 # DEPENDENCYPART_GRANDPAR
(4,1),(1,20),-0.758798 # DEPENDENCYPART_GRANDPAR
(4,1),(1,22),-0.726183 # DEPENDENCYPART_GRANDPAR
(4,1),(1,26),-0.926774 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.199942 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.862944 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.62482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-1.10895 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.575598 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-2.7811 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-1.09441 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.02372 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.902036 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.39775 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.78105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.160772 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.967472 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.835647 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.507555 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.950077 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-1.8213 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.963057 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.854982 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-2.14502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.657768 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-1.03878 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.608978 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-1.16032 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.277519 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-2.32111 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.557083 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-1.51334 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),-0.553706 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.0766733 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-1.10482 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.532754 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-1.08383 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.248054 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-2.00683 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.446829 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-1.49214 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.431725 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-1.06517 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.884312 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.198726 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.117583 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-1.07922 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.853064 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.343788 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.231079 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-1.83933 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.963057 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.854982 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-2.14502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.657768 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.117881 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-1.17413 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.467917 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-1.06872 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-1.67164 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-2.32111 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.557083 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-1.51334 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-1.57383 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.351742 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.541978 # DEPENDENCYPART_GRANDPAR
(4,11),(11,24),-1.23659 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.801742 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.753151 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-2.03784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),-0.765935 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),-0.100549 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-1.10972 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.506829 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-1.17203 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.165467 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-1.49047 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.406736 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-1.35745 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-1.40252 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.15911 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.391632 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.351447 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.465785 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.429971 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.443483 # DEPENDENCYPART_GRANDPAR
(4,13),(13,25),-1.29629 # DEPENDENCYPART_GRANDPAR
(4,13),(13,26),-0.67001 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.202926 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-1.58322 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-1.41876 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-1.38679 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.249535 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.409443 # DEPENDENCYPART_GRANDPAR
(4,14),(14,26),-0.651702 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.929889 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-0.843586 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-1.97421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,6),-0.00247523 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-1.52073 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.299766 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-1.44426 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-1.49202 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.38809 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.432366 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.496099 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),-1.38517 # DEPENDENCYPART_GRANDPAR
(4,18),(18,26),-0.683941 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.316436 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.514953 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),-1.43112 # DEPENDENCYPART_GRANDPAR
(4,23),(23,25),-1.4324 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.047132 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.346545 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.609561 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.12083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.286471 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.70534 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.264812 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.684841 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.415611 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.303335 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.493548 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.986229 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.707196 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-0.644878 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-0.738053 # DEPENDENCYPART_GRANDPAR
(5,1),(1,22),-0.653209 # DEPENDENCYPART_GRANDPAR
(5,1),(1,26),-0.888557 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.456693 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.418941 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.522369 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.13994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.35124 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.316187 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.13918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,1),-0.353752 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.122178 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.333313 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.1226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.292631 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.707106 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.26661 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.686607 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.421771 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.305101 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.495331 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.708962 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-0.740883 # DEPENDENCYPART_GRANDPAR
(5,4),(4,23),-0.763252 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.843229 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.447541 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.0335319 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.599673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,8),-0.167285 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.126656 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.187037 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0580571 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.0716684 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.0727806 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.363305 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.612303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.127809 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.278427 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.152511 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.105609 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0916548 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.0830799 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.0202813 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.410546 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.171611 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.33362 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0174307 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.111972 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.10982 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.340941 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.172926 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.27779 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0618614 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.0861589 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.834205 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.490133 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.0244964 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.632191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.228799 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.186655 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.30865 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.202531 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.0996595 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.568277 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.123589 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.253374 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.225662 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.10195 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.0277408 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.138196 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.185433 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.0632234 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-0.204921 # DEPENDENCYPART_GRANDPAR
(5,13),(13,25),-0.382954 # DEPENDENCYPART_GRANDPAR
(5,13),(13,26),-0.412499 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.0607632 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.0936149 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.204092 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.121718 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.873363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,8),-0.234182 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.318089 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.316107 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.264479 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.288634 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.576599 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.818207 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.563184 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.737966 # DEPENDENCYPART_GRANDPAR
(6,1),(1,20),-0.543493 # DEPENDENCYPART_GRANDPAR
(6,1),(1,22),-0.678622 # DEPENDENCYPART_GRANDPAR
(6,1),(1,26),-0.464616 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.00344463 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.128705 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.252732 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.135718 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.921737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,13),-0.289267 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.0152825 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.0473858 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.152313 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.122125 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.87512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.234181 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.318104 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.316107 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.266236 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.288634 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.576606 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.563184 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-0.316489 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-0.32547 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.112332 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.0566578 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.286475 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.163026 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.918189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.0966381 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.249441 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.321874 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.353814 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.302706 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.324044 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.45847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.322042 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0804327 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.173941 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.0538835 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.0914153 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.157752 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.331884 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.31912 # DEPENDENCYPART_GRANDPAR
