# _root_ Πιστεύω ότι το ένταλμα για το οποίο εργαζόμαστε μπορεί να είναι , τουλάχιστον , πρακτικό και να μας οδηγήσει σε θετικά αποτελέσματα .
#goldHeads=0,1,4,16,8,7,5,4,2,11,16,13,11,13,11,9,19,19,16,19,22,20,0,
#predictedHeads=0,1,4,9,8,7,5,4,2,11,9,13,11,16,16,11,19,19,16,19,22,20,0,
(4,1),(1,3),-0.267075 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.03318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.116161 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.61719 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.645189 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.96423 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.745704 # DEPENDENCYPART_GRANDPAR
(4,1),(1,23),-0.803559 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.035 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.757831 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.563368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.542616 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.0470788 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.183772 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.208288 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.261099 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.181342 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.485661 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.238962 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.258428 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-1.00706 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.715845 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.749056 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.566597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.444437 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.457613 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.446127 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.169759 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.40362 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.213636 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.173998 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.36959 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.1305 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.521831 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.337045 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.327242 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.0062 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.71723 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.565163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.461144 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.456708 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.431449 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.0250679 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.39564 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.187438 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.181302 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.36208 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.137804 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.515268 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.212133 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.0676148 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.341966 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.313409 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-0.328253 # DEPENDENCYPART_GRANDPAR
(4,19),(19,1),-1.00706 # DEPENDENCYPART_GRANDPAR
(4,19),(19,2),-0.715843 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.567038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,5),0.443945 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),0.444982 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),0.0139893 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),-0.0214517 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.0604575 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.163005 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.434817 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.119508 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.656833 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.235794 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.411912 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-1.3674 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.34357 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.698817 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.325532 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.331301 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.172197 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.391502 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.108492 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.924401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,8),-0.153344 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.349438 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.815856 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.652528 # DEPENDENCYPART_GRANDPAR
(5,1),(1,23),-0.874451 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.223552 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.33818 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.98098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.536522 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.145052 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.238696 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.435355 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.650837 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),1.3265 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.292875 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.0973074 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.678219 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.513768 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.859345 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.511934 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.583481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),1.10603 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.364599 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.0619829 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.159509 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0446094 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.351525 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.327688 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.348812 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.385231 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.00861105 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.540302 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.677347 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.515145 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.513851 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.577686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),1.10098 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.348234 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.299129 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.161369 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0376625 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.36775 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.328151 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.365037 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.388465 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.376982 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.138321 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.0232122 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.180816 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.550784 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.682723 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.519184 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.503447 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.61016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),1.10707 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.373002 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.287831 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.0824988 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.12261 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.349659 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.333857 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.346946 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.375073 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.387368 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.506772 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.164425 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.0671112 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.173333 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.767274 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.514051 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.572489 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.541997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,7),0.33213 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.391544 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.190379 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),0.0754079 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.0981777 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.440468 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.0954645 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.623669 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.219321 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.0904198 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.0662887 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.288336 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),0.186387 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.489512 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.11938 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.788812 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.98796 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.908255 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.772678 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.849008 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.649466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.832802 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.52601 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.712144 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.599892 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.536399 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.56819 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-1.07815 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.346642 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.598952 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.11851 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.79019 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.910172 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.773043 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.849008 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.666143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.346818 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.523396 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.696192 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.611643 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.532388 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.579942 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-1.07691 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.665098 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.806725 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.356768 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.146465 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.60496 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.586421 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.735462 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.449232 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.227486 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-2.25201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.956164 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-0.676643 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-0.402466 # DEPENDENCYPART_GRANDPAR
(8,1),(1,23),-0.860605 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.848581 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-2.58034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-1.28488 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-1.72004 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.854169 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.833825 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.602051 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-1.5212 # DEPENDENCYPART_GRANDPAR
(8,2),(2,23),-1.10134 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.865811 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.460446 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0697974 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.685626 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.826203 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.47327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-1.17876 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-1.42407 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.885039 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.659936 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.202521 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.813894 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.973204 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.4017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-1.10556 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-1.52901 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.538381 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.61002 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.34494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-1.04869 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.69657 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.82629 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.645236 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.476103 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.11277 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.473876 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.80166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.118503 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.771193 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.348131 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.30629 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.327787 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.644838 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.165343 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.60669 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.435851 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.986728 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.615962 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.68428 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.812428 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.599117 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.461147 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.09418 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),0.475858 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.79746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.512986 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.650873 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.318304 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.28632 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.29796 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.584359 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.140231 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.0902093 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.596539 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.459419 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.944173 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.85333 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.622448 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.283714 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-1.00811 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.463788 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.35565 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.783747 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-1.13209 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.782669 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.611927 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),0.289913 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.848922 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.212027 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.337493 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.782988 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.124488 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.583363 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.598766 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-1.85333 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.834937 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.622448 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-1.00811 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.297853 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.426436 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.783747 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.134547 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.85922 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-1.13209 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.249362 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.19959 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.229018 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.0866041 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.54444 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.569381 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-1.05503 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.794533 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.845823 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.54948 # DEPENDENCYPART_GRANDPAR
(8,23),(23,15),-0.889515 # DEPENDENCYPART_GRANDPAR
(8,23),(23,18),-0.219236 # DEPENDENCYPART_GRANDPAR
(8,23),(23,20),-0.57556 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),-1.11248 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.200736 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.33225 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.109303 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.0209985 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.473933 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.46397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,13),-0.326331 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.00682818 # DEPENDENCYPART_GRANDPAR
(9,1),(1,23),-0.498197 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.184111 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.505485 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.79782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,11),-0.864032 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.39139 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.450036 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.210774 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.972914 # DEPENDENCYPART_GRANDPAR
(9,2),(2,23),-0.743505 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.216323 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.580982 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.113053 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.521045 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.571383 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.677584 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.69735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,19),-0.880664 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.252848 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.365919 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.265137 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.416262 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.749305 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.499374 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.61915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.673565 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.148557 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.634422 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.548338 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.56214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,1),-0.415179 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.0759573 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.437477 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.238225 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.0698901 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.526229 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.465767 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.46331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),1.05173 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.517161 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.108233 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.325687 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.166879 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.601397 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.220215 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-0.497565 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.01739 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.442831 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.0852289 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.220939 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),0.152992 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),0.289376 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.0019086 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.989461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
