# _root_ Τα νέα κτίσματα των τελευταίων ετών , που ανεγέρθηκαν κυρίως κοντά στις παραλίες , είναι μονόροφα ή διώροφα κυκλαδίτικα σπίτια τα περισσότερα με ιδιωτικές πισίνες .
#goldHeads=3,3,15,6,6,3,9,9,3,11,9,11,12,9,0,17,20,17,20,15,22,20,20,25,23,0,
#predictedHeads=3,3,15,6,6,3,9,9,3,11,9,11,12,15,0,17,15,17,20,15,22,20,22,25,23,0,
(3,5),(5,3),-0.45016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.465669 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.47977 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0390254 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.0234 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.841925 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.542848 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.422618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.441436 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.428953 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.00567957 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.57849 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.0162955 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.191894 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.424598 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.442762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,5),0.420689 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.428127 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.575603 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.160747 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.190172 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.165403 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.184457 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.0965916 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.153712 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.317194 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.54981 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.482204 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-0.48364 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.456359 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.482443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.411916 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.409197 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.390418 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.141056 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),1.40591 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.018273 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.0198448 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.00952272 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),0.174366 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.0395735 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.123137 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.208973 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.0409033 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.387563 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),-0.0917513 # DEPENDENCYPART_GRANDPAR
(3,9),(9,25),-0.332462 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.346448 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.0194181 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),1.00444 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.141715 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.139449 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.182446 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.0366317 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.212895 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.243318 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.523503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,6),0.349214 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.0489852 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),1.00779 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.144739 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.12031 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.0989145 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.0152123 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.190111 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.230108 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.1607 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.173925 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),0.0508378 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.218694 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.256267 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.11532 # DEPENDENCYPART_GRANDPAR
(3,13),(13,4),0.471944 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),1.04603 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.120098 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.0969493 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.0264645 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.172543 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.217093 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.394364 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.62698 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.559375 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-0.457229 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.477665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,5),0.417291 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),0.394382 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),0.20832 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),1.401 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),0.216144 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.0939586 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.0752151 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.0358868 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.118808 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),0.0506007 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.207032 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.0719917 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.439649 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.372043 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.389808 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.376346 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.161427 # DEPENDENCYPART_GRANDPAR
(3,15),(15,25),-0.334574 # DEPENDENCYPART_GRANDPAR
(3,15),(15,26),-0.344152 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-0.489119 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.43975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,5),0.417225 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),0.442334 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),0.12747 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),1.13216 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),0.351569 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.11135 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.0891667 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.018315 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.0675144 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.0302494 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),0.164995 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.336121 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.346852 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.279246 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.444283 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.280701 # DEPENDENCYPART_GRANDPAR
(3,17),(17,23),-0.130482 # DEPENDENCYPART_GRANDPAR
(3,17),(17,24),-0.508201 # DEPENDENCYPART_GRANDPAR
(3,17),(17,25),-0.3848 # DEPENDENCYPART_GRANDPAR
(3,17),(17,26),-0.324855 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.680748 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.705866 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.278126 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.45981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.608978 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.700501 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-1.33951 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.801783 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.822598 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.603588 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-1.36656 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-1.43896 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.688915 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.11392 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.13967 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.832403 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.88016 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.90326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.341762 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.228564 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.908081 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.42952 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.10492 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.825131 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.990215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.131654 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.201617 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-1.02196 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.432292 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.452141 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.233657 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.921644 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.402561 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.937841 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.827892 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.848351 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.478503 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-1.09368 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.750589 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.835393 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.972937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.145537 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.243429 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0992047 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.319094 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.329893 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.120243 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.791269 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.411893 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.983173 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.850446 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.222374 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.654285 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.396612 # DEPENDENCYPART_GRANDPAR
(5,9),(9,25),-1.04779 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.516362 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.467557 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.393739 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.960203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,12),-0.72506 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.560627 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.362639 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0506265 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.415296 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.02331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.294137 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.482826 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.720806 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.697217 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.809792 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.882456 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.617193 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.724558 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.417018 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.153092 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.958945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.243855 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.396708 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.797947 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.00743 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.0866519 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.388935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.494577 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.144832 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.292103 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.261672 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.369437 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.273674 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.154175 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.408696 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.836447 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.795783 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.827049 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.104195 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0161659 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.829708 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.972377 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.58112 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.118219 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.428565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.308291 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),1.31946 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.119279 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0754995 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.194705 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.00291943 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.0379826 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.0495908 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.303391 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.158748 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.49388 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.197631 # DEPENDENCYPART_GRANDPAR
(6,9),(9,25),-0.462396 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.470818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.188577 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.921437 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.156852 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.235732 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.36744 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.21383 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.213372 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.169926 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.360993 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.274457 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.238627 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.181885 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.529771 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.338899 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.123041 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.142653 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.151823 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.119716 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.949764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,9),-0.301362 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.49531 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.550937 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.547472 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.737083 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.403514 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.419118 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.239017 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.234245 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.18154 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.947198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),-0.2766 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.342677 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.125819 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.177892 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.233451 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.216196 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.949764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.356269 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.301339 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.49531 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.508728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.0855773 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.624726 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.722153 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.710198 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.68421 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.62896 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.482152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.211825 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0788701 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.120278 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0646181 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.172607 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.115164 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.0500659 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.113724 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),0.0264301 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.279683 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.395451 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-0.272976 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.627248 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.425382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.128517 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.271755 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.169146 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.18389 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.248177 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.204406 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.0707561 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.720451 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.627258 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.403818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.12918 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.27217 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0568784 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.119153 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.240289 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.192427 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.0684374 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.0191827 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.105258 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.167837 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.178718 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.0484762 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.0285324 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.729489 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),0.0857493 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.0372955 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.110734 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.0047532 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.162018 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.0070406 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.120693 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.121441 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.0940534 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.753178 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.105792 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.215797 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.204867 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.411508 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.238154 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.23014 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.230888 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.203501 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.154151 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.0610118 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.252253 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.0600486 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.124446 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),0.00859902 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.152657 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.125269 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.317979 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.489599 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.15238 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),0.00524638 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.125269 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.317979 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.489599 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.308401 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),0.00524638 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.153129 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.317979 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.0759165 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.489599 # DEPENDENCYPART_GRANDPAR
(7,19),(19,25),-0.308401 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.355334 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.213077 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.482053 # DEPENDENCYPART_GRANDPAR
(7,22),(22,24),-0.0618983 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),-0.308531 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.655726 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.45374 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.498329 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.42171 # DEPENDENCYPART_GRANDPAR
