# _root_ Είναι πιθανό να διατηρούμε έγκλειστα δόντια στο στόμα μας , επί χρόνια , και να το αγνοούμε .
#goldHeads=0,1,4,14,6,4,5,7,8,14,14,11,14,2,17,17,14,0,
#predictedHeads=0,1,4,14,6,4,6,7,8,11,4,11,14,2,17,17,14,0,
(10,1),(1,18),-0.490991 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.111543 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.0452947 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.097774 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.0759814 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.123507 # DEPENDENCYPART_GRANDPAR
(10,2),(2,11),-0.209528 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.447953 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.499613 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.149007 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.0914858 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.0626443 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.0678741 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.0592929 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.0470637 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.0623387 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.02187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.224416 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.530853 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.425456 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.455391 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.420794 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.490991 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.0724129 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.0759861 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.123508 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.0823567 # DEPENDENCYPART_GRANDPAR
(10,5),(5,11),-0.209528 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.548682 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.0826459 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),0.066831 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.0463703 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.113234 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.150151 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.150011 # DEPENDENCYPART_GRANDPAR
(10,6),(6,11),-0.226085 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.470283 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.432165 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.434741 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.0782193 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.148211 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.04787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,2),0.0705549 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.116958 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.176876 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.0844548 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.125441 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.0667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.226085 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.568463 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.470283 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.432165 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.434741 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.503904 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.365107 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.626132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.0136375 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.114479 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.0197814 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.0670016 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.125997 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.508305 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.353333 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.644869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),-0.108042 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0269982 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.218461 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.0122195 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.512354 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.473585 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.338618 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.402877 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.383481 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.396695 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.700846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.134296 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.250468 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.168707 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.570913 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.420104 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.531875 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.375158 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.422231 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.40595 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.416049 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.397707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.315461 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0594489 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.198707 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.177856 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.0343526 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.0536596 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-0.49649 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.228734 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.00667777 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.330433 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.32234 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.190412 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.109784 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.177465 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0789071 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.11267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.00593348 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.453525 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.531634 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.62265 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.793797 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.369662 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.386437 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.338972 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.379802 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.209518 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.211381 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.173284 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.07553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.0357509 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.42875 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.527976 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.766105 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.761545 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.716522 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.395358 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),-0.0490866 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.113258 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.29386 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.0680375 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.723037 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.689373 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.845314 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.701508 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.611512 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.671385 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.370161 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.675634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.526809 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.363091 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.770077 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.880135 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.736143 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.873499 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.703137 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.621412 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.673014 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.34897 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.691372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.56255 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.1677 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.219606 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.121114 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.370123 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.685051 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.848227 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.651387 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.841592 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.646618 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.594641 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.616494 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.281161 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.713831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.464235 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.0504762 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.155918 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.0579323 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.184243 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.391138 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.705068 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.180864 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.124314 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.743878 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.142177 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.514819 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.686825 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.442294 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.496383 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.232615 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),-0.157063 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),-0.000965063 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-1.38072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,13),-0.410278 # DEPENDENCYPART_GRANDPAR
(12,1),(1,14),-0.62132 # DEPENDENCYPART_GRANDPAR
(12,1),(1,17),-0.539535 # DEPENDENCYPART_GRANDPAR
(12,1),(1,18),-0.725856 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-1.13219 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.703439 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.898713 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.646345 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.421974 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.660158 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.208054 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.013472 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.41567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.467121 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.611131 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.743542 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-1.38653 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.15306 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.14843 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.947 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.00579 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.733844 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.701567 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.54646 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.870445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,18),-0.3326 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-1.48773 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.30654 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-1.25399 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-1.24949 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.0092 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.07607 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.796049 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.745507 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.61572 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.870106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.011461 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.294409 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0956243 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.317839 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.158439 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-1.37663 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-1.23704 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-1.14316 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-1.17999 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.911943 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-1.01853 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.698786 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.644724 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.55763 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.921032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.0727822 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.107165 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.0104415 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.56227 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.256986 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.0478768 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.107505 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.0108272 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),0.0275218 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.145282 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.186491 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.119744 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),-0.0935744 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),-0.133915 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),-0.00142011 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-0.975108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,14),-0.197436 # DEPENDENCYPART_GRANDPAR
(13,1),(1,17),-0.405305 # DEPENDENCYPART_GRANDPAR
(13,1),(1,18),-0.446504 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.190722 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),0.0243436 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.213008 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.0311844 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.143981 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.184134 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.118443 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.0939265 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.131725 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.00011932 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-0.975108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.197436 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),-0.40956 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.446504 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.137806 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.127288 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.10769 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.0984255 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.0602318 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.0254645 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.124361 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.000311165 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.111763 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.0765444 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.0810468 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.0307714 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.0386323 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.01993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.17421 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.423506 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.0415295 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.032571 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.132801 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),0.00341275 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.0802683 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.026398 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.146743 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.18682 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.144344 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.0386313 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.0895978 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.01993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.17421 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.423506 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.459417 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.357192 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.0920732 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.342068 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.0166746 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.211723 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.321803 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.180521 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.217148 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.141756 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.03028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.196653 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.46686 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0375477 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.205734 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0685308 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.0011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.185641 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.411612 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.451573 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.124985 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.204075 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.199297 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.01993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.17421 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.445242 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.423527 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.538205 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.196653 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.00455711 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.0847295 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),0.107528 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),0.264179 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),0.0991769 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),0.318631 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),0.132606 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),0.233481 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),0.0626917 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),0.244241 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),0.183383 # DEPENDENCYPART_GRANDPAR
(14,1),(1,13),0.150581 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-0.697539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,17),-0.115364 # DEPENDENCYPART_GRANDPAR
(14,1),(1,18),-0.277868 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.109643 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.195268 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.11054 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.280839 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),0.129441 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),0.251146 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-0.719494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,18),-0.345615 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),0.0827373 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),0.16569 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.125757 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.122962 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.335224 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),0.149664 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.250073 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),0.07558 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),0.261106 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),0.199976 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),0.163469 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.706103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,17),-0.132446 # DEPENDENCYPART_GRANDPAR
(14,4),(4,18),-0.286432 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.152617 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.280841 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),0.129441 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),0.200111 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.251146 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.161067 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),0.0166227 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),0.116509 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.0563844 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.132414 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.145859 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),0.261637 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.264739 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.182893 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-0.760504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,17),-0.244331 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),0.124267 # DEPENDENCYPART_GRANDPAR
