# _root_ Απλουστευτικές ενιαίες λύσεις , όπως η περικοπή του χρόνου εργασίας σε ευρωπαϊκό επίπεδο , είναι άνευ σημαντικής ουσίας .
#goldHeads=3,3,5,5,15,7,5,9,7,9,7,13,11,15,0,15,18,16,0,
#predictedHeads=3,3,4,15,4,7,15,9,7,9,7,13,11,15,0,15,18,16,0,
(9,7),(7,8),0.129514 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.33928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.293644 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.616378 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-1.06013 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-1.03138 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.672353 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-1.06332 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.720835 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-1.03958 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.192745 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.40178 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.88125 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.814187 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.14655 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.21135 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.513412 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.712005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.297296 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.517401 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.4529 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.216578 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.591207 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.341978 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.734893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.302016 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.443091 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.275496 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.246129 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.64605 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.291033 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.33663 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.324712 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.356942 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.24717 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.598443 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.243191 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.360903 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.881424 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.814361 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-1.14672 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.513585 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.690798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.354495 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.00635 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.438325 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.211547 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.586575 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.334869 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.545335 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.45842 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-1.73128 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-1.71052 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-1.27114 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.777428 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.794669 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-1.08039 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.747333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.289678 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.0361377 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.4551 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.439206 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.0017405 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.127022 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.357997 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.163742 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.30647 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.427957 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.247351 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.45577 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.293273 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.401113 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-1.04192 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.977476 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.225494 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.207064 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.470581 # DEPENDENCYPART_GRANDPAR
(10,3),(3,11),-0.458176 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.95831 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.893871 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.608067 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.194913 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.494285 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.206557 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.690903 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.674188 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.775615 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.954138 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.589274 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.334809 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.332189 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.587371 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.113635 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.14574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.399864 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.753072 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.685047 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.779195 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.714119 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-1.04139 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.976954 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.644475 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.272634 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.252877 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.327443 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.171802 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.228574 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.24499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.458172 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.807164 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.852337 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.73071 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.853421 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.773226 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-1.11921 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.14409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,6),-0.327097 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.53805 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0523267 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.24499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.458172 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.807164 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.852337 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.853421 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.773226 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.343651 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.647906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.194381 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.10873 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.307666 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.440311 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.382936 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-1.15326 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.62521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),-0.183821 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.30553 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.389528 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.296368 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.446451 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.729992 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.68883 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.816117 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.471662 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.422865 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.595309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.152082 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.185253 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.273647 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.381392 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.391782 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.418547 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.550079 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-1.1336 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.673296 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.627715 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-1.0402 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.337531 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.623414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.142081 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.196831 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.223428 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.543033 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.319801 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.334618 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.508782 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-1.49256 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-1.42812 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-1.08777 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.625997 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.669137 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.994052 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.291382 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.660058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.122349 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.201969 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.259786 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0599336 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.182301 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.227767 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.251233 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.311626 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.248715 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.305717 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.327399 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.385176 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.408127 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.334913 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.209532 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.331997 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.166792 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.940366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),0.102888 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),0.187452 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.642935 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.637802 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.276781 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.274709 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.129407 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.334051 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.216972 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.330005 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0956513 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.940368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.102887 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),0.187452 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.398379 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.642959 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.637804 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.736511 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.475085 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.824124 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.00576128 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0842414 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.0817349 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),0.0288776 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.65799 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.639104 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.938095 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.891408 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.635327 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.550961 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.416846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.720896 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.011905 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.0844517 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0565993 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.209604 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.0830841 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.7621 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.631248 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.611413 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.702464 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.590665 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.506297 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.508748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.614134 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.749113 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.249526 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.132018 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.254891 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.07275 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.930772 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.946424 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.702933 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.554752 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.626118 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.642975 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.531175 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.446808 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.606247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.558185 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.661869 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.0719447 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0790566 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.217383 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.0209221 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.288424 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.891405 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.421678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.712465 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.897046 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.11829 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.192934 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.248064 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.981068 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.968155 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.271977 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.14165 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.0509596 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.0718106 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.257067 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.331665 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.178688 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.471042 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.182736 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.717727 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.435701 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.071811 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.29023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.402219 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.603426 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.818484 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.688758 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.6895 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.563842 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.91898 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.10507 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.875218 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.600601 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.59435 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.736329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.244731 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.394268 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.362064 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.713904 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.597916 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.684965 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.696092 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.569239 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.61067 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.86777 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.593152 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.589 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.820643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0768641 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.51992 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.316562 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.698439 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.581401 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-1.3558 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-1.34289 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.59725 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.619565 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.571832 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.52261 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.779709 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.505092 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.57122 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.788354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.0718069 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0876075 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.220737 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.593924 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.454058 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.31955 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.114217 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.194729 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.648401 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.455363 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.306363 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-1.10507 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.594349 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.736615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.164947 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.178866 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.577431 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.349942 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-1.16128 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-1.11594 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.763801 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.162781 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.752911 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.385568 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.0339462 # DEPENDENCYPART_GRANDPAR
(13,4),(4,14),-0.555387 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.751155 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-1.17742 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.747152 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.521615 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.850423 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.845972 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.478465 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.481084 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.164917 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.44019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.566246 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.754735 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-0.649429 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.436291 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.842714 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.794257 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.49502 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.363598 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.118209 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.026964 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.53946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,15),-0.828961 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.708537 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.811494 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.469363 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.224718 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.849192 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.814874 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.499518 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.439339 # DEPENDENCYPART_GRANDPAR
