# _root_ Επιλέξτε κάποιον καλύτερο , τόσο από τον Cox όσο και από τον Martin , ψηφίζοντας τον κ. Bonde του γραφείου 007 .
#goldHeads=0,1,2,10,10,5,8,6,10,3,9,13,11,10,1,18,18,15,20,18,20,0,
#predictedHeads=0,1,2,10,10,10,8,6,10,1,10,13,11,15,1,18,18,15,20,18,20,0,
(9,6),(6,5),-0.203488 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.453841 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0713914 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.11564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.320097 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.478317 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.596113 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.1276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,7),-0.420883 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.12807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,13),-0.490685 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.569536 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.876589 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.628562 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.701624 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.671015 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.659606 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.844176 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.517911 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.685014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.109384 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0826119 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.213511 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.332288 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.386355 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.292901 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.748423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0900735 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.365422 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.025027 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.0792574 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.258694 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.219373 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.187968 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.470896 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.585659 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.604538 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.672959 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.617783 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.503874 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.712308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.132499 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.125667 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.389367 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.0315114 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.100396 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.603706 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.264473 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.238188 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.306527 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.344197 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.196357 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.0979794 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.607684 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.458305 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.172743 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.179169 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.255785 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.080817 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.0422188 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),0.145204 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-0.855977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.119073 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-0.307136 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.364504 # DEPENDENCYPART_GRANDPAR
(10,1),(1,20),-0.668755 # DEPENDENCYPART_GRANDPAR
(10,1),(1,22),-0.433365 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.208266 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.0291796 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-0.867026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,2),-0.265757 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.225229 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.0960374 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.012452 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),0.118087 # DEPENDENCYPART_GRANDPAR
(10,3),(3,11),-0.0854907 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.390456 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.289544 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.443056 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.301391 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.285259 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.20391 # DEPENDENCYPART_GRANDPAR
(10,4),(4,11),-0.118037 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.444266 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.428377 # DEPENDENCYPART_GRANDPAR
(10,4),(4,22),-0.513611 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.203276 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.299097 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.369307 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.0112172 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.0864274 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.861853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.0948866 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.420998 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.39255 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.163866 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.258217 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.191297 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.226608 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.0132327 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.0273046 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.78438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,14),-0.292962 # DEPENDENCYPART_GRANDPAR
(10,6),(6,22),-0.390114 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0804326 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.124336 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.118502 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.390219 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.201824 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.363487 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.226073 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.204201 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.172502 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0653447 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.849017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.087821 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.382928 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.615296 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.217223 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.41494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.10078 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0338022 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.104576 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.0291252 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.217222 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.159597 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.384487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),0.193784 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.124475 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.000374297 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.195551 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.563118 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.740703 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.597906 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.587683 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.586192 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.264245 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.0270856 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.154803 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.286794 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.429163 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.205128 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.499245 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.668066 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.460776 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.613531 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.587228 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.425991 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.362911 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.355526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.425936 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.132917 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.111147 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.102145 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.450724 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.2502 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.209489 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.308013 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.0941008 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.175808 # DEPENDENCYPART_GRANDPAR
(10,20),(20,1),-0.61113 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),0.127133 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.469927 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.0560224 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.466666 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.10221 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.125199 # DEPENDENCYPART_GRANDPAR
(10,22),(22,1),-0.542934 # DEPENDENCYPART_GRANDPAR
(10,22),(22,4),-0.588753 # DEPENDENCYPART_GRANDPAR
(10,22),(22,11),0.316664 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.381027 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.182083 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.55773 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.509046 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.399523 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.430303 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.599513 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.447283 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.145499 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.906873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,15),-0.603043 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.617657 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.545708 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.632925 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.528371 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.453707 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.338159 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.373013 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.536754 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.328705 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.271004 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.926473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.0566033 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.338549 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.66863 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.710799 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-0.591379 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.505264 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.863015 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.0221408 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.171803 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.307241 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.982714 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-1.10934 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.841378 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.823041 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.893571 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.543177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,13),0.35438 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.267634 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.147868 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.198661 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.202069 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.945855 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-1.07973 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.753621 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.836051 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.884399 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.870088 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.777925 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.49417 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.628839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.687698 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.304425 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.00265938 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.537473 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.230227 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.328354 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.154147 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.438751 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.237635 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.111128 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.45419 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.204477 # DEPENDENCYPART_GRANDPAR
(11,22),(22,1),-0.964667 # DEPENDENCYPART_GRANDPAR
(11,22),(22,4),-0.834266 # DEPENDENCYPART_GRANDPAR
(11,22),(22,11),-0.548073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,22),(22,20),-0.228381 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.414587 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.400826 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.611971 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.511061 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.432976 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.319495 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.468575 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.628513 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.47229 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.336434 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.334523 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.992198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.131457 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.592787 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.621004 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.548437 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.837232 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.00892 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.806859 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.768297 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.898514 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.814389 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.576522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.271898 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.245788 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.245144 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.205336 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.800913 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.98192 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.72989 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.781819 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.891275 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.912214 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.809428 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.794124 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.80715 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.801802 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.571472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.387518 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.21304 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.232528 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.215371 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.101337 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.299359 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.175831 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.796383 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.083479 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.109515 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.210504 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.370885 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.432336 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.0506214 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.202917 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.219346 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.225504 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),-0.133638 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.111222 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-0.974494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),-0.234752 # DEPENDENCYPART_GRANDPAR
(14,1),(1,20),-0.893377 # DEPENDENCYPART_GRANDPAR
(14,1),(1,22),-0.50968 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.381805 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.124859 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.105773 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.440095 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.532851 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.491466 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.28371 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.27401 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.165886 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.02966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),-0.252768 # DEPENDENCYPART_GRANDPAR
(14,4),(4,22),-0.530036 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.280473 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.469701 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.192809 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.0863717 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.123601 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.119364 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.0217521 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.02287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.232336 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.275634 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.148929 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.220901 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.176396 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.0951385 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.200514 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.120838 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.00099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,22),-0.515172 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.238253 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.194748 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.198876 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.0356821 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.00099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.239985 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.390704 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-0.515172 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.187874 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.154723 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.02306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.219339 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.474914 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.61899 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.866304 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.473406 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.663776 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.660992 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.598459 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.683827 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.620028 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.552868 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.64705 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.467639 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.551709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.00533979 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.022499 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.107813 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.370952 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.056532 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.128332 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.530119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),0.0776802 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.42342 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-0.632936 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.665239 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.123679 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.087291 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.296627 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.0383002 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.130839 # DEPENDENCYPART_GRANDPAR
(14,22),(22,1),-0.621142 # DEPENDENCYPART_GRANDPAR
(14,22),(22,4),-0.523819 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.538688 # DEPENDENCYPART_GRANDPAR
