# _root_ * Να περάσετε μια νύχτα στο Ξενοδοχείο Loriet , ένα ανακαινισμένο αρχοντικό , στην Χρυσή Ακτή της Μυτιλήνης .
#goldHeads=0,3,0,5,3,3,8,9,6,12,12,9,3,12,16,14,18,16,0,
#predictedHeads=0,3,0,5,3,3,6,7,11,12,7,11,11,11,16,14,18,16,0,
(11,9),(9,10),-0.855692 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.66666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.75684 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.642837 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.868553 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-1.38424 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-1.2323 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-1.69965 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.801432 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-1.17529 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.732905 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.738148 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.23097 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.93919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.230353 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.50866 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.912615 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.751526 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.396495 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.879175 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.05386 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.2134 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.34959 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.771019 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.77185 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-2.15183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.477839 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.584213 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.969939 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.828507 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-1.29587 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.450559 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),-0.368427 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.17814 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.848515 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.562528 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.378551 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.123095 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.751603 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-1.21897 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.396714 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-1.11452 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-1.34734 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.78465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.156169 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.168859 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.313428 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.78548 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-1.13668 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-1.08084 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.369807 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-1.20383 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.369812 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-0.861571 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-1.01384 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-1.17971 # DEPENDENCYPART_GRANDPAR
(11,19),(19,12),-0.44977 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.471299 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.804139 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-1.27461 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.257686 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),0.478179 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.522678 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),0.191025 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.0542823 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.128753 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.139455 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),1.07967 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.44045 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.257686 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),0.478179 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.522678 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.164965 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.00395374 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.128753 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.139455 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),1.07967 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.01388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.364054 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.44045 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.798946 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.218772 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),0.364012 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.153426 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),0.0153747 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.172596 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.245837 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.38592 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.973779 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.980971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.370646 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.432966 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.751334 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.791674 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.786371 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.51973 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.224651 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),0.501794 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.0318669 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.164423 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.051037 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.232036 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.150595 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.436714 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.969559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.286987 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.409484 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.739922 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.717132 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.71183 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.471664 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.64126 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),0.0524169 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.595527 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.324358 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.614697 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.56365 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),0.488356 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.544287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.0660904 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.348101 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.349573 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.34427 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.109689 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.552721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0246838 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.300292 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.220209 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.126938 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.0578016 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.312534 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.307237 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.116538 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),0.0464935 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.880049 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),0.482433 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.456712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.0535486 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.0644848 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.225338 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.411625 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.352745 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.152386 # DEPENDENCYPART_GRANDPAR
(12,19),(19,1),-0.636363 # DEPENDENCYPART_GRANDPAR
(12,19),(19,3),0.069918 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-0.577768 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.540435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,14),0.0219741 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.35241 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.347107 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.164177 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.257664 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.229829 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.296213 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.222055 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),-0.101494 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),-0.0484499 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-1.11603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,18),-0.736754 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.304745 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.138686 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.187426 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.210607 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.225975 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.16497 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.0199603 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.06562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-0.316672 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.651696 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-0.720505 # DEPENDENCYPART_GRANDPAR
(13,3),(3,19),-0.518505 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.306255 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.179321 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.230618 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.107515 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.141805 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.0253628 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.215385 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.0664859 # DEPENDENCYPART_GRANDPAR
(13,5),(5,14),-0.320456 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.143624 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.0946206 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.203845 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.306255 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.179321 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.230618 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.0667193 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.173206 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.0253628 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.215385 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.0664859 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.0945021 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.11045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.320456 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.689444 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.368858 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.414583 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.249518 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.348277 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.288067 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.266022 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.216828 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.174814 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.121533 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.12079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.312822 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.525291 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.682721 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.75153 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.538861 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.304765 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.248115 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.0930491 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.148483 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.131598 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.220467 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.22764 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0958539 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0157105 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.06562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.316672 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.54154 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.651696 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.720505 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.518505 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.132267 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.170816 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.267493 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0326149 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.14762 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.10788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.300268 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.528537 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.669666 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.527127 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.420149 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.686142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.0757616 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.113288 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.159302 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.650428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),-0.168589 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.237404 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.130526 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.607424 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.561757 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.544722 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.454086 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.693251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.207247 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.00765256 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.238317 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.16871 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.139664 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.197009 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.139664 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.708465 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.595631 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.631121 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.421756 # DEPENDENCYPART_GRANDPAR
(13,19),(19,14),0.0777249 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.317168 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.385977 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.171958 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.181981 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.0277074 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.214792 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0779693 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.240652 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.692886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),0.119536 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),0.203697 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.489601 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.0447306 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.422884 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.273371 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.204428 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.283393 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.0453071 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0920544 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.479449 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.716336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.11246 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),0.177513 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.566184 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.514726 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.194141 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.763025 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.0193218 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.0832568 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.802421 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.776267 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.471591 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-1.01765 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.247021 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.262252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.640688 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.79225 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.0450284 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.0802276 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.456425 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.744569 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.738007 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.94223 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.33472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,16),0.659813 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.0838843 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.337769 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.381826 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.285596 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.161391 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.289781 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.317574 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.0321469 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.511261 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.0264273 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.2151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.495288 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.629084 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.628834 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.699317 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.01527 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.349604 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.947374 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.633275 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.456221 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.68913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.148716 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.195497 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.261502 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.00462354 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.261502 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-0.755334 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.675892 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-0.709858 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.912631 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.443856 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),-0.0560942 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.18989 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.241088 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.367196 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.544694 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.486462 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.555115 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.170509 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),0.482707 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),-0.0335273 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),-0.170587 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-1.23983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,18),-0.272977 # DEPENDENCYPART_GRANDPAR
(16,3),(3,19),-0.597192 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.242201 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.63563 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.259909 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.424048 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.270329 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.39199 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.189459 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.760829 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.234251 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.0340118 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.170734 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.117896 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.23987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,18),-0.273019 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.597233 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.457237 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.467658 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.347662 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.813976 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.233421 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.117816 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.167934 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.127273 # DEPENDENCYPART_GRANDPAR
