# _root_ Κύριε Πρόεδρε , καταρχάς θα ήθελα να συγχαρώ τους τρεις εισηγητές - τον κ. Χατζηδάκη , τον κ. van Dam και τον κ. Grosch - για το έργο τους .
#goldHeads=2,6,2,6,6,0,8,6,11,11,12,8,15,15,21,21,20,20,20,21,12,24,24,21,12,8,28,26,28,0,
#predictedHeads=2,6,4,6,6,0,8,6,11,11,8,21,15,15,21,21,20,20,20,21,8,24,24,21,21,8,28,26,28,0,
(3,2),(2,6),-0.504947 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.362069 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.464183 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.634962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.0789983 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.374034 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.234947 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.207127 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.337909 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.0364934 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.324787 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.427247 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.633648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.176732 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0246758 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.353228 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.301464 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.366607 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),0.0174075 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.471021 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.41382 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.527726 # DEPENDENCYPART_GRANDPAR
(3,6),(6,25),-0.322634 # DEPENDENCYPART_GRANDPAR
(3,6),(6,26),-0.403468 # DEPENDENCYPART_GRANDPAR
(3,6),(6,28),-0.531776 # DEPENDENCYPART_GRANDPAR
(3,6),(6,30),-0.810856 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.324328 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.426788 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.60788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.167263 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.0289375 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.0189897 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.248248 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.4073 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.299261 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.370564 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.0206658 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.35668 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.474978 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.407166 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.517353 # DEPENDENCYPART_GRANDPAR
(3,8),(8,25),-0.319376 # DEPENDENCYPART_GRANDPAR
(3,8),(8,26),-0.3956 # DEPENDENCYPART_GRANDPAR
(3,8),(8,28),-0.535732 # DEPENDENCYPART_GRANDPAR
(3,8),(8,30),-0.810077 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.652228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.248487 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.112143 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.0441666 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.310046 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.289853 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.0450777 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.219186 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.332016 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.440498 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.446329 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.510501 # DEPENDENCYPART_GRANDPAR
(3,11),(11,26),-0.381147 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.340482 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.442625 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.620493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.146814 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.0168111 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.17168 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.332278 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.472964 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.320171 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.52257 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.355248 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.50697 # DEPENDENCYPART_GRANDPAR
(3,12),(12,25),-0.324574 # DEPENDENCYPART_GRANDPAR
(3,12),(12,26),-0.48312 # DEPENDENCYPART_GRANDPAR
(3,12),(12,30),-0.7602 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),0.070243 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.185819 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.136791 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.447217 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.138035 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.110007 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.49893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-1.09566 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-1.10359 # DEPENDENCYPART_GRANDPAR
(4,1),(1,21),-0.854515 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.322409 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.131857 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.49881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-1.09566 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.295043 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.177029 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-1.01406 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.02199 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-1.08142 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.892885 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-1.10249 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.779335 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.671949 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.277878 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.899325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.120602 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.506645 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.536617 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.299377 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.342492 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.31976 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.422121 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.298995 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),-0.481339 # DEPENDENCYPART_GRANDPAR
(4,6),(6,26),-0.680842 # DEPENDENCYPART_GRANDPAR
(4,6),(6,28),-0.663102 # DEPENDENCYPART_GRANDPAR
(4,6),(6,30),-0.757709 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.62592 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.778876 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.67149 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.277849 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.908473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.116514 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.378616 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.25703 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.894785 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.727847 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.307409 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.342592 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.464936 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.327792 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.418984 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.292045 # DEPENDENCYPART_GRANDPAR
(4,8),(8,25),-0.48144 # DEPENDENCYPART_GRANDPAR
(4,8),(8,26),-0.675319 # DEPENDENCYPART_GRANDPAR
(4,8),(8,28),-0.671134 # DEPENDENCYPART_GRANDPAR
(4,8),(8,30),-0.760288 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.9393 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.391212 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.842435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,6),-0.354472 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.3623 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.899449 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.726598 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.487272 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-1.12041 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.587902 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.607462 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.538383 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.354819 # DEPENDENCYPART_GRANDPAR
(4,11),(11,26),-0.869919 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.805348 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.697703 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.336418 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.893782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,6),-0.431884 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.438269 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.730433 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.557704 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.527466 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.576547 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.520028 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.355467 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),-0.601524 # DEPENDENCYPART_GRANDPAR
(4,12),(12,26),-0.860456 # DEPENDENCYPART_GRANDPAR
(4,12),(12,30),-0.828779 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.618213 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.450835 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.0621528 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-2.05249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,8),-0.831789 # DEPENDENCYPART_GRANDPAR
(6,1),(1,21),-0.321388 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.526079 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.514181 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.0892801 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.0525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,1),0.215359 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.307372 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.162999 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.99183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.77112 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.77132 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.470186 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.730398 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.485506 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.533244 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.467828 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.05248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.785601 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.831786 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.645913 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.830453 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.516545 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.0253238 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),0.0389835 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),0.126991 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),0.134271 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.433326 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.0387098 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.36619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),1.68573 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.406967 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.14094 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.209973 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.0930828 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.190334 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.1664 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.0223114 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),0.109835 # DEPENDENCYPART_GRANDPAR
(6,8),(8,25),0.0660975 # DEPENDENCYPART_GRANDPAR
(6,8),(8,26),-0.294218 # DEPENDENCYPART_GRANDPAR
(6,8),(8,28),-0.123779 # DEPENDENCYPART_GRANDPAR
(6,8),(8,30),-0.459742 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.101367 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.691642 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.08489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,8),0.141816 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.364196 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.00866652 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.0321236 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.276381 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.162024 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.0999238 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.00888731 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),0.142429 # DEPENDENCYPART_GRANDPAR
(6,11),(11,26),-0.262101 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.127567 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.0392396 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.0384404 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.599576 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-1.42844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,8),-0.19996 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.183152 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.301394 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.25561 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.331775 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.102663 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),0.0917543 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.0885275 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),-0.483149 # DEPENDENCYPART_GRANDPAR
(6,12),(12,30),-0.544978 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.0760975 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.318023 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.0353848 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.00808699 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.1605 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.0722333 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.0573034 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.632508 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-1.48142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,8),-0.251176 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.284751 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.0350461 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.241735 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.337006 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.178035 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),0.0860453 # DEPENDENCYPART_GRANDPAR
(6,16),(16,25),-0.0666692 # DEPENDENCYPART_GRANDPAR
(6,16),(16,26),-0.479676 # DEPENDENCYPART_GRANDPAR
(6,16),(16,30),-0.550461 # DEPENDENCYPART_GRANDPAR
(6,21),(21,1),-0.30171 # DEPENDENCYPART_GRANDPAR
(6,21),(21,2),-0.213315 # DEPENDENCYPART_GRANDPAR
(6,21),(21,3),-0.178985 # DEPENDENCYPART_GRANDPAR
(6,21),(21,4),-0.773691 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-1.32405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,8),-0.0918144 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),-0.28028 # DEPENDENCYPART_GRANDPAR
(6,21),(21,12),-0.133422 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.22655 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),0.0662391 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.752253 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.127913 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.0892671 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.759383 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.181676 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-0.0426542 # DEPENDENCYPART_GRANDPAR
(6,21),(21,25),-0.127197 # DEPENDENCYPART_GRANDPAR
(6,21),(21,26),-0.328983 # DEPENDENCYPART_GRANDPAR
(6,21),(21,28),-0.0856185 # DEPENDENCYPART_GRANDPAR
(6,21),(21,30),-0.55804 # DEPENDENCYPART_GRANDPAR
(6,25),(25,1),-0.127567 # DEPENDENCYPART_GRANDPAR
(6,25),(25,2),-0.0392396 # DEPENDENCYPART_GRANDPAR
(6,25),(25,11),-0.301394 # DEPENDENCYPART_GRANDPAR
(6,25),(25,15),-0.258144 # DEPENDENCYPART_GRANDPAR
(6,25),(25,21),0.197138 # DEPENDENCYPART_GRANDPAR
(6,25),(25,24),-0.127797 # DEPENDENCYPART_GRANDPAR
(6,25),(25,26),-0.483149 # DEPENDENCYPART_GRANDPAR
(6,25),(25,28),-0.284082 # DEPENDENCYPART_GRANDPAR
(6,25),(25,30),-0.544978 # DEPENDENCYPART_GRANDPAR
(6,26),(26,25),-0.0458484 # DEPENDENCYPART_GRANDPAR
(6,26),(26,27),-1.04114 # DEPENDENCYPART_GRANDPAR
(6,26),(26,28),-0.0473766 # DEPENDENCYPART_GRANDPAR
(6,26),(26,30),-0.4619 # DEPENDENCYPART_GRANDPAR
(6,28),(28,22),-0.615405 # DEPENDENCYPART_GRANDPAR
(6,28),(28,25),0.0484269 # DEPENDENCYPART_GRANDPAR
(6,28),(28,26),-0.218637 # DEPENDENCYPART_GRANDPAR
(6,28),(28,27),-0.928065 # DEPENDENCYPART_GRANDPAR
(6,28),(28,29),-0.529204 # DEPENDENCYPART_GRANDPAR
(6,28),(28,30),-0.436166 # DEPENDENCYPART_GRANDPAR
(6,30),(30,15),-0.306305 # DEPENDENCYPART_GRANDPAR
(6,30),(30,26),-0.379046 # DEPENDENCYPART_GRANDPAR
(6,30),(30,28),-0.272272 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.462844 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.435467 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.472823 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.385404 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.512331 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.378497 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.460734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.0266599 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.208527 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0918 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.137855 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.269057 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.150244 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.122321 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.279392 # DEPENDENCYPART_GRANDPAR
(7,8),(8,25),-0.152292 # DEPENDENCYPART_GRANDPAR
(7,8),(8,26),-0.100485 # DEPENDENCYPART_GRANDPAR
(7,8),(8,28),-0.128526 # DEPENDENCYPART_GRANDPAR
(7,8),(8,30),-0.221346 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.115597 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.166333 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.480362 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.933797 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.9501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,21),-0.322205 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.213123 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.119303 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.461869 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.926795 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.472394 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.393392 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.686481 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-1.29694 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.88943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,11),-0.173492 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.290391 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.247004 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.243145 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.209164 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.162749 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.924359 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.166568 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.95009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,10),-0.519403 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.232623 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.336748 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.293773 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.23464 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.199639 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.588608 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.571501 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.00657749 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.72995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,11),0.0237476 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.133645 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.0497641 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.0744856 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.168555 # DEPENDENCYPART_GRANDPAR
(8,6),(6,25),-0.167038 # DEPENDENCYPART_GRANDPAR
(8,6),(6,26),-0.511326 # DEPENDENCYPART_GRANDPAR
(8,6),(6,28),0.348223 # DEPENDENCYPART_GRANDPAR
(8,6),(6,30),-0.487947 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.8464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),1.00061 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.667655 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.22896 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.86838 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.00251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),1.04715 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.100532 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.172944 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.555064 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0934457 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.369274 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.154957 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),0.123044 # DEPENDENCYPART_GRANDPAR
(8,11),(11,26),-0.171093 # DEPENDENCYPART_GRANDPAR
