# _root_ Επίσης , επικροτούμε τον στόχο να συμπεριληφθούν και μικροί οργανισμοί χωρίς διεθνή εμπειρία , προκειμένου να έχουν ευκολότερη πρόσβαση στο πρόγραμμα και νέοι που βρίσκονται εκτός οργανισμών .
#goldHeads=3,1,0,5,3,7,5,10,10,7,10,13,11,15,7,17,15,19,17,19,20,23,17,25,23,25,26,0,
#predictedHeads=3,3,0,5,3,7,5,10,10,7,10,13,11,15,7,17,15,19,17,19,20,21,22,25,22,25,26,0,
(3,6),(3,22),-0.110992 # DEPENDENCYPART_SIBL
(3,6),(3,26),-0.0254575 # DEPENDENCYPART_SIBL
(3,6),(3,27),-0.0675424 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.187685 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.109437 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.066299 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.0067766 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.0658583 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.0177046 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.000142581 # DEPENDENCYPART_SIBL
(3,7),(3,17),-0.195473 # DEPENDENCYPART_SIBL
(3,7),(3,19),-0.0653066 # DEPENDENCYPART_SIBL
(3,7),(3,20),-0.0294747 # DEPENDENCYPART_SIBL
(3,7),(3,22),-0.187685 # DEPENDENCYPART_SIBL
(3,7),(3,26),-0.00879006 # DEPENDENCYPART_SIBL
(3,7),(3,27),-0.0659229 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0534538 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0116887 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.00680799 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.0108148 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.0057219 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.00869251 # DEPENDENCYPART_SIBL
(3,8),(3,17),-0.0100216 # DEPENDENCYPART_SIBL
(3,8),(3,19),-0.0102744 # DEPENDENCYPART_SIBL
(3,8),(3,20),-0.0373898 # DEPENDENCYPART_SIBL
(3,8),(3,22),-0.117965 # DEPENDENCYPART_SIBL
(3,8),(3,26),-0.0319396 # DEPENDENCYPART_SIBL
(3,8),(3,27),-0.0108794 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0345859 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.0581908 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.0342519 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.00977009 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.00892488 # DEPENDENCYPART_SIBL
(3,9),(3,17),0.00421897 # DEPENDENCYPART_SIBL
(3,9),(3,19),-0.0336867 # DEPENDENCYPART_SIBL
(3,9),(3,20),0.0384685 # DEPENDENCYPART_SIBL
(3,9),(3,22),-0.145669 # DEPENDENCYPART_SIBL
(3,9),(3,26),-0.0142516 # DEPENDENCYPART_SIBL
(3,9),(3,27),-0.0343066 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.0492002 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.226107 # DEPENDENCYPART_SIBL
(3,10),(3,14),-0.0113255 # DEPENDENCYPART_SIBL
(3,10),(3,15),0.0605736 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.0380638 # DEPENDENCYPART_SIBL
(3,10),(3,19),-0.226415 # DEPENDENCYPART_SIBL
(3,10),(3,20),0.0300559 # DEPENDENCYPART_SIBL
(3,10),(3,22),-0.202008 # DEPENDENCYPART_SIBL
(3,10),(3,26),0.0117025 # DEPENDENCYPART_SIBL
(3,10),(3,27),-0.225293 # DEPENDENCYPART_SIBL
(3,11),(3,13),0.0131169 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.0330828 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.0305873 # DEPENDENCYPART_SIBL
(3,11),(3,17),-0.00380644 # DEPENDENCYPART_SIBL
(3,11),(3,19),0.0204524 # DEPENDENCYPART_SIBL
(3,11),(3,20),-0.0385037 # DEPENDENCYPART_SIBL
(3,11),(3,22),-0.141352 # DEPENDENCYPART_SIBL
(3,11),(3,26),0.00927862 # DEPENDENCYPART_SIBL
(3,11),(3,27),0.0149078 # DEPENDENCYPART_SIBL
(3,13),(3,14),-0.0111742 # DEPENDENCYPART_SIBL
(3,13),(3,15),0.0656885 # DEPENDENCYPART_SIBL
(3,13),(3,17),-0.0367836 # DEPENDENCYPART_SIBL
(3,13),(3,19),-0.225038 # DEPENDENCYPART_SIBL
(3,13),(3,20),0.032701 # DEPENDENCYPART_SIBL
(3,13),(3,22),-0.200608 # DEPENDENCYPART_SIBL
(3,13),(3,26),0.0168174 # DEPENDENCYPART_SIBL
(3,13),(3,27),-0.223915 # DEPENDENCYPART_SIBL
(3,14),(3,15),0.00274465 # DEPENDENCYPART_SIBL
(3,14),(3,17),-0.011677 # DEPENDENCYPART_SIBL
(3,14),(3,19),-0.00117785 # DEPENDENCYPART_SIBL
(3,14),(3,20),0.0134004 # DEPENDENCYPART_SIBL
(3,14),(3,22),-0.0357273 # DEPENDENCYPART_SIBL
(3,14),(3,26),0.0052104 # DEPENDENCYPART_SIBL
(3,14),(3,27),0.00436572 # DEPENDENCYPART_SIBL
(3,15),(3,17),-0.00420456 # DEPENDENCYPART_SIBL
(3,15),(3,19),0.00952452 # DEPENDENCYPART_SIBL
(3,15),(3,20),-0.00936038 # DEPENDENCYPART_SIBL
(3,15),(3,22),-0.039773 # DEPENDENCYPART_SIBL
(3,15),(3,26),-0.0213897 # DEPENDENCYPART_SIBL
(3,15),(3,27),0.00891533 # DEPENDENCYPART_SIBL
(3,17),(3,19),-0.0618406 # DEPENDENCYPART_SIBL
(3,17),(3,20),-0.0246704 # DEPENDENCYPART_SIBL
(3,17),(3,22),-0.175938 # DEPENDENCYPART_SIBL
(3,17),(3,26),-0.00435015 # DEPENDENCYPART_SIBL
(3,17),(3,27),-0.0624534 # DEPENDENCYPART_SIBL
(3,19),(3,20),0.0451663 # DEPENDENCYPART_SIBL
(3,19),(3,22),-0.195957 # DEPENDENCYPART_SIBL
(3,19),(3,26),0.0182761 # DEPENDENCYPART_SIBL
(3,19),(3,27),-0.220756 # DEPENDENCYPART_SIBL
(3,20),(3,22),-0.232482 # DEPENDENCYPART_SIBL
(3,20),(3,26),-0.0133282 # DEPENDENCYPART_SIBL
(3,20),(3,27),-0.0288561 # DEPENDENCYPART_SIBL
(3,22),(3,26),-0.0319396 # DEPENDENCYPART_SIBL
(3,22),(3,27),-0.0108794 # DEPENDENCYPART_SIBL
(3,26),(3,27),0.0107771 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0145473 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0166884 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.113587 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0364851 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0101213 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0100499 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.016537 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.00100436 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0260435 # DEPENDENCYPART_SIBL
(5,1),(5,20),0.0137443 # DEPENDENCYPART_SIBL
(5,1),(5,22),0.0100499 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0574384 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.10649 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0282338 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.00784541 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0284438 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.024785 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0191355 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.000397565 # DEPENDENCYPART_SIBL
(5,2),(5,20),0.0107031 # DEPENDENCYPART_SIBL
(5,2),(5,22),-0.0284438 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.143744 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0385415 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0964583 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0251609 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0450452 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.00354904 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0291524 # DEPENDENCYPART_SIBL
(5,3),(5,20),-0.0147609 # DEPENDENCYPART_SIBL
(5,3),(5,22),-0.0251609 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0532029 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.026212 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0398864 # DEPENDENCYPART_SIBL
(5,4),(5,9),7.53832e-05 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0368235 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0101621 # DEPENDENCYPART_SIBL
(5,4),(5,20),0.0419836 # DEPENDENCYPART_SIBL
(5,4),(5,22),-0.0398864 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.00755393 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0710636 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0307147 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0474618 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0157042 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.0179384 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.0710636 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.074029 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.00608523 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0180876 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0052647 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.0116746 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.074029 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0134966 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.00523653 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0109625 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.0261069 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.0757398 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0321927 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0130973 # DEPENDENCYPART_SIBL
(5,9),(5,20),0.0159046 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.103252 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0460429 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.052907 # DEPENDENCYPART_SIBL
(5,10),(5,22),-0.173604 # DEPENDENCYPART_SIBL
(5,11),(5,20),0.00851886 # DEPENDENCYPART_SIBL
(5,11),(5,22),-0.0664908 # DEPENDENCYPART_SIBL
(5,20),(5,22),-0.110907 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0414134 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0123844 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0263406 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0594227 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0299491 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0325266 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.00743294 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0207045 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0222266 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.00477428 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.00938901 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0370613 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0830289 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.00118655 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.0213725 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.0325266 # DEPENDENCYPART_SIBL
(7,1),(7,26),0.06106 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.00339321 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.00793806 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.00713889 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.121372 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0112288 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0187835 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0140583 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0151245 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0214699 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.00487186 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0423726 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0310784 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0177737 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.019294 # DEPENDENCYPART_SIBL
(7,2),(7,22),-0.0112288 # DEPENDENCYPART_SIBL
(7,2),(7,26),0.0209411 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0470976 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0694592 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.162135 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0296654 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0113715 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.00975 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0177973 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0147211 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0188918 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.018552 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0274409 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.054575 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.00242234 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.0296654 # DEPENDENCYPART_SIBL
(7,3),(7,26),0.0355766 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0242955 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.00599846 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0621503 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00266514 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.00299703 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0047589 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.00532844 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.00604149 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0597423 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0123166 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0310244 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.00933079 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0621503 # DEPENDENCYPART_SIBL
(7,4),(7,26),-0.00531915 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0112144 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00035092 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0395173 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0203359 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0805187 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0351921 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.00637946 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.00450089 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0719677 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.00152694 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0257303 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.00035092 # DEPENDENCYPART_SIBL
(7,5),(7,26),0.0235721 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0235479 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0738465 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.154356 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.181088 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0688272 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.142622 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.00594322 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.121266 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0347117 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.16176 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0235479 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.030648 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0534538 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0116887 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0112479 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0535143 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0108148 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0057219 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.00869251 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0100217 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0102744 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.117965 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.0319396 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0294881 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0728267 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0987234 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0291541 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.00467224 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0140227 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.00931656 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0285888 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.140571 # DEPENDENCYPART_SIBL
(7,9),(7,26),-0.00915375 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0536401 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.11452 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.226107 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0113255 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0605736 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.038064 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.226415 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.202008 # DEPENDENCYPART_SIBL
(7,10),(7,26),0.0117025 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0726948 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0131169 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0330828 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0305873 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.00380657 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.0204524 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.141352 # DEPENDENCYPART_SIBL
(7,11),(7,26),0.00927862 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.02931 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0048271 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0138289 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.00914355 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0287448 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.140725 # DEPENDENCYPART_SIBL
(7,12),(7,26),-0.00932693 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0111742 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0656885 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0367838 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.225038 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.200608 # DEPENDENCYPART_SIBL
(7,13),(7,26),0.0168174 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.00274462 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0116772 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.00117788 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.0357275 # DEPENDENCYPART_SIBL
(7,14),(7,26),0.00521037 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.00420469 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.00952452 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.0397732 # DEPENDENCYPART_SIBL
(7,15),(7,26),-0.0213897 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.0624988 # DEPENDENCYPART_SIBL
(7,17),(7,22),-0.176597 # DEPENDENCYPART_SIBL
(7,17),(7,26),-0.00500833 # DEPENDENCYPART_SIBL
(7,19),(7,22),-0.195958 # DEPENDENCYPART_SIBL
(7,19),(7,26),0.0182761 # DEPENDENCYPART_SIBL
(7,22),(7,26),-0.0319396 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0547676 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0174574 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0261609 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0491552 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0573783 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0196661 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0202923 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0238536 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.00197883 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0217996 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0268807 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0336003 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.040669 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0344204 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.045004 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0423684 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.00360254 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.076284 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.043251 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.00412271 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0293436 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0218959 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.00260155 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0224683 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0247649 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0181774 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0141694 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.113207 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.182094 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.164206 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0586754 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.00627389 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0567411 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0143785 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.00957051 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0562013 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.00709726 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.00990239 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.441349 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0295233 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0175134 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0493586 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00275092 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00136949 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0246209 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.00123459 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.00052111 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.078377 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.033684 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0378665 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0231788 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.038013 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00495245 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.104246 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0597453 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.00731043 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.101778 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0170772 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.00899246 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0300159 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.000800424 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0052504 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0243722 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0102233 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.00793805 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0276082 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0779106 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0163818 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0399551 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00875402 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0592212 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0170857 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0120506 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0586814 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.00957788 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.00742226 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.434672 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0757778 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0323188 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.101431 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.075784 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0722558 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0373784 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.154006 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.00199736 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0636888 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0894672 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.00780431 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0110033 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.110533 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0509374 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.00916639 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0277698 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.00907153 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.115551 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0757859 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.072257 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.037399 # DEPENDENCYPART_SIBL
