# _root_ Στους πρόποδές του , αξίζει να επισκεφθείτε το Δασικό Χωριό της Ελευθερούπολης , στο οποίο μπορείτε να κλείσετε και δωμάτιο για διαμονή .
#goldHeads=5,1,2,5,0,7,5,10,10,7,12,10,7,18,14,10,18,16,18,18,20,21,0,
#predictedHeads=5,1,2,5,0,7,5,10,10,7,12,10,16,16,14,10,18,16,20,18,20,21,0,
(5,23),(23,7),-0.217836 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-0.956889 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.594752 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-1.16686 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0412779 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.104096 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.331797 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.273159 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.135745 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-1.54963 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-2.23496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,10),0.131918 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.387181 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-1.51749 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-1.55544 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.431489 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-0.751824 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.415666 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.256095 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-1.91216 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.1743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,12),-0.391304 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.244401 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.100135 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.163669 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.01314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),-0.275488 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),0.390106 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.174593 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-1.29567 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-1.33362 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.275974 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.654692 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.558503 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-0.646753 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.635533 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.983368 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.673836 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.0914821 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.0214213 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.651015 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.29005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.99825 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.20553 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.329151 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.224652 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.0642162 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.0444801 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.472372 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.510322 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),0.0245472 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.194931 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),0.99825 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.895172 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.401656 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0642162 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.0444801 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.472372 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.673647 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.606954 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-2.43133 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.65323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,9),-0.10789 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.701278 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.118924 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.0694404 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.0806063 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.187929 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.604293 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),0.00518699 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.563511 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.474882 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.416487 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-2.27073 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-1.55639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,9),-0.050245 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.584341 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.628664 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.00198737 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.11913 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.0859832 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.18909 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.150725 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.731719 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.0214724 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.283951 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.247069 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.462601 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.389285 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-0.563219 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.47459 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.415906 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-2.27014 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-1.55604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,9),-0.0499002 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),0.584686 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),0.0023326 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.119474 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),0.0899532 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.188745 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.835245 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),0.328323 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.0211229 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.283601 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.246021 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.462252 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.386951 # DEPENDENCYPART_GRANDPAR
(7,19),(19,1),-0.862724 # DEPENDENCYPART_GRANDPAR
(7,19),(19,2),-0.814819 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),-0.728624 # DEPENDENCYPART_GRANDPAR
(7,19),(19,5),-2.64378 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-1.51784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,9),-0.0890769 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),0.696801 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),0.114447 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),0.176662 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),0.196151 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.252456 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.800892 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.0830177 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.838697 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.239276 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.24813 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.416666 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.464771 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),-0.401665 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),-0.058061 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.611358 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),0.245647 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.19298 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.41593 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),-0.371771 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),0.18249 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.279305 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.408206 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.37593 # DEPENDENCYPART_GRANDPAR
(7,23),(23,7),-1.64535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,23),(23,20),-0.417692 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),-0.30584 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.592332 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.377432 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.367067 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.320112 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.882083 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.401856 # DEPENDENCYPART_GRANDPAR
(9,2),(2,10),-0.495588 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.959374 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.95493 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-1.03557 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.646762 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-0.510769 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.737715 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.198926 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.955693 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.749963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.120799 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.376095 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.338414 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.62018 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.523246 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.603888 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.250148 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.122276 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.955693 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.0720991 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.0325874 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.338414 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.62018 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.523246 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.309177 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.319647 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.506102 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.259936 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.721826 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.648412 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.79227 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.359521 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.109376 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.520581 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.389883 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.268853 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.886772 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.297417 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.413145 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.058965 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.11497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,12),-0.0743208 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.40569 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.175272 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.601169 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.670811 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.517242 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-0.773571 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.757277 # DEPENDENCYPART_GRANDPAR
(10,7),(7,23),-0.85138 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.58698 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.475186 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.16964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.128998 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.150324 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.977756 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.577783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.685553 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0592009 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.153569 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.209737 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.18051 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.803985 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.37572 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.942604 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.537154 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.603021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),0.437625 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.186493 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.118992 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.387829 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.251751 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.0595155 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-1.11541 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-1.14546 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.747289 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-1.36595 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.93285 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.568721 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.643951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.613903 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.396696 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.084494 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.347417 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.0656794 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.201399 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.190708 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),0.0100523 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.0161182 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.205185 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.255537 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.379696 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-1.11541 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-1.14546 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.747145 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-1.3658 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.932703 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.568721 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.643949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,12),0.396698 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.0844949 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.351043 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.0656804 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.0313852 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.0616251 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),0.0100523 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.0161182 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.204836 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.255537 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.37771 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-1.16884 # DEPENDENCYPART_GRANDPAR
(10,19),(19,2),-1.24268 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.847891 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-1.47659 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-1.04368 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.638152 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.567359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,12),0.473288 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),0.0403445 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),0.307628 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.0606102 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.14736 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.212155 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),0.077719 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.0793942 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.281517 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.317581 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.421178 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),0.00885153 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.30326 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.253421 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.450658 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.465549 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.878609 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.545204 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.544422 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.139928 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.38628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.392276 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.703115 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.765471 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.824505 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.696811 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.878954 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.36746 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.868879 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.9418 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.27966 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.967911 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.921361 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.754473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.270646 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.00778414 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-1.02318 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.324547 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.200826 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-1.05935 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-1.33241 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.812183 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.93204 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-1.26991 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.999478 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.886306 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.409031 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.795403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.211271 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.109722 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.569673 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.405085 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.252897 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.131259 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.0845409 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.272032 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.473879 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.400753 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.112325 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.244779 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.137997 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),0.125214 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.129427 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),0.0742422 # DEPENDENCYPART_GRANDPAR
(13,2),(2,14),-0.20909 # DEPENDENCYPART_GRANDPAR
(13,2),(2,16),-0.311191 # DEPENDENCYPART_GRANDPAR
(13,2),(2,18),-0.472558 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),-0.384801 # DEPENDENCYPART_GRANDPAR
(13,2),(2,21),-0.557468 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.24679 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.215667 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.119706 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.115799 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.0715867 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.0667421 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.0561841 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.138179 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.0346692 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.0744333 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.00652322 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.03143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,16),-0.297244 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),-0.458612 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-0.408027 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-0.956607 # DEPENDENCYPART_GRANDPAR
(13,5),(5,21),-0.565675 # DEPENDENCYPART_GRANDPAR
(13,5),(5,23),-0.618348 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.0646578 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.0608469 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.144623 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.131056 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.117778 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.0561053 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.0746372 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.0107021 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.0745496 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.03143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.204462 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.297244 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.458612 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-0.408027 # DEPENDENCYPART_GRANDPAR
(13,7),(7,20),-0.956607 # DEPENDENCYPART_GRANDPAR
(13,7),(7,21),-0.565778 # DEPENDENCYPART_GRANDPAR
(13,7),(7,23),-0.618348 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.0984163 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.0472309 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.0100906 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.0953423 # DEPENDENCYPART_GRANDPAR
(13,9),(9,14),-0.183852 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.190455 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.0566409 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.107873 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.0253381 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.0115099 # DEPENDENCYPART_GRANDPAR
