# _root_ Σημειώνεται πάντως ότι το " νέο , ευέλικτο Σύμφωνο Σταθερότητας " δίνει μεγαλύτερη έμφαση στο δημόσιο χρέος , κάτι το οποίο δεν ευνοεί χώρες όπως η Ελλάδα .
#goldHeads=0,1,1,9,9,7,9,7,12,9,9,3,14,12,12,17,15,12,3,21,23,23,19,23,24,27,24,0,
#predictedHeads=0,1,1,9,9,9,9,9,12,9,9,3,14,12,12,17,15,23,17,21,23,23,19,23,24,27,23,0,
(3,2),(3,19),-0.0254991 # DEPENDENCYPART_SIBL
(3,2),(3,23),-0.0746769 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0268175 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0247818 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.0268175 # DEPENDENCYPART_SIBL
(3,4),(3,12),-0.152605 # DEPENDENCYPART_SIBL
(3,4),(3,18),-0.0247818 # DEPENDENCYPART_SIBL
(3,4),(3,19),0.0314596 # DEPENDENCYPART_SIBL
(3,4),(3,23),-0.150542 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0112704 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0609398 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.164043 # DEPENDENCYPART_SIBL
(3,5),(3,18),-0.0112704 # DEPENDENCYPART_SIBL
(3,5),(3,19),0.0254673 # DEPENDENCYPART_SIBL
(3,5),(3,23),-0.15982 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0750856 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.128907 # DEPENDENCYPART_SIBL
(3,7),(3,18),-0.0413105 # DEPENDENCYPART_SIBL
(3,7),(3,19),0.0266699 # DEPENDENCYPART_SIBL
(3,7),(3,23),-0.122524 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.164043 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.0112704 # DEPENDENCYPART_SIBL
(3,11),(3,19),0.0254673 # DEPENDENCYPART_SIBL
(3,11),(3,23),-0.15982 # DEPENDENCYPART_SIBL
(3,12),(3,18),0.0301503 # DEPENDENCYPART_SIBL
(3,12),(3,19),0.00838702 # DEPENDENCYPART_SIBL
(3,12),(3,23),-0.451507 # DEPENDENCYPART_SIBL
(3,18),(3,19),0.0266699 # DEPENDENCYPART_SIBL
(3,18),(3,23),-0.122524 # DEPENDENCYPART_SIBL
(3,19),(3,23),-0.196699 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.00445942 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0459061 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.000303624 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.00927961 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.00653726 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0152844 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0163302 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.02207 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.211452 # DEPENDENCYPART_SIBL
(5,1),(5,27),0.0146849 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0507384 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0177672 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.00647722 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0241282 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0435677 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0435677 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.00364036 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0588003 # DEPENDENCYPART_SIBL
(5,2),(5,27),0.0417407 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0174049 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0233603 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0238683 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0386047 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0386047 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.031575 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0338408 # DEPENDENCYPART_SIBL
(5,3),(5,27),0.0384317 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.00954976 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.00102439 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.000329325 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.000329325 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0131795 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.00747408 # DEPENDENCYPART_SIBL
(5,6),(5,27),0.000154561 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.032561 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0344943 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0344943 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0428415 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.00209549 # DEPENDENCYPART_SIBL
(5,7),(5,27),0.0343058 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.00108603 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.00108603 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0139616 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0067393 # DEPENDENCYPART_SIBL
(5,8),(5,27),0.000911264 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0637474 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0910985 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.016419 # DEPENDENCYPART_SIBL
(5,9),(5,27),-0.0636575 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.091099 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0178169 # DEPENDENCYPART_SIBL
(5,10),(5,27),-0.0681681 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0221587 # DEPENDENCYPART_SIBL
(5,11),(5,27),0.0285146 # DEPENDENCYPART_SIBL
(5,12),(5,27),0.00595886 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.032608 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0159388 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0129346 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0221493 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0121323 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.026732 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.026732 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0139818 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.000803709 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0106762 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.00207274 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.00131515 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0235975 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0235975 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.002708 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.141977 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0179356 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0413032 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0506338 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0440281 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0311907 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.253463 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0746416 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0970075 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0969795 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0378233 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0184155 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0573484 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0573484 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0197429 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00620692 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.00620692 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0329705 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.108585 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0360894 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0337406 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.00999394 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0990864 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0766922 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0186886 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0339828 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0507263 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.051772 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.038056 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.263759 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0336812 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0339818 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.0507263 # DEPENDENCYPART_SIBL
(7,1),(7,27),0.0501267 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0813194 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0416358 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0185093 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0526544 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0962914 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0962914 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0070628 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.086638 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0523034 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0526536 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0962914 # DEPENDENCYPART_SIBL
(7,2),(7,27),0.0944643 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0438714 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0301235 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0477893 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0775485 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0775485 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.057774 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0613591 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0476463 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0474838 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0775485 # DEPENDENCYPART_SIBL
(7,3),(7,27),0.0773754 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.017489 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0170919 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0194956 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0194676 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.342857 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0172445 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.018427 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0173632 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0194956 # DEPENDENCYPART_SIBL
(7,5),(7,27),0.0183776 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.268671 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.141153 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.141153 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0585248 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.119105 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.268474 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.268396 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.141153 # DEPENDENCYPART_SIBL
(7,6),(7,27),0.140382 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00859254 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00859254 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0416749 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.00935793 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0316911 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0316914 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.00859254 # DEPENDENCYPART_SIBL
(7,8),(7,27),-0.0087673 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0438297 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.162635 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0521174 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0692675 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0692682 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0437396 # DEPENDENCYPART_SIBL
(7,9),(7,27),-0.0437398 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.162636 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0535152 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0692675 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0692682 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0482502 # DEPENDENCYPART_SIBL
(7,10),(7,27),-0.0482504 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.02009 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0385826 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0386136 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.00103398 # DEPENDENCYPART_SIBL
(7,11),(7,27),0.000846122 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0139093 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.01391 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.00683639 # DEPENDENCYPART_SIBL
(7,12),(7,27),-0.00683679 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0316142 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.00900066 # DEPENDENCYPART_SIBL
(7,13),(7,27),-0.00917542 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.00859294 # DEPENDENCYPART_SIBL
(7,16),(7,27),-0.0087677 # DEPENDENCYPART_SIBL
(7,17),(7,27),-0.0437398 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0106762 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.00270474 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00254521 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0243259 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0243259 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0340175 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0243259 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0302013 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.043183 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0977359 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0977079 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.617898 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0977359 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0437177 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.112793 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.112793 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0874577 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.112793 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.104113 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.104099 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.2187 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.104113 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.108578 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0330729 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.108488 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0330734 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.112999 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0474502 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.000554086 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.169105 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0263308 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0255716 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0114236 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0289929 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0107229 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0718257 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0952105 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0453064 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.00553633 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0135012 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.0951781 # DEPENDENCYPART_SIBL
(9,1),(9,25),0.00771566 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.105593 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.019042 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.00768486 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.008302 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.010771 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.00967791 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0675631 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.00946793 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0167029 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.00241622 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0209508 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.0117021 # DEPENDENCYPART_SIBL
(9,2),(9,25),0.021431 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.125897 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0377872 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0207462 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0217503 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0275918 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0231688 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.00140343 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.00415123 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0470289 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.04595 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.00246282 # DEPENDENCYPART_SIBL
(9,4),(9,25),-0.0489827 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0184641 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0715812 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0153787 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0795156 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.844387 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.089016 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0779033 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0853061 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0799153 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.0888338 # DEPENDENCYPART_SIBL
(9,5),(9,25),0.0692314 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0289339 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00869595 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0200463 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0606112 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0157488 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.034292 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0272972 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00829178 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0228091 # DEPENDENCYPART_SIBL
(9,6),(9,25),0.0221235 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0150472 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0334873 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.287684 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0147737 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0267128 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0292682 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0119628 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.0124778 # DEPENDENCYPART_SIBL
(9,7),(9,25),-0.00911298 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.002534 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0558373 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.00463669 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0247701 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.00978491 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.00154319 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.011697 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.00975097 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.000608315 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.00306684 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0236061 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.136251 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0529817 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.00825862 # DEPENDENCYPART_SIBL
(9,10),(9,25),0.0825548 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.00767721 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0114888 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0250247 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0245207 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.00693975 # DEPENDENCYPART_SIBL
(9,11),(9,25),0.0837649 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00598131 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0171527 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00458299 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0936549 # DEPENDENCYPART_SIBL
(9,12),(9,25),0.101744 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0332335 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0233835 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0155214 # DEPENDENCYPART_SIBL
(9,13),(9,25),0.0137111 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.064775 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.0115243 # DEPENDENCYPART_SIBL
(9,14),(9,25),0.0898611 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.00285991 # DEPENDENCYPART_SIBL
(9,15),(9,25),0.0391944 # DEPENDENCYPART_SIBL
(9,23),(9,25),0.102405 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.000554086 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.169105 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0263308 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0255716 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0114236 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0289929 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0306163 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0706737 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0940167 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0464584 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0147603 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0178614 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0461972 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.105593 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.019042 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.00768486 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.008302 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.010771 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0258607 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0675631 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.00944002 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0167029 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0104882 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0188805 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0163965 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.122044 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.033935 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0168941 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0178981 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.00138139 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0163847 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.00540904 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.00263287 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0254515 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0548052 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.00259332 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0184631 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0715822 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0153778 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0527526 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.844384 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0889847 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0779004 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0772306 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0778415 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0790266 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0289339 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.00869595 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0201946 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0606112 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0157209 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.034292 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0192252 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.00622141 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0342053 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0150467 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0606539 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.287682 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0147441 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0267143 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0373419 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.00989071 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0250569 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.019244 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0558373 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00460878 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0247701 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0017129 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.00361356 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0246834 # DEPENDENCYPART_SIBL
