# _root_ Το πάρτυ διαρκεί μέχρι τις 10 ή 11 το βράδυ , όταν οι περισσότεροι πάνε για ντουζ , ένα εσπρέσο και μετά δείπνο και περισσότερη διασκέδαση.Μέχρι πρωίας .
#goldHeads=2,3,0,3,7,7,10,7,10,4,3,10,14,15,12,15,18,21,20,18,16,21,24,21,26,24,26,0,
#predictedHeads=2,3,0,3,6,4,3,7,10,8,12,3,14,15,12,15,16,21,20,21,15,21,22,23,24,25,24,0,
(3,15),(3,18),0.0213017 # DEPENDENCYPART_SIBL
(3,15),(3,22),-0.0161422 # DEPENDENCYPART_SIBL
(3,15),(3,26),-0.0235367 # DEPENDENCYPART_SIBL
(3,15),(3,28),0.0171674 # DEPENDENCYPART_SIBL
(3,16),(3,18),-0.0122236 # DEPENDENCYPART_SIBL
(3,16),(3,22),-0.0451521 # DEPENDENCYPART_SIBL
(3,16),(3,26),0.0165682 # DEPENDENCYPART_SIBL
(3,16),(3,28),-0.0176676 # DEPENDENCYPART_SIBL
(3,18),(3,22),0.0490383 # DEPENDENCYPART_SIBL
(3,18),(3,26),-0.00144028 # DEPENDENCYPART_SIBL
(3,18),(3,28),-0.109894 # DEPENDENCYPART_SIBL
(3,22),(3,26),-0.00203867 # DEPENDENCYPART_SIBL
(3,22),(3,28),-0.05483 # DEPENDENCYPART_SIBL
(3,26),(3,28),-0.0315645 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.021687 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0314837 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0246518 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0260962 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0547892 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.00932349 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.0211037 # DEPENDENCYPART_SIBL
(4,2),(4,21),-0.0419291 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0218254 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.012392 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0290785 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.0518553 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.0157153 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.0288176 # DEPENDENCYPART_SIBL
(4,3),(4,21),-0.0391834 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0269992 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0850529 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.102922 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0354964 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0864518 # DEPENDENCYPART_SIBL
(4,5),(4,21),-0.1394 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.110346 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.146081 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0704116 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.113421 # DEPENDENCYPART_SIBL
(4,6),(4,21),-0.160356 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.0953402 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.0036512 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0849891 # DEPENDENCYPART_SIBL
(4,7),(4,21),-0.148357 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0641116 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.299442 # DEPENDENCYPART_SIBL
(4,10),(4,21),-0.459328 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.0601868 # DEPENDENCYPART_SIBL
(4,11),(4,21),-0.0877235 # DEPENDENCYPART_SIBL
(4,12),(4,21),-0.149698 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0356401 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.00158598 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0324903 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0157247 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.164311 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0101497 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0480161 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.00293102 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0769172 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0350798 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0108966 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0371672 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0276068 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.00293102 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0769172 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0263171 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0453954 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.032553 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0508027 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.022255 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0820397 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.00216399 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.00243504 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0327845 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0436052 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.04464 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0820397 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.00216399 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0551675 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0516065 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0688602 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00638782 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0470693 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0193253 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.021648 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0151575 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.208271 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0102984 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0470693 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0193253 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0417627 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0415942 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0175704 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.00965478 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0180943 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.00183512 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.00233781 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0359659 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.260931 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.00965478 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0180943 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.00169722 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0422963 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00617237 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0852411 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0402481 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.00481084 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0346939 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.00573626 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.00617237 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0852411 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.10752 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.00739813 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0174373 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.00950096 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0565746 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.03441 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0144605 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.00739813 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0174373 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.000583159 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00353082 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.020023 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0339992 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.096168 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0253312 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.000583159 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.00353082 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0034122 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0543668 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0575235 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.121472 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0192605 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.109651 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0034122 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0402981 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0352219 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0415165 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0282461 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.0175948 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0221615 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0188925 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.070086 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.00364124 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0130027 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.00433105 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.128823 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.00468175 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0304944 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0195018 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0328316 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0185608 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.0785641 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0140651 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0143138 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.0034308 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0230755 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0863053 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0759967 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.352951 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.128412 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0583943 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.450662 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0598204 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.00100525 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0151989 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0559043 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0187186 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.114012 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0229475 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.013995 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.169139 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.026672 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0355957 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0455453 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0933979 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.128781 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.02876 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.00891593 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.163682 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0528598 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0299824 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.053412 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0164879 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.147042 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0797741 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.440024 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.092926 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0292134 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0108054 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0469458 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0216474 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.123223 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00204891 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0196106 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.00763036 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.00218438 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.251858 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0141028 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0255675 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0282618 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0113511 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0760705 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00838267 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.00281317 # DEPENDENCYPART_SIBL
(10,9),(10,15),-1.85576e-05 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.020127 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.00429123 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0187803 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0175847 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.00312969 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0134208 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0605357 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0207893 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0124982 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0526694 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0115031 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.00389318 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0983071 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0315981 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0234026 # DEPENDENCYPART_SIBL
(11,2),(11,25),0.0230218 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.00274519 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0255931 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.106661 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.025897 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0153333 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0809305 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.033556 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.260953 # DEPENDENCYPART_SIBL
(11,3),(11,25),0.0333741 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0339087 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0179233 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0339087 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0351124 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.102189 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0350289 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0516276 # DEPENDENCYPART_SIBL
(11,4),(11,25),0.035334 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.138881 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.170856 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.104873 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.104827 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0589799 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0612679 # DEPENDENCYPART_SIBL
(11,6),(11,25),0.0590629 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0216332 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.00519934 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.148738 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0678536 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0917227 # DEPENDENCYPART_SIBL
(11,7),(11,25),0.0680402 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.106082 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.104734 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0590027 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0613387 # DEPENDENCYPART_SIBL
(11,8),(11,25),0.0590856 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0988814 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0324268 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0242175 # DEPENDENCYPART_SIBL
(11,10),(11,25),0.0238505 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0192696 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.00759615 # DEPENDENCYPART_SIBL
(11,12),(11,25),0.019028 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.00883947 # DEPENDENCYPART_SIBL
(11,14),(11,25),0.0312787 # DEPENDENCYPART_SIBL
(11,15),(11,25),0.0136604 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0527407 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0164031 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.12205 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0182427 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0182427 # DEPENDENCYPART_SIBL
(12,11),(12,28),0.0351891 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.12089 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0284291 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0354423 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.0354423 # DEPENDENCYPART_SIBL
(12,13),(12,28),-0.0277718 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0869587 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.113217 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.113217 # DEPENDENCYPART_SIBL
(12,15),(12,28),0.0810407 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.00152702 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.00152702 # DEPENDENCYPART_SIBL
(12,18),(12,28),-0.0950701 # DEPENDENCYPART_SIBL
(12,21),(12,24),-0.00235928 # DEPENDENCYPART_SIBL
(12,21),(12,28),0.0651469 # DEPENDENCYPART_SIBL
(12,24),(12,28),0.0651469 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0324153 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.00796789 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.031146 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.00498954 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0275227 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.075543 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0394425 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.00518634 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0418592 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0519491 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.104112 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.026639 # DEPENDENCYPART_SIBL
(14,12),(14,15),-9.56296e-05 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.00937171 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0446609 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0354268 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.100836 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0575357 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0220805 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.000619913 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.00220705 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.0253406 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.0137999 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.0965826 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.0351858 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0925196 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.181509 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0409177 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0423539 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0893232 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0490613 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0383461 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.00750598 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.00443021 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.00750598 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.00896141 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.0356033 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.00438309 # DEPENDENCYPART_SIBL
(15,2),(15,24),-0.00896141 # DEPENDENCYPART_SIBL
(15,2),(15,26),0.00524165 # DEPENDENCYPART_SIBL
(15,2),(15,27),-0.00750598 # DEPENDENCYPART_SIBL
(15,2),(15,28),-0.0159495 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.0143055 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0655297 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0288213 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.0628491 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.073631 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.00813687 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0379684 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0648922 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.0510517 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.0179464 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0116868 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0192599 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.0116868 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.0302752 # DEPENDENCYPART_SIBL
(15,3),(15,22),0.0214476 # DEPENDENCYPART_SIBL
(15,3),(15,23),-0.00852585 # DEPENDENCYPART_SIBL
(15,3),(15,24),-0.0302752 # DEPENDENCYPART_SIBL
(15,3),(15,26),-0.00346574 # DEPENDENCYPART_SIBL
(15,3),(15,27),-0.0116868 # DEPENDENCYPART_SIBL
(15,3),(15,28),-0.038375 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0152663 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.0171097 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0131935 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0125016 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0637869 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.00485275 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0274517 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.04084 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.0305382 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0367063 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.00365339 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.0367063 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.00344413 # DEPENDENCYPART_SIBL
(15,4),(15,22),0.0540829 # DEPENDENCYPART_SIBL
(15,4),(15,23),0.0398653 # DEPENDENCYPART_SIBL
(15,4),(15,24),0.00344413 # DEPENDENCYPART_SIBL
(15,4),(15,26),-0.00324538 # DEPENDENCYPART_SIBL
(15,4),(15,27),0.0367063 # DEPENDENCYPART_SIBL
(15,4),(15,28),-0.0302029 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.00213329 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0025127 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.00778573 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.000688695 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.00942003 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0685005 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.00172991 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0361874 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.049655 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0348213 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.049655 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.0747374 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.0182709 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.0464927 # DEPENDENCYPART_SIBL
(15,6),(15,24),-0.0747374 # DEPENDENCYPART_SIBL
(15,6),(15,26),-0.0372879 # DEPENDENCYPART_SIBL
(15,6),(15,27),-0.049655 # DEPENDENCYPART_SIBL
(15,6),(15,28),-0.0522387 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0293827 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0326238 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.00143213 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0246248 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.00162448 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0206274 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0178305 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.018586 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.00842351 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.018586 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.00619871 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.039481 # DEPENDENCYPART_SIBL
(15,7),(15,23),0.0217483 # DEPENDENCYPART_SIBL
(15,7),(15,24),-0.00619871 # DEPENDENCYPART_SIBL
(15,7),(15,26),0.0223932 # DEPENDENCYPART_SIBL
(15,7),(15,27),0.018586 # DEPENDENCYPART_SIBL
(15,7),(15,28),-0.0192933 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.00219551 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.00387862 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.00624314 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0622019 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.00490559 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0369162 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0498089 # DEPENDENCYPART_SIBL
