# _root_ Έτσι απαγορεύουμε με κοινοτικό νόμο σε ένα δημοκρατικά εκλεγμένο όργανο , σε έναν δήμο ή μια κοινότητα , να αποφασίσει τη συνέχιση ή την καθιέρωση μιας πολιτικής προμηθειών φιλικής προς το περιβάλλον .
#goldHeads=2,0,2,5,3,11,10,9,10,6,2,11,14,15,12,17,15,20,20,2,22,23,20,25,23,27,25,27,27,29,32,30,0,
#predictedHeads=2,0,2,5,3,2,9,9,6,9,2,2,14,15,12,17,15,20,20,17,22,23,20,25,23,28,28,25,28,29,32,30,0,
(2,17),(2,23),-0.117666 # DEPENDENCYPART_SIBL
(2,18),(2,20),-0.00609344 # DEPENDENCYPART_SIBL
(2,18),(2,23),-0.034985 # DEPENDENCYPART_SIBL
(2,20),(2,23),-0.116882 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0148604 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.00879283 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0417049 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.00821034 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0416819 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.0419698 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.0587801 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0125125 # DEPENDENCYPART_SIBL
(3,1),(3,18),0.0587801 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0491434 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0711888 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0129218 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0711888 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0711892 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0278867 # DEPENDENCYPART_SIBL
(3,2),(3,15),-0.0250352 # DEPENDENCYPART_SIBL
(3,2),(3,18),0.0278867 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0706922 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0398848 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.0706922 # DEPENDENCYPART_SIBL
(3,4),(3,10),-0.0706922 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.0185738 # DEPENDENCYPART_SIBL
(3,4),(3,15),-0.149333 # DEPENDENCYPART_SIBL
(3,4),(3,18),-0.0185738 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0947927 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.319228 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.319468 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0298193 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.335286 # DEPENDENCYPART_SIBL
(3,5),(3,18),0.0298193 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0498099 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0498099 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.00371497 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.114941 # DEPENDENCYPART_SIBL
(3,6),(3,18),0.00371497 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.319468 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.0298193 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.335236 # DEPENDENCYPART_SIBL
(3,9),(3,18),0.0298193 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.0286111 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.335236 # DEPENDENCYPART_SIBL
(3,10),(3,18),0.0286111 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.0108358 # DEPENDENCYPART_SIBL
(3,11),(3,18),0.145986 # DEPENDENCYPART_SIBL
(3,15),(3,18),0.0246246 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.00299277 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0213206 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0171304 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.029105 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0398754 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.0236814 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0192418 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0216904 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.00443524 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0178279 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0166159 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.00847311 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0140695 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0178279 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.0103409 # DEPENDENCYPART_SIBL
(5,1),(5,20),0.021473 # DEPENDENCYPART_SIBL
(5,1),(5,23),0.0103409 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.00308402 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0230766 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0162078 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0450452 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.00604108 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0113499 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0162078 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.0149577 # DEPENDENCYPART_SIBL
(5,2),(5,20),0.0947831 # DEPENDENCYPART_SIBL
(5,2),(5,23),-0.0149577 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0107679 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.00997945 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.06453 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0407835 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.046092 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.00997945 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.00694262 # DEPENDENCYPART_SIBL
(5,3),(5,20),-0.0202694 # DEPENDENCYPART_SIBL
(5,3),(5,23),-0.00694262 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.024486 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.02597 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.00931365 # DEPENDENCYPART_SIBL
(5,4),(5,10),-5.45646e-05 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.024486 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0271766 # DEPENDENCYPART_SIBL
(5,4),(5,20),0.0117248 # DEPENDENCYPART_SIBL
(5,4),(5,23),-0.0271766 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0126943 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.016912 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0169086 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0172698 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.00177878 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.00411087 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.00177878 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0320662 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0320695 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0133821 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0577734 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.0156118 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.0577734 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.122451 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0745149 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.101981 # DEPENDENCYPART_SIBL
(5,9),(5,20),0.00824792 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.101981 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0722972 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.101982 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.00817927 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.101982 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.00177878 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.00411087 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.00177878 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.00421471 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.0428525 # DEPENDENCYPART_SIBL
(5,20),(5,23),-0.0470515 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0141229 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0125497 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.016587 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0229194 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0229194 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0253925 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0229194 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0230507 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.0253925 # DEPENDENCYPART_SIBL
(6,3),(6,23),0.0230507 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0383697 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0380774 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0558847 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.058346 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.00509432 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0558847 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0295194 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.00509432 # DEPENDENCYPART_SIBL
(6,5),(6,23),-0.0295194 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0270097 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.124627 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.124627 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0421255 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.124627 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0891658 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0421255 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.0891658 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.172108 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.172108 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0644688 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.172108 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.138092 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0644688 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.138092 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.519581 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.106185 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.519341 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.359152 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.106185 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.359152 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.107393 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.519341 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.359152 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.107393 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.359152 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.00187525 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0586645 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0115551 # DEPENDENCYPART_SIBL
(6,11),(6,23),-0.0586645 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.359152 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.106185 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.359152 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0103569 # DEPENDENCYPART_SIBL
(6,15),(6,23),-0.0973443 # DEPENDENCYPART_SIBL
(6,18),(6,23),-0.0586645 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0253288 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0175819 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0175698 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0922454 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0174424 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0453167 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0405106 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0157609 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0449886 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.108728 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0225415 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.109759 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0203251 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.109759 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.00755598 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0734128 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0221894 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0496026 # DEPENDENCYPART_SIBL
(9,8),(9,10),-4.96448e-05 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0183013 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0411061 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0189291 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0103119 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0250238 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0216554 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.108563 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.00102366 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0250239 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.027857 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0188197 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.00847211 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.00770402 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0217317 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.00729728 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.137919 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0190396 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0217315 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0268578 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0152126 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.00603678 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0287795 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0135823 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.101454 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0197475 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0287796 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0201649 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0248972 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.00791163 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.019926 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.121624 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0479594 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0294934 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0117089 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0150984 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.00323069 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.154614 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00424962 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.00446418 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0637425 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0684275 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0486526 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.105802 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.131349 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.050773 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0409358 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.00800713 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0276979 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0201649 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0248972 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00791163 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0117089 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0150984 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.00323292 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0133909 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0607172 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0169337 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0682952 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0100198 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0187652 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.026928 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.00102406 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0187652 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0269285 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0268973 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0701248 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.100464 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.100452 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.00650153 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.110355 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0107994 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.018688 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0153303 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.00340542 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.018688 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0153298 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.015361 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.101685 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0507263 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0489901 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0116129 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.261741 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0703773 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0440719 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0774767 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0703102 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0440714 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0441025 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.266062 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0710616 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0710304 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.00641747 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.0482344 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0213015 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0161401 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0139347 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.021302 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0212239 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0798149 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.120492 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.120474 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0671406 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.0894318 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0298278 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0199194 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0037237 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.00375487 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0500844 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.216406 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.214984 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0240752 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.0242982 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0604288 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0366442 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0366753 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.328664 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0615456 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0615144 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.00377393 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.0465731 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.021302 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0212239 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0798149 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.120492 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.120474 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0671406 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.0894318 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.00374981 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0500862 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.216411 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.214989 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.024077 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0243 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0495188 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.215463 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.214042 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0238125 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0239571 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.00315907 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.00337652 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0223044 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.018722 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.045011 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.22233 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.054526 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.222304 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.0545258 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.00627932 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0511691 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0353074 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0565645 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0295998 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0579851 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.00509432 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.0295998 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0344313 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0159623 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0289692 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0178869 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.371142 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.0289692 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.122824 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0896657 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.122866 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.042573 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.0896657 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.359152 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.520654 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.106185 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.359152 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.12797 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0103569 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.0973443 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.106211 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.359404 # DEPENDENCYPART_SIBL
(12,18),(12,23),-0.0586645 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0734128 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0638325 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.340751 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0414654 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.00742597 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0237047 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0129546 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.108163 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0271766 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.00927329 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.0117248 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.15287 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.00392217 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0487004 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0226704 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0542533 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.014164 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0492618 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0179033 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.00421471 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.00824604 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.00371371 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.054181 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.0293218 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.00533618 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0339444 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0293218 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.00533617 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.00533619 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0320804 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0339444 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.00848904 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.00533617 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0208595 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0112686 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0228465 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0203585 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.0151585 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.0246755 # DEPENDENCYPART_SIBL
(15,1),(15,25),-0.0145917 # DEPENDENCYPART_SIBL
