# _root_ Από την δεκαετία του '70 , η Κως έχει μετατραπεί σε σημαντικό τουριστικό προορισμό και έχει δει το τοπίο της να αλλάζει , με την ανέγερση πολυτελών ξενοδοχειακών θερέτρων πάνω στις κατάλευκες αμμουδιές της .
#goldHeads=10,3,1,5,3,15,8,15,10,15,10,14,14,11,0,17,15,19,22,19,22,17,24,22,26,24,29,29,26,26,30,33,31,33,0,
#predictedHeads=10,3,1,5,3,10,8,15,10,15,10,14,14,11,0,17,15,19,17,19,22,19,22,22,26,24,29,29,26,29,30,33,31,33,0,
(8,7),(8,12),0.0502933 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0972456 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00718248 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00559341 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0254453 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0409991 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0125793 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0681075 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0375456 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0256596 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0246105 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00817547 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0201518 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.014164 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.089461 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0706495 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.00971723 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0736751 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0270921 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0163824 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0697399 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.154615 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0078423 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0363672 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0212219 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0290829 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0944008 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0682574 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.0208808 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.00148923 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.00345514 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.183407 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0154542 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0678067 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.106319 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.026067 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0216741 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0654484 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0523475 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0754089 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0379519 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0316472 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0152338 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0457968 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0206815 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.025193 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0213206 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0131768 # DEPENDENCYPART_SIBL
(9,5),(9,19),-4.0519e-06 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.00488255 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0168137 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0149052 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00794531 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0019642 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00572708 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00113682 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.135768 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.10689 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0872055 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0224241 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0639708 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0405263 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0151586 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0107576 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0558418 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0428209 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0915841 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00827104 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0395141 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0229743 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0308353 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.100599 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0744554 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.0227119 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0236774 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.106192 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.107964 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0601697 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0591551 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.0211308 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0873217 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.089151 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.00203901 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.00305365 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.000714107 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.09813 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0261608 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0251462 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.00688544 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0309236 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0299089 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0121229 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.218334 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.00475781 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.00475781 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.023546 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.00735585 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0729939 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.031868 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0237603 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0629615 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.00672073 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0233812 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0173934 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0325153 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.00111297 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0274863 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0417888 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0137037 # DEPENDENCYPART_SIBL
(10,1),(10,22),0.0340103 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.00600156 # DEPENDENCYPART_SIBL
(10,1),(10,24),-0.00706346 # DEPENDENCYPART_SIBL
(10,1),(10,30),0.0178172 # DEPENDENCYPART_SIBL
(10,1),(10,31),0.0158462 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0463496 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0416692 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0886442 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.183155 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0354879 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0475298 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0158179 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0236789 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0118247 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0110949 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0253374 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0107432 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0143188 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.0103783 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.00632361 # DEPENDENCYPART_SIBL
(10,3),(10,24),0.00448014 # DEPENDENCYPART_SIBL
(10,3),(10,30),-0.0226246 # DEPENDENCYPART_SIBL
(10,3),(10,31),0.0100679 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0405893 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0312941 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0247112 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0193721 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.00465557 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0206468 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0167744 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0419659 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0338787 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0467069 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0372802 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0551467 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.0369764 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.00981817 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.0368461 # DEPENDENCYPART_SIBL
(10,5),(10,30),-0.0297892 # DEPENDENCYPART_SIBL
(10,5),(10,31),-0.0378185 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0216731 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.00309283 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.049192 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.00910475 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0170167 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0238806 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0300319 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0111424 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0212934 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0242216 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.00115404 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.00921843 # DEPENDENCYPART_SIBL
(10,6),(10,23),0.0423738 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.0153468 # DEPENDENCYPART_SIBL
(10,6),(10,30),-0.0313677 # DEPENDENCYPART_SIBL
(10,6),(10,31),-0.0158054 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.00935782 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0460109 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0243498 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0104372 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.00603608 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.000603564 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0782019 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0631774 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0548391 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0124173 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0549977 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.105861 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.0358395 # DEPENDENCYPART_SIBL
(10,7),(10,30),-0.0220042 # DEPENDENCYPART_SIBL
(10,7),(10,31),-0.0367571 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0369714 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0506768 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0175703 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0254313 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0180226 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0092588 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0257661 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0111719 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.00812082 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0108071 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.00449247 # DEPENDENCYPART_SIBL
(10,8),(10,24),0.0076107 # DEPENDENCYPART_SIBL
(10,8),(10,30),-0.0209998 # DEPENDENCYPART_SIBL
(10,8),(10,31),0.0131984 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0627103 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00603683 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.00285719 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0566744 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0463802 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0763604 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0966433 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0434935 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0974637 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.0112955 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.027736 # DEPENDENCYPART_SIBL
(10,9),(10,30),0.0349145 # DEPENDENCYPART_SIBL
(10,9),(10,31),0.00866218 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0922693 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0940985 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0166594 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.193032 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0139532 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.018406 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0156447 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.0175089 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.0039927 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0523882 # DEPENDENCYPART_SIBL
(10,11),(10,30),-0.00829358 # DEPENDENCYPART_SIBL
(10,11),(10,31),-0.0178347 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0964136 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0305666 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.128376 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0431315 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0362355 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0295519 # DEPENDENCYPART_SIBL
(10,12),(10,22),0.0367677 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.00923822 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.0479986 # DEPENDENCYPART_SIBL
(10,12),(10,30),-0.0164105 # DEPENDENCYPART_SIBL
(10,12),(10,31),0.0147739 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0353293 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.145669 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0138874 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.00699136 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0343147 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.00752358 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.00977009 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.0503807 # DEPENDENCYPART_SIBL
(10,13),(10,30),-0.0229159 # DEPENDENCYPART_SIBL
(10,13),(10,31),0.017157 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.201963 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0297286 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0353383 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.225257 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0342664 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.0102363 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.01041 # DEPENDENCYPART_SIBL
(10,14),(10,30),0.0161539 # DEPENDENCYPART_SIBL
(10,14),(10,31),0.03528 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.00353085 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0060593 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0108875 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0054231 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.0057219 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.0199942 # DEPENDENCYPART_SIBL
(10,15),(10,30),-0.0381483 # DEPENDENCYPART_SIBL
(10,15),(10,31),-0.0045683 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.201894 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.070278 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.20085 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.00259634 # DEPENDENCYPART_SIBL
(10,16),(10,24),0.00802032 # DEPENDENCYPART_SIBL
(10,16),(10,30),-0.0253818 # DEPENDENCYPART_SIBL
(10,16),(10,31),-0.0159491 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0655126 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.194705 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.0184027 # DEPENDENCYPART_SIBL
(10,17),(10,24),0.0114918 # DEPENDENCYPART_SIBL
(10,17),(10,30),-0.0230505 # DEPENDENCYPART_SIBL
(10,17),(10,31),-0.0127396 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.0342664 # DEPENDENCYPART_SIBL
(10,19),(10,23),-0.0102363 # DEPENDENCYPART_SIBL
(10,19),(10,24),0.0126995 # DEPENDENCYPART_SIBL
(10,19),(10,30),0.0161539 # DEPENDENCYPART_SIBL
(10,19),(10,31),0.0375695 # DEPENDENCYPART_SIBL
(10,22),(10,23),0.0222813 # DEPENDENCYPART_SIBL
(10,22),(10,24),0.0123793 # DEPENDENCYPART_SIBL
(10,22),(10,30),-0.0221631 # DEPENDENCYPART_SIBL
(10,22),(10,31),-0.0118522 # DEPENDENCYPART_SIBL
(10,23),(10,24),0.033281 # DEPENDENCYPART_SIBL
(10,23),(10,30),-0.00770255 # DEPENDENCYPART_SIBL
(10,23),(10,31),0.0652366 # DEPENDENCYPART_SIBL
(10,24),(10,30),-0.0294044 # DEPENDENCYPART_SIBL
(10,24),(10,31),-0.00999009 # DEPENDENCYPART_SIBL
(10,30),(10,31),-0.050113 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0132417 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0603239 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0571255 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0418496 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0667047 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0989751 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.108374 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0418496 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0577657 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0545689 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0574501 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0460549 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0866093 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.095661 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0574501 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0708937 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.173628 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.222722 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0509477 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0506775 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.175144 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.172108 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.226993 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0619841 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0617139 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.173624 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.493858 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.218312 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.216355 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.520857 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.00752898 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0039264 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0905162 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.1601 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.135579 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.133347 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00726691 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0201831 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0301248 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0150033 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.010752 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0173678 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.082594 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00624679 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0507864 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0150197 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0142359 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.00624679 # DEPENDENCYPART_SIBL
(12,13),(12,24),0.0154153 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.104491 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0127752 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0103106 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.108669 # DEPENDENCYPART_SIBL
(12,14),(12,24),-7.18207e-05 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0114106 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.00729452 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.00644275 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.009158 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.147803 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.00171793 # DEPENDENCYPART_SIBL
(12,16),(12,24),0.00175184 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.000515149 # DEPENDENCYPART_SIBL
(12,17),(12,24),0.00344419 # DEPENDENCYPART_SIBL
(12,19),(12,24),0.00221759 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0170667 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0203964 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0310217 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0105935 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.10347 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.02527 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0363552 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.104357 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0126402 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0114096 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.4343 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.066242 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0675356 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0421869 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0739087 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0613438 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0339304 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0280516 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0256414 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.101651 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0863494 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0875262 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0445483 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.105041 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0913601 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0330941 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0020291 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.00330952 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.0518818 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0183369 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.00578225 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0260031 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0295403 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0435222 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.104104 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.110715 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0115774 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.00729729 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.025258 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0287951 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0218125 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0933989 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.099662 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.00283576 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.00924487 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0140051 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.012331 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0171251 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0161514 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0486521 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.000391443 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0154751 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0220016 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0136089 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.00344461 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00953212 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0216255 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0130161 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.00931852 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0144953 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.00657153 # DEPENDENCYPART_SIBL
