# _root_ Από αυτή την άποψη , θέλω να εξετάσω την ισορροπία μεταξύ των οικονομικών , των περιβαλλοντικών και των κοινωνικών ζητημάτων .
#goldHeads=6,4,4,1,6,0,8,6,10,8,10,13,17,17,16,17,20,19,17,11,0,
#predictedHeads=6,4,4,1,6,0,8,6,10,8,10,13,11,17,16,17,11,20,20,17,0,
(10,8),(8,20),-0.494961 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.662335 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.227255 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.738085 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.578852 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.976602 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.781871 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.12305 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.724083 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.474389 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.846528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.011698 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.104897 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.145162 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.0960403 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.253984 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.00665743 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.01075 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.757992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.275154 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0582546 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.204756 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.289891 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.028292 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),0.0616972 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.991052 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.770548 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-1.11761 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.718643 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.751891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.202642 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0856377 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.18819 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.0786124 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.253184 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),0.000306216 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.269246 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.757981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.275159 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.113275 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.136836 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.353283 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),0.0620936 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.788837 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-1.05449 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.814436 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-1.2186 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.819516 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.734657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.16694 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.171398 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.0405255 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.0849114 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.361403 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.246247 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.187751 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.0108586 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),0.191222 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.235913 # DEPENDENCYPART_GRANDPAR
(10,20),(20,11),0.20168 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),0.0514865 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.130685 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.138518 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.191954 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),0.0309083 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.196188 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.25082 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.29156 # DEPENDENCYPART_GRANDPAR
(10,21),(21,6),-1.10942 # DEPENDENCYPART_GRANDPAR
(10,21),(21,13),0.0497293 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.237045 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.298299 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.0498737 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.386426 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.200458 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.382422 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.0498784 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),0.0845851 # DEPENDENCYPART_GRANDPAR
(11,1),(1,14),-0.287249 # DEPENDENCYPART_GRANDPAR
(11,1),(1,17),-0.113856 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.234657 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.338932 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.0215801 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.322115 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.388249 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.444649 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.396299 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.0104365 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.244698 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.145021 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.414284 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.374767 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.0914568 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.0425317 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.144716 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.188679 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.390602 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.197581 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.400062 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.416008 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.157775 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.316445 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.0878092 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.123494 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.108922 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.863348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,13),-0.175513 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.21828 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.102505 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.383402 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.426338 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.197593 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.392763 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.412253 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.154803 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.33179 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0793811 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.221121 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.440192 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.100722 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.863348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.175513 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.218279 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.377436 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.102428 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.383139 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.426336 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.856535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,1),-0.322312 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.447265 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.335374 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.0606265 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.44111 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.861236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.305243 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.227778 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.321807 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.429701 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.116166 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.468025 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.487783 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.319069 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.747385 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.615308 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.395302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.877985 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.0750124 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.0506504 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.349804 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),0.0906027 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.76431 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.741774 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.546006 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.415467 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.632243 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.484536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,13),0.191422 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0421133 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.219869 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.133904 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.0619988 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.149849 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.754413 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.772968 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.734594 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.595724 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.465068 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.639598 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.470197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.680929 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.16826 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.14573 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.0417367 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.0336617 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.0132612 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),0.0111466 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),0.197298 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.120075 # DEPENDENCYPART_GRANDPAR
(11,21),(21,6),-0.528908 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),0.202917 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),0.000994754 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.0937524 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),0.00783188 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.739151 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.748618 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.653586 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.971567 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.845187 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.643486 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.529536 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.828594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.428384 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.242367 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.464697 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.0585063 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.583131 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.0422046 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.21086 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.000461867 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.49584 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.621021 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.897227 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.30699 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-1.56087 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.216218 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.894214 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.496009 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.899815 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.364903 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-1.06534 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.779567 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.0240593 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0168915 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.25173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.47546 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.555516 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.471647 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.688384 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.650706 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.42967 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.558031 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.392302 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.319717 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-1.71137 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-1.04482 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.696472 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.282529 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.124872 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.20485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.46007 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.470656 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.634075 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.4849 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.896691 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.730038 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-2.15758 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.49102 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.786789 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.465948 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.782145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),-0.119376 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0854766 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.42898 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.238997 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.24458 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.768252 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.463462 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),-0.0535247 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.243675 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.430327 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.201901 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.834787 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.907215 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.726113 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-2.21347 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-1.5468 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.796011 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.470132 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.553246 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.766727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.0615495 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.109231 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.0705071 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.640457 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.331607 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.100589 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.259608 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.460588 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.583737 # DEPENDENCYPART_GRANDPAR
(13,20),(20,14),-0.0581675 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.331104 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),0.00133777 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),0.0643501 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.498364 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.307576 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.287277 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.180153 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.389168 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.163571 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.138122 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.112035 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.117793 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.120381 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.314957 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.241614 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.140222 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.131925 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.172392 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),-0.0468856 # DEPENDENCYPART_GRANDPAR
(14,5),(5,16),-0.374665 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.133627 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.431461 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.222598 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.0911333 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.136241 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.0462223 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),0.020887 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.0364092 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.152995 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.0572397 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-0.885676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,17),-0.277617 # DEPENDENCYPART_GRANDPAR
(14,6),(6,20),-0.5017 # DEPENDENCYPART_GRANDPAR
(14,6),(6,21),-0.243927 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.147783 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.441062 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.229322 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.0988826 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.163431 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.157054 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.157433 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.0387249 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.0350601 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.164764 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.0502502 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.885433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,16),-0.390914 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.277299 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.500953 # DEPENDENCYPART_GRANDPAR
(14,8),(8,21),-0.243684 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.181884 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.171909 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.19243 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.0727914 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.136529 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.136803 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.0104051 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.166483 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.93026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,16),-0.406549 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.254073 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.538717 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.256597 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.258671 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.420324 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.131207 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.212821 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.166534 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.156607 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.0922058 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.0212078 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.0907153 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.150018 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.934024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,17),-0.269378 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.258875 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.125053 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.0275358 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.195341 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0807032 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.927693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.377911 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.269861 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.518921 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.471435 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.58703 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.470161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.195266 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.0761583 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.0177865 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.641035 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.659103 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.567111 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.571925 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.5632 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.503844 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.594327 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.548221 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.384095 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.26127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.136218 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.055037 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.0650535 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.0235587 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.106969 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),0.193647 # DEPENDENCYPART_GRANDPAR
