# _root_ Εσείς αυξηθήκατε περισσότερο , έχετε την τρόικα και την προεδρική τριάδα , αλλά είμαστε σχετικά κερδισμένοι .
#goldHeads=2,4,2,13,4,7,8,5,11,11,8,13,0,13,16,14,0,
#predictedHeads=2,13,2,5,13,7,8,5,11,11,8,13,0,13,16,14,0,
(8,15),(15,14),0.0971489 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.10834 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.23541 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.194923 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.235011 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.0837763 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.0950901 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.00226476 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.00505914 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.182581 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.124735 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.266594 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.297946 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.351666 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.896573 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.583531 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0869678 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.202322 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.25228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.513842 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.58652 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.562285 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.241008 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.264325 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.316706 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.870444 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.521454 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0583089 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.372343 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.25157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.5158 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.589187 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.364469 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.992694 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.582425 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.996206 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.733085 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.695873 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.674426 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.710297 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.32526 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.955234 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.646091 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.623277 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.750329 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.695115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.227623 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0149953 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.512926 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.150498 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.575315 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.68995 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.716889 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.31933 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.638819 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.642598 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.78269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.0342335 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.00862692 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.625203 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.202953 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.560777 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.325995 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.723326 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.681016 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.711396 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.35271 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.627626 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.622128 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.726044 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.773475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.040727 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.089054 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.46216 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.166434 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.513969 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.336403 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.644221 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.681519 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.626779 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-1.27361 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.564285 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.616678 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.71432 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.761859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.0506215 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.151855 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0796355 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.100018 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.475785 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.340525 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.847281 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.25289 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.129265 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.711569 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.339777 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.0345215 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.394306 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.30237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-0.321682 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),-0.49122 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.523771 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.703722 # DEPENDENCYPART_GRANDPAR
(11,2),(2,17),-0.65269 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.425515 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.243862 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.800945 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.99553 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.555947 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.373884 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.774605 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.775415 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.847875 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.326057 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.205512 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.147889 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.209619 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.34069 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.0366436 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.394262 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.30237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.321682 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.49122 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.523771 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.703722 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.65269 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.413667 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.372819 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.273395 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.959715 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.370091 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.00790148 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.00427717 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.418725 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.42224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.435045 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.857885 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.331667 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.293977 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.245627 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.877172 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.222137 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.116426 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.197552 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.371581 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.3996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.422428 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.504833 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.634707 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.714344 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.876413 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.719128 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.251591 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0659492 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.112226 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.35705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.384763 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.495995 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.529185 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.812427 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.67629 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-1.35788 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.845729 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.543128 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.083883 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.790427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.0900506 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.27809 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.291898 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.27129 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.258574 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.877293 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.778869 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.701467 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.42275 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.867981 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.554184 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.556715 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.146275 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.825302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.0895391 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0435187 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.227468 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.154146 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.224584 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.802526 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.783259 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.612999 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.34798 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.810682 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.553358 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.547337 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.115878 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.836201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.13798 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.00112908 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.130474 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.169865 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.185405 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.761183 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.555515 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.0709519 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.072829 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.0147942 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.272019 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.254349 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.865351 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.796943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,15),-0.165076 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.282968 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.49187 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.188678 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.18393 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.0707655 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.189488 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.11407 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.141904 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),-0.0937055 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.03338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,13),-0.25556 # DEPENDENCYPART_GRANDPAR
(12,2),(2,14),-0.449035 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),-0.620857 # DEPENDENCYPART_GRANDPAR
(12,2),(2,17),-0.435726 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.583392 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.416919 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.286469 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.229254 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.644652 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.498274 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.259201 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.206814 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.253186 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.18127 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.190782 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.116573 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.142329 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),-0.0949991 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.03338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.25556 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.449035 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.620857 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.435726 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.184064 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.18645 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.28707 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.173674 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.0910869 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.0392967 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.115177 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.0318504 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.00954046 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.07821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,1),-0.444815 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.209371 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.156629 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.186581 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.198428 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.0517872 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0096492 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.243928 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.118694 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.0369116 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.08856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.233872 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.525485 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.593117 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.681192 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.45693 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.134386 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.153731 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.12474 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0736875 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.07564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.243667 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.438246 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.181657 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.18645 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.286803 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.171267 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.0907747 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.0689279 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.17378 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.134118 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0928163 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.07821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.236708 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.462985 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.575552 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.676536 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.648924 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.629343 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.658691 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.637918 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.643489 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.581087 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.605248 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.568051 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.547707 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.507111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.0682705 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.172812 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.215177 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.0419144 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.595814 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.658154 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.600265 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.58481 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.617521 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.6005 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.617862 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.565074 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.521739 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.625383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.202382 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.164013 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.161877 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0491116 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.621373 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.591726 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.519115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.226243 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.118257 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.272768 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.110177 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.635482 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.5397 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0881485 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0475273 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),0.158008 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.0228631 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.157375 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.278496 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.0644957 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.0294266 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.104373 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),0.345982 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.138173 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.146151 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),0.0607852 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),0.202407 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),0.028619 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-0.883848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),0.0605274 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-0.426971 # DEPENDENCYPART_GRANDPAR
(13,2),(2,17),-0.484311 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.021032 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.0791692 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),0.237612 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.248267 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.130599 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.132714 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.0903621 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.517785 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.0646187 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),0.103094 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),0.0810855 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.0998724 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.0679765 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.137206 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.14398 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.0606925 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.201441 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.0304338 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.883848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),0.0605274 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.426971 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.484311 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),0.0158856 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.0858585 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.161437 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.0949208 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.199823 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.086151 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.0339891 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.0384174 # DEPENDENCYPART_GRANDPAR
