# _root_ Πιο μακροπρόθεσμα , όταν η νομοθεσία αρχίσει να γίνεται περισσότερο σεβαστή , θα μπορέσει ίσως να αρθεί αυτή η απαγόρευση .
#goldHeads=2,14,4,14,6,9,4,9,7,11,9,14,14,0,14,17,14,20,20,17,0,
#predictedHeads=2,10,4,0,6,7,4,9,7,11,9,14,14,11,14,17,14,20,20,17,0,
(7,12),(12,3),-0.656427 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.46855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,9),-0.714894 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-8.5216e-05 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.711238 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.681542 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.276069 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-1.03344 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.987811 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.802206 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.762505 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.465003 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.473973 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.226677 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-1.36465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,9),-0.611979 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.0455619 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.650502 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.10372 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.421116 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.0914183 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.415692 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.766383 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.818136 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.512952 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.892509 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.166288 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.00460061 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.499957 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.750746 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.93151 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.558951 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-0.801718 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.762018 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.473938 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-0.226578 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.0504816 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.647334 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.0978142 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.559425 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.194299 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),0.0639877 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.430093 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-1.0455 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.817466 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.511926 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),-0.0983109 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.244461 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-1.00394 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.496739 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.96102 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.558105 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.563246 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.460343 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.494122 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.524595 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.314095 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.352335 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.414813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0851994 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.166607 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.153661 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.335356 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.164518 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0921263 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.222046 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.303949 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.286546 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.0339881 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.181086 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.1781 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.239126 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.95059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.0239846 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.438868 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.785763 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.713867 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),-1.07751 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.10892 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.181086 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.1781 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.239126 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.95059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,1),-0.1733 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.140772 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.116668 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.173821 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.397005 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.50099 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.0441863 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.247716 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.224027 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.104314 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.11378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,12),-0.526094 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.949259 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-1.24058 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-0.972454 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.0386081 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.00607953 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.297212 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.578021 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.0300825 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0169655 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.04391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.0802348 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.584059 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),0.0161236 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),0.0486522 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.286428 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.120163 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.412364 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0876264 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.16547 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.82452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),0.0660714 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.383114 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.263476 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.659373 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.624332 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.951319 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.630885 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.746581 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.9425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,1),-0.496439 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.46391 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.722584 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.605026 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.889831 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.28159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0974746 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0566893 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.0489312 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.326414 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.346111 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.619459 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.549306 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0313656 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.00625496 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.331829 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.362391 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.738964 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.925607 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.45342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.307876 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.222792 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.328105 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.394727 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.625284 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.453999 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.406495 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.373967 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.547137 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.466641 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.458587 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.763497 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.35379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.363161 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.154243 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0352887 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.24162 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.205359 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.383311 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.344715 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.267099 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.478171 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.496806 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),0.479024 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.124757 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.130657 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.33877 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.388564 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.533276 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.406008 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.373479 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.466606 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.458488 # DEPENDENCYPART_GRANDPAR
(9,17),(17,10),0.367849 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),-0.151306 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.0409463 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.187909 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.31739 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.0977833 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.047859 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.716139 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.266616 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.477328 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.233669 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),0.125024 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.678134 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.465805 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.412762 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.135795 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.248307 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.174843 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.132789 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.0967437 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.06919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,12),-0.513955 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-0.826398 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.679751 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-0.905878 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.211618 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.248307 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.174843 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.132789 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.0967437 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.278797 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.247751 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.103234 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.176951 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.197234 # DEPENDENCYPART_GRANDPAR
(10,3),(3,11),-0.434289 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.171728 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.140682 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.283572 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.108735 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.118592 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.212723 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.0781031 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.07445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.473218 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.0786944 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.0476484 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.268861 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.052684 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.120252 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.058584 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0291433 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.076628 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.07754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.421081 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.417863 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.796025 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.68836 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.875709 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-1.01568 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.660463 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.0853782 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.0543323 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.288083 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.0543611 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.122749 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0581972 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.187454 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.172732 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.08128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.421091 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.419695 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.645541 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.79605 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.6921 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.875737 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-1.0092 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.661384 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.63123 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.59954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.126838 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.384001 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.247956 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.587389 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.692603 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.654047 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.617056 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.692841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.0460587 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.611977 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.350797 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.691622 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.734862 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.618659 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.587613 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.588275 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.549053 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.580026 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.604944 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.568003 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.653409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.0064848 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.112175 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.138754 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.150067 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.471021 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.452934 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.495679 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.299943 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.610001 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.627164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,12),-0.0699273 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.324472 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.534734 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.675123 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.385434 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.618206 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.58716 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.549053 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.579994 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.652073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.00670618 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.110195 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.302862 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.25225 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.332835 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.255428 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.693875 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.495746 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.299639 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.0330066 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.00884663 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.193876 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.343114 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.443134 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.00875405 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.93451 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.154755 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.15752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,1),0.114114 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),0.0722612 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.154701 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.00351845 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.579749 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-1.0715 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.10986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.269113 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.347946 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.322347 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.638894 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.559253 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.03799 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.53244 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.282957 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.687186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),-0.0723754 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.0255286 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.363533 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.448304 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.357183 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.399036 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.475593 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.528218 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.41604 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.992261 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-1.48676 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.288139 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.669918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.170555 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.188862 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.137913 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.157544 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.221001 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.323786 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.223948 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.326473 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.257286 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.182254 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.11854 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.222621 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.405235 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.222225 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),0.0878202 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),0.0670691 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.828373 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.256945 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.132767 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.147259 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.126857 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.25747 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.0907767 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.0735923 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.0418898 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.0563822 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.109126 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.00690137 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.144616 # DEPENDENCYPART_GRANDPAR
