# _root_ Ο κ. Γιούνκερ εκτίμησε ωστόσο ότι στις συνομιλίες , που διήρκεσαν σχεδόν δέκα ώρες , επιτεύχθηκε πρόοδος .
#goldHeads=3,3,4,5,0,4,16,7,11,11,8,13,14,11,11,6,16,0,
#predictedHeads=3,3,4,0,4,5,16,7,11,11,8,13,14,11,16,0,16,0,
(9,7),(7,8),-0.0632625 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.860015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,1),0.118233 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.163441 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.196314 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.158816 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.251571 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.878849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.285355 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.23042 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.435803 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.502897 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.553409 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.685685 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.437813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.156492 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.0556103 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.705762 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.613158 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.593538 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.610311 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.69999 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.526366 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.411237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.28274 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0334334 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0624826 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.00675756 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0184542 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.0280069 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.125353 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.0672358 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.704049 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.613787 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.580288 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.686708 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.524653 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.343864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.200706 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.343622 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.0613614 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.0976589 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.020254 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.194609 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.112673 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.627104 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.573159 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.564114 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.157627 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.384063 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.00469489 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.035254 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0442009 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.0997836 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.10034 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.631174 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.694637 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.557391 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.100001 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.168567 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.235097 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.138461 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.283488 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.126299 # DEPENDENCYPART_GRANDPAR
(9,17),(17,10),0.159331 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.00467767 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.00493424 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.00758073 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.281301 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.0699115 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.110756 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.314405 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.524468 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.867669 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.154237 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.157964 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.169194 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.272578 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.06813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.838805 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.605258 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.595237 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.617918 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-1.06662 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.683321 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.882348 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.13889 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.520476 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.500633 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.528634 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.630787 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.321611 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.426637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.129498 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.660408 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.0266267 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.230569 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.58867 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.495824 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.296947 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.882348 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-1.13889 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.520476 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.500633 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.528634 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.630787 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.321611 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.42055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.231998 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.110628 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.604231 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.0835474 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0226319 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.495824 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.296947 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.44857 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.847893 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-1.36542 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.717586 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.670474 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.324471 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.599562 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.876875 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.801838 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.92019 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.904629 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.49108 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-1.13296 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.641466 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.74631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.0338199 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.0486794 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.216163 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-0.641785 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.442511 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.613464 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.810581 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-1.38279 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.753011 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.382355 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-1.04994 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.543831 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-2.03271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.212123 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.316435 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.478198 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-1.48707 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.667882 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.831284 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.705696 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-2.07537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,15),-0.494872 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-1.52973 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.683956 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.920649 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.655403 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.44877 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.754266 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-1.26038 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.836944 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.483696 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.651045 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.10439 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.96829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.183293 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.907943 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.307023 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.899561 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.96417 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-1.74999 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.94436 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.878595 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.563535 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-1.11931 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.25425 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.90763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.13629 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.247892 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.407626 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.84043 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.598271 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.654179 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.84401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,16),-1.29837 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-1.31446 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-2.2148 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-1.30279 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.873764 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.46997 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.10896 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.400389 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.23266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),0.195895 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0377431 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.592436 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.399919 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.255081 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.39216 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.533609 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-2.31053 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.35656 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-1.58187 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.515198 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.02463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.369376 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.298098 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.0316289 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.378034 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.230751 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-2.24987 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.891176 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-1.52273 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.214966 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.454488 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.248739 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.861944 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.436931 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.247392 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-1.16801 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-2.08856 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-1.19786 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-1.13878 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.736642 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-1.32352 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.933575 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.144666 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.28579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.268473 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.458169 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.142003 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.0780138 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.265961 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.182445 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.516128 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),0.380786 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.465465 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.0742667 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.469356 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.15566 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.459975 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.413702 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.393733 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.339313 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),0.00780993 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.120521 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.14101 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.300228 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.393884 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.29329 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),0.0119976 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.117661 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.166142 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.281881 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.238687 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.22894 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.184475 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.17885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,14),-0.226134 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.462502 # DEPENDENCYPART_GRANDPAR
(12,4),(4,17),-0.533193 # DEPENDENCYPART_GRANDPAR
(12,4),(4,18),-0.657301 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.452555 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.0996251 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.0749314 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.117208 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.277361 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.27846 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.136291 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.290996 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.17347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,14),-0.283177 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.557502 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.481255 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-0.708278 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.224854 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.273573 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.393523 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.122481 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.0595089 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.113713 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.303763 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.303778 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.409534 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.175984 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.17591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.231291 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.309275 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.616051 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.222037 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.291582 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.219394 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.245997 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.389804 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.406579 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.388481 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.0983494 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.17597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,14),-0.294293 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.566832 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.601068 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.716658 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.25515 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.162484 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.429399 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),0.0155279 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.0569254 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.0686586 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.0409837 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.189171 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.16952 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.221861 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.28422 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.17885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.207958 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.226134 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.462502 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.410189 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.533193 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.657301 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.535216 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.562593 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.773445 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.767253 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.368474 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.80302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.212153 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.14694 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.00693073 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.147607 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.525407 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.718589 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.758462 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.794874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.226027 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.175567 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.225466 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.249627 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.380082 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.50543 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.476302 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.545508 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.550137 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.693612 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.690302 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.536318 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.639006 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.30956 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.751503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.237273 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.221607 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.154127 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.010011 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.296714 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.767563 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.801949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,14),0.212507 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.229962 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.0745016 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.298045 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.225328 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.158315 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.388348 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.370463 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.137144 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.273043 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.233108 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.197638 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.289063 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.292842 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.139238 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.393446 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.660897 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.08245 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.575637 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.770437 # DEPENDENCYPART_GRANDPAR
