# _root_ Καθορίσαμε ορισμένους επιμέρους στόχους , ορισμένες τιμές στόχους για το έτος 2010 , τις οποίες πρέπει να σεβαστούμε .
#goldHeads=0,4,4,5,1,7,5,7,8,11,9,11,16,15,18,7,18,16,0,
#predictedHeads=0,4,4,1,1,7,8,1,8,11,9,11,16,15,18,11,18,16,0,
(7,4),(4,9),-0.398903 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.542223 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.72205 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.365261 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0174706 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.251798 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.193149 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.238539 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.1846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.121451 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.324085 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.395293 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.790455 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.251482 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.132138 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.193375 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.2045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.141349 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.289822 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.652371 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.702525 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.636933 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.680007 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.810845 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.374225 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.61636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.0156173 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.683198 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.132177 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0337527 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.230364 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),0.0743208 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.384536 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.692954 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.152668 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.0320752 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.00206902 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.377512 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.374225 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.626184 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.00986334 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.0119093 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.229404 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),0.0752812 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.398218 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.156372 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.0170247 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.620672 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.725872 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.562605 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.256512 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.638872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.425255 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.0864366 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.0217228 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.386164 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.0765864 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.378893 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.658052 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.491234 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.73304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,9),0.206738 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.181433 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.188237 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.549207 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.0874739 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),0.190508 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.304867 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-0.610772 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.552238 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-0.660403 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.69083 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-0.505765 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-0.288134 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.680237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),0.383974 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),0.216984 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.128629 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.0679211 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.151479 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.543149 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),0.10155 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.011506 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),0.0345019 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.299549 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.341546 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.104515 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.121101 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.010924 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.174768 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.141048 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.13549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),0.0377092 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.609352 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.401974 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-0.351561 # DEPENDENCYPART_GRANDPAR
(8,1),(1,18),-0.245526 # DEPENDENCYPART_GRANDPAR
(8,1),(1,19),-0.663 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.390923 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.109244 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.0919132 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.100464 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.111641 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.19015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),0.0922018 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.394881 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.358812 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.169261 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.129808 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.213249 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.188985 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.15546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),0.0371633 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.629097 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.418967 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.259243 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.693897 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.382373 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.403111 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.0276032 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.114607 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.150221 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.081368 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.2555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.0172253 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.442207 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.777952 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0316735 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0381996 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.191283 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.112759 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.19043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.0918555 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.664137 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.386615 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.405426 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.0269389 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.134983 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.158812 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.239654 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.0177261 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.729476 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.442708 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.465424 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.778204 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.337532 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.66415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.425277 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.151207 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.137359 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.00655504 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.260796 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.773589 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.360956 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0863065 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.00175449 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.291759 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),0.145399 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.290648 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.167746 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0267781 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.436224 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.49154 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.61392 # DEPENDENCYPART_GRANDPAR
(8,16),(16,9),0.594272 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.187182 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.180343 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.672679 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.0868066 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),0.271492 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.18642 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.772338 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.85668 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.438575 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.597499 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.50607 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.687499 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.616381 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.659088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),0.604518 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.134379 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.0377199 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),0.143585 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.666621 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.0727301 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.0624277 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),0.16395 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.181101 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.234434 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.423126 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.109233 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.25503 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.322408 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.124802 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.02273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.343546 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),0.0819684 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.466273 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.544337 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.623405 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.938123 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.974526 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0739059 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0106965 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.00502661 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.0725231 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.353141 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.624341 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.00887611 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.736549 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.769197 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.620241 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.859271 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.637143 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.533047 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.630451 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0828502 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.162864 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.234003 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.354315 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.717182 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.0386098 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.0213287 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.202751 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.0981179 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.271975 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.703655 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.500615 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.869173 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.609453 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.108026 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.21847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,11),-0.717347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.0567703 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.895592 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.29792 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.869261 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.31738 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.41123 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.15235 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.64711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.356431 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.15919 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.0795818 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.163414 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.67777 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.79789 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-1.37372 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.664623 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.733394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,13),0.263634 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.923807 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.116062 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.190954 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.0862965 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.885692 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-1.82413 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.680121 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-1.26288 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.81242 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-1.349 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-1.37618 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-1.1173 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.667167 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.680591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.314908 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.226876 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.917749 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.130139 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.219661 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.00416766 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.0809777 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-0.887409 # DEPENDENCYPART_GRANDPAR
(11,19),(19,12),0.325306 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.135457 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.219193 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),0.216301 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.465303 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.510464 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.09704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.320581 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.495274 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.630989 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.734283 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.876893 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.853785 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.804869 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.876752 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.843977 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.834667 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.643042 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.645026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,16),-0.163737 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.298608 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.331933 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.158795 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.190333 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.219098 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.213871 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.189818 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.160204 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.130785 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.108009 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),-0.102918 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),0.029256 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-1.02766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,18),-0.57102 # DEPENDENCYPART_GRANDPAR
(13,1),(1,19),-0.562006 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.101856 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.110052 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.188302 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.264345 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.0738095 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.0770605 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.046634 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.0070829 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.155555 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.368245 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.340631 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.206856 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.291477 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.282569 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.287482 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.306889 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.277595 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.165424 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.08282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,19),-0.582362 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.259106 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.165604 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.316428 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.132772 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.103572 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.0206905 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.0740844 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.105437 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.11106 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.186978 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.0986312 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.316865 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.143249 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.046463 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.00726533 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.0185049 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.155613 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.07248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,16),-0.367997 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.584966 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.101856 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.110052 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.188302 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.0996695 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.142241 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0392075 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.0070829 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.0693908 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.0186759 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.155555 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.368245 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.585215 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.143634 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.157246 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.145774 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.07248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,16),-0.368594 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.585563 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.574919 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.115306 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.07227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,3),-0.669586 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.633397 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.589774 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.597325 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.531168 # DEPENDENCYPART_GRANDPAR
