# _root_ * Επισκεφθείτε τις ερημικές παραλίες της νότιας Ρόδου , από το Πρασονήσι έως το Πλυμήρι , που προσφέρονται για απομόνωση και ηρεμία .
#goldHeads=0,0,5,5,2,8,8,5,2,5,12,10,5,15,13,18,18,5,18,21,19,21,0,
#predictedHeads=0,0,5,5,2,8,8,5,2,2,12,10,12,15,13,18,18,15,18,21,19,21,0,
(2,18),(18,14),-0.229429 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),0.19186 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),0.383262 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.661033 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.0780594 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.390876 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),0.0385861 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),-0.235917 # DEPENDENCYPART_GRANDPAR
(2,18),(18,23),-0.153877 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.330854 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),0.107347 # DEPENDENCYPART_GRANDPAR
(2,19),(19,22),-0.175895 # DEPENDENCYPART_GRANDPAR
(2,19),(19,23),-0.135369 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.702542 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),0.00888351 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),0.0754676 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-0.192558 # DEPENDENCYPART_GRANDPAR
(2,21),(21,1),-0.294705 # DEPENDENCYPART_GRANDPAR
(2,21),(21,2),-1.57661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,21),(21,4),0.100378 # DEPENDENCYPART_GRANDPAR
(2,21),(21,5),0.636462 # DEPENDENCYPART_GRANDPAR
(2,21),(21,7),-0.539571 # DEPENDENCYPART_GRANDPAR
(2,21),(21,8),0.177112 # DEPENDENCYPART_GRANDPAR
(2,21),(21,9),0.394697 # DEPENDENCYPART_GRANDPAR
(2,21),(21,10),0.285024 # DEPENDENCYPART_GRANDPAR
(2,21),(21,12),0.500378 # DEPENDENCYPART_GRANDPAR
(2,21),(21,13),0.0492976 # DEPENDENCYPART_GRANDPAR
(2,21),(21,15),0.317597 # DEPENDENCYPART_GRANDPAR
(2,21),(21,16),0.447528 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),-0.79048 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),-1.19069 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),-0.0174377 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.446723 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-0.178917 # DEPENDENCYPART_GRANDPAR
(2,21),(21,23),-0.225696 # DEPENDENCYPART_GRANDPAR
(2,22),(22,14),-0.0724251 # DEPENDENCYPART_GRANDPAR
(2,22),(22,17),-0.702542 # DEPENDENCYPART_GRANDPAR
(2,22),(22,19),0.00888351 # DEPENDENCYPART_GRANDPAR
(2,22),(22,20),-0.263783 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),0.309471 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-0.142407 # DEPENDENCYPART_GRANDPAR
(2,23),(23,1),-0.16053 # DEPENDENCYPART_GRANDPAR
(2,23),(23,2),-1.7136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,23),(23,20),-0.535847 # DEPENDENCYPART_GRANDPAR
(2,23),(23,22),-0.380888 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.283928 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.45094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.678743 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.900161 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.683779 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.778872 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.717973 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.93911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.00185202 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.528999 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.480223 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.425992 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.530585 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.184684 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.45145 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.246832 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.428955 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.555326 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),0.0761719 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.271848 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),-0.213057 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.0533481 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.438162 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.391396 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.425317 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.139168 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.39566 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.201317 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.383492 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.943175 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.0231952 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.376112 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.0389534 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.314421 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.222784 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.081844 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.313133 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.14833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,8),-0.0875115 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0241047 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0144576 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.328342 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.11786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.0514061 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.0570831 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.396673 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.42773 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.368622 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.371153 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.531712 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.41407 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.242604 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.522534 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-0.746076 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-0.545559 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-0.852907 # DEPENDENCYPART_GRANDPAR
(5,2),(2,23),-0.886421 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.136649 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0781852 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.17378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.0531085 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.395876 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.61291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.461235 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.509433 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0887695 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0374994 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.196985 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.046016 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),0.0338944 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.532748 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.497502 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0586398 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0991977 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.534845 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.648919 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.153551 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.608523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,7),0.464417 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.446763 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0166295 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.124474 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.0198838 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.0386172 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.0730923 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.00658122 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.167639 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.115031 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.710819 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.26071 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.0107923 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),0.0976187 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.100542 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.0869139 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.729547 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.575657 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.573537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.520743 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.495125 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.488324 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.0101152 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.579051 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.0270725 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.628306 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.0673642 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),0.144231 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.167525 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.0856377 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.388559 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.0121471 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.658368 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.136958 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.627229 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),0.136083 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.0801834 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),0.143111 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.0782813 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.0195687 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.729547 # DEPENDENCYPART_GRANDPAR
(5,15),(15,6),0.520743 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.579051 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.178365 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.192268 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.55793 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.07439 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.561378 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.144231 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.167525 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.281728 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.388559 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.534845 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.648919 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.608523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,8),0.446763 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.0611672 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),0.0968857 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.135777 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),0.153845 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.0273143 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.570309 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.00658122 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.167639 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.252981 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.359812 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.504272 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-0.513127 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.638044 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-0.184145 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-0.650371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,7),0.46107 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),0.416559 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),0.101756 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),0.0663573 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),0.105575 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),0.174557 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.540462 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.0575155 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),0.0843591 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),0.260811 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),0.0258577 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),0.0124583 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.0223124 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.0943724 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.419169 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),0.000622819 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),0.0193892 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.106208 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.494087 # DEPENDENCYPART_GRANDPAR
(5,21),(21,1),-0.576662 # DEPENDENCYPART_GRANDPAR
(5,21),(21,2),-0.748889 # DEPENDENCYPART_GRANDPAR
(5,21),(21,4),-0.25368 # DEPENDENCYPART_GRANDPAR
(5,21),(21,5),-0.531134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,21),(21,7),0.461318 # DEPENDENCYPART_GRANDPAR
(5,21),(21,8),0.517659 # DEPENDENCYPART_GRANDPAR
(5,21),(21,9),0.0921924 # DEPENDENCYPART_GRANDPAR
(5,21),(21,10),0.0201844 # DEPENDENCYPART_GRANDPAR
(5,21),(21,12),0.211216 # DEPENDENCYPART_GRANDPAR
(5,21),(21,13),0.119367 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),0.0481254 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),0.0747953 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.026851 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),0.524521 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),0.0230445 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.166239 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.15612 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.462921 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.280526 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.160264 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.426335 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.483865 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.116407 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.36683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.659697 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.705183 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.784753 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.683547 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.816606 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.760422 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.743997 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-1.28596 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.401067 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.694154 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.448147 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.809306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.346285 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.481172 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.65918 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.585377 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.877582 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.477056 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.897247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.18015 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.421116 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.234167 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.436154 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.311042 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.32816 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.96844 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.0184541 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.312651 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-1.45162 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0346959 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.391255 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.111571 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.279432 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.253279 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.591301 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.842504 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.484328 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.448147 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.80966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.0931446 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.287579 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-1.39487 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.470899 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-1.53612 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.322581 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.854272 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.0125735 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.297513 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.918072 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.332817 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-1.4737 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.164663 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-1.54711 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.183012 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.336668 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.831053 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.796459 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.288406 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.591301 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.448147 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-1.39487 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.115853 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.294919 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-1.46522 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.3851 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.368029 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.854272 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.0125735 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.936028 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.918072 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.601466 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0576094 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.27503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.398198 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.445842 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.794735 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.524801 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-1.09348 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.71804 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.32532 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.967067 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.19321 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.111399 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.709009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0551144 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.244645 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.145855 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.543387 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.174237 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.341731 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.224618 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),-0.0625043 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-1.07102 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.130023 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.197858 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.428764 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.223269 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.278465 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.0456502 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.0794303 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.126473 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.00339475 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.249606 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.302033 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.0466986 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.0638547 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.0591676 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.0731189 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-0.977296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.152298 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.56098 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.419427 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.740638 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.401472 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.284015 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.533792 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),-0.981361 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-0.378214 # DEPENDENCYPART_GRANDPAR
(9,2),(2,22),-0.984956 # DEPENDENCYPART_GRANDPAR
(9,2),(2,23),-0.696326 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.253443 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.222803 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.0388633 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.029259 # DEPENDENCYPART_GRANDPAR
(9,4),(4,10),-0.124934 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.252253 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.0591828 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.219248 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0148977 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.0921522 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0330141 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.15481 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.02212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.147793 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.598733 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.417264 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.778392 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.446299 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.297963 # DEPENDENCYPART_GRANDPAR
