# _root_ Στις διάφορες δράσεις κατέστη δυνατόν , όπως επιθυμούσαμε , να γίνει ισόρροπη κατανομή πόρων μεταξύ ανταλλαγής νέων και εθελοντικής υπηρεσίας .
#goldHeads=4,3,1,0,4,8,8,4,8,11,4,13,11,13,13,18,16,15,20,18,0,
#predictedHeads=4,3,1,0,4,8,8,4,8,11,8,13,11,13,14,15,18,20,18,16,0,
(4,15),(15,13),-0.266086 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.851462 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.825079 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.965565 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.0964254 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.893795 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.382871 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.455524 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.033788 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.619546 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.0948109 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.765957 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.142867 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.838995 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.769754 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.338115 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.72023 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),0.138067 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.699764 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.12356 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.979091 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.904369 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.59084 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-1.19592 # DEPENDENCYPART_GRANDPAR
(4,18),(18,3),-0.739855 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-1.64895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),0.196749 # DEPENDENCYPART_GRANDPAR
(4,18),(18,6),0.196545 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),0.304388 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),-0.389606 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),0.0151419 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.64315 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.764679 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.244599 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.84296 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),0.00344923 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.808871 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-1.11569 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.955627 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.767189 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.431034 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),0.138202 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.921703 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.903537 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.364239 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),-0.61955 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),0.0948095 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-0.598426 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.799818 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),0.0888828 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.842711 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.338115 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-1.14851 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.952514 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.212727 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.728829 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.322697 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.16991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.335575 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.37394 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.646434 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.536773 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.12206 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.382333 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.917568 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.700331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.00967552 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.333451 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.237217 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.495393 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.616364 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.513719 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.660999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.0912413 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.200557 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.275071 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.36021 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.516286 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.11062 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.307792 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.87184 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.684593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.11859 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.0723368 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.251104 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.226648 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.35512 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.532044 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.444442 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.451906 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.00230802 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.63058 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.0735777 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.293197 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.516318 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-1.11064 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.309089 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.871841 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.683736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.120475 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.0779074 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.116537 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.196738 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.100691 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.521526 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.440579 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.448043 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.00996932 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.626717 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.536772 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.0836753 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.477307 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.613976 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.291396 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.0380109 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.0389141 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.93458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,3),-0.00325301 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.0912743 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.119055 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.00661485 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.0835704 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.190972 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.198217 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.953414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.156935 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.35211 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.0576933 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0734896 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0945277 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.908588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.197617 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.338162 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.327939 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.48546 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.714537 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.757065 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.7315 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.541392 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.720151 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.691372 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.49449 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.693712 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.726178 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-0.436955 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.0319269 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.950848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.166878 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.327374 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.476942 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.429106 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.31877 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.446495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.0179942 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0639742 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.166847 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.438636 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.392399 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.451246 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.409577 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.333389 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.487282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.252063 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0299518 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.229199 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.139316 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.224272 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.236331 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.210767 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.0603303 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.199418 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.0789189 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.05674 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.432001 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.376179 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.482271 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.427593 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.317379 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.587563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.181281 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0178177 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.310407 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.339654 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.391126 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.316492 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.318829 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.438668 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.39242 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.452542 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.409578 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.33341 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.485705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.257141 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.169581 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.094943 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.126726 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.214898 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.233811 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.208246 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.0694896 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.196897 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.193814 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.0902296 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.194073 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.202924 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.056084 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),0.310926 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.0873327 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.0126271 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.273876 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.248311 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.236962 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.184793 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.0684905 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.0174629 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.134578 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.0382449 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.23214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.42731 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.492164 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.327871 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.128372 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.295125 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.194217 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0498924 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.23436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.460622 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.609688 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.525477 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.834315 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.625563 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.221469 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.568261 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.372727 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.38752 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.303798 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.797747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.205057 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.35979 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0397842 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.303905 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.372159 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.240769 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.371137 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.256647 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.298081 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.356693 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.648162 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.233612 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.634898 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.421063 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.399873 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.405042 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.809538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0309397 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.288894 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.484 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.602222 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.614389 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.586462 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.625595 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.22149 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.569557 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.372728 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.387541 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.303805 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.793697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.0844806 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.163239 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.211751 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.296305 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.369381 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.237991 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.385004 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.253869 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.428772 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.311053 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.398766 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.296987 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.35776 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.851889 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.874184 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.195548 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.911295 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.462225 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.307279 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.328435 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.653912 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.306259 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.205398 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.255447 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.0836791 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-2.33424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,1),-0.237536 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.952782 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.449878 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.241739 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.114749 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.11227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.242152 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.466207 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.964141 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.561337 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-1.03452 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.488222 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.896524 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-1.43483 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.463212 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-1.62095 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-0.986907 # DEPENDENCYPART_GRANDPAR
(8,4),(4,21),-0.748475 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-1.049 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.2098 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.00526659 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.20369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,11),-0.559898 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.421961 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.855405 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-1.12154 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.690376 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.390336 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.198027 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.27357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.433606 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.629781 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-1.08161 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.415143 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.397851 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.361327 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.23657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.417971 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.595895 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.714504 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.26786 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.52616 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.18934 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.801588 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.725145 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.583958 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.75879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),-0.130445 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.667225 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.356378 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-1.13244 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-1.32404 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.258928 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.566824 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.15359 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.33263 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.03125 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.68687 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.536908 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.477385 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.64911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.0563679 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.801141 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.500758 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.196995 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.670195 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.0888984 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.532052 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.968052 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.227577 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-1.15757 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.622856 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.497321 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.566574 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),0.0845471 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0927958 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.2794 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.7526 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.614457 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.38728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.0396761 # DEPENDENCYPART_GRANDPAR
