# _root_ Αποτελεί πρόκληση για όλους εμάς - το Κοινοβούλιο , την Επιτροπή και το Συμβούλιο - να θεσπίσουμε αυτά τα εχέγγυα , διότι είναι δύσκολο να εξακολουθήσουμε να συμφωνούμε ώσπου να τα αποκτήσουμε .
#goldHeads=0,1,1,5,6,3,8,12,12,11,12,6,14,12,6,17,1,20,20,17,17,1,22,23,26,23,28,26,28,32,32,29,0,
#predictedHeads=0,1,2,5,3,4,8,12,12,11,12,3,14,12,6,17,15,19,20,17,22,17,22,23,26,23,28,26,28,32,32,29,0,
(1,17),(1,22),-0.0731497 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0146273 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0468843 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.00757969 # DEPENDENCYPART_SIBL
(2,1),(2,8),-0.0112069 # DEPENDENCYPART_SIBL
(2,1),(2,12),-0.0237026 # DEPENDENCYPART_SIBL
(2,1),(2,17),0.0937929 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0246333 # DEPENDENCYPART_SIBL
(2,3),(2,6),0.00588289 # DEPENDENCYPART_SIBL
(2,3),(2,8),-0.0080769 # DEPENDENCYPART_SIBL
(2,3),(2,12),-0.0903998 # DEPENDENCYPART_SIBL
(2,3),(2,17),0.0025735 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.0309401 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.0385069 # DEPENDENCYPART_SIBL
(2,4),(2,12),-0.110129 # DEPENDENCYPART_SIBL
(2,4),(2,17),-0.0157009 # DEPENDENCYPART_SIBL
(2,6),(2,8),0.0501778 # DEPENDENCYPART_SIBL
(2,6),(2,12),-0.0585148 # DEPENDENCYPART_SIBL
(2,6),(2,17),-0.0148634 # DEPENDENCYPART_SIBL
(2,8),(2,12),-0.1717 # DEPENDENCYPART_SIBL
(2,8),(2,17),0.00583358 # DEPENDENCYPART_SIBL
(2,12),(2,17),-0.00585153 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0182604 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0590684 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0415601 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.00302094 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0383543 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.0245764 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.0284235 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.0518917 # DEPENDENCYPART_SIBL
(3,1),(3,15),-0.00302094 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0534464 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0646571 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0343077 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.0604184 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.0105967 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.0485763 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.0568883 # DEPENDENCYPART_SIBL
(3,2),(3,15),-0.0343077 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0502645 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0684162 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.196476 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.0387691 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.192162 # DEPENDENCYPART_SIBL
(3,4),(3,12),-0.230773 # DEPENDENCYPART_SIBL
(3,4),(3,15),-0.0684162 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0961474 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.257648 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0622035 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.254935 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.201133 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.0961474 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.0603097 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.00501614 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.0587241 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.146832 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.0523266 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0790082 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.550854 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.507101 # DEPENDENCYPART_SIBL
(3,8),(3,15),-0.149841 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0232818 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0933788 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.043462 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.500214 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.144801 # DEPENDENCYPART_SIBL
(3,12),(3,15),-0.0323466 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.00734146 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0235021 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0304541 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0668755 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0500839 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.0133198 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.00512436 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0126763 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.013527 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.00246664 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.0102814 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.00514731 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0167552 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.0137297 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.00659561 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0702441 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.0285909 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0127593 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0280681 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.101813 # DEPENDENCYPART_SIBL
(4,9),(4,12),0.0171571 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0187343 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0237764 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0026665 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0206099 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0112944 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0716152 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0166281 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.072484 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.072573 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.061891 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.254523 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0101566 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0028318 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.00859408 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.205725 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0304089 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.20871 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.122303 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0513022 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.0677641 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0396041 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0620685 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0813114 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.00382408 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0757619 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.151306 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.034943 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0623063 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0296702 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.147588 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0519674 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.146277 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.105902 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0798555 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0946337 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0691849 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0071242 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0746431 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0779627 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.018184 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.05083 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.103278 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.035968 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0498891 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.13036 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0439505 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0495517 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.00591422 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.00865542 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0113356 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0481963 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.129909 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0479075 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0216712 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.00885335 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.00969546 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0613106 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0767493 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0326428 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0627869 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00351303 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.000413302 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.160114 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.204789 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0012655 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00640235 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0466494 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.101857 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0580116 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00942842 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0169055 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.00356651 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0551324 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00262128 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00934243 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0651334 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.169068 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.015332 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.00333937 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0188779 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.00135577 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0809415 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0155619 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0489442 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.107201 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0498913 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0387151 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.261052 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.0339828 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0339332 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0316447 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0200026 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0175529 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0819744 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.00443199 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.21333 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.157975 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.227306 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0173576 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0230616 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.0249847 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.0245236 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0767973 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.091935 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0442231 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0420355 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0859227 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.193965 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.103703 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0406892 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0705143 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.0442489 # DEPENDENCYPART_SIBL
(9,3),(9,24),0.0422657 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0210981 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0760387 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0206081 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.119667 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.130223 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.121479 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0719791 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0872299 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.236853 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.236824 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0392067 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.00968783 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.051927 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0943367 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0448505 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.00734016 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0305113 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0233578 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0235222 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0338853 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0265411 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.183678 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.034469 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.35347 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0346162 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0157795 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.0122281 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.208322 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.150713 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.223281 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0145368 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0267164 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0219091 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.021448 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.00463574 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0503454 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.157243 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0561854 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0677704 # DEPENDENCYPART_SIBL
(9,11),(9,24),0.0677704 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0158537 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0308577 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.00650381 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0219216 # DEPENDENCYPART_SIBL
(9,12),(9,24),0.0219216 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.16615 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0529043 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0692067 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.0692067 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0147799 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0349578 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.0349578 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.0139112 # DEPENDENCYPART_SIBL
(9,17),(9,24),0.0139112 # DEPENDENCYPART_SIBL
(9,20),(9,24),0.0316914 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0176804 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.490724 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0785482 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.00130289 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0421806 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0832743 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0449131 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0353987 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.00205512 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0687152 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0652661 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.000192771 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0140576 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0326554 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0103186 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.181573 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.073356 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.142062 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.125394 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.119297 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0955934 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.185594 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.00488088 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.11802 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.142842 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.020809 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.036587 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.00572541 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.460541 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.00627389 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.00709726 # DEPENDENCYPART_SIBL
(12,1),(12,22),-0.014118 # DEPENDENCYPART_SIBL
(12,1),(12,23),0.503812 # DEPENDENCYPART_SIBL
(12,1),(12,26),0.461393 # DEPENDENCYPART_SIBL
(12,1),(12,28),0.461077 # DEPENDENCYPART_SIBL
(12,1),(12,29),-0.00821914 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0593225 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0444471 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0591592 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0643266 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0424988 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0223177 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.114033 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.065974 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.00895427 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0468367 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.15134 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.040744 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0173663 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.00329134 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0157557 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.0484867 # DEPENDENCYPART_SIBL
(12,2),(12,23),-0.0394967 # DEPENDENCYPART_SIBL
(12,2),(12,26),-0.0172987 # DEPENDENCYPART_SIBL
(12,2),(12,28),-0.0175415 # DEPENDENCYPART_SIBL
(12,2),(12,29),-0.0347708 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0799414 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0984116 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.120714 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0611787 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0649221 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0469778 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0904144 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.00932611 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0146416 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0407436 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0305852 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0221947 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.02568 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.016007 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.00695276 # DEPENDENCYPART_SIBL
(12,3),(12,23),-0.0327208 # DEPENDENCYPART_SIBL
(12,3),(12,26),-0.0214819 # DEPENDENCYPART_SIBL
(12,3),(12,28),-0.0216538 # DEPENDENCYPART_SIBL
(12,3),(12,29),-0.00406619 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0058345 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0398459 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0303821 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0142702 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.164375 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.00768455 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0132834 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0237289 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0186193 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0368812 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0325223 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.377879 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.0251111 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.0325692 # DEPENDENCYPART_SIBL
(12,4),(12,23),-0.0371204 # DEPENDENCYPART_SIBL
(12,4),(12,26),-0.0324697 # DEPENDENCYPART_SIBL
(12,4),(12,28),-0.0326404 # DEPENDENCYPART_SIBL
(12,4),(12,29),-0.0270924 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0608453 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0217447 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0472677 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.00409925 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.00346972 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0203594 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0334694 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0270126 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0232298 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0329732 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.0215907 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0363716 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.0244329 # DEPENDENCYPART_SIBL
(12,5),(12,23),0.0334728 # DEPENDENCYPART_SIBL
(12,5),(12,26),0.0331216 # DEPENDENCYPART_SIBL
(12,5),(12,28),0.032914 # DEPENDENCYPART_SIBL
(12,5),(12,29),-0.0241147 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0408359 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0566433 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0160643 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.037023 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0273997 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0847166 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0399379 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.304033 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0566898 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.023489 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.026663 # DEPENDENCYPART_SIBL
(12,6),(12,22),-0.0241563 # DEPENDENCYPART_SIBL
(12,6),(12,23),-0.056665 # DEPENDENCYPART_SIBL
(12,6),(12,26),-0.0566372 # DEPENDENCYPART_SIBL
(12,6),(12,28),-0.0569348 # DEPENDENCYPART_SIBL
(12,6),(12,29),-0.0307586 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0352375 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0704777 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.185478 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0649291 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0181708 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0614121 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0305325 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0138478 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.0399047 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0662344 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.00579689 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.00479397 # DEPENDENCYPART_SIBL
(12,7),(12,26),0.0139008 # DEPENDENCYPART_SIBL
(12,7),(12,28),0.0137301 # DEPENDENCYPART_SIBL
(12,7),(12,29),-0.00777897 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.125441 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0639512 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0166308 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0506792 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.139201 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0455437 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0103714 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.00834507 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0206931 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0523273 # DEPENDENCYPART_SIBL
(12,8),(12,23),-0.0315757 # DEPENDENCYPART_SIBL
(12,8),(12,26),-0.0103039 # DEPENDENCYPART_SIBL
(12,8),(12,28),-0.0105466 # DEPENDENCYPART_SIBL
(12,8),(12,29),-0.0386114 # DEPENDENCYPART_SIBL
