# _root_ Επίσης , η περιοχή έχει χαρακτηριστεί μόνιμο καταφύγιο άγριων ζώων , ενώ ανάλογης ποικιλότητας και σημασίας είναι και η πανίδα της .
#goldHeads=12,12,4,6,6,12,8,6,10,8,12,0,15,15,17,15,12,20,20,17,20,0,
#predictedHeads=6,6,4,6,6,12,8,6,10,8,12,0,14,15,17,15,12,20,20,17,20,0,
(4,6),(6,17),-0.670632 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.375802 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-1.02738 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.527399 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0396995 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.236111 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.386247 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.241117 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.215967 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.0647482 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.14265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,1),-0.521404 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0536013 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.18348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,1),-0.363722 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.334991 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0222232 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.2411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-1.07989 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.779979 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.734268 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.620642 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.558396 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.343867 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.53684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.135641 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0733433 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-1.05334 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.574212 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.22214 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.337047 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-1.05733 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.743716 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.364603 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.813509 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-1.31705 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.462573 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.70646 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.732283 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),-0.292662 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.163642 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-1.1468 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.666746 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.791181 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.601789 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.30669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.126189 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0605593 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.986978 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.497041 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.179908 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.269129 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.990962 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.665236 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.296917 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.739724 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-1.06842 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.394886 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.885154 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.791181 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),-0.129108 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.0544447 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0602083 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.972146 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.179868 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.269677 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.991699 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.665194 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.297901 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.808794 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.161846 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-1.32788 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.662965 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.376945 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-1.20139 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.899151 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.972199 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.127243 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-1.03796 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.580498 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.682286 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),-1.5445 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.328386 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.85832 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.0447704 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.348759 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-1.12936 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.569008 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.335124 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-1.303 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.425271 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.184462 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.480148 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.920157 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.35281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.158503 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.427141 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.214177 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.273629 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.262342 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.12561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.0503792 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),0.0697136 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.282469 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.16179 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.637994 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-0.591636 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.5647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.330289 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0444567 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.025978 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.343866 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.884838 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.85487 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.40736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.527144 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0988248 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.117198 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.0770507 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.0228245 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.438432 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.0883881 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.0985991 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),0.0954336 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-1.0884 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.0291208 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.419441 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.463978 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.025978 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.923793 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.343866 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.41028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.533259 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.550475 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0899964 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.0770909 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.0222763 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.439168 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.08843 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.0976148 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.616074 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.342895 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.237158 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0113892 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0776046 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.639032 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.13088 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.122395 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.954676 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.688168 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.896025 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-1.92468 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-1.5412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.229754 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.275708 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.213508 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.0757742 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.172396 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.54683 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.0249845 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.0879809 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.0356062 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-1.13795 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.0397389 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.300017 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.335514 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.162048 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.0473683 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.0539046 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.113783 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.0547016 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-1.27078 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.378906 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.0840284 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.133081 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.453228 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.0988203 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.0954773 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-1.08806 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.0288996 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-1.00476 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.737723 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.966711 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-2.00934 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-1.63558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.231514 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.350409 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.211748 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.000380412 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.185682 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.00726668 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.749005 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.0309824 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.0910185 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-1.44631 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.100033 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.246464 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.415025 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.439096 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.170736 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.317868 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-1.08543 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.0251412 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.240199 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.761888 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.420839 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.582395 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-1.62484 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-1.67654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),0.290806 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),0.246824 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.152456 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.105604 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),0.192064 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.080298 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.689713 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.135285 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.0728191 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.126013 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.0675209 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.644305 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.265719 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.340044 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-1.00476 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-0.737723 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.966711 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-2.00934 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-1.63558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),0.231514 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),0.350409 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),-0.211748 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.000380412 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),0.185682 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.00726668 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.749005 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.0309824 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),0.0973795 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.0215829 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-1.41131 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.699499 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.246464 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.460526 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.415025 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),0.188413 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.619489 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.273255 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.316947 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-1.55135 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),0.0201258 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.432118 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.0410862 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.197434 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.291426 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.100972 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.908306 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.22414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.313466 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.810624 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.404635 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.563119 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.442322 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-1.04045 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.821296 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.343345 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.837368 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.827285 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.477485 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-1.06932 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-0.683162 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.750095 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.472976 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.36439 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.199102 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.711295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.433341 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0499204 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.281289 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0648775 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.66317 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.465275 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.0464528 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.482984 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.455148 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.0876872 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.771003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0949164 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.00215688 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.520213 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.750095 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.199102 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.707249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.171436 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.293731 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.28129 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0654676 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.663948 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.465275 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.0454266 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.258742 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.396001 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.760908 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.656321 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.235536 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.00638854 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.108823 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.277089 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.685361 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.333052 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.250827 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.0341583 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.17619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,10),-0.139727 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.402706 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-1.39908 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-0.750016 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.0904719 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.268058 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.687524 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.352533 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.835552 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0367684 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.18553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.242496 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.14906 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.401468 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.440095 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.755302 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.453432 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.421941 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.48721 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.775672 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.59171 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-1.40841 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.74936 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.501852 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.2402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.243569 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.203737 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.5473 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.680096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.406051 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.687178 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.25801 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.977283 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.630922 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.644817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.3086 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0528481 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0246801 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.298893 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.00964473 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.0414947 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.797129 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.67358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.280462 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.365456 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0230241 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.21961 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.0434199 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.00690969 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.660053 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.822202 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.1751 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-1.37712 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.956785 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.576609 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.727167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.222047 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.318376 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0640997 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.108533 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.157609 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.108224 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.12697 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.261576 # DEPENDENCYPART_GRANDPAR
