# _root_ Επιπλέον , η ισπανική κοινωνία έχει να αντιμετωπίσει και τη βασκική ΕΤΑ , η οποία συνεχίζει τη δράση της παρά τις προσπάθειες εξάρθρωσής της .
#goldHeads=6,6,5,5,6,0,8,6,12,12,12,8,16,15,16,12,18,16,18,16,22,20,22,23,0,
#predictedHeads=6,6,5,5,6,0,8,6,8,12,9,8,16,15,16,12,18,16,18,16,22,20,22,23,0,
(5,16),(16,1),-0.69251 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.52782 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.249492 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.830192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),-0.132322 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.25619 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.2133 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.701909 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.259575 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-1.1485 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.00412871 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-1.21268 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.547327 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.444162 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.570039 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.428146 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-0.603669 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.833304 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.586178 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-1.16734 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.720837 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.575665 # DEPENDENCYPART_GRANDPAR
(5,20),(20,25),-0.720352 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.0688807 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.135913 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.301184 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.88376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,8),-0.733028 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.349024 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.467782 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-1.30292 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.298216 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.341727 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.310928 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.92483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,8),-0.771116 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.368257 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.807352 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.485495 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-1.34102 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.3328 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.238644 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0923847 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.14684 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.438445 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.84785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.697529 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.139063 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0364468 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.308501 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.000114038 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.98245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.693267 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.830955 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.391027 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.892997 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-1.40085 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-1.12588 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.035679 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.521076 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.323208 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.263043 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.510159 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),0.0107436 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.27316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),1.57791 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.000867535 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.603201 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.248771 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.132089 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.0494758 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.583681 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.461659 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.591368 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.540027 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.838199 # DEPENDENCYPART_GRANDPAR
(6,8),(8,25),-0.537172 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.750931 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.636313 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.501575 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.787595 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.326436 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.29564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),1.15885 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.124789 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.652382 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.315773 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.109215 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.698081 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.411975 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.605169 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.142838 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.178486 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.609026 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0646575 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.529016 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.55719 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.702581 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.525244 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.0215763 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.495311 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.513505 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.183075 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.44426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,8),-0.265265 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.200115 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.52321 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.180928 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.836702 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.59404 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.771888 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.706604 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-0.995927 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.52322 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.325352 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.512304 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),0.00919998 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-1.27899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,8),-0.153895 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),0.0725944 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.457638 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.00746209 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.974754 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.451383 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.848275 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.466143 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.591712 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.54451 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.842683 # DEPENDENCYPART_GRANDPAR
(6,16),(16,25),-0.537598 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.572764 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.781103 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.313188 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.817063 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.313676 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.66234 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.471412 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.764667 # DEPENDENCYPART_GRANDPAR
(6,18),(18,25),-0.489882 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.404101 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.316985 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-1.23527 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.459325 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.752604 # DEPENDENCYPART_GRANDPAR
(6,20),(20,25),-0.487605 # DEPENDENCYPART_GRANDPAR
(6,22),(22,14),-0.7636 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.300012 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.796186 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),-0.322485 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.317643 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.489455 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-1.07497 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.765626 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),-0.495162 # DEPENDENCYPART_GRANDPAR
(6,23),(23,14),-0.775337 # DEPENDENCYPART_GRANDPAR
(6,23),(23,17),-0.807926 # DEPENDENCYPART_GRANDPAR
(6,23),(23,18),-0.327489 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),-0.496861 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),-1.08979 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.415389 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),-0.485444 # DEPENDENCYPART_GRANDPAR
(6,23),(23,25),-0.488759 # DEPENDENCYPART_GRANDPAR
(6,25),(25,2),-0.493466 # DEPENDENCYPART_GRANDPAR
(6,25),(25,6),-1.42234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,25),(25,18),-0.616163 # DEPENDENCYPART_GRANDPAR
(6,25),(25,22),-0.704614 # DEPENDENCYPART_GRANDPAR
(6,25),(25,23),-0.992352 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.578075 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.473467 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.560201 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.513967 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.353292 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.367459 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.40032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.0576172 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.199315 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.191848 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.150806 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.0936298 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.127083 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.148096 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.118798 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.177758 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.15667 # DEPENDENCYPART_GRANDPAR
(7,8),(8,25),-0.218309 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.140034 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.190972 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.302545 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-1.10169 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.63111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),0.188531 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-0.375719 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-0.807944 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.429877 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.0104841 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.289738 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-1.27593 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.6661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),0.170954 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.476195 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.391776 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.84295 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),0.204404 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.363357 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.286672 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.249537 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.168677 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-1.04746 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.59621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,1),-0.28756 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.267378 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.399361 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.321819 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.898254 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.118134 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.72732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),0.147915 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.562056 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.904147 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.962886 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.290262 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.299394 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.204259 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.253178 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.234273 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0357119 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.49966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.306574 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.35289 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.266288 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.195769 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.676402 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.878225 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.75774 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-1.01906 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),-1.13859 # DEPENDENCYPART_GRANDPAR
(8,6),(6,25),-0.609926 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.62307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,1),-0.872332 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.820919 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.411047 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.450496 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.926366 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.98229 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.877434 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.01776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.385769 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0147374 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.0349891 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.201307 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.494939 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.455641 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.746743 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.699957 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.428776 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.0203595 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.0268578 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.622435 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.544891 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.512946 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.05542 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.00117081 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.69909 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.784861 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-1.76884 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.1522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.727044 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.196905 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0106339 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.341183 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.671384 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.621475 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.839567 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.957438 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.642228 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.507644 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.172919 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.585674 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-1.6049 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-1.04674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.596054 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.134576 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.0910756 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.523091 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.442295 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.330155 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.534038 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.430028 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.668025 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.794746 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),-0.357222 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),0.448868 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.347904 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.322964 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.325765 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.315046 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.53906 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.62447 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.746274 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-0.339527 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.457825 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.287031 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.825021 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.567284 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.689111 # DEPENDENCYPART_GRANDPAR
(8,20),(20,25),-0.298881 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),-0.330401 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),-0.309788 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.304888 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.392082 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.308541 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.333338 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.700384 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.747233 # DEPENDENCYPART_GRANDPAR
(8,22),(22,25),-0.344806 # DEPENDENCYPART_GRANDPAR
(8,23),(23,14),-0.342139 # DEPENDENCYPART_GRANDPAR
(8,23),(23,17),-0.316628 # DEPENDENCYPART_GRANDPAR
(8,23),(23,18),-0.397086 # DEPENDENCYPART_GRANDPAR
(8,23),(23,20),-0.340743 # DEPENDENCYPART_GRANDPAR
(8,23),(23,21),-0.715206 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),-0.540605 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.461246 # DEPENDENCYPART_GRANDPAR
(8,23),(23,25),-0.338404 # DEPENDENCYPART_GRANDPAR
(8,25),(25,2),-0.679988 # DEPENDENCYPART_GRANDPAR
(8,25),(25,6),-1.72733 # DEPENDENCYPART_GRANDPAR
(8,25),(25,18),-0.672786 # DEPENDENCYPART_GRANDPAR
(8,25),(25,22),-0.816857 # DEPENDENCYPART_GRANDPAR
(8,25),(25,23),-0.933143 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.116694 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.0749385 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.003154 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.0421526 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.0899535 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-0.980336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,13),-0.543399 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.585574 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.226332 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.120628 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.11182 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.218416 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.0755624 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.00508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,11),-0.214367 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.566701 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.618375 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-0.988986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,1),-0.0964683 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.0462945 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.605132 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.0592628 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0451839 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.0852259 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.141403 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.0413716 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.607089 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0759623 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.01338 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.128311 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.152043 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.0289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.301717 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.666387 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.428103 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.0722911 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.0368853 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.50399 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.115011 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.0117334 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.202629 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.152691 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.974891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),-0.18707 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.384372 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.431147 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.553761 # DEPENDENCYPART_GRANDPAR
