# _root_ Το ζητούμενο δεν είναι μόνον ποιος θα επιτύχει τα περισσότερα , η Επιτροπή ή το Συμβούλιο η εμείς ως Κοινοβούλιο , όχι !
#goldHeads=2,4,4,21,4,11,8,4,10,8,8,13,17,17,16,17,11,17,18,19,0,21,21,
#predictedHeads=2,4,4,0,4,8,8,4,10,8,14,13,14,8,16,14,16,21,18,19,22,0,0,
(13,16),(16,12),-0.715556 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.932225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.0469227 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.747957 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-1.13876 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.350936 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.328534 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.184961 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.341052 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-1.32362 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.870128 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-1.00809 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.669079 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-1.06517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.0830595 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.438375 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-1.15452 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.0634009 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.206984 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.331626 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-1.39218 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-1.0796 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.715997 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.940533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),0.0446129 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.766883 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.31335 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-1.11872 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.655219 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.347512 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.185779 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.34142 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.229522 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.0400924 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.0924201 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),0.0654246 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.133773 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-0.836343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,1),0.174625 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.217081 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.113232 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.142268 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.00547112 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.0115225 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.0307297 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.107321 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),0.288697 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.741803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,16),0.185762 # DEPENDENCYPART_GRANDPAR
(14,4),(4,19),-0.228702 # DEPENDENCYPART_GRANDPAR
(14,4),(4,20),-0.282344 # DEPENDENCYPART_GRANDPAR
(14,4),(4,21),-0.254407 # DEPENDENCYPART_GRANDPAR
(14,4),(4,23),-0.332344 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.364751 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.244499 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.0125878 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.0840272 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.205025 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.212502 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.140612 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.0653554 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.338225 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.125642 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.0503672 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.0427447 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.184651 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.273067 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.748928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,16),0.161378 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.236402 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.307711 # DEPENDENCYPART_GRANDPAR
(14,8),(8,21),-0.251491 # DEPENDENCYPART_GRANDPAR
(14,8),(8,23),-0.338999 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.311034 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.157547 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.100497 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.127282 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.255279 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),0.0615817 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.4127 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.37718 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.229404 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.275561 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.140128 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.103801 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.821511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,16),0.0386601 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.260916 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.436296 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.405069 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-0.449505 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.144527 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.153359 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.0060281 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0888027 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.702928 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.836433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.239184 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),0.00123902 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.273158 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.473969 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.590044 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.431663 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.567379 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),0.0208463 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.25998 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.284407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.761157 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.230026 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.187521 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.0256699 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.00897063 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.03162 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.613508 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.565272 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.522987 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.485635 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.17206 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.399499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,16),0.481817 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.106091 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.0215058 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.0898673 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.102883 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-0.663176 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.575629 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),0.0201561 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.260064 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.307457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.705348 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.622494 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.16964 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.0155868 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.191059 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.0175366 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.0397422 # DEPENDENCYPART_GRANDPAR
(14,21),(21,2),-0.716315 # DEPENDENCYPART_GRANDPAR
(14,21),(21,4),-0.637436 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-0.546032 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.501288 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.222671 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.421476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,16),0.378309 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.176626 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.0631456 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.106556 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.0989458 # DEPENDENCYPART_GRANDPAR
(14,23),(23,2),-0.696204 # DEPENDENCYPART_GRANDPAR
(14,23),(23,4),-0.616763 # DEPENDENCYPART_GRANDPAR
(14,23),(23,8),-0.526328 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),0.42392 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),-0.107827 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.0623431 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.0498213 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.580031 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.960545 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.55631 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.334451 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.738897 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.586698 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.568109 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.567923 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.303544 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.664694 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.08348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,5),-0.57289 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.601819 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.744178 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.372507 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.660533 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.193004 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.283343 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.14623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,19),-0.558325 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.476791 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.447459 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.811413 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.439092 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.574984 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.474084 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.477707 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.311449 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.557594 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.476369 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.34937 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.09096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,19),-0.533157 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.421891 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.520866 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.537413 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.104446 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-1.34463 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.96097 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-1.12317 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.788691 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-1.18901 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.719465 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.615045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.174113 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.360317 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.116793 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.0959282 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-1.41323 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-1.19472 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-1.14305 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-1.28409 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.759543 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.821353 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.498913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.138199 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.216282 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.122104 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.0920953 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.10181 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-1.17278 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-1.33493 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-1.11259 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.774928 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-1.19972 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.702312 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.52016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,18),0.172595 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.0817331 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.152739 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.078544 # DEPENDENCYPART_GRANDPAR
(16,23),(23,2),-1.16354 # DEPENDENCYPART_GRANDPAR
(16,23),(23,4),-1.32534 # DEPENDENCYPART_GRANDPAR
(16,23),(23,8),-1.10396 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.548227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,18),0.180105 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),0.122938 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.014582 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.633631 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.586909 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.615208 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.551949 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.600422 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.481479 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.415438 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.769343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),0.1023 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.0282263 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),0.0165539 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-1.42725 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-0.786663 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-1.44955 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.750994 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.936361 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.739746 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.935911 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.88216 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.299984 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.0273769 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.00894262 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-1.44556 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-1.47083 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-1.11954 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.978556 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.736798 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-1.12913 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.97798 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.927257 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.0518011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.241544 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.0358531 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.0104815 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.287538 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),0.00668769 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.246871 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.267366 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.125969 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),0.0833202 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),-0.0972401 # DEPENDENCYPART_GRANDPAR
(19,4),(4,11),-0.208624 # DEPENDENCYPART_GRANDPAR
(19,4),(4,13),-0.252515 # DEPENDENCYPART_GRANDPAR
(19,4),(4,14),-0.15962 # DEPENDENCYPART_GRANDPAR
(19,4),(4,16),-0.111777 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-1.03296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,20),0.0263697 # DEPENDENCYPART_GRANDPAR
(19,4),(4,21),-0.265882 # DEPENDENCYPART_GRANDPAR
(19,4),(4,23),-0.318819 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.181421 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.202419 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),0.0730641 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.22864 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.294721 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.0199119 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.133761 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.135662 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.29686 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.186798 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.385386 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.125679 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.282705 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.276075 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),-0.154637 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),-0.136732 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-1.03152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,20),0.0125694 # DEPENDENCYPART_GRANDPAR
(19,8),(8,21),-0.260059 # DEPENDENCYPART_GRANDPAR
(19,8),(8,23),-0.317435 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.248741 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.377856 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.323845 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.218258 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.241879 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.306516 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.118319 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.173109 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-1.03241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),-0.0584888 # DEPENDENCYPART_GRANDPAR
(19,11),(11,21),-0.364794 # DEPENDENCYPART_GRANDPAR
(19,11),(11,23),-0.380697 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.183024 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.312132 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.0873913 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.224669 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.366932 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.0839276 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.234106 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.0900015 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.03233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.0726436 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.0601549 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.120766 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.201928 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),0.0234112 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.361892 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.0976684 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.317858 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.444448 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.210004 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.335853 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.110717 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.02852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.0475773 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-0.353842 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.369169 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.178754 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.301463 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.100707 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.348817 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.23759 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.0425719 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.207081 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.361234 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.03226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.0724248 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.362801 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.380797 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.02728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,4),-0.597319 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.454538 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.920458 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.765183 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.580659 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.768992 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.630353 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.880672 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.587748 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.650863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.0811593 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.101145 # DEPENDENCYPART_GRANDPAR
(19,21),(21,2),-0.604965 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-0.591902 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-0.445271 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.671507 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.751432 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.584882 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.616694 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.553547 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.657474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.386718 # DEPENDENCYPART_GRANDPAR
