# _root_ Αποτελεί έναν από τους αγαπημένους προορισμούς των Κερκυραίων , καθώς συνδυάζει αστείρευτη φυσική ομορφιά με τη μαγεία της θάλασσας , ενώ απέχει ελάχιστα από την πόλη .
#goldHeads=21,1,2,6,6,3,8,6,10,1,10,14,14,11,11,17,15,19,17,21,0,21,22,22,26,24,0,
#predictedHeads=21,1,2,6,6,3,8,6,11,11,21,14,14,11,11,17,15,19,17,21,0,21,22,22,26,24,0,
(6,14),(6,15),0.0218148 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.074922 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.0272764 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.0111481 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.0181417 # DEPENDENCYPART_SIBL
(6,21),(6,24),-0.0179684 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0379564 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0753305 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.398989 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0574425 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0617131 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0135348 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.024238 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.08949 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0183013 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0437667 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0121198 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.120883 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.012024 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0227125 # DEPENDENCYPART_SIBL
(8,6),(8,11),9.12932e-05 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0366949 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0710239 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0632515 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0430231 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0166589 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00227638 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0061269 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.018688 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0156498 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0153298 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.176725 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.261808 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0339828 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0335142 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0534902 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0520355 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0379765 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.037561 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.105386 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0410898 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0377389 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0366232 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0379373 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0209819 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.021302 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.092933 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0894987 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.239077 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.238877 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.12147 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.00486766 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0653032 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0231965 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0233386 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0228002 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.220857 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0669218 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0250001 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.025001 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0244625 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.226162 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0146681 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.00107668 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.00107504 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0062477 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0139112 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0139096 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0065348 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0316865 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.00867211 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.00879633 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0314856 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0139177 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0239269 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0139177 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.162194 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.143845 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0099408 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0102366 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0237156 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.00894009 # DEPENDENCYPART_SIBL
(10,1),(10,22),0.143845 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0122143 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0166211 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0123096 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.147886 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.00533934 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0045547 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.00367996 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0505331 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0843722 # DEPENDENCYPART_SIBL
(10,3),(10,22),0.00533934 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0248568 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00976562 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.167531 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.00673108 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.00400336 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.00372551 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.000711498 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0412895 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.00673108 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0426859 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0962585 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0179798 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0109237 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0109405 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0371147 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0473219 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.0179798 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.168443 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.00679274 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00403731 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.00375947 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00329573 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0406782 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.00679274 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.241873 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0701994 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0701812 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0343817 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.128419 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.241873 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00948516 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00948516 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.000113071 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0186328 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.122207 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0345392 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0243892 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.00746614 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0166301 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0244407 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.00746614 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0166301 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.00830403 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0369789 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0315605 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0450056 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0228606 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0621629 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0734873 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0621412 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0734873 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.00752377 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0361619 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0164693 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0167651 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0207323 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.00619803 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.013411 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0134029 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.0185518 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0113085 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.0562719 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.00355849 # DEPENDENCYPART_SIBL
(11,1),(11,24),0.0155197 # DEPENDENCYPART_SIBL
(11,1),(11,26),-0.0134144 # DEPENDENCYPART_SIBL
(11,1),(11,27),-0.0376651 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.00717175 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.00321277 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0272739 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0383385 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0272739 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.000739979 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0194223 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.00882095 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.00882094 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.00695276 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.00811543 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0142076 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.014215 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.024869 # DEPENDENCYPART_SIBL
(11,2),(11,21),0.00926797 # DEPENDENCYPART_SIBL
(11,2),(11,22),0.0120792 # DEPENDENCYPART_SIBL
(11,2),(11,23),-0.00784108 # DEPENDENCYPART_SIBL
(11,2),(11,24),0.0146952 # DEPENDENCYPART_SIBL
(11,2),(11,26),0.0154572 # DEPENDENCYPART_SIBL
(11,2),(11,27),-0.0482004 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.00445467 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0118536 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0425867 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0117582 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0126085 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0310025 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0131784 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0140532 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0477757 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0269059 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0377336 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0377249 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0258198 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.00464351 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.0149129 # DEPENDENCYPART_SIBL
(11,3),(11,23),-0.00992377 # DEPENDENCYPART_SIBL
(11,3),(11,24),-0.0129889 # DEPENDENCYPART_SIBL
(11,3),(11,26),-0.0417551 # DEPENDENCYPART_SIBL
(11,3),(11,27),-0.0359823 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0555157 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0214127 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0555157 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.00230779 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0560033 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0931976 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0931706 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.00757227 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0215496 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.00153537 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.00154277 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.00727249 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.0117054 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.0201952 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.0209655 # DEPENDENCYPART_SIBL
(11,5),(11,24),-0.0230666 # DEPENDENCYPART_SIBL
(11,5),(11,26),0.00404293 # DEPENDENCYPART_SIBL
(11,5),(11,27),-0.0410685 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0809291 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.182493 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0410547 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0198131 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0257742 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0254964 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0173651 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.00889233 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0123732 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0123556 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.00421039 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.0119104 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.00826581 # DEPENDENCYPART_SIBL
(11,6),(11,23),0.00443677 # DEPENDENCYPART_SIBL
(11,6),(11,24),0.0379136 # DEPENDENCYPART_SIBL
(11,6),(11,26),-0.00856528 # DEPENDENCYPART_SIBL
(11,6),(11,27),-0.0157036 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0326536 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.00808347 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0124862 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.014406 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0144228 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0182025 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0540328 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0100761 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0100684 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.069441 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0371783 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.0151368 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0553943 # DEPENDENCYPART_SIBL
(11,7),(11,24),-0.0611854 # DEPENDENCYPART_SIBL
(11,7),(11,26),-0.00909584 # DEPENDENCYPART_SIBL
(11,7),(11,27),-0.0867462 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0401423 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0198131 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0258082 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0255303 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0147809 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.00950363 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.00978892 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.00977133 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.00421021 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.0121022 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.00820415 # DEPENDENCYPART_SIBL
(11,8),(11,23),0.00443677 # DEPENDENCYPART_SIBL
(11,8),(11,24),0.0391362 # DEPENDENCYPART_SIBL
(11,8),(11,26),-0.00598105 # DEPENDENCYPART_SIBL
(11,8),(11,27),-0.0157035 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.00300399 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0238806 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0238989 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.013796 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0134842 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.00127392 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.00128132 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0423738 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0177656 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.00921843 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.0218755 # DEPENDENCYPART_SIBL
(11,9),(11,24),-0.00083905 # DEPENDENCYPART_SIBL
(11,9),(11,26),0.00958041 # DEPENDENCYPART_SIBL
(11,9),(11,27),-0.0661995 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0659401 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0659401 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0702541 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0333541 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0534049 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0533975 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.00714369 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0429051 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.0628183 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.0399035 # DEPENDENCYPART_SIBL
(11,10),(11,24),-0.068357 # DEPENDENCYPART_SIBL
(11,10),(11,26),-0.0525398 # DEPENDENCYPART_SIBL
(11,10),(11,27),-0.0726069 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.103762 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0354539 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0503807 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0343066 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0343066 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.00977009 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0143784 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.00752358 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.03017 # DEPENDENCYPART_SIBL
(11,12),(11,24),0.00915922 # DEPENDENCYPART_SIBL
(11,12),(11,26),-0.0350174 # DEPENDENCYPART_SIBL
(11,12),(11,27),-0.0659319 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0355053 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0503807 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0343323 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0343323 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.00977009 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0143784 # DEPENDENCYPART_SIBL
(11,13),(11,22),0.00752358 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.03017 # DEPENDENCYPART_SIBL
(11,13),(11,24),0.00915922 # DEPENDENCYPART_SIBL
(11,13),(11,26),-0.0350431 # DEPENDENCYPART_SIBL
(11,13),(11,27),-0.0659319 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0126997 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.225248 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.225248 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0106652 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0660227 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0342661 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.00454863 # DEPENDENCYPART_SIBL
(11,14),(11,24),0.0302902 # DEPENDENCYPART_SIBL
(11,14),(11,26),-0.225787 # DEPENDENCYPART_SIBL
(11,14),(11,27),-0.0709827 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0221449 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0221449 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.00796538 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0102737 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.00943592 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.0249704 # DEPENDENCYPART_SIBL
(11,15),(11,24),-0.00411542 # DEPENDENCYPART_SIBL
(11,15),(11,26),-0.0231637 # DEPENDENCYPART_SIBL
(11,15),(11,27),-0.0703386 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.225172 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0101038 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.0658905 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.0341467 # DEPENDENCYPART_SIBL
(11,17),(11,23),0.00829295 # DEPENDENCYPART_SIBL
(11,17),(11,24),0.0262441 # DEPENDENCYPART_SIBL
(11,17),(11,26),-0.225711 # DEPENDENCYPART_SIBL
(11,17),(11,27),-0.0699921 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.010236 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.0660227 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.0342661 # DEPENDENCYPART_SIBL
(11,19),(11,23),0.00454863 # DEPENDENCYPART_SIBL
(11,19),(11,24),0.0302902 # DEPENDENCYPART_SIBL
(11,19),(11,26),-0.225787 # DEPENDENCYPART_SIBL
(11,19),(11,27),-0.0701243 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.0242994 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.00588399 # DEPENDENCYPART_SIBL
(11,20),(11,23),-0.0026725 # DEPENDENCYPART_SIBL
(11,20),(11,24),-0.0221374 # DEPENDENCYPART_SIBL
(11,20),(11,26),0.0025968 # DEPENDENCYPART_SIBL
(11,20),(11,27),-0.109892 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.0245937 # DEPENDENCYPART_SIBL
(11,21),(11,23),-0.0642008 # DEPENDENCYPART_SIBL
(11,21),(11,24),-0.0477837 # DEPENDENCYPART_SIBL
(11,21),(11,26),-0.0708174 # DEPENDENCYPART_SIBL
(11,21),(11,27),0.0514053 # DEPENDENCYPART_SIBL
(11,22),(11,23),-0.0247667 # DEPENDENCYPART_SIBL
(11,22),(11,24),-0.0339766 # DEPENDENCYPART_SIBL
(11,22),(11,26),-0.0650591 # DEPENDENCYPART_SIBL
(11,22),(11,27),0.0191235 # DEPENDENCYPART_SIBL
(11,23),(11,24),-0.0506924 # DEPENDENCYPART_SIBL
(11,23),(11,26),0.0113012 # DEPENDENCYPART_SIBL
(11,23),(11,27),-0.0320447 # DEPENDENCYPART_SIBL
(11,24),(11,26),-0.0332227 # DEPENDENCYPART_SIBL
(11,24),(11,27),-0.14391 # DEPENDENCYPART_SIBL
(11,26),(11,27),-0.0763015 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0324155 # DEPENDENCYPART_SIBL
(12,8),(12,10),-2.85732e-05 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0101933 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0311128 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0767305 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0049108 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0755616 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0755704 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.00569082 # DEPENDENCYPART_SIBL
(12,8),(12,24),0.00862189 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0186666 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0425781 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0252005 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0979841 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.035046 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.104113 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.104113 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.0419976 # DEPENDENCYPART_SIBL
(12,9),(12,24),0.0564058 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.00862513 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00013576 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0241881 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0168093 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0306754 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0306754 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.00737146 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.00725963 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0035531 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0317195 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00945764 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.033476 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0334768 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.121712 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.00933874 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00628248 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0155532 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.00622612 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.00622612 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0142281 # DEPENDENCYPART_SIBL
(12,13),(12,24),0.0207562 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0026162 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.108493 # DEPENDENCYPART_SIBL
