# _root_ Τα τελευταία χρόνια , η δημιουργία Συνεδριακού Κέντρου , δυναμικότητας 1000 συνέδρων έδωσε σημαντική ώθηση στην τουριστική ανάπτυξη της περιοχής .
#goldHeads=3,3,13,13,6,13,8,6,13,8,12,10,0,15,13,13,18,16,20,18,0,
#predictedHeads=3,3,4,13,6,13,8,6,13,8,12,10,0,15,13,13,18,16,20,18,0,
(6,13),(13,11),-0.0315752 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.0424493 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.319193 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.00955755 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.061599 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.353293 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.289467 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.238086 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.228975 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.812943 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.210693 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.0952055 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.201591 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.433138 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.204911 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.538302 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.578246 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.523888 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.588871 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.434919 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.387055 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.342588 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.348854 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.644438 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.518898 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.100393 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.227479 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.366009 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.27516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.252701 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.542324 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.62726 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-1.08962 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.504178 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0781686 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.278956 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.24183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.245428 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.548916 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.801264 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-1.08367 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.922454 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.640978 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.52156 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.0835791 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.163898 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.311759 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.27476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.252716 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.542324 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.808552 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.62726 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.902661 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-1.08959 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.23151 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.675142 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.07292 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.938247 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.520391 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.522616 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.757954 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.200442 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.716625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.183428 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.369535 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.25272 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.463645 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.655269 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.340934 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.905336 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.513151 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.529209 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.19316 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.805145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.22687 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.359162 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.258725 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.453272 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.772393 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.519291 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.30076 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.848754 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.07292 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.520391 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.522616 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.757954 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.200442 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.71757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.317943 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.124721 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.252719 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.46481 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.655265 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.534968 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.793672 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.340016 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.856143 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.833002 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.522616 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.757954 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.200442 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.71757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.317943 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.124721 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.240848 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0955367 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.655265 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.534968 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.793672 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.340016 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.590314 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.856143 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.833002 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.893932 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.438716 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.445549 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.118626 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.788191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.213181 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.0906558 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.342364 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.197166 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.436473 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.432868 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.658983 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.14935 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.487697 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.725548 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.703501 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.317374 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.49428 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.526635 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.71361 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.695941 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.324955 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.659395 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.554191 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.618058 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.255386 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.578511 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.1498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,1),-0.604056 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.975728 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.263882 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.495754 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.547199 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.208412 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.21498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.473869 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.607131 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.918787 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.898044 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.627928 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.571794 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.179942 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.13017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.417346 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.500402 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.837161 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-1.37224 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.600171 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.977966 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.656054 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.312844 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.541722 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.19274 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.473868 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.585227 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.60713 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.471721 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.918765 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.16159 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.812947 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.566842 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.348075 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.541659 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.52051 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.14979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.423586 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.520024 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.406517 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.832675 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.728542 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.40046 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.15715 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.717648 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.11857 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.311448 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.583247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0316983 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.145169 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.145205 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.581916 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.869861 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.350328 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.827895 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.07435 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.24192 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.77417 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.0354 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.20339 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.427711 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.55378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.0326575 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.108747 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.110972 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.432426 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.949993 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.579177 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.412555 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.858867 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.832505 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),-0.0156223 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.0238689 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.103933 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.586201 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.77417 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-1.0354 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-1.20339 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.427711 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.55378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.0326575 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.0730755 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0636954 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.432426 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.949993 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.579177 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.412555 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.951211 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.858867 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.832505 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.43204 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.1222 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.660807 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-1.08352 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.343016 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.617121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.126847 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.0129763 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.12455 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.126483 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.760644 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.275407 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.141412 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.760635 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.557904 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.534521 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.402474 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-1.02809 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.844831 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.657683 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.641214 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.524545 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.172684 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.15474 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.128104 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.012492 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.0197378 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.153994 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.0153326 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.165444 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.0184244 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.0762988 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.115594 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.0865423 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.03438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,11),-0.293025 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.487017 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.0786218 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.23663 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.153762 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.116849 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.146336 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.04472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.263356 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.491066 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.646336 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.14837 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.0149242 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.047815 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.222817 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.168421 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.0988693 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.0856562 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.03442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.270143 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.293074 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.469119 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.487044 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.69034 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.647953 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.119423 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.222184 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.0971676 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0484802 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0206299 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.03181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.2503 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.449276 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.46226 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.627693 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.146204 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.0138086 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.0499097 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.22263 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.170587 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.114947 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.0360997 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.03438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.270079 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.293025 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.469054 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.486996 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.647882 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.694954 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.639063 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.587273 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.429333 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.472411 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.449401 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.465157 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.61718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0951584 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.117426 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0562489 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.197562 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.103824 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.20146 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.0825062 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.176019 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.592981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.200806 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.022466 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.243691 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.587273 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.429333 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.472411 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.449401 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.465157 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.61718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.279864 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.207131 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0562489 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.197562 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.103824 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.20146 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.18965 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.0825062 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.176019 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.450438 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.601453 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.542446 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.434661 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.433767 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.427408 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.572795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.197209 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.0806584 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.00176598 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.175735 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.129501 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.147321 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.169535 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.112279 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.206851 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.2481 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0165285 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.170048 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.250247 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.206495 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.152414 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.246039 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.227761 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.19312 # DEPENDENCYPART_GRANDPAR
