# _root_ Το Κάστρο βρίσκεται πάνω σε ένα γιγαντιαίο βράχο , κρεμασμένο πάνω από το πέλαγος , με πανοραμική θέα και αποτελεί ένα φυσικό φρούριο .
#goldHeads=2,19,19,3,4,8,8,5,10,3,10,11,14,12,10,2,18,16,0,19,23,23,20,0,
#predictedHeads=2,3,0,3,3,8,8,5,3,19,10,11,14,12,10,10,18,16,0,19,23,23,20,0,
(5,3),(3,1),-0.370551 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.179005 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0756406 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.807985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.0922708 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.124505 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.251678 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.456513 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.652162 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.647216 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.828519 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.395183 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.668977 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.293679 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.74156 # DEPENDENCYPART_GRANDPAR
(5,3),(3,23),-1.20218 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-0.628554 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.371024 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.219637 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.810626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.0891274 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.134408 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.328023 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.472549 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.64896 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.399501 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.380109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.920379 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.420066 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.040984 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0314748 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.0924864 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.86506 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.680668 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.435278 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.335033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),1.06289 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.463618 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.0213474 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.0316339 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.112219 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.693249 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.640342 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.407739 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.422103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,7),0.356054 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.352621 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.121026 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.644508 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.606112 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.423804 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.493358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),0.29227 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.261276 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.0548262 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.16113 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0856217 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.337085 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.125428 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.0890066 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.343116 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.390239 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.00937845 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.347173 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.70955 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.322154 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.622267 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.401721 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.372251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,8),0.330201 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.177345 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.0124605 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.139349 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.427346 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.184759 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.175346 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.486073 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),0.0538402 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.352583 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-0.666444 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.382823 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.487556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,7),0.214751 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),0.358932 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),0.265529 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),0.0342992 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.30693 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.324086 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.647378 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.345118 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),0.122024 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.32452 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.557992 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.406625 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.265057 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.477104 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.39521 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.280204 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.745537 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.233651 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.108016 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.04966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.605805 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.576893 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.518882 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.709649 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.256901 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0731118 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.476453 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.05718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.622673 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.556612 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.535059 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.588821 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.54274 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.20798 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.689682 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.484348 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.613841 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.906556 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.539352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.233635 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.129271 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.199601 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.844109 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.683642 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.489894 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.608492 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.626928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.184066 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.243439 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.769568 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.637501 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.495032 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.591338 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.609649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.199644 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.135461 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.124071 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.259218 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.397101 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.298701 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.169199 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.623071 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.735476 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.129721 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.370566 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.610306 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.406219 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.200001 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.22697 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-1.48552 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.320403 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.240641 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.663476 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.104578 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.519544 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.131371 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.0418308 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0563162 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.0182168 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.44523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.362295 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.544216 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.646666 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.685724 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-1.18184 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.550272 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.609497 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.67441 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-1.06857 # DEPENDENCYPART_GRANDPAR
(8,3),(3,23),-1.44305 # DEPENDENCYPART_GRANDPAR
(8,3),(3,24),-0.91484 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.579555 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.989763 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0702276 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.0228489 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.46318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.429713 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.558065 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.68446 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-1.04483 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0672478 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.312604 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.114215 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.48432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.418482 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.571379 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.624352 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.674805 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.0737601 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.216505 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.254635 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.49782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.425376 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.549622 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.653209 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.903427 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.38942 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.450239 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.597081 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.47478 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.931194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.297628 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.868372 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.37911 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.491934 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.616636 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.506347 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.972122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.12789 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0738104 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0732528 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.422897 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.0778922 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.0237654 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.351162 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.434561 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.146241 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.594419 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.682907 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.44117 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.39304 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.466223 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.61587 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.00755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.0210751 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0114134 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.124917 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.603464 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.222541 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.076779 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.621374 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.171588 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.673631 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.191003 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.259616 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.344416 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.184383 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.291762 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.156116 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.201222 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.140121 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.00963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.267137 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.641433 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.634176 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.7645 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.538107 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.679296 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.463014 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-0.518227 # DEPENDENCYPART_GRANDPAR
(9,3),(3,23),-1.0094 # DEPENDENCYPART_GRANDPAR
(9,3),(3,24),-0.621053 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.3486 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.21684 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.0285111 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.111454 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.103534 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.05707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.266947 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.620312 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.211134 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.297356 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.180127 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.197281 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.0587824 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.03474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.269472 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.594077 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.441789 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.336909 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.184373 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0664716 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0966011 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.05096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.255412 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.605879 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.207987 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.131198 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.248062 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.17173 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0429836 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.154067 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.05353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.280147 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.595359 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.677447 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.549514 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.74569 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.587964 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.625895 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.544644 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.585914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.182979 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.165872 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.238196 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.177021 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.196277 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.188225 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.330103 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.0451339 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.170554 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.481898 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.238776 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.424173 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.201354 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.580825 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.339352 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.322577 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.0281077 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-1.02192 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.364475 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),0.146264 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-2.49104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.173543 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.141942 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.581257 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.377662 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.255098 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-0.325013 # DEPENDENCYPART_GRANDPAR
(10,3),(3,20),-1.26731 # DEPENDENCYPART_GRANDPAR
(10,3),(3,23),-1.19318 # DEPENDENCYPART_GRANDPAR
(10,3),(3,24),-0.752453 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.606605 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.992812 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.143377 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.89392 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.258501 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.199488 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-2.61758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,12),-0.275449 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.95332 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.231682 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-1.16737 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-1.0098 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.149118 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.0369339 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-2.62951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.264339 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.427602 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.318394 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.0140022 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-1.03326 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.119964 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.164887 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.58239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,12),-0.24788 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.435669 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.788845 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.212095 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.0378542 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.966963 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.759189 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.119058 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.71295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.322173 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.481019 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-1.28545 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.383082 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.0886637 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.955848 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.333201 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.65229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,3),-1.75216 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.699542 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.394545 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.684014 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.33898 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.97777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.153744 # DEPENDENCYPART_GRANDPAR
