# _root_ Πρότεινα να ξεκινήσει ο Πρόεδρός μας , παράλληλα με τις εργασίες της Συνέλευσης και σε συνεργασία με τα εθνικά κοινοβούλια , εκστρατεία με θέμα " Ας μιλήσουμε ανοιχτά " .
#goldHeads=0,3,1,5,3,5,14,14,8,11,9,13,11,3,14,15,16,20,20,17,14,3,22,23,27,27,24,27,27,0,
#predictedHeads=0,3,1,5,3,5,8,3,8,11,9,13,11,3,14,15,16,20,20,17,3,21,22,23,27,27,24,27,27,0,
(3,7),(3,21),0.0197356 # DEPENDENCYPART_SIBL
(3,7),(3,23),0.033277 # DEPENDENCYPART_SIBL
(3,7),(3,25),-0.0406909 # DEPENDENCYPART_SIBL
(3,7),(3,28),0.00198668 # DEPENDENCYPART_SIBL
(3,7),(3,29),-0.0406909 # DEPENDENCYPART_SIBL
(3,7),(3,30),-0.109895 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.0211141 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0347264 # DEPENDENCYPART_SIBL
(3,8),(3,13),0.0352858 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.0160085 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.0272437 # DEPENDENCYPART_SIBL
(3,8),(3,16),0.0280362 # DEPENDENCYPART_SIBL
(3,8),(3,17),0.0211141 # DEPENDENCYPART_SIBL
(3,8),(3,21),0.0454139 # DEPENDENCYPART_SIBL
(3,8),(3,23),0.0211141 # DEPENDENCYPART_SIBL
(3,8),(3,25),0.00905894 # DEPENDENCYPART_SIBL
(3,8),(3,28),-0.0145785 # DEPENDENCYPART_SIBL
(3,8),(3,29),0.00905894 # DEPENDENCYPART_SIBL
(3,8),(3,30),-0.00210342 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0223311 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.0221449 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.160292 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.0317714 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.025409 # DEPENDENCYPART_SIBL
(3,9),(3,17),-0.0712469 # DEPENDENCYPART_SIBL
(3,9),(3,21),-0.00796686 # DEPENDENCYPART_SIBL
(3,9),(3,23),-0.0712469 # DEPENDENCYPART_SIBL
(3,9),(3,25),-0.0303482 # DEPENDENCYPART_SIBL
(3,9),(3,28),-0.0203112 # DEPENDENCYPART_SIBL
(3,9),(3,29),-0.0303482 # DEPENDENCYPART_SIBL
(3,9),(3,30),-0.0703415 # DEPENDENCYPART_SIBL
(3,11),(3,13),-0.220335 # DEPENDENCYPART_SIBL
(3,11),(3,14),-0.196853 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.0438582 # DEPENDENCYPART_SIBL
(3,11),(3,16),-0.22316 # DEPENDENCYPART_SIBL
(3,11),(3,17),0.0210616 # DEPENDENCYPART_SIBL
(3,11),(3,21),-0.00519861 # DEPENDENCYPART_SIBL
(3,11),(3,23),0.0210616 # DEPENDENCYPART_SIBL
(3,11),(3,25),0.0266566 # DEPENDENCYPART_SIBL
(3,11),(3,28),0.0178807 # DEPENDENCYPART_SIBL
(3,11),(3,29),0.0266566 # DEPENDENCYPART_SIBL
(3,11),(3,30),-0.0650881 # DEPENDENCYPART_SIBL
(3,13),(3,14),-0.198434 # DEPENDENCYPART_SIBL
(3,13),(3,15),0.035738 # DEPENDENCYPART_SIBL
(3,13),(3,16),-0.224795 # DEPENDENCYPART_SIBL
(3,13),(3,17),0.0161855 # DEPENDENCYPART_SIBL
(3,13),(3,21),-0.00669364 # DEPENDENCYPART_SIBL
(3,13),(3,23),0.0161855 # DEPENDENCYPART_SIBL
(3,13),(3,25),0.0251598 # DEPENDENCYPART_SIBL
(3,13),(3,28),0.0163004 # DEPENDENCYPART_SIBL
(3,13),(3,29),0.0251598 # DEPENDENCYPART_SIBL
(3,13),(3,30),-0.0665849 # DEPENDENCYPART_SIBL
(3,14),(3,15),0.0100323 # DEPENDENCYPART_SIBL
(3,14),(3,16),-0.0136741 # DEPENDENCYPART_SIBL
(3,14),(3,17),0.019974 # DEPENDENCYPART_SIBL
(3,14),(3,21),-0.00573945 # DEPENDENCYPART_SIBL
(3,14),(3,23),0.019974 # DEPENDENCYPART_SIBL
(3,14),(3,25),0.00142128 # DEPENDENCYPART_SIBL
(3,14),(3,28),-0.0362112 # DEPENDENCYPART_SIBL
(3,14),(3,29),0.00142128 # DEPENDENCYPART_SIBL
(3,14),(3,30),0.0195016 # DEPENDENCYPART_SIBL
(3,15),(3,16),-0.0193521 # DEPENDENCYPART_SIBL
(3,15),(3,17),-0.0523743 # DEPENDENCYPART_SIBL
(3,15),(3,21),-0.00397625 # DEPENDENCYPART_SIBL
(3,15),(3,23),-0.0523743 # DEPENDENCYPART_SIBL
(3,15),(3,25),-0.00785166 # DEPENDENCYPART_SIBL
(3,15),(3,28),0.00228075 # DEPENDENCYPART_SIBL
(3,15),(3,29),-0.00785166 # DEPENDENCYPART_SIBL
(3,15),(3,30),-0.0476705 # DEPENDENCYPART_SIBL
(3,16),(3,17),0.00277143 # DEPENDENCYPART_SIBL
(3,16),(3,21),0.00442603 # DEPENDENCYPART_SIBL
(3,16),(3,23),0.00277143 # DEPENDENCYPART_SIBL
(3,16),(3,25),0.0269404 # DEPENDENCYPART_SIBL
(3,16),(3,28),0.0133594 # DEPENDENCYPART_SIBL
(3,16),(3,29),0.0269404 # DEPENDENCYPART_SIBL
(3,16),(3,30),-0.0633614 # DEPENDENCYPART_SIBL
(3,17),(3,21),-0.00796686 # DEPENDENCYPART_SIBL
(3,17),(3,23),-0.0712469 # DEPENDENCYPART_SIBL
(3,17),(3,25),-0.0303482 # DEPENDENCYPART_SIBL
(3,17),(3,28),-0.0203112 # DEPENDENCYPART_SIBL
(3,17),(3,29),-0.0303482 # DEPENDENCYPART_SIBL
(3,17),(3,30),-0.0703415 # DEPENDENCYPART_SIBL
(3,21),(3,23),0.033277 # DEPENDENCYPART_SIBL
(3,21),(3,25),-0.0406909 # DEPENDENCYPART_SIBL
(3,21),(3,28),0.00198668 # DEPENDENCYPART_SIBL
(3,21),(3,29),-0.0406909 # DEPENDENCYPART_SIBL
(3,21),(3,30),-0.109895 # DEPENDENCYPART_SIBL
(3,23),(3,25),-0.0303482 # DEPENDENCYPART_SIBL
(3,23),(3,28),-0.0203112 # DEPENDENCYPART_SIBL
(3,23),(3,29),-0.0303482 # DEPENDENCYPART_SIBL
(3,23),(3,30),-0.0703415 # DEPENDENCYPART_SIBL
(3,25),(3,28),-0.0405051 # DEPENDENCYPART_SIBL
(3,25),(3,29),-0.0770219 # DEPENDENCYPART_SIBL
(3,25),(3,30),-0.154032 # DEPENDENCYPART_SIBL
(3,28),(3,29),-0.020561 # DEPENDENCYPART_SIBL
(3,28),(3,30),-0.0322419 # DEPENDENCYPART_SIBL
(3,29),(3,30),-0.154032 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0202339 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.143404 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0394257 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0265516 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.000104689 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0266479 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.00542455 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.00747275 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.0235565 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.0152551 # DEPENDENCYPART_SIBL
(5,1),(5,17),-0.0266479 # DEPENDENCYPART_SIBL
(5,1),(5,23),-0.0266479 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.143404 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0394346 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0265522 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.000104689 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0266673 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.00542455 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.00747275 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0236022 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0152648 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.0266673 # DEPENDENCYPART_SIBL
(5,3),(5,23),-0.0266673 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0775084 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0836379 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.000624096 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0567823 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0610063 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0589744 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0183725 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0415505 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.0567823 # DEPENDENCYPART_SIBL
(5,4),(5,23),-0.0567823 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.076612 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.000212437 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0310904 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.111219 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.111219 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.117799 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0137723 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.0310904 # DEPENDENCYPART_SIBL
(5,6),(5,23),0.0310904 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0846445 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0146956 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0608307 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0608308 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.000719688 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0133204 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.0146956 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.0146956 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.00650573 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0438577 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0440454 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.021738 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.00393141 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.00650573 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.00650573 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0201621 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0201621 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0760683 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.00882068 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0246342 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.0246342 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.122516 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.173923 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0775919 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.0311151 # DEPENDENCYPART_SIBL
(5,11),(5,23),0.0311151 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.171957 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.0762097 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.0313549 # DEPENDENCYPART_SIBL
(5,13),(5,23),0.0313549 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0122878 # DEPENDENCYPART_SIBL
(5,14),(5,17),-0.00938536 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.00938536 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.0155449 # DEPENDENCYPART_SIBL
(5,15),(5,23),0.0155449 # DEPENDENCYPART_SIBL
(5,17),(5,23),-0.0246342 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.102827 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0153489 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.174883 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0918755 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0520317 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0153489 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.174883 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0918561 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0520317 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0536093 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0423602 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.21946 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0233059 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0147631 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00428492 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.017347 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0113053 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.159432 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0255764 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0116369 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0129423 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0235031 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0190243 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0113386 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0255764 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.00715699 # DEPENDENCYPART_SIBL
(8,1),(8,27),0.135667 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0113053 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.159424 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0255957 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0116369 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0129423 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0234574 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0190146 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0113386 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0255957 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.00715646 # DEPENDENCYPART_SIBL
(8,3),(8,27),0.139293 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.16429 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.061608 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.01313 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0115754 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0325028 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0115667 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.012927 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.061608 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.0176718 # DEPENDENCYPART_SIBL
(8,5),(8,27),-0.00828685 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0343717 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00234774 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.00203477 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0668529 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0689471 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.00171446 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0343717 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.293721 # DEPENDENCYPART_SIBL
(8,7),(8,27),0.122832 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0384401 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0384401 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0732278 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0711765 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.03873 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.107153 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.0180961 # DEPENDENCYPART_SIBL
(8,9),(8,27),-0.0314743 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.14666 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.14023 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.020182 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.146577 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0155688 # DEPENDENCYPART_SIBL
(8,11),(8,21),0.0174622 # DEPENDENCYPART_SIBL
(8,11),(8,27),-0.0318465 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.14023 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0168861 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.146631 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0172426 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.0175049 # DEPENDENCYPART_SIBL
(8,13),(8,27),-0.0297749 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.032249 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0161012 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0191381 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.00202682 # DEPENDENCYPART_SIBL
(8,14),(8,27),-0.00982426 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0234067 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.070654 # DEPENDENCYPART_SIBL
(8,15),(8,21),0.0235751 # DEPENDENCYPART_SIBL
(8,15),(8,27),-0.0337502 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0226604 # DEPENDENCYPART_SIBL
(8,16),(8,21),0.0268966 # DEPENDENCYPART_SIBL
(8,16),(8,27),-0.0319219 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.0180961 # DEPENDENCYPART_SIBL
(8,17),(8,27),-0.0314743 # DEPENDENCYPART_SIBL
(8,21),(8,27),-0.000659503 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0807937 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00126599 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0154544 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0160518 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0125367 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0307665 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.454505 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0050813 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0469053 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0474864 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00164909 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0460082 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.0611817 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0343622 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0343628 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.184613 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0343931 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.00455633 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.31944 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.49912 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.319375 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.0297766 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.49912 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.319429 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.0298193 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0129768 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.0343993 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.0483189 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.100669 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0715256 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.140505 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0663579 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.331433 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0255689 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0634117 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0208783 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0386043 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0647308 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0538311 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.0654436 # DEPENDENCYPART_SIBL
(11,4),(11,23),-0.0538311 # DEPENDENCYPART_SIBL
(11,4),(11,28),0.00336185 # DEPENDENCYPART_SIBL
(11,4),(11,29),0.0336287 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0120032 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0186272 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.00457721 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.102323 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0152544 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.00386667 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0122197 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0172087 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.00718494 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0259042 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.00638046 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.0259042 # DEPENDENCYPART_SIBL
(11,5),(11,28),-0.0249361 # DEPENDENCYPART_SIBL
(11,5),(11,29),0.093919 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.00177105 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0279815 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.102422 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.02645 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0275838 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0271571 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.00891694 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0220102 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.00087622 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0268386 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.00087622 # DEPENDENCYPART_SIBL
(11,7),(11,28),0.00920431 # DEPENDENCYPART_SIBL
(11,7),(11,29),0.287682 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0196257 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0891563 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0063777 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.00764866 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.00649874 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0191533 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.00883621 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0501018 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.00690587 # DEPENDENCYPART_SIBL
(11,8),(11,23),0.0501018 # DEPENDENCYPART_SIBL
(11,8),(11,28),0.010152 # DEPENDENCYPART_SIBL
(11,8),(11,29),0.0655117 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.142463 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0440489 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.041679 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0129368 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0109748 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0382431 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.062295 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0409362 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.062295 # DEPENDENCYPART_SIBL
(11,9),(11,28),-0.0373923 # DEPENDENCYPART_SIBL
(11,9),(11,29),0.0119399 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0289107 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0164409 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0434704 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.000640818 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0177532 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.020359 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0184728 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.020359 # DEPENDENCYPART_SIBL
(11,10),(11,28),0.0210338 # DEPENDENCYPART_SIBL
(11,10),(11,29),0.0344146 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0134072 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0583814 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0306444 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0132415 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0166523 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0134078 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.0166523 # DEPENDENCYPART_SIBL
(11,12),(11,28),0.0514823 # DEPENDENCYPART_SIBL
(11,12),(11,29),-0.0222342 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.171907 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0763934 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.12059 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0315493 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.120347 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.0315493 # DEPENDENCYPART_SIBL
(11,13),(11,28),0.0559586 # DEPENDENCYPART_SIBL
(11,13),(11,29),0.00670539 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0123783 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.00485586 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.00928612 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.00474226 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.00928612 # DEPENDENCYPART_SIBL
(11,14),(11,28),-0.0116173 # DEPENDENCYPART_SIBL
(11,14),(11,29),-0.00250873 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0160546 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0156588 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.0169337 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.0156588 # DEPENDENCYPART_SIBL
(11,15),(11,28),0.0354435 # DEPENDENCYPART_SIBL
(11,15),(11,29),0.0163642 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0241529 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.123847 # DEPENDENCYPART_SIBL
(11,16),(11,23),0.0241529 # DEPENDENCYPART_SIBL
(11,16),(11,28),0.0537604 # DEPENDENCYPART_SIBL
(11,16),(11,29),0.0081024 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0201027 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.024518 # DEPENDENCYPART_SIBL
(11,17),(11,28),-0.00331752 # DEPENDENCYPART_SIBL
(11,17),(11,29),-0.0220353 # DEPENDENCYPART_SIBL
(11,20),(11,23),0.0296877 # DEPENDENCYPART_SIBL
(11,20),(11,28),0.0539929 # DEPENDENCYPART_SIBL
