# _root_ Υποστήριξη στις ΗΠΑ ως προς την πρόταση παραπομπής του Ιράν στο Συμβούλιο Ασφαλείας , εφόσον επαναληφθεί ο εμπλουτισμός ουρανίου ή παραβιαστούν καίριες δεσμεύσεις , πρόκειται να παράσχει η ΕΕ.
#goldHeads=27,1,2,1,4,7,5,7,10,8,8,11,12,15,27,20,18,16,18,15,20,23,21,25,0,27,25,29,27,
#predictedHeads=0,1,2,20,4,7,5,7,10,7,10,11,12,15,25,15,18,16,18,25,20,23,21,25,0,27,25,29,27,
(4,8),(4,14),0.00693585 # DEPENDENCYPART_SIBL
(4,8),(4,16),-0.0383617 # DEPENDENCYPART_SIBL
(4,8),(4,27),-0.0383617 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.00237378 # DEPENDENCYPART_SIBL
(4,12),(4,16),-0.0401221 # DEPENDENCYPART_SIBL
(4,12),(4,27),-0.0401221 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.00870543 # DEPENDENCYPART_SIBL
(4,14),(4,27),-0.00870543 # DEPENDENCYPART_SIBL
(4,16),(4,27),-0.120857 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.00207702 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0112991 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0131497 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0169594 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0579845 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0143474 # DEPENDENCYPART_SIBL
(5,4),(5,24),0.0579845 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0470082 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0459232 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0470626 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.00384207 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0614343 # DEPENDENCYPART_SIBL
(5,6),(5,24),-0.00384207 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.467854 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.476056 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0719694 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.324427 # DEPENDENCYPART_SIBL
(5,7),(5,24),-0.0719694 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.472089 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0608924 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.316218 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.0608924 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0668121 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.315352 # DEPENDENCYPART_SIBL
(5,12),(5,24),-0.0668121 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.0603389 # DEPENDENCYPART_SIBL
(5,14),(5,24),0.00800344 # DEPENDENCYPART_SIBL
(5,15),(5,24),0.00611681 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.167456 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0536698 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0265697 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0356785 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0202435 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0485223 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0530755 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0195056 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0265925 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.00390587 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00972052 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0244563 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.134644 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0638801 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.00995595 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.00532569 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.00661054 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0554483 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.0273665 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0152773 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0119618 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0494807 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.134079 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.133167 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0902255 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.00169525 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.114488 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0214593 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0406582 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.00422065 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.00939661 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0512797 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0413246 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0427329 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.00918857 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00675043 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0126789 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0694671 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.00250896 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0691836 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0137081 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0215321 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0411239 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.00744199 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0466015 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.133226 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0904212 # DEPENDENCYPART_SIBL
(7,12),(7,16),-9.32164e-05 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.114684 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0865258 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.00348929 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.110788 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.00425166 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.0425513 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.0528973 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.00889989 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.136803 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0199218 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.00590983 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0289981 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.026066 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0150374 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.00107128 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0120242 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.00614335 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.000152955 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.116897 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0365874 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0306927 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.00863687 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0212885 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0369759 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0353099 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0263701 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0107076 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0130907 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0616899 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0137939 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.123978 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0352057 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.00761306 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.00766858 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0603062 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0131517 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0592574 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00656072 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0276888 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0340177 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0190608 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.00509466 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.00882543 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.00667545 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.00148342 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0214536 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0414764 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00368052 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.00885649 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0733188 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0469208 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0405289 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0083777 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00621792 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0121464 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.021959 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0651139 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.00172056 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.00982381 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0176478 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.017562 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0327027 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.00284748 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.127657 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0444838 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0779118 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.00656998 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0359801 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0740164 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0101525 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0232892 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0166589 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.00400535 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0499482 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0505267 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.203905 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.00224911 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.012156 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0253104 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0161114 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0441799 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0355398 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0397509 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.024842 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0441799 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0283071 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0350783 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0201693 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00211067 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0881231 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0989999 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0187008 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0203597 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.109873 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.523628 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.130507 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.123412 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.419934 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0658684 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.00183518 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0735397 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0295036 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.032011 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.00874767 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.102338 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.112335 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0314572 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0191344 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.00403091 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.00612184 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0344421 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0245257 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0389379 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0341041 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0276815 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0356345 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0761592 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.00169201 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.100422 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0246347 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0111538 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0169075 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.00947774 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0485099 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0483302 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0459059 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.434623 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0340676 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0436698 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0704937 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0196057 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0519373 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.146555 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0155776 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0143679 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.00710033 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.00868907 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.00292652 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.032239 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0365438 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0311812 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0122653 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.012466 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0105779 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0478636 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0238785 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0321153 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0141241 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.00567433 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.000158809 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0237282 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0155235 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.00455282 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.00114421 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0313481 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.000990431 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.00371864 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.00860299 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.034621 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.00485975 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.00384435 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.216411 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.00721769 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0461712 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0439859 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.00258774 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0104555 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0482584 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0438637 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0890605 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0361934 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.035832 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0493199 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0772398 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0349973 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0359545 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0703079 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.00436091 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.00924272 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0347188 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.00550202 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.00448662 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.21781 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.00860299 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.034621 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.00485975 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.00384435 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.216411 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0346046 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.00663291 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.00710805 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.158632 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0328103 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0337559 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0878975 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0100675 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.214406 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.209585 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0992097 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.012585 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0992097 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.218035 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.102272 # DEPENDENCYPART_SIBL
(15,14),(15,27),0.0992097 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0848896 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.312278 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.117703 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.316507 # DEPENDENCYPART_SIBL
(15,16),(15,27),-0.313401 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0613533 # DEPENDENCYPART_SIBL
(15,20),(15,24),0.00514228 # DEPENDENCYPART_SIBL
(15,20),(15,25),-0.0627687 # DEPENDENCYPART_SIBL
(15,20),(15,27),-0.0617276 # DEPENDENCYPART_SIBL
(15,21),(15,24),0.117703 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.316507 # DEPENDENCYPART_SIBL
(15,21),(15,27),-0.313401 # DEPENDENCYPART_SIBL
(15,24),(15,25),-0.0301233 # DEPENDENCYPART_SIBL
(15,24),(15,27),-0.0265641 # DEPENDENCYPART_SIBL
(15,25),(15,27),-0.317552 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.0113009 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.00527428 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0322806 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.165936 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.181366 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0659035 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0310571 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.18667 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.18137 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0401423 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.0371088 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0191923 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.00977133 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.00977158 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.0388458 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.00820415 # DEPENDENCYPART_SIBL
(16,1),(16,22),0.0258082 # DEPENDENCYPART_SIBL
(16,1),(16,23),-0.00981372 # DEPENDENCYPART_SIBL
(16,1),(16,24),-0.00421021 # DEPENDENCYPART_SIBL
(16,1),(16,25),-0.01021 # DEPENDENCYPART_SIBL
(16,1),(16,27),-0.00847695 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0274314 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0577549 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.00740015 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.0164255 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0200281 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0452811 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0188643 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0164267 # DEPENDENCYPART_SIBL
(16,2),(16,14),5.01716e-06 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0129221 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0166701 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0287177 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.028718 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.0203764 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.0151259 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0252889 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.0287319 # DEPENDENCYPART_SIBL
(16,2),(16,24),-0.0229162 # DEPENDENCYPART_SIBL
(16,2),(16,25),-0.0162939 # DEPENDENCYPART_SIBL
(16,2),(16,27),-0.0153987 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0250265 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.0346967 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.0203255 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0187246 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0187609 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.024863 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.0203247 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.00488001 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.014594 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.00410811 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.00146029 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.00146003 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.0277942 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0163423 # DEPENDENCYPART_SIBL
(16,4),(16,22),0.000704631 # DEPENDENCYPART_SIBL
(16,4),(16,23),0.00144616 # DEPENDENCYPART_SIBL
(16,4),(16,24),0.0536443 # DEPENDENCYPART_SIBL
(16,4),(16,25),-0.0192707 # DEPENDENCYPART_SIBL
(16,4),(16,27),-0.0166151 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.000664699 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.00836062 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0110271 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0352609 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0107994 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.00836188 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.025845 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.00822211 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.00693659 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0152339 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0152341 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.0289745 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.00834035 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.0130014 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.015248 # DEPENDENCYPART_SIBL
(16,5),(16,24),-0.0155802 # DEPENDENCYPART_SIBL
(16,5),(16,25),-0.00950835 # DEPENDENCYPART_SIBL
(16,5),(16,27),-0.00861315 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.186483 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0710379 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0356497 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.191788 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.186488 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0464683 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0423249 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0180032 # DEPENDENCYPART_SIBL
(16,7),(16,18),-3.20813e-05 # DEPENDENCYPART_SIBL
(16,7),(16,19),-3.23348e-05 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.0437487 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.00774601 # DEPENDENCYPART_SIBL
(16,7),(16,22),0.0234296 # DEPENDENCYPART_SIBL
(16,7),(16,23),-7.44708e-05 # DEPENDENCYPART_SIBL
(16,7),(16,24),-0.0093832 # DEPENDENCYPART_SIBL
(16,7),(16,25),-0.0097519 # DEPENDENCYPART_SIBL
(16,7),(16,27),-0.00801881 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0659035 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0310571 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.18667 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.18137 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0401423 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0371088 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.0191923 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.00977133 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.00977158 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.0388458 # DEPENDENCYPART_SIBL
