# _root_ Η περιοχή ( ανάμεσα στη Σαγιάδα , το Ράγιο και την Ηγουμενίτσα ) φιλοξενεί έναν από τους σημαντικότερους υγροβιότοπους της Ελλάδας , στον οποίο βρίσκουν προστασία σπάνια είδη πουλιών και λουλουδιών .
#goldHeads=2,14,4,2,4,10,10,9,10,5,12,10,4,0,14,15,19,19,16,21,19,25,25,23,15,25,28,25,30,28,30,0,
#predictedHeads=2,10,4,2,4,5,10,9,10,14,12,10,14,0,14,15,19,19,16,21,19,25,25,23,19,25,28,26,30,28,30,0,
(3,7),(3,10),-0.02058 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.0436535 # DEPENDENCYPART_SIBL
(3,7),(3,13),0.00945782 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.0158704 # DEPENDENCYPART_SIBL
(3,7),(3,21),0.0336534 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0652718 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0482052 # DEPENDENCYPART_SIBL
(3,9),(3,13),0.195452 # DEPENDENCYPART_SIBL
(3,9),(3,14),0.0157926 # DEPENDENCYPART_SIBL
(3,9),(3,21),-0.062044 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.0103364 # DEPENDENCYPART_SIBL
(3,10),(3,13),0.127252 # DEPENDENCYPART_SIBL
(3,10),(3,14),-0.0116178 # DEPENDENCYPART_SIBL
(3,10),(3,21),0.0103167 # DEPENDENCYPART_SIBL
(3,12),(3,13),0.197474 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.0131306 # DEPENDENCYPART_SIBL
(3,12),(3,21),-0.0647042 # DEPENDENCYPART_SIBL
(3,13),(3,14),-0.0251813 # DEPENDENCYPART_SIBL
(3,13),(3,21),0.0350004 # DEPENDENCYPART_SIBL
(3,14),(3,21),0.00936673 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0346804 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0570053 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.00848675 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0461837 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0581308 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0461837 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.001491 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.0605105 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.00926449 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0791115 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0262651 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.00669321 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0223972 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.00669321 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0258976 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.0368313 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.00591617 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0243284 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0205813 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.26839 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0205813 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.0422521 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.427139 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.057251 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.000687812 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0307225 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.000687812 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0604294 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.00284305 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.0190005 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0168271 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.146446 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.14023 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.00926455 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.0302961 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.00505766 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.023283 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.0599721 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.0036474 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.14023 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.00926455 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0302961 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.00709039 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.00994813 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.00783909 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0478066 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0206741 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.387145 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0206741 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.00574561 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0143566 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0467258 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0143566 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0227996 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0623257 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.480685 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.472217 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0215962 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.086074 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.472217 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.121908 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0898142 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.121993 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0746563 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0876401 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0442878 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.013523 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.00829521 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0145732 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.00273402 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0136881 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0158018 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.00709919 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0293087 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.000120196 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.00587419 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.00867335 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.00586875 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0186888 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.272322 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0225774 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.050293 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0236779 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0492428 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0247001 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.00958306 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0211959 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.00394293 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.00478204 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.00709339 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.028822 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0502076 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0450194 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.00627135 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0460696 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.000475153 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0608782 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.000719687 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0708783 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0171884 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0676658 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0171884 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.173872 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.112285 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.00474226 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0766945 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0264674 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.055819 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0352982 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.202008 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.145389 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.179499 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.152402 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0148499 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0678249 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.198722 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0252695 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0193254 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0661291 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0432335 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0933111 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0357305 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.44192 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0261581 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0236251 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.0556755 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0040249 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0377172 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0945515 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.119188 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0859984 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0725615 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0858651 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0755752 # DEPENDENCYPART_SIBL
(7,4),(7,21),0.0945509 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0334529 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0496043 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.136577 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0421013 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0588883 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0272138 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.254392 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.0496039 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.216411 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.152488 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.193902 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.164236 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0229549 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0719519 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.213125 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00821532 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0338197 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.210798 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0552635 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.162514 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0476586 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.015589 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0861767 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.00679771 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0417648 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0156086 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.21282 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0526015 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.159854 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0503188 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0122361 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0144259 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.00105901 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0315358 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.00660145 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.0248878 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.122495 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0779358 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.421824 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0346281 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0145732 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0306452 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0140075 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.0611589 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00940436 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.167727 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0199492 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00531105 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.00808902 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.000398358 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0232884 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.170916 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0392999 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0277312 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.020871 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.00680832 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.0403761 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0407437 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0433419 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.00914052 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0120265 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0435936 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0087251 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0283504 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0316631 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.00226834 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0150845 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0262267 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.0809984 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0009796 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.0194544 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.0123047 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0366102 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0259785 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0522349 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0242895 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.100457 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0447819 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0242895 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0370514 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0840603 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.00493242 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0231301 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0383868 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.00601778 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0915633 # DEPENDENCYPART_SIBL
(10,2),(10,22),-0.0232904 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0305029 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0163687 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0187093 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0187188 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0256777 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0187093 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0195762 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.00602518 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.447455 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.034755 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0103731 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0250163 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.00602518 # DEPENDENCYPART_SIBL
(10,3),(10,22),0.139528 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0195939 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0244583 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0088172 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0644225 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0244583 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0208132 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0107205 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.00120102 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.00504093 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0594612 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.00608489 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.00967037 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.00296629 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.01929 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0730315 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0113683 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.01929 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.00617442 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0547308 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0308475 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0140742 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.360641 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.00123753 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0547308 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.0424983 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.114053 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0422003 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0177933 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.034337 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0908077 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0100613 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0174405 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0385526 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.00329448 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0983107 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0157499 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0615984 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.00461018 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0746584 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0233943 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.10136 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.00102341 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0315951 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0041117 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0233943 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.0247649 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0419969 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00888575 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0415934 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0391438 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0114447 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0580293 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0400254 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0415934 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0662344 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.034337 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0908077 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0100613 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0174405 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0385526 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.00329448 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0983107 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.0157499 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0103189 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.000737661 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.111827 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.00319726 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.045606 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0103189 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.0380681 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0394539 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.106065 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0160634 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0610309 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0863542 # DEPENDENCYPART_SIBL
(10,12),(10,22),0.00434268 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0625497 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0158546 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0455188 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.00947826 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0181031 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0406139 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0291411 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0237181 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.106797 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0266091 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0403023 # DEPENDENCYPART_SIBL
(10,16),(10,22),0.0424925 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0764136 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.0722558 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.00299891 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.111068 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.487412 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0330521 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0091376 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0112427 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0339599 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.006065 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0213679 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0706965 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0045518 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.00818344 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0363463 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0362613 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0326561 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.00796433 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0254437 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0128218 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0129068 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0150488 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.139356 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0151787 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0197803 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0344501 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0373811 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.144722 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0341612 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0371333 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.147418 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.00773621 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.00616296 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0259191 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.113632 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0182604 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0450395 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.208751 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0948572 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.208751 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0536405 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0882137 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.208896 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.138594 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.00167816 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.0289355 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.00519011 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0130948 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.0163881 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.0103472 # DEPENDENCYPART_SIBL
(14,2),(14,23),0.0110329 # DEPENDENCYPART_SIBL
(14,2),(14,25),-0.0139124 # DEPENDENCYPART_SIBL
(14,2),(14,26),-0.00558708 # DEPENDENCYPART_SIBL
(14,2),(14,27),-0.0244321 # DEPENDENCYPART_SIBL
(14,2),(14,28),-0.00623857 # DEPENDENCYPART_SIBL
(14,2),(14,29),-0.0130948 # DEPENDENCYPART_SIBL
(14,2),(14,30),0.00419138 # DEPENDENCYPART_SIBL
(14,2),(14,31),-0.0130948 # DEPENDENCYPART_SIBL
(14,2),(14,32),-0.0219113 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.0671238 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.0229871 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.00837007 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0548368 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.00837007 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0446257 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.00399837 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.00830972 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.067082 # DEPENDENCYPART_SIBL
