# _root_ Asked what stocks the computer bought , the money manager says , `` I do n't know . ''
#goldHeads=11,3,6,5,6,1,11,10,10,11,0,11,15,15,11,15,15,11,11,
#predictedHeads=11,3,1,5,6,3,11,10,10,11,0,11,11,15,11,15,15,15,15,
(5,1),(5,15),0.00841785 # DEPENDENCYPART_SIBL
(5,1),(5,18),0.0911418 # DEPENDENCYPART_SIBL
(5,1),(5,19),0.0370492 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0575826 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.125551 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0492062 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0877718 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0224061 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0177009 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0877718 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0125797 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.0607006 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.168569 # DEPENDENCYPART_SIBL
(5,2),(5,19),-0.0237778 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0153972 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0516684 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0634671 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0609592 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0299044 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0634671 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0312313 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0595168 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.0299016 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.0470148 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.280093 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0356778 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0136118 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.22489 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0356778 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.00799509 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.206574 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.057531 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.0515973 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0399724 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0169946 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0163555 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0399724 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.00310771 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0242789 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.008061 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.0348825 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0443999 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0345652 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0730718 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0895965 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.00830149 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.00535436 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.0805425 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0078077 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.00361691 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0143213 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.013648 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.00922793 # DEPENDENCYPART_SIBL
(5,10),(5,19),0.000920426 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0811304 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0246361 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0167231 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.088785 # DEPENDENCYPART_SIBL
(5,11),(5,19),0.0825276 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0895965 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.00830149 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.00535436 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.0805425 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.0449265 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.0947964 # DEPENDENCYPART_SIBL
(5,13),(5,19),0.338149 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.0504049 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.045548 # DEPENDENCYPART_SIBL
(5,18),(5,19),0.166173 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0192481 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0174349 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0290722 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0152664 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0507189 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0164965 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0468104 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.047969 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0254358 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0507189 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.081022 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0356003 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.037039 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.0488118 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.000402831 # DEPENDENCYPART_SIBL
(6,1),(6,18),0.115338 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.0940886 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.00185743 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.00940285 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0497294 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.151119 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.118997 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0559812 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0508661 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.15559 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.151119 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.116395 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.103693 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.141637 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0071784 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.151558 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.41949 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.142833 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0166794 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0151122 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.021225 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0649639 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0126504 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0103882 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.124047 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.021225 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0725255 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0559046 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0903308 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0804361 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0737639 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.00728517 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.112184 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.00679486 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0782122 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.122361 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0704382 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.069408 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0284632 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0782122 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0910956 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0374123 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0361301 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0390401 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.127637 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.115872 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.03402 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0118597 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0776704 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0325847 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0134477 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0431681 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0118597 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0212181 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0447762 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0576361 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0421133 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0379967 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.00383126 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.013169 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0630573 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0422742 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0425817 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.00464667 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.084455 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0100929 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0689549 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0134075 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.00672408 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0487262 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0582989 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0169393 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.066458 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0540223 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.00547592 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0604318 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0532712 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0467949 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0559819 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.00487841 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0386196 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.124399 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.089602 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0399316 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0224198 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.00759427 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.00466133 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0363092 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0229036 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.00181823 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0262381 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.00449991 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.00799153 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0108208 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.014704 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.00578199 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.042881 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0305892 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.00838655 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0305908 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.00311748 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.014698 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0510015 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0603912 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0694423 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0960248 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0297471 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0687918 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.00778754 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0252895 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0100929 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0689549 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0134075 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.00672408 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0487262 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0582989 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0169393 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0710308 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0291021 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.00649092 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.00394539 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.00442563 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.0700798 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0109267 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0115346 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0142629 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0196645 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0500129 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0426842 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0147355 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.020442 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.0595957 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0852427 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0166319 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0167957 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0330952 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.00931705 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.134196 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0399339 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0535005 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0332922 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0363865 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0392164 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0163728 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0324868 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.246294 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0748591 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0452595 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.240589 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0144104 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.094741 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00758335 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0109284 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0144519 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0107855 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0299781 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.00244648 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0827928 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0217209 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.016646 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0984609 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.081274 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.056455 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0192548 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.015506 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0490104 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0427293 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.10191 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.334616 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0592287 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0437268 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.164394 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0184774 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0284048 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.121917 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.052752 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.00120391 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0745996 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.121917 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0520323 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0321163 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.00914882 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0202783 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.00996816 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0932707 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0364626 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0570831 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.119292 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0285764 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0270134 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0142216 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.119292 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0326609 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0268663 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0445969 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0138038 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0601825 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.167475 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0253969 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.020969 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.107804 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0490988 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.129159 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.020969 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.112173 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0393819 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0206164 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0327676 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0593107 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0306834 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0489459 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.162509 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0236972 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0374679 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.59115 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.130281 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.213651 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0955451 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.00870109 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.209025 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0541423 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0519207 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0100978 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0494231 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.166086 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0207057 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0272704 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0988672 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0394789 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.01148 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0196078 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0634547 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.157663 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0064525 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0892517 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0488926 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.101067 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0536178 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0109481 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.108354 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0641368 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.00836907 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0628363 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0950476 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0440884 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0193436 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.00671333 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0562695 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.000295046 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.130281 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.213651 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0955451 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.00870109 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.209025 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0541423 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0519207 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0372611 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0997786 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0518008 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.000133453 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.00371724 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0843341 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.108858 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0156759 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0165648 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0895933 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0701224 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0813711 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0136089 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0116023 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0690927 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0383127 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0884273 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.31638 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.0510138 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0335468 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.153811 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.00437733 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0212824 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0011307 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.00338347 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0529465 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0389174 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0116313 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.00880676 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.021083 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0244716 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0376916 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0808376 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0607604 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.00542369 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.219312 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0686666 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0373808 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0234163 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0154453 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0494255 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0257806 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.014307 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0178051 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.122146 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.119455 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0822864 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0851978 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.00638974 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0987414 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.212214 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.105145 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0126996 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0365914 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.00591844 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.00958781 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0211697 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.01892 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0746815 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0909314 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0326052 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0394895 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.039015 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0428499 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.133503 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0354664 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0628328 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0302189 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.130417 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.191385 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.188208 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0318435 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0223988 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.00397046 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0581626 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.088008 # DEPENDENCYPART_SIBL
