# _root_ In fact , Lever Bros. confirms that its Sunlight brand does contain chlorine bleach , even though it is n't listed on the label for the powder version .
#goldHeads=6,1,6,6,4,0,6,10,10,11,7,11,14,12,12,17,12,19,17,19,19,21,24,22,24,28,28,25,6,
#predictedHeads=6,1,6,5,6,0,6,10,10,11,7,11,14,12,12,17,12,19,17,19,19,21,24,22,21,28,28,25,6,
(6,5),(6,10),0.0122273 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.00283606 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.00514541 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.00780877 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0276391 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.00415517 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.00481517 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0348477 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0348297 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0432133 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.022081 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.0374531 # DEPENDENCYPART_SIBL
(6,5),(6,25),-0.0587557 # DEPENDENCYPART_SIBL
(6,5),(6,29),0.0184085 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0704912 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.125308 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.121899 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0608028 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0846522 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.122129 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0539143 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0619538 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0872026 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.10004 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0349562 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.071408 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0676756 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.130399 # DEPENDENCYPART_SIBL
(6,7),(6,25),-0.10129 # DEPENDENCYPART_SIBL
(6,7),(6,29),0.0277181 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0464025 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0368573 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0217318 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0229357 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.037677 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0451963 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.00455856 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.00641749 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0337048 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.00558567 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0186128 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0303926 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0300135 # DEPENDENCYPART_SIBL
(6,8),(6,25),-0.0411767 # DEPENDENCYPART_SIBL
(6,8),(6,29),-0.0488582 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0308262 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0099546 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0132168 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0312085 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0121278 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0119727 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0160508 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.023978 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.0392361 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.00278345 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0216206 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.00561035 # DEPENDENCYPART_SIBL
(6,9),(6,25),-0.0339141 # DEPENDENCYPART_SIBL
(6,9),(6,29),-0.0102183 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0263096 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.00756582 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0528714 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.00468284 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.020004 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0874416 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0490749 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.00556618 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.00920553 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0245431 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.0422139 # DEPENDENCYPART_SIBL
(6,10),(6,25),0.0220445 # DEPENDENCYPART_SIBL
(6,10),(6,29),0.00308495 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0450413 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0464314 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0167596 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.00346239 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0037166 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0423574 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0525439 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0119855 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0598951 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.0275126 # DEPENDENCYPART_SIBL
(6,11),(6,25),-0.0461646 # DEPENDENCYPART_SIBL
(6,11),(6,29),-0.00466026 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0748841 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0117766 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0239676 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0128008 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0663676 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.00447854 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0442615 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0514412 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0539948 # DEPENDENCYPART_SIBL
(6,12),(6,25),-0.0566609 # DEPENDENCYPART_SIBL
(6,12),(6,29),-0.028863 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0163069 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0123498 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0654943 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0569168 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0107705 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.00155131 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0323447 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.0192038 # DEPENDENCYPART_SIBL
(6,14),(6,25),-0.00263312 # DEPENDENCYPART_SIBL
(6,14),(6,29),-0.0217226 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0177267 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0902757 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.064585 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.04664 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.0157164 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.0155684 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.0128979 # DEPENDENCYPART_SIBL
(6,15),(6,25),-0.0236044 # DEPENDENCYPART_SIBL
(6,15),(6,29),-0.0448001 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.014564 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0247957 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.00136999 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.00497398 # DEPENDENCYPART_SIBL
(6,16),(6,21),0.0382941 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.0383666 # DEPENDENCYPART_SIBL
(6,16),(6,25),0.00867416 # DEPENDENCYPART_SIBL
(6,16),(6,29),0.0108015 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0475669 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.0129558 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.00809845 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.010219 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.00325856 # DEPENDENCYPART_SIBL
(6,17),(6,25),0.0148715 # DEPENDENCYPART_SIBL
(6,17),(6,29),0.0575115 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.00198361 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.0012228 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.00180135 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.0847804 # DEPENDENCYPART_SIBL
(6,18),(6,25),-0.122105 # DEPENDENCYPART_SIBL
(6,18),(6,29),0.000855031 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.00261893 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.0591787 # DEPENDENCYPART_SIBL
(6,19),(6,22),-0.00448656 # DEPENDENCYPART_SIBL
(6,19),(6,25),-0.0300962 # DEPENDENCYPART_SIBL
(6,19),(6,29),0.0179936 # DEPENDENCYPART_SIBL
(6,20),(6,21),0.0840571 # DEPENDENCYPART_SIBL
(6,20),(6,22),0.00809557 # DEPENDENCYPART_SIBL
(6,20),(6,25),-0.044294 # DEPENDENCYPART_SIBL
(6,20),(6,29),-0.0847579 # DEPENDENCYPART_SIBL
(6,21),(6,22),-0.0727231 # DEPENDENCYPART_SIBL
(6,21),(6,25),-0.0609528 # DEPENDENCYPART_SIBL
(6,21),(6,29),-0.00796009 # DEPENDENCYPART_SIBL
(6,22),(6,25),0.0918396 # DEPENDENCYPART_SIBL
(6,22),(6,29),0.0452849 # DEPENDENCYPART_SIBL
(6,25),(6,29),0.0198828 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0397417 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0173303 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0612268 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0575305 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.00192937 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0283086 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.00946694 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0111721 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.0140538 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0338238 # DEPENDENCYPART_SIBL
(7,1),(7,29),0.165122 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0197259 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0789787 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0246656 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.00802037 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0347871 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0425765 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0107521 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0263743 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0516983 # DEPENDENCYPART_SIBL
(7,6),(7,29),0.22121 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0220479 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0456035 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0744952 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0558926 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0206571 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.00897334 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0581261 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0836935 # DEPENDENCYPART_SIBL
(7,8),(7,29),0.0204596 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.122576 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.127747 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0780148 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0289441 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0335536 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.0292369 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.124062 # DEPENDENCYPART_SIBL
(7,9),(7,29),0.00220979 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.126124 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.132922 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0415757 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0673836 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0344259 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.125889 # DEPENDENCYPART_SIBL
(7,10),(7,29),-0.00776343 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0528671 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.06315 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0366513 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.125552 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.140949 # DEPENDENCYPART_SIBL
(7,11),(7,29),0.158238 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0324128 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0153768 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0629282 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0821339 # DEPENDENCYPART_SIBL
(7,12),(7,29),0.0265024 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.171477 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.279779 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.0640413 # DEPENDENCYPART_SIBL
(7,15),(7,29),0.202497 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0810601 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0847107 # DEPENDENCYPART_SIBL
(7,16),(7,29),0.065616 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.0690235 # DEPENDENCYPART_SIBL
(7,17),(7,29),0.113751 # DEPENDENCYPART_SIBL
(7,19),(7,29),0.188969 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.00678048 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0211489 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.012839 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.00967204 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0270682 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0485598 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.00681361 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0614764 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.00792396 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.00673268 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.00170962 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0532871 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.037879 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0497186 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0562713 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0616903 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0562203 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0181608 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.104558 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0480737 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0117979 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0138552 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0315765 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0176955 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0703553 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.015753 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.033491 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.00689639 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0180721 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0258614 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0462175 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0528723 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0306019 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0026545 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.00919713 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.00279644 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.105166 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.00871444 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.00617017 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0020058 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0189724 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.119707 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0428832 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.121188 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0328728 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.00919904 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.00279415 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.105168 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.00725354 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0072433 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.00294033 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0198605 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.114378 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0419484 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.122465 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0339459 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0134879 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00746816 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0386193 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0477963 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0247154 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0337569 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0221478 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0696949 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0960295 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0589698 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0844641 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0183451 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0786479 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0329191 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0706273 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.049364 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.10866 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.12733 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0758429 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.159135 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0319618 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0361272 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0912375 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.223447 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0228359 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0701112 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0464925 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.00630848 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0020058 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0189763 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.116209 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0428832 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.121145 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0330111 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00395861 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0194738 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0317851 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.012613 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0011884 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0361066 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0208067 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0381245 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0241075 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0351394 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0124141 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.01381 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0362205 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0128497 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.00487461 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0232686 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.010364 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0550513 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0478894 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0250968 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0556371 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0082776 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0609073 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0428281 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0216967 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0128986 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.036222 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.00037163 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0270622 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0136905 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.136357 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0289635 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.029485 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.080175 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0704463 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0198595 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0534215 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.087879 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.0703746 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0289296 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.0656439 # DEPENDENCYPART_SIBL
(11,1),(11,25),-0.0349221 # DEPENDENCYPART_SIBL
(11,1),(11,29),0.0530735 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.00447405 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.132778 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.144875 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0615262 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0462527 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0754595 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.140631 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.209109 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0628626 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0535639 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0530425 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.00383799 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0460662 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.00561327 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.060736 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0075987 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.0874307 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.0245781 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.0526304 # DEPENDENCYPART_SIBL
(11,2),(11,25),-0.0258789 # DEPENDENCYPART_SIBL
(11,2),(11,29),0.0219546 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0718937 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0405665 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0428121 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0302965 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0514441 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0482175 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0118013 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.14032 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0282407 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0277193 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.053075 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0731184 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.00353513 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0185961 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.0650403 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.0512356 # DEPENDENCYPART_SIBL
(11,3),(11,21),0.0376176 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.066121 # DEPENDENCYPART_SIBL
(11,3),(11,25),-0.0536735 # DEPENDENCYPART_SIBL
(11,3),(11,29),0.0397966 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0886726 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0474573 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.02315 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0768963 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0871096 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0782685 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.085182 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0258959 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0253467 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0229295 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0418083 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.037024 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0275649 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0459405 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.0861378 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0098515 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.00133817 # DEPENDENCYPART_SIBL
(11,4),(11,25),-0.0868365 # DEPENDENCYPART_SIBL
(11,4),(11,29),0.0221339 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0474573 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0231503 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0768963 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0856462 # DEPENDENCYPART_SIBL
