# _root_ A spokesman for Dow Jones said he had n't seen the group 's filing , but added , `` obviously Dow Jones disagrees with their conclusions .
#goldHeads=2,6,2,5,3,0,8,6,8,8,12,14,12,10,6,6,16,17,17,23,22,23,17,23,26,24,6,
#predictedHeads=2,6,2,5,3,0,8,6,8,8,12,14,12,10,6,6,16,17,17,23,22,23,17,23,26,24,6,
(6,3),(6,10),-0.0747139 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.00575332 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.153686 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0399036 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0552921 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.153686 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.0415324 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.0446361 # DEPENDENCYPART_SIBL
(6,3),(6,23),0.00567049 # DEPENDENCYPART_SIBL
(6,3),(6,27),0.12227 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0863844 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0667779 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.00216543 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0200384 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0676538 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.02865 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0357694 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0295786 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0165114 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0357694 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.0327833 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0332418 # DEPENDENCYPART_SIBL
(6,4),(6,23),0.0180233 # DEPENDENCYPART_SIBL
(6,4),(6,27),0.0224896 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.060391 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.029225 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.023415 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0591406 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0293342 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0208762 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0216185 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0435707 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0208762 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0368192 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.0349884 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.0177732 # DEPENDENCYPART_SIBL
(6,5),(6,27),0.0229572 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0995703 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0315405 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0614446 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0239753 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0354554 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0252723 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0463995 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0354554 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0461062 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0250474 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.0357739 # DEPENDENCYPART_SIBL
(6,7),(6,27),-0.0756515 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0671069 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.120481 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0714881 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0914232 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0575482 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.149067 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0914232 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0368194 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0601856 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.113576 # DEPENDENCYPART_SIBL
(6,8),(6,27),-0.0618515 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0550933 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0448817 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0266821 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.187756 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0135994 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0266821 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.0189921 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0226227 # DEPENDENCYPART_SIBL
(6,9),(6,23),0.0121959 # DEPENDENCYPART_SIBL
(6,9),(6,27),-0.0111608 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.107954 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.041814 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0451953 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0347266 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.041814 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0101616 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.0888494 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.048832 # DEPENDENCYPART_SIBL
(6,10),(6,27),-0.0513711 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.00296527 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0191933 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0462824 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.00296527 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.0198875 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.000825029 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.0140558 # DEPENDENCYPART_SIBL
(6,14),(6,27),-0.0555541 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0878063 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.023332 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.044162 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.0788265 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.00784595 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.0129171 # DEPENDENCYPART_SIBL
(6,15),(6,27),-0.0768676 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0471215 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0656487 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.00765774 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.00173287 # DEPENDENCYPART_SIBL
(6,16),(6,23),-0.039398 # DEPENDENCYPART_SIBL
(6,16),(6,27),0.0435445 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0327712 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.0186021 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.00376976 # DEPENDENCYPART_SIBL
(6,17),(6,23),-0.0536129 # DEPENDENCYPART_SIBL
(6,17),(6,27),0.0139711 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.0788265 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.00784595 # DEPENDENCYPART_SIBL
(6,18),(6,23),0.0129171 # DEPENDENCYPART_SIBL
(6,18),(6,27),-0.0768676 # DEPENDENCYPART_SIBL
(6,19),(6,20),-0.0195996 # DEPENDENCYPART_SIBL
(6,19),(6,23),-0.0149963 # DEPENDENCYPART_SIBL
(6,19),(6,27),-0.00497172 # DEPENDENCYPART_SIBL
(6,20),(6,23),-0.0114443 # DEPENDENCYPART_SIBL
(6,20),(6,27),-0.00926804 # DEPENDENCYPART_SIBL
(6,23),(6,27),0.00825344 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0454389 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0038462 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0029903 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0278162 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0100017 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0236343 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.020029 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0398369 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.101417 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0214921 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0071274 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0693124 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0983178 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0570683 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.100533 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0336227 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0789152 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0237617 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0374808 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.00637211 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0472529 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0846857 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0261356 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0472529 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.0174181 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.0184044 # DEPENDENCYPART_SIBL
(8,2),(8,22),-0.000858181 # DEPENDENCYPART_SIBL
(8,2),(8,23),0.0243165 # DEPENDENCYPART_SIBL
(8,2),(8,24),-0.00412943 # DEPENDENCYPART_SIBL
(8,2),(8,26),0.0591897 # DEPENDENCYPART_SIBL
(8,2),(8,27),0.156426 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.00486946 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0246215 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0569472 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0422099 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.116167 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0155995 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0401376 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0184665 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0213275 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.03195 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0111338 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0347642 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.03195 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.00401888 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0523569 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.0207484 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.00127143 # DEPENDENCYPART_SIBL
(8,3),(8,24),0.119213 # DEPENDENCYPART_SIBL
(8,3),(8,26),0.0732673 # DEPENDENCYPART_SIBL
(8,3),(8,27),0.135036 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0973868 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0594461 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.169752 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0108617 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0488722 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0373232 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.124361 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0135363 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.00652386 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0290013 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0182783 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.00652386 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0114106 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.00721221 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.00778521 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.00117821 # DEPENDENCYPART_SIBL
(8,4),(8,24),0.0543788 # DEPENDENCYPART_SIBL
(8,4),(8,26),0.0328561 # DEPENDENCYPART_SIBL
(8,4),(8,27),0.0164518 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0593149 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.17105 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.00168898 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0515898 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0438029 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.120305 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.020016 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0158391 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0268367 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0366015 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0158391 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0131701 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.000330499 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.00336702 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.0048679 # DEPENDENCYPART_SIBL
(8,5),(8,24),0.0454036 # DEPENDENCYPART_SIBL
(8,5),(8,26),0.0272738 # DEPENDENCYPART_SIBL
(8,5),(8,27),0.007694 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0052656 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0721205 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0392327 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.058878 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0638183 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.044574 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0285166 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0816389 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0897853 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0285166 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0415905 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0541252 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.00366579 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.0852444 # DEPENDENCYPART_SIBL
(8,6),(8,24),-0.0324537 # DEPENDENCYPART_SIBL
(8,6),(8,26),-0.0197044 # DEPENDENCYPART_SIBL
(8,6),(8,27),-0.0182709 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.055819 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.141798 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0199848 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0385779 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.00712825 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0812625 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0437362 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0515383 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0812625 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0594773 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.020407 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.00616841 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.0570544 # DEPENDENCYPART_SIBL
(8,7),(8,24),0.0330772 # DEPENDENCYPART_SIBL
(8,7),(8,26),0.0110959 # DEPENDENCYPART_SIBL
(8,7),(8,27),0.14386 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.166352 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.00167141 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0448194 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.00188483 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0188556 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.219717 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0667199 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0188556 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.00771504 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0242298 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0153486 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.00683892 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.0501908 # DEPENDENCYPART_SIBL
(8,9),(8,26),-0.067592 # DEPENDENCYPART_SIBL
(8,9),(8,27),-0.0254011 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.168471 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0562664 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.165584 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0272649 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0489145 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.001846 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0272649 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0498708 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.105858 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.114192 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0648412 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.135154 # DEPENDENCYPART_SIBL
(8,10),(8,26),-0.0978836 # DEPENDENCYPART_SIBL
(8,10),(8,27),-0.000975735 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.00624138 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0638596 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0647462 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.004381 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0175397 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0647462 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.00145206 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0058224 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.0586359 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.0253476 # DEPENDENCYPART_SIBL
(8,12),(8,24),0.0796372 # DEPENDENCYPART_SIBL
(8,12),(8,26),-0.115841 # DEPENDENCYPART_SIBL
(8,12),(8,27),-0.0634967 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.105128 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0689457 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.00828544 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0150287 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0689457 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0378455 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0260273 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.0660688 # DEPENDENCYPART_SIBL
(8,13),(8,23),-0.0575499 # DEPENDENCYPART_SIBL
(8,13),(8,24),0.0236102 # DEPENDENCYPART_SIBL
(8,13),(8,26),-0.0995788 # DEPENDENCYPART_SIBL
(8,13),(8,27),-0.0820207 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0835656 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0388539 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0439379 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0835656 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0262945 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0215453 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.0285946 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.000592056 # DEPENDENCYPART_SIBL
(8,14),(8,24),0.114304 # DEPENDENCYPART_SIBL
(8,14),(8,26),-0.0880857 # DEPENDENCYPART_SIBL
(8,14),(8,27),-0.0190718 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.105996 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0927918 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.055379 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0990592 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.0527458 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.0546469 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.0348366 # DEPENDENCYPART_SIBL
(8,15),(8,24),0.0841282 # DEPENDENCYPART_SIBL
(8,15),(8,26),-0.0250061 # DEPENDENCYPART_SIBL
(8,15),(8,27),0.0264857 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0312365 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0745175 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.048497 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0170152 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.0884995 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.069779 # DEPENDENCYPART_SIBL
(8,16),(8,24),-0.0605652 # DEPENDENCYPART_SIBL
(8,16),(8,26),-0.076079 # DEPENDENCYPART_SIBL
(8,16),(8,27),-0.0035136 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0146978 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0146465 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0162894 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.0603182 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.0663284 # DEPENDENCYPART_SIBL
(8,17),(8,24),-0.0250746 # DEPENDENCYPART_SIBL
(8,17),(8,26),-0.0824515 # DEPENDENCYPART_SIBL
(8,17),(8,27),0.0159701 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0990592 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.0527458 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.0546469 # DEPENDENCYPART_SIBL
(8,18),(8,23),0.0348366 # DEPENDENCYPART_SIBL
(8,18),(8,24),0.0841282 # DEPENDENCYPART_SIBL
(8,18),(8,26),-0.0250061 # DEPENDENCYPART_SIBL
(8,18),(8,27),0.0264857 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.0235074 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.0394408 # DEPENDENCYPART_SIBL
(8,19),(8,23),0.0161467 # DEPENDENCYPART_SIBL
(8,19),(8,24),-0.0515525 # DEPENDENCYPART_SIBL
(8,19),(8,26),-0.00521389 # DEPENDENCYPART_SIBL
(8,19),(8,27),0.0668236 # DEPENDENCYPART_SIBL
(8,20),(8,22),-0.0426281 # DEPENDENCYPART_SIBL
(8,20),(8,23),-0.0366048 # DEPENDENCYPART_SIBL
(8,20),(8,24),0.0082569 # DEPENDENCYPART_SIBL
(8,20),(8,26),-0.0705168 # DEPENDENCYPART_SIBL
(8,20),(8,27),-0.0457162 # DEPENDENCYPART_SIBL
(8,22),(8,23),-0.00525164 # DEPENDENCYPART_SIBL
(8,22),(8,24),0.0690271 # DEPENDENCYPART_SIBL
(8,22),(8,26),-0.0350442 # DEPENDENCYPART_SIBL
(8,22),(8,27),0.00612441 # DEPENDENCYPART_SIBL
(8,23),(8,24),-0.063169 # DEPENDENCYPART_SIBL
(8,23),(8,26),-0.0937613 # DEPENDENCYPART_SIBL
(8,23),(8,27),-0.0148364 # DEPENDENCYPART_SIBL
(8,24),(8,26),-0.0397051 # DEPENDENCYPART_SIBL
(8,24),(8,27),0.0252425 # DEPENDENCYPART_SIBL
(8,26),(8,27),0.0690677 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.046534 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0534757 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0388782 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.00871204 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0124676 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.00276403 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0430426 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.00799274 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.00988255 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.00674374 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0382417 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.00441571 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0431166 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.166469 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.00951627 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0431166 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.00533394 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.0267886 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.00525964 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.00158019 # DEPENDENCYPART_SIBL
(10,2),(10,23),0.00104671 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.0638582 # DEPENDENCYPART_SIBL
(10,2),(10,26),0.0587648 # DEPENDENCYPART_SIBL
(10,2),(10,27),0.191353 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0276056 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0224069 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.00396295 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0227295 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0420233 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0350152 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0508378 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.031411 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0453593 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0693759 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0306029 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0453593 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0618797 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.0146133 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0496955 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.0500146 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.0260803 # DEPENDENCYPART_SIBL
(10,3),(10,24),0.011585 # DEPENDENCYPART_SIBL
(10,3),(10,26),-0.0240317 # DEPENDENCYPART_SIBL
(10,3),(10,27),0.0598105 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.00866226 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.071841 # DEPENDENCYPART_SIBL
(10,5),(10,9),-2.86933e-05 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.02105 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0217192 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.159049 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0309372 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0196095 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.142318 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0333337 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0196095 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.00336681 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.0334223 # DEPENDENCYPART_SIBL
