# _root_ And Fairfax County , Va. , Water Authority 's 7 1\/4 % issue of 2027 was down 3\/4 at 99 7\/8 bid .
#goldHeads=16,5,5,5,8,5,8,13,8,11,13,11,16,13,14,0,16,17,16,21,22,19,16,
#predictedHeads=16,3,16,3,3,16,8,13,8,11,12,13,16,13,14,0,16,17,16,21,19,21,16,
(5,4),(5,8),-0.126527 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.702305 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0750412 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0957317 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.155221 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.160999 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.118185 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0941758 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0139621 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.0390631 # DEPENDENCYPART_SIBL
(5,4),(5,21),-0.0931888 # DEPENDENCYPART_SIBL
(5,4),(5,23),-0.139039 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0260276 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0209415 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0739012 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.01937 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0198003 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0504066 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.00903929 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.000583951 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.014328 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.00123521 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.0371256 # DEPENDENCYPART_SIBL
(5,6),(5,21),-0.0242551 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.00282988 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0167161 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.100623 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0307704 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0312788 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0357162 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0243458 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.00581583 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0292193 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0507444 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.0210013 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.0331813 # DEPENDENCYPART_SIBL
(5,7),(5,23),0.0229483 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.108053 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0382019 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0387104 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0520476 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0406772 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0101337 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0366508 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0573863 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0350802 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.0406129 # DEPENDENCYPART_SIBL
(5,8),(5,23),0.00868887 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.015887 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.016669 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0742929 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.064265 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.189502 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0146109 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.0466967 # DEPENDENCYPART_SIBL
(5,9),(5,19),0.117274 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.0184801 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.0306941 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0227499 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.00898062 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.00531521 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0303307 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0169584 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0167216 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.0413112 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.0282952 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.0194508 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.013566 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.00759723 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0274254 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0138476 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.00427174 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.0388739 # DEPENDENCYPART_SIBL
(5,11),(5,21),-0.0251855 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.00696662 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.109132 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.060659 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0641252 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.00861848 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.033064 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.0679944 # DEPENDENCYPART_SIBL
(5,12),(5,23),0.0770445 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0109723 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.0522961 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.00647119 # DEPENDENCYPART_SIBL
(5,13),(5,19),0.0197589 # DEPENDENCYPART_SIBL
(5,13),(5,21),-0.0561653 # DEPENDENCYPART_SIBL
(5,13),(5,23),0.0708519 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0183917 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.00657607 # DEPENDENCYPART_SIBL
(5,14),(5,19),0.0184784 # DEPENDENCYPART_SIBL
(5,14),(5,21),0.0137553 # DEPENDENCYPART_SIBL
(5,14),(5,23),0.0613372 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.00662556 # DEPENDENCYPART_SIBL
(5,15),(5,19),-0.0387162 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.0244451 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.0120189 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.0209443 # DEPENDENCYPART_SIBL
(5,16),(5,21),-0.042701 # DEPENDENCYPART_SIBL
(5,16),(5,23),0.00683842 # DEPENDENCYPART_SIBL
(5,19),(5,21),-0.0232225 # DEPENDENCYPART_SIBL
(5,19),(5,23),0.0592308 # DEPENDENCYPART_SIBL
(5,21),(5,23),-0.00208318 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.100078 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0626772 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0899464 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0626772 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.155683 # DEPENDENCYPART_SIBL
(7,2),(7,23),0.0377552 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0830656 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0982316 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0830656 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.165538 # DEPENDENCYPART_SIBL
(7,3),(7,23),0.0546633 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0221167 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0536381 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.707863 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.149158 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0630063 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.181744 # DEPENDENCYPART_SIBL
(7,5),(7,23),0.0394369 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.707863 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.149158 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.035553 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.066957 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0540641 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0568259 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0540641 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0580883 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.178237 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0146979 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.00344206 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0228073 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0627971 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0205444 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.00105712 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0776997 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0713098 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.00264004 # DEPENDENCYPART_SIBL
(8,2),(8,23),0.100635 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0744526 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0651111 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0744526 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0663692 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.188092 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0270074 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.00886744 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0350812 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.075071 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0314769 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0112524 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0871372 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0801444 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0149496 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.117543 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.00794699 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0585518 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.016175 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.70545 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.078385 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0990754 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.157692 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.163471 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.142591 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0975196 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0171015 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.108925 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0981217 # DEPENDENCYPART_SIBL
(8,4),(8,23),-0.127589 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0543932 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0600045 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.204298 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0184176 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.000277633 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0272853 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0672752 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0230395 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.00266258 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.081365 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0746017 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.00635974 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.102317 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.016175 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.70545 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.078385 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0990754 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.157692 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.163471 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.142591 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0975196 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0171015 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.108925 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0981217 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.127589 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.196897 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0335055 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0153655 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0379877 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0779775 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.034142 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0177504 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0961715 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0892739 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0214476 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.127148 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0159304 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0167123 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0745511 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0645232 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.182403 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0146543 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0467003 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.00754954 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0265419 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0133795 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0236951 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0102261 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.00656075 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.020861 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0179036 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0176198 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.000415655 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0289632 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.00304046 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0148115 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00884277 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0179557 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0147928 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.00516997 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.00879072 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0243737 # DEPENDENCYPART_SIBL
(8,11),(8,23),0.00944373 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.109008 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0680907 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0637866 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.00823312 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0308766 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0684499 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.0929076 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0184039 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0519575 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.00608584 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0220083 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0566197 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.0867151 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0123352 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0125497 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.00322749 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0056663 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.0722208 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0075238 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.00641264 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0235599 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.00439145 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0227732 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0433979 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.0241567 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0183273 # DEPENDENCYPART_SIBL
(8,17),(8,23),0.0597134 # DEPENDENCYPART_SIBL
(8,18),(8,23),0.00753975 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0150316 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.014292 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.134249 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.00334891 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.00137128 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0365539 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0594877 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.081839 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0864388 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0387767 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0835253 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.088125 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0296032 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0341136 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0184049 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0184007 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0118574 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0401658 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0642922 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0438836 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.046992 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0183261 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.105723 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0196451 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0394217 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0851376 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.03878 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00955775 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0150939 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.00926654 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0184626 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0119341 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0206675 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0682721 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0469954 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.00290527 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.110517 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0277483 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0890616 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.448861 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0766122 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0425475 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0949796 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0824899 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0602563 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.166109 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0112132 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0169159 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.0365872 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0442952 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.096739 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0842493 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0526128 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.161581 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0183319 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0101216 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.0289438 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0951629 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0826734 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0553647 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.168748 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0103941 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0170309 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0315847 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.074719 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.012193 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0591352 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.00795692 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.00468623 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0299795 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.039381 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0567196 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0147986 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0111082 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.00274955 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0637036 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.00134227 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.00794971 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0329437 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.000403224 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0134243 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.0743248 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0288341 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0219283 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.0264397 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.041634 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.0406196 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.254907 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.036453 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.254907 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0398785 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0527304 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0315684 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0414833 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0457049 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0206979 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0343613 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0142618 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.0194652 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.0130201 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0162342 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.00959209 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0142633 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.014904 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.00221173 # DEPENDENCYPART_SIBL
(13,1),(13,23),0.201955 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.0986883 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0872266 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0884198 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.0872266 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0974681 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.1251 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0255581 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.0835505 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.10154 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.192446 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0407452 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.029235 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0533245 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0026262 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.031274 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0847198 # DEPENDENCYPART_SIBL
(13,2),(13,20),0.0292332 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.0339703 # DEPENDENCYPART_SIBL
(13,2),(13,22),0.0301389 # DEPENDENCYPART_SIBL
(13,2),(13,23),0.02754 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.105778 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0968699 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.105778 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.10591 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.133542 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0287526 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0859296 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.103919 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.191214 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0262463 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.043667 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0641319 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0132266 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.0457061 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.069688 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.0436653 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.0484023 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.0446121 # DEPENDENCYPART_SIBL
(13,3),(13,23),0.0542118 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0514555 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.413325 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0715843 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.074598 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.125666 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0871095 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0920213 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.078214 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0328511 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0260372 # DEPENDENCYPART_SIBL
