# _root_ After Mr. Stanley 's article was published in two Namibian newspapers , Mr. O'Linn had criminal charges brought against their editors , publisher and lawyer .
#goldHeads=15,3,5,3,6,1,6,7,11,11,8,15,14,15,0,17,15,15,18,21,19,21,21,23,24,15,
#predictedHeads=15,3,5,3,6,1,6,7,11,11,8,15,14,15,0,17,15,17,18,21,19,21,21,23,24,15,
(6,9),(6,26),-0.0874328 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0516424 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0289865 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0264737 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.00484084 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0153895 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.0245056 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.0289865 # DEPENDENCYPART_SIBL
(6,10),(6,24),0.0258823 # DEPENDENCYPART_SIBL
(6,10),(6,26),0.00889652 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.00159146 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0851383 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0187731 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0590983 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0603512 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.00159146 # DEPENDENCYPART_SIBL
(6,11),(6,24),-0.0418511 # DEPENDENCYPART_SIBL
(6,11),(6,26),-0.0868357 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0967688 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0066418 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0429609 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.0306393 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.016289 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.0413748 # DEPENDENCYPART_SIBL
(6,12),(6,26),-0.00536629 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0191516 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0743081 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0438005 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.0112849 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.0297906 # DEPENDENCYPART_SIBL
(6,14),(6,26),-0.0139868 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.105361 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0807755 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.0702098 # DEPENDENCYPART_SIBL
(6,15),(6,24),-0.0455385 # DEPENDENCYPART_SIBL
(6,15),(6,26),-0.00574238 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.1504 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.0564697 # DEPENDENCYPART_SIBL
(6,18),(6,24),0.00297395 # DEPENDENCYPART_SIBL
(6,18),(6,26),-0.0123298 # DEPENDENCYPART_SIBL
(6,19),(6,22),0.0254663 # DEPENDENCYPART_SIBL
(6,19),(6,24),-0.0240225 # DEPENDENCYPART_SIBL
(6,19),(6,26),0.0125866 # DEPENDENCYPART_SIBL
(6,22),(6,24),0.0413748 # DEPENDENCYPART_SIBL
(6,22),(6,26),-0.00536629 # DEPENDENCYPART_SIBL
(6,24),(6,26),0.00231471 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0426573 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0313957 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0131233 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0682924 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0211171 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0147987 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.00561009 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0314833 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0450467 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0195697 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.0101743 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0342747 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.0281806 # DEPENDENCYPART_SIBL
(7,1),(7,21),-0.00612326 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.0314833 # DEPENDENCYPART_SIBL
(7,1),(7,23),-0.0223765 # DEPENDENCYPART_SIBL
(7,1),(7,24),0.0138553 # DEPENDENCYPART_SIBL
(7,1),(7,26),0.0767505 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0203744 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0127713 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0263108 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0293263 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0154209 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0622921 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.040688 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0407123 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0219905 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.085977 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0271993 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.0187177 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.0615331 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.040688 # DEPENDENCYPART_SIBL
(7,3),(7,23),0.0606854 # DEPENDENCYPART_SIBL
(7,3),(7,24),0.114242 # DEPENDENCYPART_SIBL
(7,3),(7,26),0.136232 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0011295 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0555896 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00753942 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00524846 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0673365 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0707161 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.00372144 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0139164 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0844764 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0209875 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0166139 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.0698635 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.0707161 # DEPENDENCYPART_SIBL
(7,5),(7,23),0.0165868 # DEPENDENCYPART_SIBL
(7,5),(7,24),0.114293 # DEPENDENCYPART_SIBL
(7,5),(7,26),0.163221 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0660793 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0190055 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0300789 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.00185445 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0212181 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.023572 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0700668 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.01583 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0380779 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.00763557 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.00242657 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0212181 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.00387831 # DEPENDENCYPART_SIBL
(7,6),(7,24),-0.00877285 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.0526757 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0268738 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0348661 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00837281 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.00629996 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0330438 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0120373 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.00517793 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0225757 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.00861239 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.00796419 # DEPENDENCYPART_SIBL
(7,8),(7,22),0.00629996 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0375557 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.0106609 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.0107397 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0367132 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0579803 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0104023 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0356346 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.00736571 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0515062 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.02775 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0624693 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0579792 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.0104023 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.0346567 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.0298193 # DEPENDENCYPART_SIBL
(7,9),(7,26),-0.0354937 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0302138 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0110271 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0134711 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0154325 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0254414 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.00850713 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.000364773 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0302082 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.0110271 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.0360699 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.0132582 # DEPENDENCYPART_SIBL
(7,10),(7,26),-0.0121086 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.067669 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0266092 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0137154 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0632139 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.00938375 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.00955626 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.06913 # DEPENDENCYPART_SIBL
(7,11),(7,22),0.067669 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.0257837 # DEPENDENCYPART_SIBL
(7,11),(7,24),0.0304761 # DEPENDENCYPART_SIBL
(7,11),(7,26),0.0449911 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0217703 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0204487 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.00432208 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0649112 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.0338231 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.00398679 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.0416283 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.0217038 # DEPENDENCYPART_SIBL
(7,12),(7,24),0.0170419 # DEPENDENCYPART_SIBL
(7,12),(7,26),0.0177511 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0138191 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0065803 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.00981083 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.00303607 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.0129593 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.0135432 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.0181435 # DEPENDENCYPART_SIBL
(7,14),(7,24),0.0203332 # DEPENDENCYPART_SIBL
(7,14),(7,26),0.0294275 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0405481 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.037855 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.00916149 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.0470169 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.0122344 # DEPENDENCYPART_SIBL
(7,15),(7,23),-0.0507167 # DEPENDENCYPART_SIBL
(7,15),(7,24),-0.0117313 # DEPENDENCYPART_SIBL
(7,15),(7,26),-0.00679325 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.00781297 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.00202785 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.0660195 # DEPENDENCYPART_SIBL
(7,17),(7,22),0.0489761 # DEPENDENCYPART_SIBL
(7,17),(7,23),-0.0243091 # DEPENDENCYPART_SIBL
(7,17),(7,24),0.0275544 # DEPENDENCYPART_SIBL
(7,17),(7,26),0.0832276 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.0299747 # DEPENDENCYPART_SIBL
(7,18),(7,21),-0.0347296 # DEPENDENCYPART_SIBL
(7,18),(7,22),-0.0252098 # DEPENDENCYPART_SIBL
(7,18),(7,23),-0.0796032 # DEPENDENCYPART_SIBL
(7,18),(7,24),-0.00483537 # DEPENDENCYPART_SIBL
(7,18),(7,26),0.000974012 # DEPENDENCYPART_SIBL
(7,19),(7,21),-0.0449929 # DEPENDENCYPART_SIBL
(7,19),(7,22),0.00595251 # DEPENDENCYPART_SIBL
(7,19),(7,23),-0.0271473 # DEPENDENCYPART_SIBL
(7,19),(7,24),0.00435928 # DEPENDENCYPART_SIBL
(7,19),(7,26),-0.00874143 # DEPENDENCYPART_SIBL
(7,21),(7,22),0.0582577 # DEPENDENCYPART_SIBL
(7,21),(7,23),-0.0257837 # DEPENDENCYPART_SIBL
(7,21),(7,24),0.0275888 # DEPENDENCYPART_SIBL
(7,21),(7,26),0.0482909 # DEPENDENCYPART_SIBL
(7,22),(7,23),0.0217038 # DEPENDENCYPART_SIBL
(7,22),(7,24),0.0170419 # DEPENDENCYPART_SIBL
(7,22),(7,26),0.0177511 # DEPENDENCYPART_SIBL
(7,23),(7,24),0.00692165 # DEPENDENCYPART_SIBL
(7,23),(7,26),0.034382 # DEPENDENCYPART_SIBL
(7,24),(7,26),-0.012947 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.067561 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.042383 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.110546 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0765547 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.061697 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.00261246 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.100372 # DEPENDENCYPART_SIBL
(8,5),(8,26),0.000792688 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.108548 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.154555 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0465835 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.103517 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0444986 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.156432 # DEPENDENCYPART_SIBL
(8,9),(8,26),-0.0721838 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0911008 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0248705 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0602685 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0371224 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0946787 # DEPENDENCYPART_SIBL
(8,10),(8,26),0.0160865 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0664952 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0638186 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.00586902 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.149273 # DEPENDENCYPART_SIBL
(8,11),(8,26),0.0316068 # DEPENDENCYPART_SIBL
(8,12),(8,14),1.62598e-05 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.104181 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0530385 # DEPENDENCYPART_SIBL
(8,12),(8,26),0.19052 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0147121 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.110438 # DEPENDENCYPART_SIBL
(8,14),(8,26),0.0055927 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0607818 # DEPENDENCYPART_SIBL
(8,15),(8,26),0.141323 # DEPENDENCYPART_SIBL
(8,17),(8,26),0.0298948 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00424944 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0529987 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0674069 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0304607 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0529987 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0376721 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0507103 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0256193 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0376721 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.12432 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0257415 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.13625 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0201043 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.0731254 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.0672922 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0206447 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0362433 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.00902875 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0132086 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.000658785 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0343887 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0126905 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0266884 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0197989 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.023403 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0237517 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.00664695 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0315296 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.00506799 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0280384 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0434313 # DEPENDENCYPART_SIBL
(11,1),(11,21),0.00493019 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.0197989 # DEPENDENCYPART_SIBL
(11,1),(11,23),0.0214526 # DEPENDENCYPART_SIBL
(11,1),(11,24),-0.0334216 # DEPENDENCYPART_SIBL
(11,1),(11,25),0.021807 # DEPENDENCYPART_SIBL
(11,1),(11,26),0.084015 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.015251 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0140448 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0333099 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0068513 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0529281 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0103605 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0268592 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.041063 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0419129 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.01743 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0587708 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0102584 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0647679 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0587908 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0117413 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.0268592 # DEPENDENCYPART_SIBL
(11,3),(11,23),0.0259606 # DEPENDENCYPART_SIBL
(11,3),(11,24),0.016531 # DEPENDENCYPART_SIBL
(11,3),(11,25),0.00817553 # DEPENDENCYPART_SIBL
(11,3),(11,26),-0.00860162 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0352887 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0164156 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0132419 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0746348 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0254723 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0234405 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0176982 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.019382 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.00619981 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0179951 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.00154036 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.021313 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0507171 # DEPENDENCYPART_SIBL
(11,5),(11,21),2.92457e-05 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.0234405 # DEPENDENCYPART_SIBL
(11,5),(11,23),0.00823269 # DEPENDENCYPART_SIBL
(11,5),(11,24),0.0435757 # DEPENDENCYPART_SIBL
(11,5),(11,25),0.00677518 # DEPENDENCYPART_SIBL
(11,5),(11,26),0.0182862 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0169423 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.018403 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0140086 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0144802 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.00882256 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0695242 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0698431 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0647125 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.010846 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0130316 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0678031 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0189021 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0102435 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.00882256 # DEPENDENCYPART_SIBL
(11,6),(11,23),0.0148761 # DEPENDENCYPART_SIBL
(11,6),(11,24),-0.0582864 # DEPENDENCYPART_SIBL
(11,6),(11,25),0.0144338 # DEPENDENCYPART_SIBL
(11,6),(11,26),0.021965 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0348782 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0411531 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0225824 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0356577 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0657255 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0658061 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0448043 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0236995 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0325724 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0241702 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.020342 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.0363696 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.0356577 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0145504 # DEPENDENCYPART_SIBL
(11,7),(11,24),-0.0376027 # DEPENDENCYPART_SIBL
(11,7),(11,25),-0.0146693 # DEPENDENCYPART_SIBL
(11,7),(11,26),0.0287311 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0421009 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0541059 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0442137 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.017749 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0172385 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0246206 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.000151059 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.00397438 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0873022 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0384566 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.007142 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0442137 # DEPENDENCYPART_SIBL
(11,8),(11,23),0.0406423 # DEPENDENCYPART_SIBL
(11,8),(11,24),-0.115243 # DEPENDENCYPART_SIBL
(11,8),(11,25),0.0412788 # DEPENDENCYPART_SIBL
(11,8),(11,26),0.0363195 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.10709 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.12833 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.211939 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.212339 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0205911 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.036652 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.00671559 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.00425086 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.00625329 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.00988397 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.12833 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.103785 # DEPENDENCYPART_SIBL
(11,9),(11,24),-0.0442944 # DEPENDENCYPART_SIBL
(11,9),(11,25),0.109001 # DEPENDENCYPART_SIBL
(11,9),(11,26),0.04282 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0127759 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0776074 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0781677 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0311745 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0465982 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0205928 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0138732 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0113944 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0229611 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.0127759 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.0196931 # DEPENDENCYPART_SIBL
(11,10),(11,24),-0.0547563 # DEPENDENCYPART_SIBL
(11,10),(11,25),0.0165558 # DEPENDENCYPART_SIBL
(11,10),(11,26),-0.0850496 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0406971 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.044429 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0291802 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0182481 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.032124 # DEPENDENCYPART_SIBL
