# _root_ That 50 % is now held by Clifford Parker , Regatta 's president and chief executive officer , who will continue to manage Regatta 's operations under Gitano .
#goldHeads=3,3,4,0,4,4,6,9,7,9,13,11,9,13,17,17,14,9,20,9,20,21,22,26,24,23,23,27,4,
#predictedHeads=3,3,4,0,4,4,6,9,7,9,13,11,9,13,17,17,14,9,20,17,20,21,22,26,24,23,23,27,4,
(4,10),(4,27),0.0800783 # DEPENDENCYPART_SIBL
(4,10),(4,29),0.000254243 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.0625152 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.0477547 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.0268711 # DEPENDENCYPART_SIBL
(4,11),(4,15),-0.00441149 # DEPENDENCYPART_SIBL
(4,11),(4,17),-0.0296842 # DEPENDENCYPART_SIBL
(4,11),(4,18),-0.00656599 # DEPENDENCYPART_SIBL
(4,11),(4,20),-0.0103576 # DEPENDENCYPART_SIBL
(4,11),(4,21),-0.0262846 # DEPENDENCYPART_SIBL
(4,11),(4,27),-2.43024e-05 # DEPENDENCYPART_SIBL
(4,11),(4,29),-0.00207656 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.0501453 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.0321661 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.026279 # DEPENDENCYPART_SIBL
(4,12),(4,17),-0.0389198 # DEPENDENCYPART_SIBL
(4,12),(4,18),-0.0485784 # DEPENDENCYPART_SIBL
(4,12),(4,20),0.00231764 # DEPENDENCYPART_SIBL
(4,12),(4,21),-0.0256626 # DEPENDENCYPART_SIBL
(4,12),(4,27),0.065583 # DEPENDENCYPART_SIBL
(4,12),(4,29),-0.0314194 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.0413329 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.018418 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.0522237 # DEPENDENCYPART_SIBL
(4,13),(4,18),0.00476266 # DEPENDENCYPART_SIBL
(4,13),(4,20),-0.0387139 # DEPENDENCYPART_SIBL
(4,13),(4,21),-0.0358308 # DEPENDENCYPART_SIBL
(4,13),(4,27),0.082835 # DEPENDENCYPART_SIBL
(4,13),(4,29),0.0311572 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.0249939 # DEPENDENCYPART_SIBL
(4,14),(4,17),-0.00597862 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.014956 # DEPENDENCYPART_SIBL
(4,14),(4,20),-0.0240733 # DEPENDENCYPART_SIBL
(4,14),(4,21),-0.10554 # DEPENDENCYPART_SIBL
(4,14),(4,27),-0.0010103 # DEPENDENCYPART_SIBL
(4,14),(4,29),0.0140565 # DEPENDENCYPART_SIBL
(4,15),(4,17),-0.0438068 # DEPENDENCYPART_SIBL
(4,15),(4,18),-0.00361146 # DEPENDENCYPART_SIBL
(4,15),(4,20),-0.00338658 # DEPENDENCYPART_SIBL
(4,15),(4,21),-0.0409461 # DEPENDENCYPART_SIBL
(4,15),(4,27),0.0513436 # DEPENDENCYPART_SIBL
(4,15),(4,29),-0.0254405 # DEPENDENCYPART_SIBL
(4,17),(4,18),0.00388833 # DEPENDENCYPART_SIBL
(4,17),(4,20),-0.041193 # DEPENDENCYPART_SIBL
(4,17),(4,21),-0.0415666 # DEPENDENCYPART_SIBL
(4,17),(4,27),0.0667274 # DEPENDENCYPART_SIBL
(4,17),(4,29),0.00187239 # DEPENDENCYPART_SIBL
(4,18),(4,20),0.0316761 # DEPENDENCYPART_SIBL
(4,18),(4,21),-0.0093009 # DEPENDENCYPART_SIBL
(4,18),(4,27),0.0800783 # DEPENDENCYPART_SIBL
(4,18),(4,29),0.000254243 # DEPENDENCYPART_SIBL
(4,20),(4,21),-0.0516695 # DEPENDENCYPART_SIBL
(4,20),(4,27),0.0461041 # DEPENDENCYPART_SIBL
(4,20),(4,29),0.022702 # DEPENDENCYPART_SIBL
(4,21),(4,27),-0.0109345 # DEPENDENCYPART_SIBL
(4,21),(4,29),0.00243127 # DEPENDENCYPART_SIBL
(4,27),(4,29),-0.0378553 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0364089 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0631551 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0252311 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.104505 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0314671 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0365527 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0171693 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.00056223 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.00948791 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0418197 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.00642 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0219398 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.00186091 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0460816 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0452953 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.077123 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0771375 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0238231 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.077123 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.103662 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0415168 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0315833 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0402419 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.0238231 # DEPENDENCYPART_SIBL
(6,1),(6,20),0.0344955 # DEPENDENCYPART_SIBL
(6,1),(6,22),-0.0664077 # DEPENDENCYPART_SIBL
(6,1),(6,27),0.0123938 # DEPENDENCYPART_SIBL
(6,1),(6,29),-0.0543866 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0550217 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.00778478 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0335691 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0916172 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0206294 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0206312 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.00499988 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0206294 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0801414 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0221993 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0404198 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.025229 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.00499988 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.0431896 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.0122655 # DEPENDENCYPART_SIBL
(6,2),(6,27),-0.0300756 # DEPENDENCYPART_SIBL
(6,2),(6,29),-0.011493 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0402262 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0214095 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0184573 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00102788 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.000852456 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0816549 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.000843649 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0426578 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0297853 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.14739 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0338404 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.0816549 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.0167241 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.125076 # DEPENDENCYPART_SIBL
(6,3),(6,27),0.0346098 # DEPENDENCYPART_SIBL
(6,3),(6,29),0.0907235 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0519626 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0994437 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0296684 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0283486 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0175031 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0283504 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0499754 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0387059 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0146936 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0382843 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0175031 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.118173 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.0913056 # DEPENDENCYPART_SIBL
(6,4),(6,27),-0.0621519 # DEPENDENCYPART_SIBL
(6,4),(6,29),0.0267468 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0282688 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0677307 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0677546 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.02119 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0677307 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.158495 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0477106 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0477331 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0492685 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.02119 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.0883673 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.0103572 # DEPENDENCYPART_SIBL
(6,5),(6,27),-0.0249532 # DEPENDENCYPART_SIBL
(6,5),(6,29),0.00290176 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0491168 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0491245 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0177162 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0491168 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.056102 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0106463 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0305106 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.00302186 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0177162 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0823705 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.067176 # DEPENDENCYPART_SIBL
(6,7),(6,27),0.0595423 # DEPENDENCYPART_SIBL
(6,7),(6,29),-0.086079 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0301347 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0163423 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0301328 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0481868 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0298185 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0321078 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0207933 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.0163423 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0154322 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.0167623 # DEPENDENCYPART_SIBL
(6,8),(6,27),0.023114 # DEPENDENCYPART_SIBL
(6,8),(6,29),0.030138 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0159151 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0301426 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0481887 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0300235 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0321405 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0209983 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0159151 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0154341 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.0167604 # DEPENDENCYPART_SIBL
(6,9),(6,27),0.0230989 # DEPENDENCYPART_SIBL
(6,9),(6,29),0.0296639 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0379304 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.051444 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0156919 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0108252 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.00610435 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.0245572 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.00352694 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.0481587 # DEPENDENCYPART_SIBL
(6,10),(6,27),0.034416 # DEPENDENCYPART_SIBL
(6,10),(6,29),-0.00464174 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0481868 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0298185 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0321449 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0207933 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0163466 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0154322 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.0167623 # DEPENDENCYPART_SIBL
(6,11),(6,27),0.023114 # DEPENDENCYPART_SIBL
(6,11),(6,29),0.02883 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0711893 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.00202315 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0668063 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0637145 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0292995 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.00326927 # DEPENDENCYPART_SIBL
(6,12),(6,27),0.0590071 # DEPENDENCYPART_SIBL
(6,12),(6,29),-0.0619841 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0538004 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0603037 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0210404 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0397384 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.00203972 # DEPENDENCYPART_SIBL
(6,13),(6,27),0.0570532 # DEPENDENCYPART_SIBL
(6,13),(6,29),0.0617549 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0324877 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.00301765 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0245616 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.0152835 # DEPENDENCYPART_SIBL
(6,14),(6,27),0.0100575 # DEPENDENCYPART_SIBL
(6,14),(6,29),-0.00971151 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.032674 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.0340087 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.021558 # DEPENDENCYPART_SIBL
(6,17),(6,27),0.0491704 # DEPENDENCYPART_SIBL
(6,17),(6,29),0.0517801 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.00352694 # DEPENDENCYPART_SIBL
(6,18),(6,22),0.0481587 # DEPENDENCYPART_SIBL
(6,18),(6,27),0.034416 # DEPENDENCYPART_SIBL
(6,18),(6,29),-0.00464174 # DEPENDENCYPART_SIBL
(6,20),(6,22),-0.0391144 # DEPENDENCYPART_SIBL
(6,20),(6,27),-0.00827622 # DEPENDENCYPART_SIBL
(6,20),(6,29),-0.02604 # DEPENDENCYPART_SIBL
(6,22),(6,27),0.0469389 # DEPENDENCYPART_SIBL
(6,22),(6,29),0.0618441 # DEPENDENCYPART_SIBL
(6,27),(6,29),-0.0727974 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0475146 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0475457 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0152492 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0475146 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0469397 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0712759 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0314994 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.017036 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.10313 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0200785 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.103128 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.150771 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.00558428 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.143406 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0931624 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0205319 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.10318 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.151002 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.00557705 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.143638 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0931906 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0414833 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0306709 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.00246519 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0438171 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0112462 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.150771 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.00554722 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.143406 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0931624 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.000681053 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.200493 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.118901 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0190657 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0102409 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.112427 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.00311887 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0160048 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.101018 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0465203 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.000758948 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0360195 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.00311887 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0656866 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0445484 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.117108 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0430345 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0726446 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0311467 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.1006 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.045697 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00117862 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0351962 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.00438549 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0576208 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.00630771 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0592574 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.058883 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0407519 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.161815 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0199488 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.068271 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0137695 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0388401 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.00106653 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0142653 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0592715 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0278009 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0665367 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0747607 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.00604927 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0102765 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0150681 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0223741 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.00306895 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0665367 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0192075 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.156956 # DEPENDENCYPART_SIBL
(9,1),(9,25),-0.00604927 # DEPENDENCYPART_SIBL
(9,1),(9,28),-0.0747607 # DEPENDENCYPART_SIBL
(9,1),(9,29),-0.0659869 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0275638 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0533106 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0631046 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.006954 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.00972665 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.157966 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0381536 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.105819 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.030604 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0270725 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.006954 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.057664 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.0484718 # DEPENDENCYPART_SIBL
(9,3),(9,25),-0.157966 # DEPENDENCYPART_SIBL
(9,3),(9,28),-0.00972665 # DEPENDENCYPART_SIBL
(9,3),(9,29),-0.087545 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00730835 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0416414 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0814446 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0202819 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.309012 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.00468641 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.00969375 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.00630547 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0193975 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0814446 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0462516 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0250649 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.309012 # DEPENDENCYPART_SIBL
(9,5),(9,28),-0.0202819 # DEPENDENCYPART_SIBL
(9,5),(9,29),0.017649 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.122768 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0287857 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0792781 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.145468 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0334006 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0199134 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00971695 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0134296 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0287857 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.00947269 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0703935 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.145468 # DEPENDENCYPART_SIBL
(9,6),(9,28),0.0792781 # DEPENDENCYPART_SIBL
(9,6),(9,29),0.00471446 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0405294 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0262221 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.157977 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.194353 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0719237 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0131369 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0885415 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0405294 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0388686 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0782164 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.157977 # DEPENDENCYPART_SIBL
(9,8),(9,28),0.0262221 # DEPENDENCYPART_SIBL
(9,8),(9,29),0.0490598 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0571094 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0561387 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.10388 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0314411 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0343394 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0593082 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0118657 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0339214 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0126393 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.0561387 # DEPENDENCYPART_SIBL
(9,10),(9,28),0.0571094 # DEPENDENCYPART_SIBL
(9,10),(9,29),0.0149236 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.103763 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.049606 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.00198973 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0201507 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0391593 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0208807 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.03118 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0423414 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.103763 # DEPENDENCYPART_SIBL
(9,11),(9,28),-0.0190307 # DEPENDENCYPART_SIBL
(9,11),(9,29),0.0227699 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0583665 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.00630456 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0705795 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0600572 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0782377 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.00248767 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.00748157 # DEPENDENCYPART_SIBL
(9,12),(9,25),-0.0514609 # DEPENDENCYPART_SIBL
(9,12),(9,28),0.0198869 # DEPENDENCYPART_SIBL
(9,12),(9,29),-0.0307029 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0372952 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0180866 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.166247 # DEPENDENCYPART_SIBL
