# _root_ It also recommends better retirement and day-care benefits , and basing pay on education , experience and nurses ' demanding work schedules .
#goldHeads=3,3,0,5,3,5,8,6,8,8,10,11,11,13,14,14,16,22,18,22,22,17,3,
#predictedHeads=3,3,0,5,3,5,8,6,3,3,10,11,11,13,14,14,16,22,18,22,22,17,3,
(5,2),(5,6),-0.00803297 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0286577 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0112223 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.025022 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.00803297 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0447569 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0295234 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0152849 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0288319 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.025022 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.0303269 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.00803297 # DEPENDENCYPART_SIBL
(5,2),(5,19),-0.131319 # DEPENDENCYPART_SIBL
(5,2),(5,23),0.197109 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0224866 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0340804 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0336308 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0366384 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0181852 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0340804 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.00659191 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.024174 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0429691 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0337989 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0181852 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0343355 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.0340804 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.0469458 # DEPENDENCYPART_SIBL
(5,3),(5,23),0.0320023 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0770508 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0155794 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0188126 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0404018 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0770508 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0165562 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.00865888 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.084094 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0157475 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0404018 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0161734 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.0770508 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.00343983 # DEPENDENCYPART_SIBL
(5,4),(5,23),0.0225927 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0484076 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.00729883 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.00480552 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.65201 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.00361581 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0501024 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0193185 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0497081 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.00480552 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0463769 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.65201 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.0584346 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.022806 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0272927 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.000441099 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.00425772 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.00670976 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0315783 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0349562 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0287938 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.000441099 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0285616 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.00425772 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.0386154 # DEPENDENCYPART_SIBL
(5,7),(5,23),0.00889806 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0227052 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0106516 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.020106 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0451415 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0350103 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0381366 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0227052 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.037804 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.0106516 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0483862 # DEPENDENCYPART_SIBL
(5,8),(5,23),1.78232e-05 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0412323 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0207765 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.050988 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0151239 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.0508112 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0396473 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.0417104 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.0412323 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0272225 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.00207852 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.00361581 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0501024 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0193185 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0497081 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.00480552 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0463769 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.65201 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.0584346 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.022806 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0035928 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0062139 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.00235515 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0186063 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.00217344 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.0159426 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.0390912 # DEPENDENCYPART_SIBL
(5,11),(5,23),0.0177823 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0335592 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0309172 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0056456 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.030685 # DEPENDENCYPART_SIBL
(5,12),(5,17),0.0360402 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.0371801 # DEPENDENCYPART_SIBL
(5,12),(5,23),0.00406794 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0309987 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.0210043 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.0330304 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.065928 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.0341781 # DEPENDENCYPART_SIBL
(5,13),(5,23),0.119759 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.0089849 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.0303463 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.00191827 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.0388719 # DEPENDENCYPART_SIBL
(5,14),(5,23),0.00842409 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.0417104 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.0412323 # DEPENDENCYPART_SIBL
(5,15),(5,19),-0.0272225 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.00207852 # DEPENDENCYPART_SIBL
(5,16),(5,17),0.0096462 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.0386206 # DEPENDENCYPART_SIBL
(5,16),(5,23),0.0160868 # DEPENDENCYPART_SIBL
(5,17),(5,19),-0.0584346 # DEPENDENCYPART_SIBL
(5,17),(5,23),-0.022806 # DEPENDENCYPART_SIBL
(5,19),(5,23),-0.0673748 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0349657 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0386994 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0474668 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0420008 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.00229398 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.037506 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0281978 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0349662 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.034967 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0888887 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0537584 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0792652 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0507957 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0726396 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.00721834 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.071076 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0709993 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0790276 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0662665 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.00759323 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0703976 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0451619 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0646506 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0644578 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.197596 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.00297664 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0247283 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.00180606 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0225837 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0133194 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0265305 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.031624 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.00938495 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0324983 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0293092 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0536117 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.017641 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0536319 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0535901 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.00631931 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0727927 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0727161 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0277157 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0259254 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0725107 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0188231 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0424084 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0689496 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0165562 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0193812 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00170814 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0205426 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.036026 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0241192 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0031681 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.00393927 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0307191 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0283105 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00151734 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0281029 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0128848 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0970052 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0899642 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0284103 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.102406 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0244849 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0128848 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0254777 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0970052 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.0143759 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.0119914 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.00871012 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0188757 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.01748 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0191112 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0147211 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.025223 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0694635 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0419702 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.034791 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0543357 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0147211 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0532994 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.025223 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0510861 # DEPENDENCYPART_SIBL
(8,2),(8,23),0.206599 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0194243 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.00464759 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0196319 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0148906 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.140845 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0288409 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.013818 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0151052 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0139338 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0148906 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0139609 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.140845 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0261189 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.00058037 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.012459 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0178207 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0176744 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0568356 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0602256 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.00131295 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0868329 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0094304 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0176744 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0134351 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0568356 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.0419257 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.0154965 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0143643 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00788131 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0179443 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0221848 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0304098 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0417626 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0261769 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.00788131 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0261996 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0179443 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0200434 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.153062 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0276658 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0501005 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0637921 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.00107674 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0956461 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.00966661 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0276658 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0136713 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0501005 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0381491 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.0180633 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0287108 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.00135602 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0540845 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.015272 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0537941 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0307253 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0444644 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0287108 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0154761 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.00631094 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0240283 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00744878 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0496535 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0070863 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0277927 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.00395442 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.640417 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0654665 # DEPENDENCYPART_SIBL
(8,10),(8,23),0.00624176 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0115892 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0397758 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0103727 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0144907 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0103881 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0209625 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0361988 # DEPENDENCYPART_SIBL
(8,11),(8,23),0.0186603 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0256397 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0370008 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0189169 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0369815 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0156304 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0418319 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.0585639 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0214933 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0293154 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.023258 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0210528 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0496864 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.116707 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0202118 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0353655 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0175395 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0425969 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.0639254 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0444644 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0287108 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0154761 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.00631094 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0100578 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.0425272 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.0713279 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0654665 # DEPENDENCYPART_SIBL
(8,17),(8,23),0.00624176 # DEPENDENCYPART_SIBL
(8,19),(8,23),-0.0589952 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0655669 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.00728303 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0299068 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0017027 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0233015 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0014206 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0175308 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.00235324 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0662891 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.0838118 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0232925 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0611498 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0552396 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0530965 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0877074 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0624882 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.134113 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.00482078 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0536117 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.017641 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0536319 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0306729 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0535901 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0246638 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.0618254 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.00631931 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0727927 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0592339 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0727161 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0470534 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0902611 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0277157 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.00504271 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0259254 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0306648 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0184874 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.062732 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0725107 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0812796 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0892715 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0133194 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.197596 # DEPENDENCYPART_SIBL
(10,15),(10,22),0.0353083 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0738713 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.0892735 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.014374 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0246802 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0102932 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.00543704 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.00277385 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.023818 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.000425843 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.202371 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0201998 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.0183433 # DEPENDENCYPART_SIBL
(11,5),(11,23),0.0159978 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0163344 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0281963 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0122622 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0132583 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0120613 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.144303 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.00984225 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.00984353 # DEPENDENCYPART_SIBL
(11,8),(11,23),0.0303486 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0261719 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0478001 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.00245595 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0464133 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0421581 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0699387 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0699387 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.0243283 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0499275 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.00391282 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.046655 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0431666 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.057298 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.053539 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.00468325 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.00575349 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0459498 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.00812021 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0687481 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0687481 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.0198403 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0159236 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0180974 # DEPENDENCYPART_SIBL
