# _root_ `` It 's pure psychology , '' said William Au Yeung , an account executive for Drexel Burnham Lambert ( HK ) Ltd. in Hong Kong .
#goldHeads=8,3,8,5,3,8,8,0,11,11,8,11,15,15,11,15,19,19,16,21,19,21,19,19,26,24,8,
#predictedHeads=8,3,8,5,3,8,8,0,11,11,8,11,15,15,11,15,19,19,16,21,19,21,19,19,26,24,8,
(5,11),(5,19),-0.0351789 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0692874 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.0186245 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.0473751 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.0487822 # DEPENDENCYPART_SIBL
(5,15),(5,19),-0.0289851 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.0170448 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0498772 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0243821 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.139971 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0699299 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0760467 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0106442 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0166334 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0389198 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0311381 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.02031 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0334742 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.037471 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.386902 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0663707 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0674303 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0674303 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.117967 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.123701 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0289148 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0674253 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.0424698 # DEPENDENCYPART_SIBL
(8,1),(8,22),-0.0127227 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.0673359 # DEPENDENCYPART_SIBL
(8,1),(8,24),0.0806131 # DEPENDENCYPART_SIBL
(8,1),(8,26),0.0685242 # DEPENDENCYPART_SIBL
(8,1),(8,27),0.342288 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0437875 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0164193 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.000823815 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0146045 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.00693953 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0483728 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0483605 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0483605 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0251686 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0948724 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0625886 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0483605 # DEPENDENCYPART_SIBL
(8,2),(8,20),-4.35474e-05 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.021913 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.048472 # DEPENDENCYPART_SIBL
(8,2),(8,24),0.0827288 # DEPENDENCYPART_SIBL
(8,2),(8,26),-0.0435084 # DEPENDENCYPART_SIBL
(8,2),(8,27),0.00943571 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0237783 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.00588888 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0457471 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0585875 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0602285 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0612864 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0612864 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0337656 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.000887108 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.126907 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.0612859 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0527774 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.0485843 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.0610912 # DEPENDENCYPART_SIBL
(8,3),(8,24),-0.0269192 # DEPENDENCYPART_SIBL
(8,3),(8,26),0.0623775 # DEPENDENCYPART_SIBL
(8,3),(8,27),0.0529811 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.029999 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0292137 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.109388 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0338683 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0338498 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0338498 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0400797 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0499896 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0848693 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0348439 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.00335707 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.016066 # DEPENDENCYPART_SIBL
(8,4),(8,23),-0.0286655 # DEPENDENCYPART_SIBL
(8,4),(8,24),-0.0279996 # DEPENDENCYPART_SIBL
(8,4),(8,26),-0.0356057 # DEPENDENCYPART_SIBL
(8,4),(8,27),0.0176836 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0601223 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.133624 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0986419 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0986242 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0986242 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0972486 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0187816 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0472414 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0991308 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0154171 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.00546065 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.0942155 # DEPENDENCYPART_SIBL
(8,5),(8,24),-0.0157367 # DEPENDENCYPART_SIBL
(8,5),(8,26),-0.0989012 # DEPENDENCYPART_SIBL
(8,5),(8,27),0.076018 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0744449 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00972326 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00860468 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00860468 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0793687 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0298475 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.102998 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.00861455 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0102762 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.00868991 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.00951645 # DEPENDENCYPART_SIBL
(8,6),(8,24),0.0223456 # DEPENDENCYPART_SIBL
(8,6),(8,26),-0.00439218 # DEPENDENCYPART_SIBL
(8,6),(8,27),0.00314724 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00802762 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.00691752 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00691752 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.1152 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.113965 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.046119 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.00691755 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0153843 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.0125135 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.00705466 # DEPENDENCYPART_SIBL
(8,7),(8,24),0.103977 # DEPENDENCYPART_SIBL
(8,7),(8,26),-0.00575396 # DEPENDENCYPART_SIBL
(8,7),(8,27),0.106974 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0638206 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0638206 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00610853 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0489348 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0295266 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0623288 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0455999 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.029463 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0602384 # DEPENDENCYPART_SIBL
(8,9),(8,24),0.00566076 # DEPENDENCYPART_SIBL
(8,9),(8,26),-0.0678229 # DEPENDENCYPART_SIBL
(8,9),(8,27),-0.0416426 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0637562 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00808682 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0487912 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0295035 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0622644 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0455864 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0294493 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0601739 # DEPENDENCYPART_SIBL
(8,10),(8,24),0.0056828 # DEPENDENCYPART_SIBL
(8,10),(8,26),-0.0677584 # DEPENDENCYPART_SIBL
(8,10),(8,27),-0.0405126 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.00808682 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0487912 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0295035 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0622644 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0455864 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.0294493 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.0601739 # DEPENDENCYPART_SIBL
(8,11),(8,24),0.0056828 # DEPENDENCYPART_SIBL
(8,11),(8,26),-0.0677584 # DEPENDENCYPART_SIBL
(8,11),(8,27),-0.0405126 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.00109681 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0433636 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0709709 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.00414557 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.0132163 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.101851 # DEPENDENCYPART_SIBL
(8,12),(8,24),-0.0614661 # DEPENDENCYPART_SIBL
(8,12),(8,26),-0.0793797 # DEPENDENCYPART_SIBL
(8,12),(8,27),-0.0768676 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0466873 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.062549 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0495564 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.026852 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.0631446 # DEPENDENCYPART_SIBL
(8,15),(8,24),-0.0566546 # DEPENDENCYPART_SIBL
(8,15),(8,26),-0.0653877 # DEPENDENCYPART_SIBL
(8,15),(8,27),-0.0676956 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.050504 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0151588 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.01095 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.0535433 # DEPENDENCYPART_SIBL
(8,16),(8,24),0.0519821 # DEPENDENCYPART_SIBL
(8,16),(8,26),-0.0564248 # DEPENDENCYPART_SIBL
(8,16),(8,27),-0.0824912 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.0455864 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.0294493 # DEPENDENCYPART_SIBL
(8,19),(8,23),-0.0601805 # DEPENDENCYPART_SIBL
(8,19),(8,24),0.00876608 # DEPENDENCYPART_SIBL
(8,19),(8,26),-0.067765 # DEPENDENCYPART_SIBL
(8,19),(8,27),-0.0415665 # DEPENDENCYPART_SIBL
(8,20),(8,22),0.0591015 # DEPENDENCYPART_SIBL
(8,20),(8,23),-0.0468979 # DEPENDENCYPART_SIBL
(8,20),(8,24),-0.0197599 # DEPENDENCYPART_SIBL
(8,20),(8,26),-0.0482829 # DEPENDENCYPART_SIBL
(8,20),(8,27),-0.0298103 # DEPENDENCYPART_SIBL
(8,22),(8,23),-0.0645016 # DEPENDENCYPART_SIBL
(8,22),(8,24),-0.0345058 # DEPENDENCYPART_SIBL
(8,22),(8,26),-0.0709714 # DEPENDENCYPART_SIBL
(8,22),(8,27),-0.0931068 # DEPENDENCYPART_SIBL
(8,23),(8,24),0.0108297 # DEPENDENCYPART_SIBL
(8,23),(8,26),-0.0638181 # DEPENDENCYPART_SIBL
(8,23),(8,27),-0.0434398 # DEPENDENCYPART_SIBL
(8,24),(8,26),0.0555857 # DEPENDENCYPART_SIBL
(8,24),(8,27),0.0297567 # DEPENDENCYPART_SIBL
(8,26),(8,27),-0.0425032 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0207635 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.00063015 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0295644 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.00063015 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0295644 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.07427 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0674785 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0730935 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.00831251 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0152392 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.00262258 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.01204 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0262111 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.00536754 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.00219712 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0222553 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.00129297 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.00226167 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0120276 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0202707 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.00830421 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.00114493 # DEPENDENCYPART_SIBL
(10,7),(10,24),0.0612392 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0691857 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.149418 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0790863 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.105952 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.00968053 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0705503 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.103484 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.00463368 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0300091 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0338671 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0400492 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.00978632 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0292826 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0402065 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0585984 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.00913727 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0724467 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.0254326 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.108626 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.00442917 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0056732 # DEPENDENCYPART_SIBL
(10,14),(10,24),-0.000120864 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.00392518 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.00811818 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.00221719 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0610451 # DEPENDENCYPART_SIBL
(10,16),(10,24),0.129287 # DEPENDENCYPART_SIBL
(10,19),(10,24),-0.0255116 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0366615 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0635056 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.094656 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.017824 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.6486 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0235772 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0278066 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0317007 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.156379 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0620973 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.148726 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.162985 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0690496 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.143018 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.142733 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.015987 # DEPENDENCYPART_SIBL
(11,1),(11,21),0.145176 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.106048 # DEPENDENCYPART_SIBL
(11,1),(11,23),0.227953 # DEPENDENCYPART_SIBL
(11,1),(11,24),0.138152 # DEPENDENCYPART_SIBL
(11,1),(11,26),0.150068 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0427281 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0647524 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0141464 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.12806 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0224583 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.00951759 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00848675 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0355229 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0231056 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0240487 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0132781 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.00977131 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0440722 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.0425274 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0493094 # DEPENDENCYPART_SIBL
(11,3),(11,21),0.0449657 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.000624303 # DEPENDENCYPART_SIBL
(11,3),(11,23),0.127631 # DEPENDENCYPART_SIBL
(11,3),(11,24),0.0273532 # DEPENDENCYPART_SIBL
(11,3),(11,26),0.0498886 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.111778 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0249729 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0739298 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0211411 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0836843 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0844765 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0225588 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0225984 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.018768 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0132243 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0259702 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0306151 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0265169 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0271001 # DEPENDENCYPART_SIBL
(11,4),(11,21),0.0299493 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.0111232 # DEPENDENCYPART_SIBL
(11,4),(11,23),0.119078 # DEPENDENCYPART_SIBL
(11,4),(11,24),0.00449921 # DEPENDENCYPART_SIBL
(11,4),(11,26),0.0310031 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0123793 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0674785 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0386645 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0730935 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0787949 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0152392 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0450084 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.00262258 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.01204 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0262111 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.00685794 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.00536754 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0562588 # DEPENDENCYPART_SIBL
(11,5),(11,21),0.00831251 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.0385446 # DEPENDENCYPART_SIBL
(11,5),(11,23),0.095476 # DEPENDENCYPART_SIBL
(11,5),(11,24),-0.00219712 # DEPENDENCYPART_SIBL
(11,5),(11,26),0.0123461 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0680873 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0466681 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0201334 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0178897 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0587094 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0936778 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.171003 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.159489 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0894989 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.112411 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.115527 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.130528 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.113079 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.0379365 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.0317166 # DEPENDENCYPART_SIBL
(11,6),(11,24),-0.00849941 # DEPENDENCYPART_SIBL
(11,6),(11,26),-0.106619 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0353643 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0222553 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0206937 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.00226167 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0267983 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0120276 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0202707 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.00830421 # DEPENDENCYPART_SIBL
(11,7),(11,18),1.67771e-05 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.00114493 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0486734 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.00129297 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.00663269 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.0840184 # DEPENDENCYPART_SIBL
(11,7),(11,24),0.0612392 # DEPENDENCYPART_SIBL
(11,7),(11,26),0.00625446 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.037283 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0384454 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.00639181 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.00242143 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.00492034 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0116571 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0126725 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0366241 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0350757 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0080169 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.0375137 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.0184874 # DEPENDENCYPART_SIBL
(11,8),(11,23),0.12029 # DEPENDENCYPART_SIBL
(11,8),(11,24),0.049828 # DEPENDENCYPART_SIBL
(11,8),(11,26),0.0424757 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0676877 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.149418 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0326508 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0790863 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.105952 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.00968053 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0728388 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0705503 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.00800795 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0691857 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.0747573 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.352635 # DEPENDENCYPART_SIBL
(11,9),(11,24),0.103484 # DEPENDENCYPART_SIBL
(11,9),(11,26),0.0678438 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0658534 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.00664461 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0445354 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0714011 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.00826409 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0316538 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0293653 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0169451 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0280007 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.0223341 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.31145 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.0851374 # DEPENDENCYPART_SIBL
(11,10),(11,26),0.0266588 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0348227 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0402065 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0585984 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.00913727 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0676621 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0724467 # DEPENDENCYPART_SIBL
