# _root_ In 1988 the Cincinnati company earned $ 3.1 million , or 32 cents a share , on revenue of $ 148.5 million .
#goldHeads=6,1,5,5,6,0,6,7,7,7,7,13,11,15,13,7,6,17,18,19,20,20,6,
#predictedHeads=6,1,5,5,6,0,6,7,7,7,7,13,11,15,13,6,6,17,18,19,20,20,6,
(6,11),(6,16),-0.0956678 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0536435 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0542598 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0434502 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.085659 # DEPENDENCYPART_SIBL
(6,11),(6,23),-0.190269 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0895864 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0413587 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0153422 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.00256525 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0510501 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0460957 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.018195 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.0350907 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0593637 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0620328 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0254259 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0574363 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0497841 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0120571 # DEPENDENCYPART_SIBL
(6,13),(6,23),-0.0227907 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0146251 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.00261136 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0702997 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0922175 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.0342525 # DEPENDENCYPART_SIBL
(6,15),(6,23),-0.0182042 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0140726 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0170349 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.004516 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.0145368 # DEPENDENCYPART_SIBL
(6,16),(6,23),0.0096965 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0272431 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.07817 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.0148339 # DEPENDENCYPART_SIBL
(6,17),(6,23),0.0195026 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.021468 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.0181454 # DEPENDENCYPART_SIBL
(6,18),(6,23),0.0149887 # DEPENDENCYPART_SIBL
(6,19),(6,20),-0.033929 # DEPENDENCYPART_SIBL
(6,19),(6,23),-0.0734486 # DEPENDENCYPART_SIBL
(6,20),(6,23),0.0379653 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0423341 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.00303252 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0454616 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0891198 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0448833 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.163661 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0240435 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.080502 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.00693222 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0448833 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.162239 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.000278681 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0350026 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.0981574 # DEPENDENCYPART_SIBL
(7,1),(7,22),-0.0891198 # DEPENDENCYPART_SIBL
(7,1),(7,23),-0.12291 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.00666203 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0749547 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.142471 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0685834 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0390592 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0538754 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0693037 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0253777 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0685834 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.106172 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0263004 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.0501684 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.0596683 # DEPENDENCYPART_SIBL
(7,2),(7,22),-0.142471 # DEPENDENCYPART_SIBL
(7,2),(7,23),-0.146772 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0333565 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0208965 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0778853 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0432617 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0544267 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0305119 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.00764429 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0778853 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0224451 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0207688 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.018348 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0105473 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0208965 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.0323801 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.162234 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0156003 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.260246 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0690365 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0216463 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0608005 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0156003 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.139016 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.00820994 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0863756 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.138345 # DEPENDENCYPART_SIBL
(7,8),(7,22),0.162234 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.00112106 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0804264 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.418798 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0515791 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.00875569 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0213699 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0804264 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0955497 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.00502035 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.17918 # DEPENDENCYPART_SIBL
(7,9),(7,20),0.188569 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.200878 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.0355228 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0762993 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.125756 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0178727 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0535678 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.00824593 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0642159 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.00986157 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0146044 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.068371 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.0269538 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.035861 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.12619 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0196269 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0695967 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0315796 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.110134 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0402003 # DEPENDENCYPART_SIBL
(7,11),(7,19),4.38687e-05 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0294844 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.024484 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.126208 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0306363 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.054875 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.046532 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.138251 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.00283547 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.0874551 # DEPENDENCYPART_SIBL
(7,12),(7,20),0.128705 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.149113 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.0110464 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0216097 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0315236 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0515285 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0458388 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0210832 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.0299919 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.0421724 # DEPENDENCYPART_SIBL
(7,13),(7,23),0.00433882 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0236842 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0813278 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.0534079 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0479938 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.0257918 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.0153961 # DEPENDENCYPART_SIBL
(7,15),(7,23),0.0180575 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0642159 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.00986157 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0146044 # DEPENDENCYPART_SIBL
(7,16),(7,20),0.068371 # DEPENDENCYPART_SIBL
(7,16),(7,22),-0.0269538 # DEPENDENCYPART_SIBL
(7,16),(7,23),0.035861 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.0102122 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.0274425 # DEPENDENCYPART_SIBL
(7,17),(7,20),0.086737 # DEPENDENCYPART_SIBL
(7,17),(7,22),0.0920118 # DEPENDENCYPART_SIBL
(7,17),(7,23),0.0827999 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.00505305 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.0100515 # DEPENDENCYPART_SIBL
(7,18),(7,22),0.0187942 # DEPENDENCYPART_SIBL
(7,18),(7,23),0.0223616 # DEPENDENCYPART_SIBL
(7,19),(7,20),0.202605 # DEPENDENCYPART_SIBL
(7,19),(7,22),0.152425 # DEPENDENCYPART_SIBL
(7,19),(7,23),0.122457 # DEPENDENCYPART_SIBL
(7,20),(7,22),0.230681 # DEPENDENCYPART_SIBL
(7,20),(7,23),0.0715983 # DEPENDENCYPART_SIBL
(7,22),(7,23),0.0355228 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.06332 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0200204 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0215184 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0211691 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.035529 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0419508 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0641892 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0320174 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0363077 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0132484 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0438267 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0248283 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.058345 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.116269 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0982206 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0444961 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.00369565 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0431143 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0148658 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0537559 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0256291 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.131523 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0300143 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0358356 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0448733 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.00454174 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0456265 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.252776 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0417633 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0711957 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0259387 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0327286 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0503726 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0562713 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.00262122 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0456691 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.256131 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0295549 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.103571 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0458198 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0932818 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0361304 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.00726835 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0361934 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0182485 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0692644 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.101834 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0554188 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.050175 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.105428 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0509645 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0841458 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0426565 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.101875 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0512106 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0667365 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0497442 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.00353309 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0684262 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0444619 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0183345 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0833367 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.068098 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0389506 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0494206 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.05327 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0887909 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0938721 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0394929 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0353061 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0183194 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0255211 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.0145686 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.036248 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0626536 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.00939169 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.060375 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0298175 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.00730882 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.0047958 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0148415 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0314914 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.111991 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.00634422 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0978239 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.068328 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.143278 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.329648 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0355288 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.207523 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.144664 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.315423 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0324367 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.21872 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.529116 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0381355 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0171307 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.00500911 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0647104 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.00460458 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0478759 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0501446 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0711488 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0770129 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.043689 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.056371 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0219424 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0466722 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0571063 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.014363 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.102605 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0750495 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0412087 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.0691253 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.0559616 # DEPENDENCYPART_SIBL
(13,1),(13,20),0.0139547 # DEPENDENCYPART_SIBL
(13,1),(13,23),0.0773324 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0808969 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0210135 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0455668 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.00164131 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0143045 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.0280476 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0803868 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.00669637 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0357491 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.152182 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.056953 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0134997 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.114897 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.0149857 # DEPENDENCYPART_SIBL
(13,2),(13,20),0.0361904 # DEPENDENCYPART_SIBL
(13,2),(13,23),0.0369127 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0121263 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0281915 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0280401 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0389165 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0391044 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0826247 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0252039 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0045076 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0399593 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0717881 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0936171 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.00297856 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.412674 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0479379 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.0203791 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0439369 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0396794 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0369127 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.00798593 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0125424 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0444132 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0966408 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0383533 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0438528 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0887272 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0430936 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.141007 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0722966 # DEPENDENCYPART_SIBL
(13,5),(13,23),-0.00861445 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.00527952 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0104623 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0603459 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0333732 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.000545461 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.00258374 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.114312 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.014887 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0137223 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0852331 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0190988 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0160781 # DEPENDENCYPART_SIBL
(13,7),(13,23),0.00493765 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0234236 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0327877 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0741602 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0158155 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0520831 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.171268 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0248171 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0319686 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.134176 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.0303191 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.0565733 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.0569237 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.00447763 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0455785 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0547057 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0626069 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.208407 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0184882 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.00629087 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.180037 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0354858 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.0848186 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.0946549 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.2177 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.00117791 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0163318 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0388761 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.00682437 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0253502 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0383654 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0452922 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0287197 # DEPENDENCYPART_SIBL
(13,10),(13,23),0.184706 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0600302 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0166108 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.142869 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.022341 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.00941484 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0955034 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0363744 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0449454 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.213162 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0591898 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.192501 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0219384 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.035336 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.149756 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0336702 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.063705 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.0634255 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00831068 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0282711 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0718917 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0157759 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0585263 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0372385 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.00109544 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0486907 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0499778 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0658933 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0271689 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0291267 # DEPENDENCYPART_SIBL
