# _root_ He said the third-quarter estimate indicates profit for the nine months of $ 4.65 a share , `` almost equal to the full-year 1988 earnings '' of $ 108.6 million , or $ 4.81 a share .
#goldHeads=2,0,5,5,6,2,6,7,11,11,8,7,12,13,16,13,7,20,20,7,20,25,25,25,21,25,25,27,28,28,28,28,32,33,36,33,2,
#predictedHeads=2,0,5,5,6,2,6,7,11,11,8,11,12,13,16,13,13,13,20,13,20,25,25,25,21,25,25,27,28,28,28,28,32,33,36,33,2,
(4,3),(4,7),0.12418 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0986443 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0122468 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0239584 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.00817234 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0421385 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0203196 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.00109361 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.00229049 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0803844 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0127514 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0384382 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0202597 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0399769 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0229231 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0217186 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.115914 # DEPENDENCYPART_SIBL
(5,1),(5,21),-0.125957 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0118372 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.00802978 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0262719 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0145675 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0610949 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.00361799 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0819649 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.054411 # DEPENDENCYPART_SIBL
(5,2),(5,21),-0.0401365 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0659467 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.212121 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.012699 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0206276 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.101717 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.347974 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.0840889 # DEPENDENCYPART_SIBL
(5,3),(5,21),-0.128432 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0131296 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0573668 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.177552 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0354947 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.131085 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.064017 # DEPENDENCYPART_SIBL
(5,4),(5,21),-0.0871116 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0332291 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.00204962 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0120657 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0294782 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.0210771 # DEPENDENCYPART_SIBL
(5,6),(5,21),0.00247853 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0274592 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0355509 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0262046 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.022989 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.0300462 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0900485 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0266146 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.0583677 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.0233911 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0617001 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.0657642 # DEPENDENCYPART_SIBL
(5,11),(5,21),-0.0143678 # DEPENDENCYPART_SIBL
(5,12),(5,17),0.0331397 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.0854207 # DEPENDENCYPART_SIBL
(5,17),(5,21),-0.000608111 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.052594 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0438053 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0448246 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0641227 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0589849 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0735065 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.00040979 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0111995 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0311151 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0161559 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0644557 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.160329 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.0180067 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.061637 # DEPENDENCYPART_SIBL
(6,1),(6,20),-0.00189266 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.0672833 # DEPENDENCYPART_SIBL
(6,1),(6,25),-0.00171046 # DEPENDENCYPART_SIBL
(6,1),(6,26),-0.0319799 # DEPENDENCYPART_SIBL
(6,1),(6,31),0.160329 # DEPENDENCYPART_SIBL
(6,1),(6,37),0.112403 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.00660005 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0351156 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0130263 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0171651 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.00792857 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.053274 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0255207 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0322372 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0446642 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0107764 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0203075 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0123206 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0554742 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.0470839 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.0297763 # DEPENDENCYPART_SIBL
(6,2),(6,25),-0.0382955 # DEPENDENCYPART_SIBL
(6,2),(6,26),-0.0412483 # DEPENDENCYPART_SIBL
(6,2),(6,31),-0.0203075 # DEPENDENCYPART_SIBL
(6,2),(6,37),0.0253104 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.057973 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0606697 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0264556 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.000760316 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.120842 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0727813 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.184544 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.09905 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.00532037 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0512072 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0872208 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0483906 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.135715 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.110785 # DEPENDENCYPART_SIBL
(6,3),(6,25),-0.0666397 # DEPENDENCYPART_SIBL
(6,3),(6,26),-0.00543892 # DEPENDENCYPART_SIBL
(6,3),(6,31),-0.0512072 # DEPENDENCYPART_SIBL
(6,3),(6,37),-0.0675023 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0179161 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00488029 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.075939 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0808349 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.00985029 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0758379 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.00523556 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0111334 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0598033 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0519635 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0611569 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0624265 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.073062 # DEPENDENCYPART_SIBL
(6,4),(6,25),-0.00486903 # DEPENDENCYPART_SIBL
(6,4),(6,26),-0.0297865 # DEPENDENCYPART_SIBL
(6,4),(6,31),-0.0598033 # DEPENDENCYPART_SIBL
(6,4),(6,37),0.0570456 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.00321129 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0468976 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0116206 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0640577 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0160715 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0245509 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.00394582 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.00926407 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.00430286 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.00233165 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.0223219 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0375254 # DEPENDENCYPART_SIBL
(6,5),(6,25),0.0427724 # DEPENDENCYPART_SIBL
(6,5),(6,26),0.00826108 # DEPENDENCYPART_SIBL
(6,5),(6,31),0.00926407 # DEPENDENCYPART_SIBL
(6,5),(6,37),0.0647531 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0377316 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.025512 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0623305 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0351502 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0256634 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0460104 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0150349 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.00586106 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.0196789 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.00252574 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.0298241 # DEPENDENCYPART_SIBL
(6,7),(6,25),-0.0710633 # DEPENDENCYPART_SIBL
(6,7),(6,26),-0.0114265 # DEPENDENCYPART_SIBL
(6,7),(6,31),0.0150349 # DEPENDENCYPART_SIBL
(6,7),(6,37),0.0637389 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0138967 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.026757 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0424961 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.00283537 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0152926 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0418523 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.0103854 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.000387991 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0216133 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0433377 # DEPENDENCYPART_SIBL
(6,8),(6,25),-0.0363524 # DEPENDENCYPART_SIBL
(6,8),(6,26),-0.0107994 # DEPENDENCYPART_SIBL
(6,8),(6,31),0.0418523 # DEPENDENCYPART_SIBL
(6,8),(6,37),0.0735881 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0936334 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0216556 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0155411 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0311014 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0237913 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0426565 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0120866 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.0394121 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0229438 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.0925419 # DEPENDENCYPART_SIBL
(6,10),(6,26),-0.0310208 # DEPENDENCYPART_SIBL
(6,10),(6,31),-0.0237913 # DEPENDENCYPART_SIBL
(6,10),(6,37),-4.02821e-05 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0141936 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0133781 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0307861 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0531928 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.013874 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.0616661 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.0287337 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.0967117 # DEPENDENCYPART_SIBL
(6,11),(6,25),-0.0888673 # DEPENDENCYPART_SIBL
(6,11),(6,26),-0.00456509 # DEPENDENCYPART_SIBL
(6,11),(6,31),0.0531928 # DEPENDENCYPART_SIBL
(6,11),(6,37),0.0608739 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.01273 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0203925 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0043775 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.00312258 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0145216 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.00743946 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0366824 # DEPENDENCYPART_SIBL
(6,12),(6,25),-0.000168532 # DEPENDENCYPART_SIBL
(6,12),(6,26),-0.0906665 # DEPENDENCYPART_SIBL
(6,12),(6,31),0.0043775 # DEPENDENCYPART_SIBL
(6,12),(6,37),0.0484412 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0135155 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.10838 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0223714 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.0437013 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0245884 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.0472176 # DEPENDENCYPART_SIBL
(6,13),(6,25),-0.075494 # DEPENDENCYPART_SIBL
(6,13),(6,26),-0.0514406 # DEPENDENCYPART_SIBL
(6,13),(6,31),0.10838 # DEPENDENCYPART_SIBL
(6,13),(6,37),0.030839 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0347067 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0097963 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.0116106 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.00609389 # DEPENDENCYPART_SIBL
(6,16),(6,21),0.0350737 # DEPENDENCYPART_SIBL
(6,16),(6,25),-0.0792714 # DEPENDENCYPART_SIBL
(6,16),(6,26),-0.0296319 # DEPENDENCYPART_SIBL
(6,16),(6,31),0.0347067 # DEPENDENCYPART_SIBL
(6,16),(6,37),0.0351626 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.0387813 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.00818681 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.00625453 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.0128896 # DEPENDENCYPART_SIBL
(6,17),(6,25),-0.0527279 # DEPENDENCYPART_SIBL
(6,17),(6,26),-0.00532502 # DEPENDENCYPART_SIBL
(6,17),(6,31),-0.0192688 # DEPENDENCYPART_SIBL
(6,17),(6,37),0.0128482 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.00225769 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.0170619 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.0209377 # DEPENDENCYPART_SIBL
(6,18),(6,25),-0.0134571 # DEPENDENCYPART_SIBL
(6,18),(6,26),0.0513501 # DEPENDENCYPART_SIBL
(6,18),(6,31),-0.0426838 # DEPENDENCYPART_SIBL
(6,18),(6,37),0.0273948 # DEPENDENCYPART_SIBL
(6,19),(6,20),-0.0511527 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.0145482 # DEPENDENCYPART_SIBL
(6,19),(6,25),-0.0705088 # DEPENDENCYPART_SIBL
(6,19),(6,26),-0.0748253 # DEPENDENCYPART_SIBL
(6,19),(6,31),-0.0375938 # DEPENDENCYPART_SIBL
(6,19),(6,37),-0.0435721 # DEPENDENCYPART_SIBL
(6,20),(6,21),-0.0385046 # DEPENDENCYPART_SIBL
(6,20),(6,25),-0.078799 # DEPENDENCYPART_SIBL
(6,20),(6,26),-0.0709072 # DEPENDENCYPART_SIBL
(6,20),(6,31),0.0184869 # DEPENDENCYPART_SIBL
(6,20),(6,37),0.00161444 # DEPENDENCYPART_SIBL
(6,21),(6,25),-0.0536426 # DEPENDENCYPART_SIBL
(6,21),(6,26),-0.00560148 # DEPENDENCYPART_SIBL
(6,21),(6,31),0.00871642 # DEPENDENCYPART_SIBL
(6,21),(6,37),0.0429238 # DEPENDENCYPART_SIBL
(6,25),(6,26),-0.0181913 # DEPENDENCYPART_SIBL
(6,25),(6,31),0.0653701 # DEPENDENCYPART_SIBL
(6,25),(6,37),0.0281547 # DEPENDENCYPART_SIBL
(6,26),(6,31),-0.0431845 # DEPENDENCYPART_SIBL
(6,26),(6,37),-0.00889026 # DEPENDENCYPART_SIBL
(6,31),(6,37),0.0128482 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.00624447 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0346165 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0307359 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.00468144 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0314307 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0154948 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.00244789 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0778281 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0191921 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0273661 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0837854 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0480228 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.0265814 # DEPENDENCYPART_SIBL
(7,2),(7,20),0.0449748 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.0487505 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0703344 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0503743 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0411273 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0659834 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.150088 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.140339 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.281414 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.159171 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0032837 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.068869 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.018223 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0767793 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.0918775 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.182627 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0798592 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.00563037 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.152511 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0522984 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.00809737 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0765588 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0271517 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.00587377 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.00967369 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0258103 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.081414 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0118215 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0664564 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.00215485 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0104825 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0227621 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.00312014 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0341654 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0587509 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0120298 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0598174 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0316466 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0475108 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.00779329 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.155082 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.066725 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0314245 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0328264 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0608989 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0600825 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0217277 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0152004 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0221013 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0744048 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.0119483 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.137911 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.04553 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0854374 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0501624 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0514817 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0901216 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0267434 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0368281 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0335202 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.0555303 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0346085 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0422133 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0287975 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0441883 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0609504 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.00365258 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0134885 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0101004 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0243318 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0178201 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0367828 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.051744 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0730561 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.077756 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0311112 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0273641 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0495393 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.00852626 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0550636 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0594151 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0441438 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0104266 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.0169091 # DEPENDENCYPART_SIBL
(7,12),(7,20),0.0504305 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0646128 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.163715 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.156822 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0294927 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.045343 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.0132749 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.083992 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0129136 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0171158 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0526329 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.0256148 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.033973 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.0673951 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.0127185 # DEPENDENCYPART_SIBL
(7,17),(7,20),0.0161318 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.0031707 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.00738682 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.0124716 # DEPENDENCYPART_SIBL
(7,18),(7,21),-0.0186636 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.0314963 # DEPENDENCYPART_SIBL
(7,19),(7,21),0.00273345 # DEPENDENCYPART_SIBL
(7,20),(7,21),-0.00612147 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0201951 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0518034 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0915408 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.079257 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0640326 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0787251 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0631218 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.100372 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0314283 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0562683 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.105201 # DEPENDENCYPART_SIBL
(8,5),(8,25),-0.0610396 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.00660188 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00230907 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00300714 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.00226029 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.00626778 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.00438048 # DEPENDENCYPART_SIBL
