# _root_ Across the country , many people took yesterday 's events in stride , while remaining generally uneasy about the stock market in general .
#goldHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,21,22,7,
#predictedHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,15,22,7,
(6,7),(6,15),0.018892 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0417653 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.0649763 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.023933 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0263092 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.00241564 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0582364 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.016587 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0152201 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.0312863 # DEPENDENCYPART_SIBL
(6,8),(6,24),0.0964869 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0676408 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.00956045 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0808315 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0197269 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0291126 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.00988883 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.0460939 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.00889171 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.036213 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.00146009 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0292038 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0180204 # DEPENDENCYPART_SIBL
(6,10),(6,24),0.0566778 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0571616 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.016431 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0287833 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0680616 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.0702931 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0402356 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0278243 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0288398 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.0239643 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0328923 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.0473389 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.154785 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0224722 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.0190242 # DEPENDENCYPART_SIBL
(6,18),(6,24),0.0928218 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.020563 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0152171 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0279514 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.00863746 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.00415555 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0245271 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0433156 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0467476 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0560793 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.00938674 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0335674 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0563184 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0141074 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0231718 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.00620011 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0264441 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.0046952 # DEPENDENCYPART_SIBL
(7,1),(7,22),-0.0560793 # DEPENDENCYPART_SIBL
(7,1),(7,24),0.0827872 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.04836 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0520582 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0377888 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.061864 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0524009 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.291851 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0816396 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0154655 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0762423 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0913868 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0578905 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0219658 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0562583 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.141913 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.144231 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.0725328 # DEPENDENCYPART_SIBL
(7,2),(7,22),-0.0154655 # DEPENDENCYPART_SIBL
(7,2),(7,24),-0.0677519 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.000282341 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.057293 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.104896 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0315312 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.00725608 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0424827 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0285588 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0291746 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0107462 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0416794 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0149715 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.00441864 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0435308 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0561062 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.0350248 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.0285588 # DEPENDENCYPART_SIBL
(7,3),(7,24),0.0364708 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.00636728 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0662535 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.00501351 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.245582 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0411923 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0191807 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0325368 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0696585 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.100525 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.093089 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0180017 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0333297 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0229844 # DEPENDENCYPART_SIBL
(7,4),(7,21),0.0227115 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0191807 # DEPENDENCYPART_SIBL
(7,4),(7,24),0.100464 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0663295 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0655512 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0174526 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0288653 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0155317 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0711917 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.00784969 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.058632 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0425986 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0297674 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0311285 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0593839 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.0710263 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.0155317 # DEPENDENCYPART_SIBL
(7,5),(7,24),0.0267167 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0254048 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0507509 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00973218 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0465343 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.00762306 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.00100352 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0747066 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0382318 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0320841 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0753665 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0232674 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.00572059 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0465343 # DEPENDENCYPART_SIBL
(7,6),(7,24),0.0052583 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0587669 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0313257 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.140278 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0111998 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0904051 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.156112 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0656926 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0554721 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0177093 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0953095 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0247604 # DEPENDENCYPART_SIBL
(7,8),(7,22),0.140278 # DEPENDENCYPART_SIBL
(7,8),(7,24),0.0674639 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0728762 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0695028 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0892215 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.124077 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0700903 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.00276286 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0300488 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.00393177 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0107175 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0926459 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.0695028 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.0812332 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0363939 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0212036 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0135671 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.108594 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.104588 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0244734 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0155309 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.00403666 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0271008 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.0363939 # DEPENDENCYPART_SIBL
(7,10),(7,24),0.0159856 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0334201 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0229272 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.000861875 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0156368 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.00512111 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0144409 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.00839542 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.0294156 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0602566 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.033517 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.00482832 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0877864 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0306485 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0186711 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.00424163 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.028033 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0329401 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.0515472 # DEPENDENCYPART_SIBL
(7,12),(7,24),0.0192477 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.160152 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0716195 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0275431 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0273268 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0384676 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.0480124 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.019467 # DEPENDENCYPART_SIBL
(7,13),(7,24),-0.0360295 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.00750701 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0381442 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0372085 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0774219 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.0684837 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.0517266 # DEPENDENCYPART_SIBL
(7,14),(7,24),0.0601887 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.000484135 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.041041 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.0581001 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.0686125 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.0098542 # DEPENDENCYPART_SIBL
(7,15),(7,24),0.0037017 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.00395651 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.00208201 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.0309863 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.00220336 # DEPENDENCYPART_SIBL
(7,16),(7,24),-0.0197623 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0598261 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.0438326 # DEPENDENCYPART_SIBL
(7,17),(7,22),0.0239017 # DEPENDENCYPART_SIBL
(7,17),(7,24),-0.0174683 # DEPENDENCYPART_SIBL
(7,18),(7,21),-0.0990172 # DEPENDENCYPART_SIBL
(7,18),(7,22),-0.063042 # DEPENDENCYPART_SIBL
(7,18),(7,24),-0.0370039 # DEPENDENCYPART_SIBL
(7,21),(7,22),0.0931583 # DEPENDENCYPART_SIBL
(7,21),(7,24),0.0377957 # DEPENDENCYPART_SIBL
(7,22),(7,24),-0.033517 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.00742285 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0123404 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.012255 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0124441 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.000943566 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.035925 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0914411 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0373034 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0394293 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.04266 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0664147 # DEPENDENCYPART_SIBL
(8,5),(8,24),0.0295192 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0557337 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0566646 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0572276 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.021389 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.00955154 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0852419 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0227147 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0194541 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.052578 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0419207 # DEPENDENCYPART_SIBL
(8,6),(8,24),0.0927586 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0310284 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.122665 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0368584 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0693337 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0482045 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0356177 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.00177276 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0628538 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0523724 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.0494033 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00377489 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0382702 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.000740023 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.00561941 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0185111 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.000782375 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0141347 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0443624 # DEPENDENCYPART_SIBL
(8,10),(8,24),0.0119437 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.049869 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0402545 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0203182 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.00374099 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0581405 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0279229 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0162858 # DEPENDENCYPART_SIBL
(8,11),(8,24),0.059915 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.00929416 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.00481376 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.00712141 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0203998 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0030738 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.00883656 # DEPENDENCYPART_SIBL
(8,12),(8,24),0.0265089 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0753013 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0386912 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0288331 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0421094 # DEPENDENCYPART_SIBL
(8,13),(8,18),-5.84985e-05 # DEPENDENCYPART_SIBL
(8,13),(8,24),0.0197997 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0251333 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0182467 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0319759 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0126047 # DEPENDENCYPART_SIBL
(8,14),(8,24),0.148844 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.00468615 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0207219 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.032205 # DEPENDENCYPART_SIBL
(8,15),(8,24),0.0164286 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0163786 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0192003 # DEPENDENCYPART_SIBL
(8,16),(8,24),-0.00451845 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0410779 # DEPENDENCYPART_SIBL
(8,17),(8,24),0.00085858 # DEPENDENCYPART_SIBL
(8,18),(8,24),0.0448248 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0345008 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0592716 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0831705 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0407029 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0153071 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0536589 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0402357 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.015909 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0125612 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.00882233 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.00014778 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0485571 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0135902 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0435415 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0336553 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0463832 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.00083945 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0199375 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0153386 # DEPENDENCYPART_SIBL
(10,1),(10,21),0.000180778 # DEPENDENCYPART_SIBL
(10,1),(10,22),0.0485571 # DEPENDENCYPART_SIBL
(10,1),(10,24),0.0682795 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0475034 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.066478 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0137156 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0144556 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.03195 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0352998 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.00134542 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.181718 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0494096 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0682847 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0103547 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.00899988 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0132148 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0453298 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0499722 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.0596597 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.181718 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.0760033 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.040633 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0358442 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.00460998 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.053813 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0252042 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0166313 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.00206754 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0240696 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0222963 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0771005 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0779445 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0774624 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0456787 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.132825 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0442664 # DEPENDENCYPART_SIBL
(10,3),(10,22),0.00206754 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.0361964 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.00543879 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0974986 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0517352 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0267475 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0636154 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0373432 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.00467113 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0249327 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0146408 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0209935 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0178067 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.00164492 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.0234845 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.0213795 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.0373432 # DEPENDENCYPART_SIBL
(10,4),(10,24),0.14404 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0309368 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0648304 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0516614 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.00142636 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.203384 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0987675 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0691887 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.126972 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.11443 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0212833 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0218592 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.206267 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.0862053 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.203384 # DEPENDENCYPART_SIBL
(10,5),(10,24),0.00340858 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0417549 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00455209 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0395854 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0483112 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.00464288 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0332128 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0183895 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0340567 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0193317 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0643487 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0293578 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0074366 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.0483112 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.0101023 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0211404 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0139936 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0287378 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.000875777 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0132246 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0250532 # DEPENDENCYPART_SIBL
