# _root_ Applied , then a closely held company , was stagnating under the management of its controlling family .
#goldHeads=9,7,7,7,6,7,1,7,0,9,10,13,11,13,17,17,14,9,
#predictedHeads=9,1,7,7,6,7,1,1,0,9,10,13,11,13,17,17,14,9,
(6,5),(6,9),-0.0444369 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0715971 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0163814 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0519168 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0209409 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0734601 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0492667 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0209651 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.016709 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.00708065 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0284898 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0199137 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0412286 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0565376 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0231251 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0377564 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0198478 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00015091 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.14222 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.034416 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0135268 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0366487 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.14057 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0188539 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.00464174 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0109165 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0189855 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0461689 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0589155 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.00927797 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0437279 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0127949 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0227339 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0436546 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0719703 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0122559 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0412153 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.00387079 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0694989 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.116313 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.00761058 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.064193 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0727974 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0459523 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0467142 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0232959 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0523115 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0922742 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0677619 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.130257 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0412394 # DEPENDENCYPART_SIBL
(6,16),(6,18),0.00283353 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.0649588 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0347637 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0247562 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.20646 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.00220375 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0349737 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0181526 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0384492 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0352948 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.157344 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0414781 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.145454 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0379768 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0368198 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0102523 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0497447 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0065103 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0664701 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0864232 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0613179 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0843105 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.101876 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0714356 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.030734 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0816715 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.115507 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0243187 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0877297 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.00802365 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0347499 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.00206802 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00887722 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.00427033 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0266282 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0632995 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0419331 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0267678 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0291762 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0334122 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0662025 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0576269 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.13539 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0692182 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.21165 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.40792 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.015994 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0573965 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0693869 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.401828 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0592134 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0073291 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.00450508 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0159832 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0138001 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.000708982 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.027914 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0454817 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.00207434 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.00183895 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0369608 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0739718 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0269748 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00757228 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0452564 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0298701 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0355805 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0390486 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0476879 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.030647 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0665487 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0225983 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0269827 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0614682 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0350418 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.081597 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0263351 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0313657 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.000461011 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0179376 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0380325 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0276904 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0135311 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0185741 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0229923 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0110685 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0344401 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0141899 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0379999 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0350703 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.00949437 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.00529196 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0107955 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.018215 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0226097 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.00316159 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0301659 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0195882 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0244252 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0434561 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0214795 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0221641 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.011454 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0130388 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.00961332 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0041599 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0105755 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.00737823 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0471256 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0957597 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0328428 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.000546298 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0975706 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.00737823 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0276853 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00362128 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0273161 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0555102 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0237522 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.01368 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.00791429 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0387918 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0542463 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0180296 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0263372 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0222276 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0102985 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0218424 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0137442 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0189005 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.106989 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0329466 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0130012 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0383973 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0907257 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.069054 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0868373 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0762321 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.225314 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0434449 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0171465 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.101268 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0792718 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0478635 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.112338 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0902627 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0387274 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0263983 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0747403 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0472988 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.153114 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0922982 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.00865699 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0720666 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.147391 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.00337855 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0514993 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0134246 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0207485 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0936511 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0638333 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0121333 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0184747 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.109619 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0682518 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0295446 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0165566 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0231429 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0821647 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0195372 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0336372 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0145444 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0594854 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0207186 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0227527 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.077556 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0893861 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0431492 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0822769 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0323517 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0413543 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0465346 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0126549 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0185161 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0218424 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0137442 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0189005 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.106989 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0329466 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0130012 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0383973 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0748628 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0990036 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.113967 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.108081 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.098241 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0172461 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00829987 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.110959 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.00740973 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.00542095 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.00396674 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0713094 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0440002 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0623558 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0172147 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.102357 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0343713 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0580553 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0989287 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0202283 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.0300833 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.00265887 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.00635174 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0124912 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0100536 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0537377 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0364765 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0103019 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0408815 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0325618 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.000613922 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0113548 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0435545 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0703533 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.00417869 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0250596 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.00777894 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.00854779 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0214745 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.00175287 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0389263 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0310628 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.00962958 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.034593 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0414593 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0698356 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0214074 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.00225341 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0078202 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.000663081 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0118552 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0181241 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0135492 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.00561239 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0247059 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0206569 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0589833 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.00724852 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.042552 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.000820861 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.00129395 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0277141 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.00645576 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.00658252 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.00449078 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0280295 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0351902 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0418157 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0423167 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00857775 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0103833 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.00547954 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.00925983 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.00747369 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.011205 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0419186 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.00502245 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0124513 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0161645 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0269048 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.00200906 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.032581 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0149977 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0991445 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0341172 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0309759 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0572144 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0309754 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0443121 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0276128 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0125628 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0356527 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0441347 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0232693 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.00105077 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0343764 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0743589 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0274304 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.00841476 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.031 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0266806 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0197265 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0545859 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.000792047 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0102608 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0289233 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0225381 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0136397 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0265074 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0379604 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0119818 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0112709 # DEPENDENCYPART_SIBL
(11,3),(11,7),-2.98861e-05 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0121513 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.00177505 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0230105 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0455868 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0460871 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0672478 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0587038 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.156082 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0237965 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.016471 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0731166 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.022344 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0422104 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.08183 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0295901 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0269002 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0119882 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0442579 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0102037 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.055652 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0176562 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0197188 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.109046 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0376333 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0103542 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.037617 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0703148 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0164016 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0454582 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0821209 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0255027 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0858238 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0851925 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.112677 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.00332997 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0979731 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.136571 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0370619 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0461012 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.118023 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0182606 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0585751 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0143737 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0284052 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.015946 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0124111 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.000396042 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0537861 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0503246 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.00161024 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0645933 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0523049 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0191078 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.0522685 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0733329 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0165047 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.030914 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.118859 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.00197776 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0140382 # DEPENDENCYPART_SIBL
