# _root_ New management at Kentucky Fried Chicken , a unit of PepsiCo Inc. , has fought back with new medium and large chicken sandwiches for the lunch crowd .
#goldHeads=2,14,2,6,6,3,6,9,6,9,10,11,6,0,14,15,15,23,23,19,20,23,17,23,27,27,24,14,
#predictedHeads=2,14,2,6,6,3,6,9,6,9,10,11,6,0,14,15,15,19,17,19,23,23,20,23,27,27,24,14,
(5,1),(5,3),0.0277565 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.123031 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0155781 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.079625 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0847589 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0249118 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.15241 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.079625 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0150815 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0594387 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0932784 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.00428601 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.00429372 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.00280625 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0556516 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.148328 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.00429372 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.014387 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0263448 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0683186 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0740117 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0314909 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0151465 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0500231 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0740117 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0441548 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0111556 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0465822 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0462731 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0212991 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.326466 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0465822 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0275211 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0168363 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0395005 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.00462663 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.067711 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0168363 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0250383 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0645737 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0335988 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.00776576 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0281028 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0311735 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0192884 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0152417 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0249125 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0284407 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.00423774 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0202742 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0309755 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0679557 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.0325211 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0311735 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.111392 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0274181 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.1239 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.124523 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0679692 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0127932 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0828554 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0255757 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0182741 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.154079 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0679692 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0200647 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0294253 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0434551 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.023283 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.0716708 # DEPENDENCYPART_SIBL
(6,1),(6,20),0.000262543 # DEPENDENCYPART_SIBL
(6,1),(6,23),-0.0321319 # DEPENDENCYPART_SIBL
(6,1),(6,28),-0.0723606 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0593241 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.094474 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0949914 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0167758 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0498661 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.00553667 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0554885 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.00785476 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.150867 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0167758 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.00857675 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.032961 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0260807 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0058298 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.00779731 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.118665 # DEPENDENCYPART_SIBL
(6,2),(6,23),-0.00484627 # DEPENDENCYPART_SIBL
(6,2),(6,28),-0.0732126 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0248003 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0240993 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0616922 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0589729 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.028924 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0151469 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0649537 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0523549 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0616922 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.038508 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0226114 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.00927567 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0162915 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0203012 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.0364221 # DEPENDENCYPART_SIBL
(6,3),(6,23),-0.0359109 # DEPENDENCYPART_SIBL
(6,3),(6,28),-0.0436761 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0746549 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0897442 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.00521954 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0683926 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0391053 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0360324 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.349133 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0897442 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0576554 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0806723 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0705979 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.107163 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.0593921 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.0887722 # DEPENDENCYPART_SIBL
(6,4),(6,23),0.0507655 # DEPENDENCYPART_SIBL
(6,4),(6,28),0.0670225 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0821567 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.00863367 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0621961 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0369707 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0298147 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.342915 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0821567 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0547476 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0786433 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0672201 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.105029 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0531955 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0863755 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.0473885 # DEPENDENCYPART_SIBL
(6,5),(6,28),0.0653906 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0252146 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0720833 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0350475 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0681195 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.00387366 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0399357 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0402792 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0234922 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0767622 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0705838 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.0516035 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.046948 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.0862786 # DEPENDENCYPART_SIBL
(6,7),(6,28),0.0306515 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.00359422 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0310399 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.00583344 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0283044 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.00767229 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.00964177 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.00493886 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.00948154 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.00554897 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.00328603 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0347083 # DEPENDENCYPART_SIBL
(6,8),(6,23),0.0208697 # DEPENDENCYPART_SIBL
(6,8),(6,28),0.0382437 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0189675 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.00615104 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0191236 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0320855 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0244768 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.00210776 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.00963554 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.030494 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.105195 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0335844 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.0158414 # DEPENDENCYPART_SIBL
(6,9),(6,28),0.0835904 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0292045 # DEPENDENCYPART_SIBL
(6,10),(6,12),3.49696e-05 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0278183 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0345705 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0432397 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.00463316 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.00611914 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.122768 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.100365 # DEPENDENCYPART_SIBL
(6,10),(6,23),0.0870269 # DEPENDENCYPART_SIBL
(6,10),(6,28),0.0624574 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0728585 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.00605028 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0163196 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0396251 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.00368978 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.00164527 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0310228 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.00409342 # DEPENDENCYPART_SIBL
(6,11),(6,23),0.004237 # DEPENDENCYPART_SIBL
(6,11),(6,28),0.0213548 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0820444 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0404524 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.00126269 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0382588 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0163737 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.0909823 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.102365 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.0757349 # DEPENDENCYPART_SIBL
(6,12),(6,28),0.11337 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0402792 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0234922 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0767622 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0705838 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.0516035 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.046948 # DEPENDENCYPART_SIBL
(6,13),(6,23),0.0862786 # DEPENDENCYPART_SIBL
(6,13),(6,28),0.0306515 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0272231 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0329691 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0280909 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.00969842 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0159768 # DEPENDENCYPART_SIBL
(6,14),(6,23),0.0287077 # DEPENDENCYPART_SIBL
(6,14),(6,28),0.121061 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0323764 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.022015 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0583965 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.0382986 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.0187723 # DEPENDENCYPART_SIBL
(6,15),(6,28),0.0487163 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0723461 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.0768615 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.0320246 # DEPENDENCYPART_SIBL
(6,16),(6,23),0.0728684 # DEPENDENCYPART_SIBL
(6,16),(6,28),0.0191781 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.0350778 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.0288746 # DEPENDENCYPART_SIBL
(6,17),(6,23),0.0218872 # DEPENDENCYPART_SIBL
(6,17),(6,28),0.0856988 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0245954 # DEPENDENCYPART_SIBL
(6,19),(6,23),-0.0142969 # DEPENDENCYPART_SIBL
(6,19),(6,28),0.0847669 # DEPENDENCYPART_SIBL
(6,20),(6,23),0.0742226 # DEPENDENCYPART_SIBL
(6,20),(6,28),-0.058309 # DEPENDENCYPART_SIBL
(6,23),(6,28),0.0470382 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.129876 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.00693297 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.133986 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.133934 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.134047 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.13156 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0777461 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.00831283 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.102821 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0981782 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.128029 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0868637 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0942242 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.00317087 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0716528 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.04827 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.00887883 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0118 # DEPENDENCYPART_SIBL
(9,1),(9,27),0.0482357 # DEPENDENCYPART_SIBL
(9,1),(9,28),0.0186124 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0126308 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0124645 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0124757 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0467669 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0472799 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0794047 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0320309 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0403901 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.033036 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0546526 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0225302 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0316597 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0149384 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0230922 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.012439 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.0286176 # DEPENDENCYPART_SIBL
(9,3),(9,27),0.023002 # DEPENDENCYPART_SIBL
(9,3),(9,28),0.0484984 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.027657 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0269975 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.11008 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.12634 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0596727 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0341503 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.138507 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.00769564 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0204354 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.02337 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0419254 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0736598 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0234311 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0119214 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.155346 # DEPENDENCYPART_SIBL
(9,4),(9,27),0.0234054 # DEPENDENCYPART_SIBL
(9,4),(9,28),-0.0196448 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0276406 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.104723 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.125312 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0577665 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0333914 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.137748 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.00914977 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0195392 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0213602 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0412642 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0717536 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0224713 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0107697 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.15344 # DEPENDENCYPART_SIBL
(9,5),(9,27),0.0224457 # DEPENDENCYPART_SIBL
(9,5),(9,28),-0.017238 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.111111 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.125312 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0577649 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0350563 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.139413 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00738194 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0214102 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0227069 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0412639 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.071752 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0243556 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0110107 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.153438 # DEPENDENCYPART_SIBL
(9,6),(9,27),0.0243299 # DEPENDENCYPART_SIBL
(9,6),(9,28),-0.0185346 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0303564 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.099441 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.028393 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0342905 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.00652894 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0159208 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0230577 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0236808 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0825383 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.025228 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.12555 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.108682 # DEPENDENCYPART_SIBL
(9,7),(9,27),-0.0254222 # DEPENDENCYPART_SIBL
(9,7),(9,28),0.0407661 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.139563 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0390411 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0362682 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0245789 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.355913 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.46201 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0414917 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.171474 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.00945486 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.153377 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.0392922 # DEPENDENCYPART_SIBL
(9,8),(9,27),-0.0095061 # DEPENDENCYPART_SIBL
(9,8),(9,28),0.00937598 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00602842 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0135465 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.00246548 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0673539 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00463963 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0603374 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0914807 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0069929 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.00124259 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.0746572 # DEPENDENCYPART_SIBL
(9,10),(9,27),-0.00749625 # DEPENDENCYPART_SIBL
(9,10),(9,28),-0.0298225 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0490026 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0265938 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.00218007 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0332676 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0224925 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0228679 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.043593 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.00767112 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.0847612 # DEPENDENCYPART_SIBL
(9,11),(9,27),-0.043609 # DEPENDENCYPART_SIBL
(9,11),(9,28),-0.01889 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00169924 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.00427128 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0543799 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0461863 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0584964 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0224872 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0289588 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.127592 # DEPENDENCYPART_SIBL
(9,12),(9,27),-0.0225032 # DEPENDENCYPART_SIBL
(9,12),(9,28),-0.00971459 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0621887 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0636976 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0296791 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0247485 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0691754 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0281122 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.00574726 # DEPENDENCYPART_SIBL
(9,13),(9,27),0.0683574 # DEPENDENCYPART_SIBL
(9,13),(9,28),-0.0021722 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0315327 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.015578 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0131128 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.015378 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0131453 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.0117995 # DEPENDENCYPART_SIBL
(9,14),(9,27),0.0153648 # DEPENDENCYPART_SIBL
(9,14),(9,28),0.0502827 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.032575 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0365943 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0322208 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0240507 # DEPENDENCYPART_SIBL
(9,15),(9,24),-0.00669283 # DEPENDENCYPART_SIBL
(9,15),(9,27),-0.0322341 # DEPENDENCYPART_SIBL
(9,15),(9,28),-0.019455 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0143107 # DEPENDENCYPART_SIBL
