# _root_ In 1989 , Regatta will have sales `` in excess of $ 10 million '' and will show a profit , Mr. Parker said .
#goldHeads=5,1,5,5,24,5,6,9,6,9,10,11,12,12,9,5,16,17,20,18,24,23,24,0,24,
#predictedHeads=5,1,5,5,24,5,6,6,6,9,10,11,12,12,5,5,16,17,20,18,24,23,24,0,24,
(6,2),(6,15),0.011641 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0501003 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0322863 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0418377 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.000303236 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.0146688 # DEPENDENCYPART_SIBL
(6,2),(6,23),-0.0146568 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.00253503 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0725968 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0402236 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0623561 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0840574 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0796532 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0384672 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0206186 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.00797923 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0443743 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0171851 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.0675191 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.0644152 # DEPENDENCYPART_SIBL
(6,3),(6,23),-0.0329376 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0312896 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0016437 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0117237 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0262343 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0309019 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0143719 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0451745 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.10776 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.036225 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.00708252 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.026817 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.035139 # DEPENDENCYPART_SIBL
(6,4),(6,23),0.0174585 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.023427 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0404177 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.102448 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.108624 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.078311 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0618158 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0365905 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0692041 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.00777864 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.106941 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0477153 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.0721456 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0833975 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0277275 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0270767 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.103143 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.21439 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0884221 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0126552 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.0315085 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0321423 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.00110088 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.0219577 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.036804 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0931275 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.111081 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.024573 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.00749561 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0983973 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0671571 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0428928 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.048044 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.0551835 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.022328 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0391468 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0169815 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0440039 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.069557 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.00322247 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.0993279 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.00751244 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.0304941 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.12787 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.19226 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.11433 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.194538 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.146131 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.102162 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.130353 # DEPENDENCYPART_SIBL
(6,11),(6,23),-0.108704 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0723311 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0492558 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0807731 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0493767 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0646438 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.0979963 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.0502797 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0126862 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0418434 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0104308 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.00650617 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.0123284 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.0146506 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0467898 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0601315 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.00390592 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.0202781 # DEPENDENCYPART_SIBL
(6,16),(6,23),0.0191135 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0524045 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.0566253 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.0455493 # DEPENDENCYPART_SIBL
(6,17),(6,23),-0.0420737 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.0598885 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.00595462 # DEPENDENCYPART_SIBL
(6,18),(6,23),-0.0417895 # DEPENDENCYPART_SIBL
(6,20),(6,21),-0.0220183 # DEPENDENCYPART_SIBL
(6,20),(6,23),-0.0316057 # DEPENDENCYPART_SIBL
(6,21),(6,23),-0.0105164 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0191229 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0570741 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0212096 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0150558 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0461945 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0744153 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0349477 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0460392 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0436064 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0232756 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0316682 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0232856 # DEPENDENCYPART_SIBL
(7,2),(7,20),0.0242456 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.00265213 # DEPENDENCYPART_SIBL
(7,2),(7,23),0.0537746 # DEPENDENCYPART_SIBL
(7,2),(7,24),-0.0379995 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0850044 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0605694 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0237682 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0240101 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0043684 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0190949 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.069878 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.00573266 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0195688 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0148454 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.00762141 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.00838438 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.0390965 # DEPENDENCYPART_SIBL
(7,3),(7,23),0.0335907 # DEPENDENCYPART_SIBL
(7,3),(7,24),0.15686 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.00830757 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.00963413 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0426679 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0396861 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.00992795 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.134153 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0164579 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0266017 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0695041 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.041768 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.00467901 # DEPENDENCYPART_SIBL
(7,4),(7,21),0.0811185 # DEPENDENCYPART_SIBL
(7,4),(7,23),0.0646295 # DEPENDENCYPART_SIBL
(7,4),(7,24),-0.0392535 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.00654693 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00799548 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00333162 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0240674 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.044829 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.01709 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.00727848 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.00558695 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0475719 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.027844 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.0284288 # DEPENDENCYPART_SIBL
(7,5),(7,23),0.0689673 # DEPENDENCYPART_SIBL
(7,5),(7,24),-0.0472013 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0417176 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0125144 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0256532 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0524379 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.00301188 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0462863 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0195798 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0203109 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.0294335 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0123687 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.0555586 # DEPENDENCYPART_SIBL
(7,6),(7,24),-0.0482553 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0492927 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0382959 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.000326068 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.00596272 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.237282 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0425377 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0673342 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.0353643 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0396881 # DEPENDENCYPART_SIBL
(7,8),(7,23),0.0316251 # DEPENDENCYPART_SIBL
(7,8),(7,24),0.0600896 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00273644 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.00925762 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0593014 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0261747 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.033332 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0694325 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.00559433 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.108175 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.0219438 # DEPENDENCYPART_SIBL
(7,9),(7,24),0.0193073 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0268257 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0146155 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0175324 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0160192 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0348954 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0344579 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0394449 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.0148482 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.00617893 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0732359 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.195455 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0867783 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.163855 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0306779 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.204908 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.0618581 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.0990705 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.00642558 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0134965 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0132736 # DEPENDENCYPART_SIBL
(7,12),(7,20),0.0497437 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.0741755 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.0497864 # DEPENDENCYPART_SIBL
(7,12),(7,24),0.0195973 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.00175231 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.0133412 # DEPENDENCYPART_SIBL
(7,15),(7,20),0.0561039 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.0419875 # DEPENDENCYPART_SIBL
(7,15),(7,23),0.0467685 # DEPENDENCYPART_SIBL
(7,15),(7,24),0.0277007 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0328387 # DEPENDENCYPART_SIBL
(7,16),(7,20),0.0289325 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.00586139 # DEPENDENCYPART_SIBL
(7,16),(7,23),0.0497846 # DEPENDENCYPART_SIBL
(7,16),(7,24),0.0393826 # DEPENDENCYPART_SIBL
(7,17),(7,20),0.0110789 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.00406352 # DEPENDENCYPART_SIBL
(7,17),(7,23),0.00707482 # DEPENDENCYPART_SIBL
(7,17),(7,24),-0.0140355 # DEPENDENCYPART_SIBL
(7,20),(7,21),-0.0418167 # DEPENDENCYPART_SIBL
(7,20),(7,23),-0.014854 # DEPENDENCYPART_SIBL
(7,20),(7,24),-0.00352767 # DEPENDENCYPART_SIBL
(7,21),(7,23),0.0636779 # DEPENDENCYPART_SIBL
(7,21),(7,24),0.048393 # DEPENDENCYPART_SIBL
(7,23),(7,24),0.0053484 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0123596 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0163129 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.00408944 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0149602 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0160971 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0490283 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.00407638 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.00194574 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0337679 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0011221 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0113855 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.00496622 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.00370391 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.00410878 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0211594 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0016534 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.011165 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0263974 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.000667393 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0108177 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.149593 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.022942 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0052336 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0166338 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0879594 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.089457 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0131944 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0687688 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0203628 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0309068 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0128635 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.115594 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.036932 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.114808 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.063494 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0113856 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.017499 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0945351 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.110909 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0195462 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0391931 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0792929 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0180262 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0308659 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.00122888 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0637364 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0592533 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0778917 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0585525 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0644214 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.10393 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0189074 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0262572 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0901836 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.00564429 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0832218 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.00799531 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0853867 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0217167 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0746287 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0639255 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0369489 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0165157 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0134901 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0384764 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.0114439 # DEPENDENCYPART_SIBL
(10,4),(10,21),0.0452798 # DEPENDENCYPART_SIBL
(10,4),(10,24),-0.0145705 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0120993 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0226718 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0863008 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0593314 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.00636482 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0514081 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0374728 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0816028 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.055191 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.0509303 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0910862 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0438455 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0917292 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.867047 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0686708 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0510238 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0374765 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.035138 # DEPENDENCYPART_SIBL
(10,8),(10,24),-0.0149018 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0353614 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0916725 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0966326 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0453082 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0938458 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0434666 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0238606 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0265646 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.131065 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.014691 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0719507 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0234742 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.0892185 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.177675 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.0174783 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0269757 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0254705 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0178366 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.00875147 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.0418041 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.0110142 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0233689 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0051396 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.0880846 # DEPENDENCYPART_SIBL
(10,15),(10,21),0.033618 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.0122383 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.00281824 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0387269 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.00284537 # DEPENDENCYPART_SIBL
(10,16),(10,24),-0.00188724 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.0139647 # DEPENDENCYPART_SIBL
(10,17),(10,21),0.00118121 # DEPENDENCYPART_SIBL
(10,17),(10,24),-0.0235761 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.00877544 # DEPENDENCYPART_SIBL
(10,20),(10,24),-0.0200356 # DEPENDENCYPART_SIBL
(10,21),(10,24),0.00129258 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0959011 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.106733 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.113563 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.110068 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.135085 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.132372 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.175962 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.141335 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0582071 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0470543 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0677652 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0660572 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.084595 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.132048 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.0883888 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0379446 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0403178 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0544119 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0767463 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.131982 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.0656978 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0376181 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0646342 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0637418 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0489931 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.0364964 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0573893 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0927712 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0407573 # DEPENDENCYPART_SIBL
(11,16),(11,23),0.0114468 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0255204 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0421224 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.00825856 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0677855 # DEPENDENCYPART_SIBL
(11,18),(11,23),-0.027051 # DEPENDENCYPART_SIBL
(11,20),(11,23),-0.119058 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0274904 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0263397 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0521162 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.00393467 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0891198 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0814583 # DEPENDENCYPART_SIBL
