# _root_ `` Futures were pulling the stock market higher , '' said Donald Selkin , head of stock-index futures research at Prudential-Bache Securities Inc .
#goldHeads=11,3,11,3,7,7,4,4,11,11,0,13,11,13,13,15,19,19,16,19,22,20,22,11,
#predictedHeads=11,3,11,3,7,7,4,4,11,11,0,13,11,13,13,15,19,19,16,15,22,20,22,11,
(4,8),(4,23),-0.0199007 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.0569404 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0107418 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.0047475 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.05013 # DEPENDENCYPART_SIBL
(4,9),(4,15),0.0496099 # DEPENDENCYPART_SIBL
(4,9),(4,16),0.0607345 # DEPENDENCYPART_SIBL
(4,9),(4,19),0.0257456 # DEPENDENCYPART_SIBL
(4,9),(4,20),0.0490728 # DEPENDENCYPART_SIBL
(4,9),(4,22),-0.00407185 # DEPENDENCYPART_SIBL
(4,9),(4,23),-0.0137442 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0403011 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.0151274 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.0043816 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.0366714 # DEPENDENCYPART_SIBL
(4,10),(4,16),0.0410893 # DEPENDENCYPART_SIBL
(4,10),(4,19),0.037229 # DEPENDENCYPART_SIBL
(4,10),(4,20),0.0621224 # DEPENDENCYPART_SIBL
(4,10),(4,22),0.0124054 # DEPENDENCYPART_SIBL
(4,10),(4,23),0.0151216 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.0173272 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.0310173 # DEPENDENCYPART_SIBL
(4,11),(4,15),-0.0360966 # DEPENDENCYPART_SIBL
(4,11),(4,16),-0.0289597 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.0355558 # DEPENDENCYPART_SIBL
(4,11),(4,20),0.00560368 # DEPENDENCYPART_SIBL
(4,11),(4,22),-0.0209798 # DEPENDENCYPART_SIBL
(4,11),(4,23),-0.0173322 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.00684509 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.0322114 # DEPENDENCYPART_SIBL
(4,13),(4,16),0.0122517 # DEPENDENCYPART_SIBL
(4,13),(4,19),-0.0287534 # DEPENDENCYPART_SIBL
(4,13),(4,20),0.0346618 # DEPENDENCYPART_SIBL
(4,13),(4,22),-0.0434563 # DEPENDENCYPART_SIBL
(4,13),(4,23),-0.0365401 # DEPENDENCYPART_SIBL
(4,14),(4,15),0.0496099 # DEPENDENCYPART_SIBL
(4,14),(4,16),0.0607345 # DEPENDENCYPART_SIBL
(4,14),(4,19),0.0257456 # DEPENDENCYPART_SIBL
(4,14),(4,20),0.0490728 # DEPENDENCYPART_SIBL
(4,14),(4,22),-0.00407185 # DEPENDENCYPART_SIBL
(4,14),(4,23),-0.0137442 # DEPENDENCYPART_SIBL
(4,15),(4,16),-0.0174521 # DEPENDENCYPART_SIBL
(4,15),(4,19),-0.0433655 # DEPENDENCYPART_SIBL
(4,15),(4,20),0.0435935 # DEPENDENCYPART_SIBL
(4,15),(4,22),-0.026552 # DEPENDENCYPART_SIBL
(4,15),(4,23),-0.0145016 # DEPENDENCYPART_SIBL
(4,16),(4,19),0.000923637 # DEPENDENCYPART_SIBL
(4,16),(4,20),-0.0260755 # DEPENDENCYPART_SIBL
(4,16),(4,22),-0.00624366 # DEPENDENCYPART_SIBL
(4,16),(4,23),-0.00353779 # DEPENDENCYPART_SIBL
(4,19),(4,20),0.0670186 # DEPENDENCYPART_SIBL
(4,19),(4,22),-0.0227572 # DEPENDENCYPART_SIBL
(4,19),(4,23),-0.0107068 # DEPENDENCYPART_SIBL
(4,20),(4,22),0.0102322 # DEPENDENCYPART_SIBL
(4,20),(4,23),0.0101826 # DEPENDENCYPART_SIBL
(4,22),(4,23),-0.0302545 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0181462 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0018182 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.00102491 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0486537 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00390756 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0180864 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0727344 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0265563 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0161084 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0210542 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.000193872 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0701838 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0237728 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.103103 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0848344 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.183327 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0437026 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0643341 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0244253 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0017046 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.011527 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0195 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0154594 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0215477 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0315952 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.00505642 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0189174 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0181108 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0161038 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0579308 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0147075 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.042257 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0651553 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0198527 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0482002 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0821292 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0299813 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.00559358 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0421804 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0738939 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0373843 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0149546 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0679533 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0359385 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0225627 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0205013 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.831323 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0314782 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0981147 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0205013 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0410758 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0458093 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.000472338 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0112491 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.115104 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0226196 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0197943 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.017389 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.00596857 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0227639 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0265034 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.017389 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.00831956 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0681008 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0264978 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0455795 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0751908 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0103468 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0490215 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0377781 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0270729 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0881507 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0490215 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0333658 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0598526 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0795213 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0795626 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0121653 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.038708 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0181942 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0270819 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.00960155 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.038708 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0120825 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0145109 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.243671 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.121423 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.02681 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0779745 # DEPENDENCYPART_SIBL
(7,5),(7,11),3.49781e-05 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.135146 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.02681 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0916001 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.166775 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0355746 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0257875 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0167994 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.104482 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0104916 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0257875 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.00421224 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.109052 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0351111 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00676693 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0312167 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.031686 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0351111 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.00840985 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0263263 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0626812 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00848674 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0361718 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0454813 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0826958 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0609453 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.00896855 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0360633 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0376137 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0912397 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.101312 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.00241442 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0434927 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.00661188 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0211271 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0265251 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.028442 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0210393 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0826958 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0609453 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0263043 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.00542206 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0189896 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0191365 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0309722 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00222464 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.00632141 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0601368 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.563114 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0230583 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0742245 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0601368 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.00554508 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0389432 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.0145897 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.000173965 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.00509988 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0207205 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0331999 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0330194 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0661131 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0106942 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0481845 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0073162 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0661131 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0184294 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0162413 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0388033 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0191682 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.044358 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.00733252 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.00371588 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.032512 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00454914 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0310602 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0437879 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.032512 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0198052 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.01841 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0272508 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0238233 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.00245428 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.00824323 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0107857 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0107697 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.012955 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0145327 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0107857 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0093108 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.049275 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.0502122 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0288093 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0311292 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0139885 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00208423 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0668369 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0956922 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0139885 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0614134 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.210554 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.04947 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0269155 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.103054 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0402294 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0222051 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.025942 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.103054 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.014682 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0406467 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0185375 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.11004 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0334834 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0243464 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0280034 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.11004 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.00390436 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0232743 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0211208 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0466307 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.023127 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0344995 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0673806 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0535145 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0312402 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.00347754 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0145935 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0142768 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0114514 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0285292 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0157581 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.00302711 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.00120606 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0450444 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0233224 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0263281 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0164332 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0264975 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0135185 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0110481 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.00195751 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0535145 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0312402 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.00347754 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0316432 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.00377176 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0126471 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0168535 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0889242 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0480991 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0509908 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0928559 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.00055682 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0256271 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.038111 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0520603 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.00994421 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.037471 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.386902 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0642794 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0677275 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.117967 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0862975 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.000206026 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0743265 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0908053 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.0536137 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.0707468 # DEPENDENCYPART_SIBL
(11,1),(11,23),0.0541791 # DEPENDENCYPART_SIBL
(11,1),(11,24),0.342288 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0415799 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0156925 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.061758 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.127492 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.141584 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0357822 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0347248 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.140448 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.135627 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.133874 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0364559 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.00626263 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0648427 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0680167 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0143583 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.110842 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.132271 # DEPENDENCYPART_SIBL
(11,2),(11,23),-0.147851 # DEPENDENCYPART_SIBL
(11,2),(11,24),-0.0158292 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.017972 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0417408 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0450819 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0231416 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0464912 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.170278 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.101645 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0516581 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0577717 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0131785 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.00836366 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0699133 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0551646 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.00603796 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0975877 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.0561223 # DEPENDENCYPART_SIBL
(11,3),(11,23),0.040723 # DEPENDENCYPART_SIBL
(11,3),(11,24),0.118819 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0367346 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.024703 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0501913 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0221631 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.00368585 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.128778 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0767487 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0754548 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.170075 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0504325 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0627901 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0485197 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0515602 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0792107 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.0739348 # DEPENDENCYPART_SIBL
(11,4),(11,23),-0.0844196 # DEPENDENCYPART_SIBL
(11,4),(11,24),0.0377549 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0300449 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0414912 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0106038 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0830524 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0636993 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.183402 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.181371 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.128847 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0894938 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.164243 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.167443 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0901816 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.110088 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.173722 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.191156 # DEPENDENCYPART_SIBL
(11,5),(11,24),-0.0532585 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.108503 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0337794 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0821466 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.141196 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0441496 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0421101 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0110367 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0108577 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0321643 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.021803 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.00308384 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.0140514 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.0330946 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.0539781 # DEPENDENCYPART_SIBL
(11,6),(11,24),0.162101 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0239924 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0417859 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.129678 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0987862 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0967494 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0696301 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0520293 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.070104 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0689893 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0659714 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0360319 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.0873673 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.108621 # DEPENDENCYPART_SIBL
(11,7),(11,24),0.0560426 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0567233 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.080061 # DEPENDENCYPART_SIBL
