# _root_ 9.83 % , standard conventional fixedrate mortgages ; 7.875 % , 2 % rate capped one-year adjustable rate mortgages .
#goldHeads=2,0,2,7,7,7,2,2,10,2,10,13,14,19,14,19,19,19,10,2,
#predictedHeads=2,0,2,7,7,7,2,2,10,2,10,13,19,19,14,19,19,19,10,2,
(7,4),(7,19),-0.0480075 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.148265 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0290495 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0740757 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0482921 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0385868 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0301075 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0484246 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0385868 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.00874516 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0589673 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0405746 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.129317 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0515204 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0357325 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0230767 # DEPENDENCYPART_SIBL
(7,6),(7,11),-1.07599e-05 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0358679 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0230767 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.00566657 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.04468 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0262786 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.112011 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0730186 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.114328 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0703983 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0689351 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.114328 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0878234 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.11722 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.120485 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.332487 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00962235 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00584377 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.00247864 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.00962235 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.00205861 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.00622203 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.00990591 # DEPENDENCYPART_SIBL
(7,9),(7,20),0.0235043 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.020661 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0177088 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.00634319 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.00547237 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.00199305 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0250507 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.0915286 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0260238 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0333254 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0608536 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0518584 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.0838291 # DEPENDENCYPART_SIBL
(7,11),(7,20),0.00576818 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.00925497 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.00169659 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.00806473 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0116153 # DEPENDENCYPART_SIBL
(7,12),(7,20),0.0174352 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.00547237 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.00199305 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0250507 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.0915286 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0132727 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.0259343 # DEPENDENCYPART_SIBL
(7,14),(7,20),0.0246563 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.00761404 # DEPENDENCYPART_SIBL
(7,15),(7,20),0.0216633 # DEPENDENCYPART_SIBL
(7,19),(7,20),0.0337788 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0260135 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.00376899 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0205629 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0100048 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.132545 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0529363 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00529327 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.132545 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0849762 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0264784 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0594452 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00208482 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0285056 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0594452 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0244987 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0455478 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0275701 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0131889 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.00468651 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.00083834 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0140852 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.159244 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0863332 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.111231 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0396576 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00965093 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.013933 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0237927 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.00083834 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0140852 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0123203 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.243782 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0296014 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0712952 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0697719 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0741705 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0887418 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.000611346 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0119332 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0343632 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.022461 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0277123 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0123577 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0176887 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0491686 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0758251 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.0112221 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0450881 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0218017 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0237589 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0353736 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0438255 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0138711 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0242244 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.00465106 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0723453 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.059277 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.00113766 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0106427 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.045602 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.00660274 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0513428 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0642887 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0500342 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0571503 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0489573 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0056325 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0143916 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.127651 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0230436 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0560327 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0423941 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0357647 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.00559491 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0140064 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.0851461 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0491146 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0505707 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.00238395 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.104675 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0596577 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0273087 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0570991 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.110125 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0325888 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0168392 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.028465 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0242951 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0242202 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0339475 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0117504 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0917852 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0509309 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0458668 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0762201 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.127646 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0497667 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0315483 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0395932 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0040533 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0322266 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0181109 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0884704 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0461372 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.00124569 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0596061 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.109853 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0325225 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0142312 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0230297 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0228102 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.013681 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0702713 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0829844 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00673337 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0611384 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0910111 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0594886 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0151704 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0293013 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0322475 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.0368896 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0483798 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0317644 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0670606 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.149189 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.106275 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0744993 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0462725 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.04486 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.00122468 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0816269 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00348098 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0422018 # DEPENDENCYPART_SIBL
(10,9),(10,14),6.59975e-05 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.000347488 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0687956 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.129685 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0303327 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0356663 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0345909 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.061537 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0197893 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0175688 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.118648 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0293914 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0328466 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0340031 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0329614 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0693032 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0773576 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.065882 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.023082 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0223528 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0462309 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0367872 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0119312 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0200357 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0208673 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0317744 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0261405 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0205276 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0053098 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.0151402 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0264895 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0208672 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.0410028 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.00511868 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.151 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.323266 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.184631 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0731616 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0942956 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0790207 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0288206 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0247344 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00215502 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0119332 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.243782 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.00290972 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0123577 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0176887 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.0491686 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.0758251 # DEPENDENCYPART_SIBL
(13,1),(13,20),0.0112221 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.24194 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.00378586 # DEPENDENCYPART_SIBL
(13,9),(13,14),6.59975e-05 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.000347488 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0687956 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.129685 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.0303327 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0232735 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.00113766 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0106427 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.045602 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.00660274 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0513428 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0435159 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0141219 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0976422 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.115865 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0533071 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0200357 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0208673 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0317744 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0261405 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0205276 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0053098 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0151402 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0264895 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0208672 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0410028 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.000720856 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.00998312 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.0884258 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.0869718 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.0915345 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.0524634 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0576519 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0164904 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.000720856 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.00998312 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0326824 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.000720856 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0437301 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.0208389 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0208415 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.00164735 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.00981938 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.038721 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.0883951 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.090458 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.102165 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0512734 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0367706 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.0191953 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0551494 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.038721 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0145384 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0551494 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0227665 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0481548 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0472279 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0266493 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0314906 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.0828869 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.0687379 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.0762167 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0263232 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0505525 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.00404491 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0130415 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.337563 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0169918 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0130415 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0156809 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.056299 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0547173 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.0768406 # DEPENDENCYPART_SIBL
(14,3),(14,20),0.0513126 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.0827413 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0814558 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0861041 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0603305 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.00252901 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.111647 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0179345 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.000542458 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.111647 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0211744 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0382328 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0382299 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.00782616 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.0272787 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.0999014 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0972814 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.045632 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.00971188 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.116384 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.036569 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.012849 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.116384 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0287459 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0422336 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0422319 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.00528326 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.0264034 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.103612 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0420872 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0145908 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.125918 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0412656 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.0170387 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.125918 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0118433 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0260851 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0260833 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.0128923 # DEPENDENCYPART_SIBL
(14,6),(14,20),0.044543 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0488493 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0263512 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.00706566 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0321343 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.034146 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.00706566 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0183867 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0340239 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0338234 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0499996 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0666145 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.00663092 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.00576172 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0499688 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0129654 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.00576172 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.073224 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0463378 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0462668 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0564579 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.0469219 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.00286894 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0107376 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0338205 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.00286894 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0359019 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0304977 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0305007 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0353022 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.0188862 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.038721 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0145384 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0551494 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0227665 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0481548 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0472279 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0266493 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0314906 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0169918 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0130415 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0156809 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.056299 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0547173 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0768406 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0513126 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.00367142 # DEPENDENCYPART_SIBL
